product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,net_income_clean,revenue_clean,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
SURGICAL BLADE #20 SURGITECH,60.0,16800.0,7090.0,5,3,0,90.0,3080.0,35,0.029221,0.000411,0.994734,C,ABC/Pareto using total_trade_price revenue,draft
PAPER MULTICOPY 80GSM 216X330 LONG (HARDCOPY),50.0,11000.0,5350.0,1,1,0,5350.0,11000.0,36,0.486364,0.000269,0.995003,C,ABC/Pareto using total_trade_price revenue,draft
PAPER MULTICOPY 80GSM 210X297 A4 (HARDCOPY),50.0,9800.0,3450.0,1,1,0,3450.0,9800.0,37,0.352041,0.00024,0.995243,C,ABC/Pareto using total_trade_price revenue,draft
BOND PAPER A4 80GSM (DOUBLE A),40.0,9600.0,1800.0,1,1,0,1800.0,9600.0,38,0.1875,0.000235,0.995478,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #21 SURGITECH,34.0,9520.0,4760.0,2,1,0,0.0,0.0,39,0.0,0.000233,0.995711,C,ABC/Pareto using total_trade_price revenue,draft
GIGIL SAW WIRE #20,10.0,9000.0,9000.0,1,1,0,0.0,0.0,40,0.0,0.00022,0.995931,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #10 SURGITECH,31.0,8680.0,2890.0,4,3,0,90.0,3080.0,41,0.029221,0.000213,0.996144,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #11 SURGITECH,30.0,8400.0,4200.0,2,1,0,0.0,0.0,42,0.0,0.000206,0.99635,C,ABC/Pareto using total_trade_price revenue,draft
ECG PAPER 80X20,152.0,7600.0,7350.0,5,5,0,2250.0,2500.0,43,0.9,0.000186,0.996536,C,ABC/Pareto using total_trade_price revenue,draft
CARBON PAPER 8.5X13,10.0,7250.0,1100.0,2,2,0,1100.0,7250.0,44,0.151724,0.000178,0.996713,C,ABC/Pareto using total_trade_price revenue,draft
THERMAL SCANNER WITH AUTOMATIC ALCOHOL DISPENSER,2.0,5400.0,5400.0,1,1,0,0.0,0.0,45,0.0,0.000132,0.996845,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN BLACK FINE POINT PILOT,200.0,4600.0,950.0,2,1,0,950.0,4600.0,46,0.206522,0.000113,0.996958,C,ABC/Pareto using total_trade_price revenue,draft
SODAMPEN 250MG VIAL,38.0,4560.0,4560.0,8,8,0,0.0,0.0,47,0.0,0.000112,0.99707,C,ABC/Pareto using total_trade_price revenue,draft
MASTER PAPER GESTENER CPMT 15,4.0,4462.08,4462.08,2,2,0,0.0,0.0,48,0.0,0.000109,0.997179,C,ABC/Pareto using total_trade_price revenue,draft
CAUTERY PENCIL (ORMED),18.0,4320.0,1980.0,3,2,0,1980.0,4320.0,49,0.458333,0.000106,0.997285,C,ABC/Pareto using total_trade_price revenue,draft
THERMAL PAPER 110MMX20M (SONY),0.5,4100.0,1550.0,1,1,0,1550.0,4100.0,50,0.378049,0.0001,0.997385,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #303 (CANON),1.0,4070.0,426.0,1,1,0,426.0,4070.0,51,0.104668,0.0001,0.997485,C,ABC/Pareto using total_trade_price revenue,draft
ECG THERMAL PAPER SIMPLEX 80MMX20MM,44.0,3740.0,3740.0,2,2,0,0.0,0.0,52,0.0,9.2e-05,0.997576,C,ABC/Pareto using total_trade_price revenue,draft
MYRECLOX 250MG SUSPENSION 60ML,144.0,3312.0,3312.0,1,1,0,0.0,0.0,53,0.0,8.1e-05,0.997657,C,ABC/Pareto using total_trade_price revenue,draft
DOUBLE SIDED TAPE,105.0,3150.0,1880.0,3,3,0,1880.0,3150.0,54,0.596825,7.7e-05,0.997734,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #15 SURGITECH,11.0,3080.0,1410.0,3,2,0,10.0,280.0,55,0.035714,7.5e-05,0.99781,C,ABC/Pareto using total_trade_price revenue,draft
ZINC OXIDE TAPE: 2.5CM X 5CM FUJI,24.0,2640.0,2640.0,1,1,0,0.0,0.0,56,0.0,6.5e-05,0.997875,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE SURGITECH # 22,9.0,2520.0,0.0,1,1,0,0.0,0.0,57,0.0,6.2e-05,0.997936,C,ABC/Pareto using total_trade_price revenue,draft
SIGN PEN LIQUID GEL (DONG A),100.0,2400.0,2400.0,1,1,0,0.0,0.0,58,0.0,5.9e-05,0.997995,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER W/ TAB LEGAL 100'S/PACK,5.0,2350.0,0.0,1,1,0,0.0,0.0,59,0.0,5.8e-05,0.998053,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP SMALL,22.0,2310.0,210.0,2,2,0,0.0,0.0,60,0.0,5.7e-05,0.998109,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER 14PTS LONG,7.0,2275.0,1625.0,4,3,0,975.0,1625.0,61,0.6,5.6e-05,0.998165,C,ABC/Pareto using total_trade_price revenue,draft
CARBON PAPER LONG,3.0,2115.0,0.0,2,2,0,0.0,0.0,62,0.0,5.2e-05,0.998217,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #20 100'S PARTNERS,6.0,2016.0,1584.0,3,2,0,240.0,336.0,63,0.714286,4.9e-05,0.998266,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN RETRACTABLE BLACK 50'S (MATRIX),10.0,1900.0,900.0,1,1,0,900.0,1900.0,64,0.473684,4.7e-05,0.998312,C,ABC/Pareto using total_trade_price revenue,draft
SUPRAFIX DS 100MG/5ML SUSPENSION,20.0,1880.0,440.0,1,1,0,440.0,1880.0,65,0.234043,4.6e-05,0.998358,C,ABC/Pareto using total_trade_price revenue,draft
FANCY FOLDER LEGAL,4.0,1800.0,355.0,3,2,0,355.0,1800.0,66,0.197222,4.4e-05,0.998403,C,ABC/Pareto using total_trade_price revenue,draft
PENLIGHT (KINGMED),16.0,1800.0,680.0,2,2,0,80.0,1200.0,67,0.066667,4.4e-05,0.998447,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADES #20,6.0,1758.0,1734.0,2,2,0,816.0,840.0,68,0.971429,4.3e-05,0.99849,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL TAPE 1'' 12'S SUREGUARD,7.0,1750.0,1750.0,2,1,0,0.0,0.0,69,0.0,4.3e-05,0.998532,C,ABC/Pareto using total_trade_price revenue,draft
SUCTION CATHETER - SURGITECH - FR#8,130.0,1740.0,1111.0,2,2,0,1111.0,1740.0,70,0.638506,4.3e-05,0.998575,C,ABC/Pareto using total_trade_price revenue,draft
SQFEN 200MG/5ML SUSPENSION,50.0,1600.0,1600.0,1,1,0,0.0,0.0,71,0.0,3.9e-05,0.998614,C,ABC/Pareto using total_trade_price revenue,draft
CAUTERY PENCIL (ELECTRO SURGICAL PRODUCTS),4.0,1600.0,600.0,1,1,0,600.0,1600.0,72,0.375,3.9e-05,0.998653,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CUPS 50'S,42.0,1596.0,1596.0,1,1,0,0.0,0.0,73,0.0,3.9e-05,0.998693,C,ABC/Pareto using total_trade_price revenue,draft
ZOEY PHOTO PAPER A-4 180GSM,30.0,1500.0,900.0,1,1,0,900.0,1500.0,74,0.6,3.7e-05,0.998729,C,ABC/Pareto using total_trade_price revenue,draft
PENCIL,16.0,1431.0,6.0,4,3,0,0.0,0.0,75,0.0,3.5e-05,0.998764,C,ABC/Pareto using total_trade_price revenue,draft
PANDA BALLPEN,13.0,1430.0,0.0,1,1,0,0.0,0.0,76,0.0,3.5e-05,0.998799,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER 14PTS SHORT,5.0,1375.0,881.0,4,3,0,606.0,1100.0,77,0.550909,3.4e-05,0.998833,C,ABC/Pareto using total_trade_price revenue,draft
SIGN PEN,52.0,1300.0,1300.0,3,2,0,450.0,450.0,78,1.0,3.2e-05,0.998865,C,ABC/Pareto using total_trade_price revenue,draft
SCOTCH TAPE 24X50,100.0,1300.0,1300.0,2,2,0,0.0,0.0,79,0.0,3.2e-05,0.998897,C,ABC/Pareto using total_trade_price revenue,draft
ECG PAPER 63X30,20.0,1300.0,900.0,1,1,0,900.0,1300.0,80,0.692308,3.2e-05,0.998928,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN G-TECH 0.3 BLACK (PILOT),20.0,1300.0,0.0,1,1,0,0.0,0.0,81,0.0,3.2e-05,0.99896,C,ABC/Pareto using total_trade_price revenue,draft
PAPER FASTERNER PLASTIC,40.0,1280.0,720.0,2,2,0,720.0,1280.0,82,0.5625,3.1e-05,0.998992,C,ABC/Pareto using total_trade_price revenue,draft
"AUTOCLAVE TAPE 1""",5.0,1250.0,1250.0,1,1,0,0.0,0.0,83,0.0,3.1e-05,0.999022,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN ORDINARY FINE POINT 0.5 BLACK (FLEXSTICK),185.0,1202.5,752.5,2,2,0,525.0,975.0,84,0.538462,2.9e-05,0.999052,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADES #10,3.0,1200.0,800.0,3,3,0,0.0,0.0,85,0.0,2.9e-05,0.999081,C,ABC/Pareto using total_trade_price revenue,draft
TISSUE PAPER,14.0,1171.28,1488.58,6,6,0,492.0,558.0,86,0.88172,2.9e-05,0.99911,C,ABC/Pareto using total_trade_price revenue,draft
UMBILICAL CATHETER SIZE#5 (BICAKCILAS),10.0,1100.0,750.0,1,1,0,750.0,1100.0,87,0.681818,2.7e-05,0.999137,C,ABC/Pareto using total_trade_price revenue,draft
INK #003 CYAN (EPSON),4.0,1100.0,1100.0,1,1,0,0.0,0.0,88,0.0,2.7e-05,0.999164,C,ABC/Pareto using total_trade_price revenue,draft
INK #003 MAGENTA (EPSON),4.0,1100.0,1100.0,1,1,0,0.0,0.0,89,0.0,2.7e-05,0.99919,C,ABC/Pareto using total_trade_price revenue,draft
INK #003 YELLOW (EPSON),4.0,1100.0,1100.0,1,1,0,0.0,0.0,90,0.0,2.7e-05,0.999217,C,ABC/Pareto using total_trade_price revenue,draft
PENLIGHT,5.0,1050.0,0.0,1,1,0,0.0,0.0,91,0.0,2.6e-05,0.999243,C,ABC/Pareto using total_trade_price revenue,draft
INK #003 BLACK (EPSON),4.0,1040.0,1040.0,1,1,0,0.0,0.0,92,0.0,2.5e-05,0.999269,C,ABC/Pareto using total_trade_price revenue,draft
"BLADE HOLDER SIZE #4, 5 1/4",8.0,1040.0,1040.0,1,1,0,1040.0,1040.0,93,1.0,2.5e-05,0.999294,C,ABC/Pareto using total_trade_price revenue,draft
PENCIL LEAD W/ ERASER 12'S/BXS (MONGOL),10.0,1020.0,0.0,1,1,0,0.0,0.0,94,0.0,2.5e-05,0.999319,C,ABC/Pareto using total_trade_price revenue,draft
TISSUE PAPER 2PLY (FEMME),100.0,910.0,490.0,1,1,0,490.0,910.0,95,0.538462,2.2e-05,0.999341,C,ABC/Pareto using total_trade_price revenue,draft
BOND PAPER A4 (HOKKAIDO),5.0,845.0,505.0,1,1,0,505.0,845.0,96,0.597633,2.1e-05,0.999362,C,ABC/Pareto using total_trade_price revenue,draft
HARD COPY SUB#20 LONG,5.0,840.0,315.0,1,1,0,315.0,840.0,97,0.375,2.1e-05,0.999383,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #12 SURGITECH,3.0,840.0,0.0,1,1,0,0.0,0.0,98,0.0,2.1e-05,0.999403,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #664 CYAN (EPSON),3.0,825.0,825.0,1,1,0,0.0,0.0,99,0.0,2e-05,0.999423,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #664 MAGENTA (EPSON),3.0,825.0,825.0,1,1,0,0.0,0.0,100,0.0,2e-05,0.999444,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #664 YELLOW (EPSON),3.0,825.0,825.0,1,1,0,0.0,0.0,101,0.0,2e-05,0.999464,C,ABC/Pareto using total_trade_price revenue,draft
EXPANDABLE FOLDER LONG GREEN,50.0,800.0,175.0,1,1,0,175.0,800.0,102,0.21875,2e-05,0.999483,C,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE #664 BLACK (EPSON),3.0,780.0,780.0,1,1,0,0.0,0.0,103,0.0,1.9e-05,0.999502,C,ABC/Pareto using total_trade_price revenue,draft
NYLON #300,2.0,760.0,760.0,1,1,0,0.0,0.0,104,0.0,1.9e-05,0.999521,C,ABC/Pareto using total_trade_price revenue,draft
"PAPER ,MULTICOPY LEGAL SIZE (HARDCOPY)",4.0,756.0,568.0,1,1,0,568.0,756.0,105,0.751323,1.9e-05,0.99954,C,ABC/Pareto using total_trade_price revenue,draft
ZOEY STAPLER W/ STAPLE REMOVER #35,5.0,750.0,411.0,2,2,0,111.0,450.0,106,0.246667,1.8e-05,0.999558,C,ABC/Pareto using total_trade_price revenue,draft
MASKING TAPE 2'' (CROCO),8.0,680.0,300.0,2,2,0,300.0,425.0,107,0.705882,1.7e-05,0.999575,C,ABC/Pareto using total_trade_price revenue,draft
PAPER TOWEL 175PULL-UPS 200MMX200MM (BONUS),15.0,671.25,671.25,1,1,0,0.0,0.0,108,0.0,1.6e-05,0.999591,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN BLUE FINE POINT PILOT,30.0,660.0,180.0,1,1,0,180.0,660.0,109,0.272727,1.6e-05,0.999607,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN RED FINE POINT PILOT,30.0,660.0,150.0,1,1,0,150.0,660.0,110,0.227273,1.6e-05,0.999623,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN G-TECH 0.3 BLUE (PILOT),10.0,650.0,0.0,1,1,0,0.0,0.0,111,0.0,1.6e-05,0.999639,C,ABC/Pareto using total_trade_price revenue,draft
HBW BLUE BALLPEN,4.0,600.0,600.0,2,2,0,0.0,0.0,112,0.0,1.5e-05,0.999654,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADE #11,2.0,560.0,115.0,2,2,0,115.0,560.0,113,0.205357,1.4e-05,0.999668,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADES SURGITECH #20,2.0,560.0,385.0,2,2,0,105.0,280.0,114,0.375,1.4e-05,0.999681,C,ABC/Pareto using total_trade_price revenue,draft
SIGNPEN G-TECH 1.0 V10 BLACK (PILOT),10.0,554.17,245.83,1,1,0,245.83,554.17,115,0.4436,1.4e-05,0.999695,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP BIG,23.0,552.0,272.0,3,3,0,224.0,504.0,116,0.444444,1.4e-05,0.999708,C,ABC/Pareto using total_trade_price revenue,draft
FOLDER A4,53.0,530.0,483.0,3,3,0,453.0,500.0,117,0.906,1.3e-05,0.999721,C,ABC/Pareto using total_trade_price revenue,draft
SHARPENER METAL HEAVY DUTY,2.0,530.0,470.0,1,1,0,470.0,530.0,118,0.886792,1.3e-05,0.999734,C,ABC/Pareto using total_trade_price revenue,draft
ECG THERMAL PAPER 80MMX20M (SIMPLEX),1.2,510.0,390.0,1,1,0,390.0,510.0,119,0.764706,1.2e-05,0.999747,C,ABC/Pareto using total_trade_price revenue,draft
STICKER PAPER MATTE A4 (VECO),10.0,500.0,0.0,1,1,0,0.0,0.0,120,0.0,1.2e-05,0.999759,C,ABC/Pareto using total_trade_price revenue,draft
SYSTEM FOLDER LONG 14PTS,1.0,470.0,330.0,1,1,0,330.0,470.0,121,0.702128,1.2e-05,0.999771,C,ABC/Pareto using total_trade_price revenue,draft
"DATA FOLDER, MADE OF CHIPBOARD TAGILA LOCK",4.0,460.0,76.0,1,1,0,76.0,460.0,122,0.165217,1.1e-05,0.999782,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN FINEPOINT BLACK (PILOT),20.0,450.0,90.0,1,1,0,90.0,450.0,123,0.2,1.1e-05,0.999793,C,ABC/Pareto using total_trade_price revenue,draft
SIGNPEN 0.4 (MYGEL),15.0,435.0,0.0,1,1,0,0.0,0.0,124,0.0,1.1e-05,0.999803,C,ABC/Pareto using total_trade_price revenue,draft
MASKING TAPE 1'',10.0,410.0,30.0,1,1,0,30.0,410.0,125,0.073171,1e-05,0.999814,C,ABC/Pareto using total_trade_price revenue,draft
BALLPEN 0.5 BLACK (MYGEL),15.0,405.0,405.0,1,1,0,0.0,0.0,126,0.0,1e-05,0.999823,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY 80MM SIZE #2 GREEN (ORMED),10.0,380.0,270.0,1,1,0,270.0,380.0,127,0.710526,9e-06,0.999833,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY 90MM SIZE #3 YELLOW (ORMED),10.0,380.0,270.0,1,1,0,270.0,380.0,128,0.710526,9e-06,0.999842,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY 60MM SIZE #0 BLACK (ORMED),10.0,380.0,380.0,1,1,0,0.0,0.0,129,0.0,9e-06,0.999851,C,ABC/Pareto using total_trade_price revenue,draft
TAPE TRANSPARENT 1'',16.0,368.0,0.0,1,1,0,0.0,0.0,130,0.0,9e-06,0.99986,C,ABC/Pareto using total_trade_price revenue,draft
SURGICAL BLADES PARTNERS #15,1.0,310.0,75.0,1,1,0,75.0,310.0,131,0.241935,8e-06,0.999868,C,ABC/Pareto using total_trade_price revenue,draft
FABER CASTELL BALLPEN,30.0,300.0,300.0,1,1,0,0.0,0.0,132,0.0,7e-06,0.999875,C,ABC/Pareto using total_trade_price revenue,draft
PENCIL MONGOL NO.2,3.0,285.0,32.0,2,2,0,32.0,190.0,133,0.168421,7e-06,0.999882,C,ABC/Pareto using total_trade_price revenue,draft
COLORED FOLDER DIVIDER LEGAL,10.0,280.0,224.0,2,2,0,0.0,0.0,134,0.0,7e-06,0.999889,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP BIG 50MM (PRINCE),13.0,266.5,28.5,2,2,0,28.5,61.5,135,0.463415,7e-06,0.999896,C,ABC/Pareto using total_trade_price revenue,draft
BLADE HOLDER #4 5 1/2,2.0,260.0,0.0,1,1,0,0.0,0.0,136,0.0,6e-06,0.999902,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP VINYL 55MM 100'S 120GRAMS JOY,10.0,240.0,60.0,1,1,0,60.0,240.0,137,0.25,6e-06,0.999908,C,ABC/Pareto using total_trade_price revenue,draft
"ELECTRIC TAPE BLACK ,VINYL 0.16MMX19MMX16M",6.0,240.0,106.0,2,2,0,106.0,240.0,138,0.441667,6e-06,0.999914,C,ABC/Pareto using total_trade_price revenue,draft
FC FINE PEN BLACK 0.5,20.0,230.0,230.0,1,1,0,0.0,0.0,139,0.0,6e-06,0.999919,C,ABC/Pareto using total_trade_price revenue,draft
FLEXSTICK BALLPEN,30.0,210.0,210.0,2,2,0,0.0,0.0,140,0.0,5e-06,0.999925,C,ABC/Pareto using total_trade_price revenue,draft
STAPLE WIRE STANDARD #35 (PRINCE),4.0,208.0,64.0,1,1,0,64.0,208.0,141,0.307692,5e-06,0.99993,C,ABC/Pareto using total_trade_price revenue,draft
ELECTRICAL TAPE,5.0,190.0,175.0,1,1,0,175.0,190.0,142,0.921053,5e-06,0.999934,C,ABC/Pareto using total_trade_price revenue,draft
WRAPPING PAPER LIGHT BROWN 9.5X9 5'' 115GSM,2.0,183.0,183.0,1,1,0,0.0,0.0,143,0.0,4e-06,0.999939,C,ABC/Pareto using total_trade_price revenue,draft
ELECTRIC TAPE PVC 0.155MMX19MMX16MM,4.0,160.0,20.0,1,1,0,20.0,160.0,144,0.125,4e-06,0.999943,C,ABC/Pareto using total_trade_price revenue,draft
SUCTION CATHETER - SURGITECH - FR#5,10.0,150.0,100.0,1,1,0,100.0,150.0,145,0.666667,4e-06,0.999946,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY ORMED RED #4 SIZE 100MM,2.0,150.0,20.0,1,1,0,20.0,150.0,146,0.133333,4e-06,0.99995,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY SEDASENZ GREEN # 2 1-SM-GAIR02,2.0,150.0,20.0,1,1,0,20.0,150.0,147,0.133333,4e-06,0.999954,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY SEDASENZ YELLOW # 3 1-SM-GAIR03,2.0,150.0,20.0,1,1,0,20.0,150.0,148,0.133333,4e-06,0.999957,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY SIMPLEX BLUE #0 SIZE 50MM,2.0,150.0,20.0,1,1,0,20.0,150.0,149,0.133333,4e-06,0.999961,C,ABC/Pareto using total_trade_price revenue,draft
GUEDEL AIRWAY WHITE ORMED # 1 SIZE 70MM,2.0,150.0,20.0,1,1,0,20.0,150.0,150,0.133333,4e-06,0.999965,C,ABC/Pareto using total_trade_price revenue,draft
CORRECTION TAPE ODVEN,10.0,150.0,150.0,1,1,0,0.0,0.0,151,0.0,4e-06,0.999968,C,ABC/Pareto using total_trade_price revenue,draft
PAPER CLIP SMALL 33MM (PRINCE),14.0,147.0,6.0,2,2,0,6.0,42.0,152,0.142857,4e-06,0.999972,C,ABC/Pareto using total_trade_price revenue,draft
