territory,period,prior_period,quantity,revenue,gross_margin_amount,prior_quantity,prior_revenue,quantity_yoy_growth,revenue_yoy_growth,is_2025_partial,is_partial_period
Laguna,2021-03,2020-03,39.0,7090.0,7010.0,24.29,8171.8,0.605599,-0.132382,False,False
Marinduque,2021-03,2020-03,90.0,31623.9,31483.9,165.0,24224.69,-0.454545,0.305441,False,False
Quezon,2021-03,2020-03,255.1,65639.76,61073.99,223.0,54893.61,0.143946,0.195763,False,False
Albay,2021-04,2020-04,12.0,267.6,267.6,,,,,False,False
Batangas,2021-04,2020-04,53.0,12818.46,12818.46,149.0,31950.83,-0.644295,-0.598807,False,False
Camarines Norte,2021-04,2020-04,231.4,49516.49,42216.49,,,,,False,False
Camarines Sur,2021-04,2020-04,149.0,15544.06,14894.06,,,,,False,False
Cavite,2021-04,2020-04,149.6,63105.43,64800.43,232.0,55915.99,-0.355172,0.128576,False,False
Quezon,2021-04,2020-04,384.0,80928.73,79293.73,110.0,38370.51,2.490909,1.109139,False,False
Batangas,2021-05,2020-05,15.0,7414.0,7414.0,67.0,7435.52,-0.776119,-0.002894,False,False
Camarines Norte,2021-05,2020-05,32.2,12900.0,12900.0,251.8,99828.28,-0.872121,-0.870778,False,False
Camarines Sur,2021-05,2020-05,69.0,17518.94,20930.36,,,,,False,False
Cavite,2021-05,2020-05,39.0,10065.74,6665.49,344.0,81888.55,-0.886628,-0.87708,False,False
Marinduque,2021-05,2020-05,264.0,212852.34,77679.72,,,,,False,False
Quezon,2021-05,2020-05,455.0,107308.61,106679.61,,,,,False,False
Batangas,2021-06,2020-06,104.98,38720.4528,32770.4528,141.0,35523.33,-0.255461,0.090001,False,False
Camarines Sur,2021-06,2020-06,29.0,2610.3,2610.3,,,,,False,False
Cavite,2021-06,2020-06,162.0,19470.46,17360.46,340.0,35166.37,-0.523529,-0.446333,False,False
Marinduque,2021-06,2020-06,18.0,10150.34,10500.0,167.0,60687.77,-0.892216,-0.832745,False,False
Quezon,2021-06,2020-06,280.0,63337.2,59305.08,447.0,97028.39,-0.373602,-0.34723,False,False
Batangas,2021-07,2020-07,131.0,42437.69,42374.09,71.0,23072.61,0.84507,0.83931,False,False
Camarines Norte,2021-07,2020-07,377.8,111047.6,98627.6,151.46,67339.62,1.494388,0.649068,False,False
Camarines Sur,2021-07,2020-07,92.61,24786.5236,23486.5236,34.0,20910.0,1.723824,0.185391,False,False
Cavite,2021-07,2020-07,112.0,35920.4,35920.4,372.0,43814.51,-0.698925,-0.180171,False,False
Laguna,2021-07,2020-07,84.0,16030.0,15910.0,,,,,False,False
Marinduque,2021-07,2020-07,125.0,28535.36,25655.36,203.0,44701.4,-0.384236,-0.361645,False,False
Quezon,2021-07,2020-07,565.4,85980.94,85983.39,166.0,36201.51,2.406024,1.375065,False,False
Albay,2021-08,2020-08,1050.0,160250.0,145250.0,164.0,41721.6,5.402439,2.840936,False,False
Batangas,2021-08,2020-08,78.0,16161.0,16161.0,76.0,33342.84,0.026316,-0.515308,False,False
Camarines Norte,2021-08,2020-08,158.2,50413.0,44943.0,-65.16,-6518.74,-3.42787,-8.73355,False,False
Camarines Sur,2021-08,2020-08,101.0,9332.7,9332.7,104.0,15937.28,-0.028846,-0.414411,False,False
Cavite,2021-08,2020-08,231.0,30231.63,28795.76,474.0,50451.17,-0.512658,-0.400774,False,False
Marinduque,2021-08,2020-08,1046.0,108473.0,96107.0,168.0,42686.69,5.22619,1.541143,False,False
Quezon,2021-08,2020-08,538.0,104516.18,103200.18,97.0,48271.26,4.546392,1.165184,False,False
Albay,2021-09,2020-09,17.0,807.5,807.5,,,,,False,False
Batangas,2021-09,2020-09,167.0,62690.13,62690.13,112.0,42474.73,0.491071,0.475939,False,False
Camarines Norte,2021-09,2020-09,224.5,49653.28,42198.28,,,,,False,False
Camarines Sur,2021-09,2020-09,27.05,15281.8504,15759.05,,,,,False,False
Cavite,2021-09,2020-09,126.0,12577.0,11727.0,415.33,53531.42,-0.696627,-0.765054,False,False
Marinduque,2021-09,2020-09,-21.0,-803.88,0.0,122.0,30816.82,-1.172131,-1.026086,False,False
Quezon,2021-09,2020-09,343.0,75652.87,75090.37,305.0,81060.83,0.12459,-0.066715,False,False
Batangas,2021-10,2020-10,102.0,45851.6,45851.6,103.0,30385.0,-0.009709,0.509021,False,False
Camarines Sur,2021-10,2020-10,87.0,20656.28,19356.28,-81.64,-13494.81,-2.065654,-2.530683,False,False
Cavite,2021-10,2020-10,282.0,21370.11,17915.11,285.0,45832.2,-0.010526,-0.533732,False,False
Laguna,2021-10,2020-10,4061.0,842721.9,460068.1,-1445.67,-140461.9,-3.809078,-6.999648,False,False
Marinduque,2021-10,2020-10,59.0,21570.92,21413.42,,,,,False,False
Quezon,2021-10,2020-10,472.0,99134.34,95809.62,308.0,96260.14,0.532468,0.029859,False,False
Batangas,2021-11,2020-11,74.0,25179.5,25179.5,61.0,27028.95,0.213115,-0.068425,False,False
Camarines Norte,2021-11,2020-11,311.8,60901.05,54086.05,85.8,37946.94,2.634033,0.6049,False,False
Camarines Sur,2021-11,2020-11,81.0,15349.3,14259.3,,,,,False,False
Cavite,2021-11,2020-11,223.0,22634.38,23631.98,149.0,11117.76,0.496644,1.035876,False,False
Marinduque,2021-11,2020-11,94.0,29794.22,29794.22,91.0,27627.95,0.032967,0.078409,False,False
Quezon,2021-11,2020-11,293.0,72911.31,69811.81,209.0,61425.76,0.401914,0.186983,False,False
Batangas,2021-12,2020-12,88.0,37340.43,37340.43,49.0,13045.12,0.795918,1.862406,False,False
Camarines Norte,2021-12,2020-12,193.6,54192.5,39673.5,,,,,False,False
Camarines Sur,2021-12,2020-12,65.0,9438.5,9178.5,73.0,13210.25,-0.109589,-0.285517,False,False
Cavite,2021-12,2020-12,100.0,8916.35,8700.71,65.33,21228.2,0.53069,-0.579976,False,False
Laguna,2021-12,2020-12,27.0,4360.0,3330.0,,,,,False,False
Quezon,2021-12,2020-12,452.0,82785.49,79023.49,323.0,85196.41,0.399381,-0.028298,False,False
Batangas,2022-01,2021-01,73.0,30771.42,30771.42,139.46,36404.86,-0.476552,-0.154744,False,False
Camarines Norte,2022-01,2021-01,132.0,33210.0,25590.0,186.0,70748.79,-0.290323,-0.530593,False,False
Cavite,2022-01,2021-01,65.0,10130.12,10013.87,158.0,29742.26,-0.588608,-0.659403,False,False
Marinduque,2022-01,2021-01,274.0,64658.2,61193.2,427.0,58463.16,-0.358314,0.105965,False,False
Quezon,2022-01,2021-01,365.0,60414.58,57311.08,293.0,77644.59,0.245734,-0.221909,False,False
Albay,2022-02,2021-02,8.0,11009.2,11009.2,18.0,1966.5,-0.555556,4.598373,False,False
Batangas,2022-02,2021-02,318.0,83504.04,78116.04,53.0,33088.23,5.0,1.523678,False,False
Camarines Norte,2022-02,2021-02,291.0,90238.5,70864.5,104.8,35773.3,1.776718,1.52251,False,False
Camarines Sur,2022-02,2021-02,221.0,32962.06,31431.9,213.0,18600.52,0.037559,0.772104,False,False
Cavite,2022-02,2021-02,131.0,7923.62,7920.49,253.0,42372.71,-0.482213,-0.813002,False,False
Laguna,2022-02,2021-02,90.0,15550.0,13550.0,76.0,19270.0,0.184211,-0.193046,False,False
Marinduque,2022-02,2021-02,2040.0,1177581.0,1140430.5,,,,,False,False
Quezon,2022-02,2021-02,512.0,121656.09,117293.09,370.0,77786.14,0.383784,0.563982,False,False
Batangas,2022-03,2021-03,151.0,51717.89,51717.89,133.0,24660.25,0.135338,1.097217,False,False
Camarines Norte,2022-03,2021-03,241.0,84091.72,63477.72,81.4,22503.0,1.960688,2.736912,False,False
Camarines Sur,2022-03,2021-03,103.7,25369.9,26959.5,86.0,12357.8,0.205814,1.052946,False,False
Cavite,2022-03,2021-03,165.0,24527.75,24527.75,32.0,3907.32,4.15625,5.277384,False,False
Marinduque,2022-03,2021-03,329.0,224524.96,146044.96,90.0,31623.9,2.655556,6.09985,False,False
Quezon,2022-03,2021-03,391.0,89990.79,88614.79,255.1,65639.76,0.532732,0.37098,False,False
Batangas,2022-04,2021-04,87.0,32167.9,32167.9,53.0,12818.46,0.641509,1.509498,False,False
Camarines Norte,2022-04,2021-04,224.0,79843.0,71379.0,231.4,49516.49,-0.031979,0.612453,False,False
Camarines Sur,2022-04,2021-04,131.56,17537.96,17644.76,149.0,15544.06,-0.117047,0.128274,False,False
Cavite,2022-04,2021-04,71.0,10119.12,10054.12,149.6,63105.43,-0.525401,-0.839647,False,False
Laguna,2022-04,2021-04,45.67,7300.5,7300.5,,,,,False,False
Marinduque,2022-04,2021-04,60.0,2790.0,2790.0,,,,,False,False
Quezon,2022-04,2021-04,443.38,86636.4,83757.12,384.0,80928.73,0.154635,0.070527,False,False
Batangas,2022-05,2021-05,145.0,53831.41,53831.41,15.0,7414.0,8.666667,6.260778,False,False
Camarines Norte,2022-05,2021-05,114.0,36629.0,26107.0,32.2,12900.0,2.540373,1.839457,False,False
Camarines Sur,2022-05,2021-05,100.0,22554.6,21254.6,69.0,17518.94,0.449275,0.287441,False,False
Cavite,2022-05,2021-05,29.0,8252.5,8238.37,39.0,10065.74,-0.25641,-0.18014,False,False
Marinduque,2022-05,2021-05,251.0,33729.0,33214.0,264.0,212852.34,-0.049242,-0.841538,False,False
Quezon,2022-05,2021-05,391.0,86583.86,85154.86,455.0,107308.61,-0.140659,-0.193132,False,False
Batangas,2022-06,2021-06,152.0,46542.3,46542.3,104.98,38720.4528,0.447895,0.202008,False,False
Camarines Norte,2022-06,2021-06,198.0,31522.0,24066.0,,,,,False,False
Camarines Sur,2022-06,2021-06,168.0,37220.0,35920.0,29.0,2610.3,4.793103,13.258897,False,False
Cavite,2022-06,2021-06,152.0,26497.06,26495.86,162.0,19470.46,-0.061728,0.360885,False,False
Laguna,2022-06,2021-06,34.0,5208.0,5208.0,,,,,False,False
Marinduque,2022-06,2021-06,222.0,42600.8,38600.8,18.0,10150.34,11.333333,3.196983,False,False
Quezon,2022-06,2021-06,609.0,115586.41,112423.27,280.0,63337.2,1.175,0.824937,False,False
Batangas,2022-07,2021-07,141.0,73000.26,73000.26,131.0,42437.69,0.076336,0.720175,False,False
Camarines Norte,2022-07,2021-07,288.0,75635.0,61650.0,377.8,111047.6,-0.237692,-0.318896,False,False
Camarines Sur,2022-07,2021-07,247.0,36307.0,35007.0,92.61,24786.5236,1.667099,0.464788,False,False
Cavite,2022-07,2021-07,232.0,20929.18,23729.18,112.0,35920.4,1.071429,-0.417346,False,False
Marinduque,2022-07,2021-07,212.0,55216.92,48974.92,125.0,28535.36,0.696,0.935035,False,False
Quezon,2022-07,2021-07,468.0,107098.16,104581.76,565.4,85980.94,-0.172267,0.245604,False,False
Batangas,2022-08,2021-08,97.0,44376.7,44376.7,78.0,16161.0,0.24359,1.745913,False,False
Camarines Norte,2022-08,2021-08,144.0,33890.0,30590.0,158.2,50413.0,-0.08976,-0.327753,False,False
Camarines Sur,2022-08,2021-08,61.0,17936.7,16636.7,101.0,9332.7,-0.39604,0.92192,False,False
Cavite,2022-08,2021-08,94.0,13371.18,13371.18,231.0,30231.63,-0.593074,-0.557709,False,False
Quezon,2022-08,2021-08,483.0,100116.94,92358.86,538.0,104516.18,-0.10223,-0.042091,False,False
Batangas,2022-09,2021-09,313.0,83063.56,79289.56,167.0,62690.13,0.874251,0.324986,False,False
Camarines Norte,2022-09,2021-09,166.0,43636.0,33059.0,224.5,49653.28,-0.260579,-0.121186,False,False
Camarines Sur,2022-09,2021-09,231.0,27857.92,26557.92,27.05,15281.8504,7.539741,0.822942,False,False
Cavite,2022-09,2021-09,142.0,23887.54,23887.54,126.0,12577.0,0.126984,0.899303,False,False
Marinduque,2022-09,2021-09,2916.0,506176.34,417441.38,-21.0,-803.88,-139.857143,-630.666542,False,False
Quezon,2022-09,2021-09,596.0,118089.33,114649.33,343.0,75652.87,0.737609,0.560937,False,False
Batangas,2022-10,2021-10,657.0,206738.32,131995.12,102.0,45851.6,5.441176,3.508857,False,False
Camarines Norte,2022-10,2021-10,118.0,26646.0,25004.0,,,,,False,False
Camarines Sur,2022-10,2021-10,103.0,19970.7,18670.7,87.0,20656.28,0.183908,-0.03319,False,False
Cavite,2022-10,2021-10,230.0,52516.53,40516.53,282.0,21370.11,-0.184397,1.457476,False,False
Marinduque,2022-10,2021-10,39.0,11886.92,11886.92,59.0,21570.92,-0.338983,-0.448938,False,False
Quezon,2022-10,2021-10,402.63,57297.68,55617.68,472.0,99134.34,-0.14697,-0.42202,False,False
Batangas,2022-11,2021-11,192.0,80518.18,80518.18,74.0,25179.5,1.594595,2.197767,False,False
Camarines Norte,2022-11,2021-11,189.0,41175.0,29954.0,311.8,60901.05,-0.393842,-0.323903,False,False
Cavite,2022-11,2021-11,155.0,14316.52,14316.52,223.0,22634.38,-0.304933,-0.367488,False,False
Marinduque,2022-11,2021-11,1490.0,280433.91,243050.89,94.0,29794.22,14.851064,8.41236,False,False
Quezon,2022-11,2021-11,502.0,122121.86,117081.86,293.0,72911.31,0.713311,0.674937,False,False
Batangas,2022-12,2021-12,239.0,99378.52,96123.72,88.0,37340.43,1.715909,1.661419,False,False
Camarines Norte,2022-12,2021-12,253.0,42613.3,36717.3,193.6,54192.5,0.306818,-0.213668,False,False
Camarines Sur,2022-12,2021-12,377.0,55158.2,51842.2,65.0,9438.5,4.8,4.843958,False,False
Cavite,2022-12,2021-12,4.0,1040.0,1040.0,100.0,8916.35,-0.96,-0.88336,False,False
Marinduque,2022-12,2021-12,41.0,12551.84,12551.84,,,,,False,False
Quezon,2022-12,2021-12,509.0,95934.17,95059.17,452.0,82785.49,0.126106,0.158828,False,False
Batangas,2023-01,2022-01,205.0,50910.54,50317.74,73.0,30771.42,1.808219,0.654475,False,False
Camarines Norte,2023-01,2022-01,106.3,49330.0,42730.0,132.0,33210.0,-0.194697,0.485396,False,False
Camarines Sur,2023-01,2022-01,122.0,18795.2,17495.2,,,,,False,False
Cavite,2023-01,2022-01,2.0,660.0,660.0,65.0,10130.12,-0.969231,-0.934848,False,False
Marinduque,2023-01,2022-01,3459.0,373566.0,274876.0,274.0,64658.2,11.624088,4.77755,False,False
Quezon,2023-01,2022-01,457.0,104762.83,102600.83,365.0,60414.58,0.252055,0.734065,False,False
Batangas,2023-02,2022-02,375.0,71229.79,69753.79,318.0,83504.04,0.179245,-0.14699,False,False
Camarines Norte,2023-02,2022-02,0.61,-6390.6,696.0,291.0,90238.5,-0.997904,-1.070819,False,False
Camarines Sur,2023-02,2022-02,-62.2,-7023.55,2425.0,221.0,32962.06,-1.281448,-1.21308,False,False
Cavite,2023-02,2022-02,51.0,14775.0,14775.0,131.0,7923.62,-0.610687,0.864678,False,False
Marinduque,2023-02,2022-02,123.0,21339.66,20790.66,2040.0,1177581.0,-0.939706,-0.981878,False,False
Quezon,2023-02,2022-02,311.5,92967.28,86281.28,512.0,121656.09,-0.391602,-0.235819,False,False
Batangas,2023-03,2022-03,615.4,99401.16,95600.28,151.0,51717.89,3.075497,0.921988,False,False
Camarines Norte,2023-03,2022-03,12.0,780.0,348.0,241.0,84091.72,-0.950207,-0.990724,False,False
Marinduque,2023-03,2022-03,123.0,40270.0,35520.0,329.0,224524.96,-0.62614,-0.820644,False,False
Quezon,2023-03,2022-03,789.0,151137.54,147522.74,391.0,89990.79,1.017903,0.679478,False,False
Batangas,2023-04,2022-04,249.5,63722.64,60538.09,87.0,32167.9,1.867816,0.980939,False,False
Camarines Norte,2023-04,2022-04,24.0,1560.0,696.0,224.0,79843.0,-0.892857,-0.980462,False,False
Cavite,2023-04,2022-04,8.0,1347.96,1347.96,71.0,10119.12,-0.887324,-0.866791,False,False
Laguna,2023-04,2022-04,2.0,3744.0,3744.0,45.67,7300.5,-0.956208,-0.487158,False,False
Marinduque,2023-04,2022-04,111.0,21408.84,18168.84,60.0,2790.0,0.85,6.673419,False,False
Quezon,2023-04,2022-04,364.3,58738.66,51809.96,443.38,86636.4,-0.178357,-0.322009,False,False
Batangas,2023-05,2022-05,535.0,119505.63,115489.63,145.0,53831.41,2.689655,1.219998,False,False
Marinduque,2023-05,2022-05,24.0,1308.0,1308.0,251.0,33729.0,-0.904382,-0.96122,False,False
Quezon,2023-05,2022-05,842.0,190950.56,183861.06,391.0,86583.86,1.153453,1.205383,False,False
Batangas,2023-06,2022-06,1319.2,186709.73,60807.27,152.0,46542.3,7.678947,3.011614,False,False
Camarines Norte,2023-06,2022-06,759.89,419472.0,0.0,198.0,31522.0,2.837828,12.307277,False,False
Camarines Sur,2023-06,2022-06,-47.2,-9522.69,0.0,168.0,37220.0,-1.280952,-1.255849,False,False
Cavite,2023-06,2022-06,254.7,177435.81,0.0,152.0,26497.06,0.675658,5.696434,False,False
Laguna,2023-06,2022-06,-31.75,-92292.0,0.0,34.0,5208.0,-1.933824,-18.721198,False,False
Marinduque,2023-06,2022-06,86.0,27401.92,25755.92,222.0,42600.8,-0.612613,-0.356775,False,False
Quezon,2023-06,2022-06,-500.47,452461.25,143377.16,609.0,115586.41,-1.82179,2.914485,False,False
Batangas,2023-07,2022-07,567.0,123885.92,118031.92,141.0,73000.26,3.021277,0.697061,False,False
Cavite,2023-07,2022-07,2.0,660.0,660.0,232.0,20929.18,-0.991379,-0.968465,False,False
Laguna,2023-07,2022-07,2.0,3744.0,3744.0,,,,,False,False
Marinduque,2023-07,2022-07,75.0,10415.52,10415.52,212.0,55216.92,-0.646226,-0.811371,False,False
Quezon,2023-07,2022-07,425.0,75100.49,69474.99,468.0,107098.16,-0.09188,-0.29877,False,False
Batangas,2023-08,2022-08,270.0,78096.56,77980.56,97.0,44376.7,1.783505,0.759855,False,False
Cavite,2023-08,2022-08,10.0,1146.6,1146.6,94.0,13371.18,-0.893617,-0.914248,False,False
Quezon,2023-08,2022-08,504.0,124522.88,110999.48,483.0,100116.94,0.043478,0.243774,False,False
Batangas,2023-09,2022-09,234.0,129582.32,71142.32,313.0,83063.56,-0.252396,0.560038,False,False
Camarines Norte,2023-09,2022-09,1.19,238.0,238.0,166.0,43636.0,-0.992831,-0.994546,False,False
Marinduque,2023-09,2022-09,131.0,48195.96,47570.96,2916.0,506176.34,-0.955075,-0.904784,False,False
Quezon,2023-09,2022-09,415.0,153522.24,123527.84,596.0,118089.33,-0.303691,0.300052,False,False
Batangas,2023-10,2022-10,538.8,127118.27,125990.47,657.0,206738.32,-0.179909,-0.385125,False,False
Laguna,2023-10,2022-10,5.0,14469.0,9519.0,,,,,False,False
Quezon,2023-10,2022-10,624.0,166131.51,163141.05,402.63,57297.68,0.54981,1.899446,False,False
Batangas,2023-11,2022-11,560.8,122256.36,107496.36,192.0,80518.18,1.920833,0.51837,False,False
Quezon,2023-11,2022-11,718.0,160380.3,143470.9,502.0,122121.86,0.430279,0.313281,False,False
Batangas,2023-12,2022-12,413.0,100389.28,99389.28,239.0,99378.52,0.728033,0.010171,False,False
Marinduque,2023-12,2022-12,97.0,33276.6,28796.6,41.0,12551.84,1.365854,1.651133,False,False
Quezon,2023-12,2022-12,404.0,123729.66,121494.66,509.0,95934.17,-0.206287,0.289735,False,False
Batangas,2024-01,2023-01,421.0,123892.5,123236.1,205.0,50910.54,1.053659,1.433533,False,False
Marinduque,2024-01,2023-01,110.0,26574.0,20574.0,3459.0,373566.0,-0.968199,-0.928864,False,False
Quezon,2024-01,2023-01,842.0,140842.76,135837.76,457.0,104762.83,0.842451,0.344396,False,False
Batangas,2024-02,2023-02,362.57,100978.68,97177.98,375.0,71229.79,-0.033147,0.417647,False,False
Marinduque,2024-02,2023-02,10.0,3250.0,2000.0,123.0,21339.66,-0.918699,-0.847701,False,False
Quezon,2024-02,2023-02,496.0,107797.0,86214.0,311.5,92967.28,0.592295,0.159515,False,False
Batangas,2024-03,2023-03,355.0,91845.62,88588.57,615.4,99401.16,-0.423139,-0.076011,False,False
Marinduque,2024-03,2023-03,101.0,30202.76,30202.76,123.0,40270.0,-0.178862,-0.249994,False,False
Quezon,2024-03,2023-03,443.0,76069.8,70761.8,789.0,151137.54,-0.43853,-0.496685,False,False
Batangas,2024-04,2023-04,519.0,119325.92,119136.92,249.5,63722.64,1.08016,0.872583,False,False
Marinduque,2024-04,2023-04,31.0,15430.0,15430.0,111.0,21408.84,-0.720721,-0.27927,False,False
Quezon,2024-04,2023-04,270.0,51737.5,49267.5,364.3,58738.66,-0.258853,-0.119192,False,False
Batangas,2024-05,2023-05,473.0,98646.96,97607.96,535.0,119505.63,-0.115888,-0.174541,False,False
Marinduque,2024-05,2023-05,65.0,23575.0,23575.0,24.0,1308.0,1.708333,17.0237,False,False
Quezon,2024-05,2023-05,441.0,97306.9,89016.9,842.0,190950.56,-0.476247,-0.490408,False,False
