product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,net_income_clean,revenue_clean,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
MATERNITY PADS 8S (MAXIFREE),14258.3303,899704.25,467815.45,17,7,2,431471.20000000007,863360.0,33,0.499758,0.005531,0.305006,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY (60ML),7704.1401,887871.77,859777.5,249,42,1,103594.79999999996,109215.70999999996,34,0.948534,0.005458,0.310464,A,ABC/Pareto using total_trade_price revenue,draft
PROFUREX 750MG,4760.0,882266.0,882266.0,8,8,0,0.0,0.0,35,0.0,0.005423,0.315887,A,ABC/Pareto using total_trade_price revenue,draft
ENDOPROST 250MCG/ML,646.1062,871337.63,759113.24,10,6,1,735263.24,847487.63,36,0.86758,0.005356,0.321243,A,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 500MG/125MG,551.1523,842218.56,693539.28,147,22,4,70444.48000000001,160583.81,37,0.438677,0.005177,0.326421,A,ABC/Pareto using total_trade_price revenue,draft
"MICROPORE 1"" - 1530-1 - 3M",1750.2348,817752.72,567373.63,72,31,1,436828.63,659582.72,38,0.66228,0.005027,0.331447,A,ABC/Pareto using total_trade_price revenue,draft
LUPINSULIN 30:70,1821.0,816272.0,534359.53,20,14,0,523279.53,713888.0,39,0.732999,0.005018,0.336465,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 125MCG/ML,420.1854,792476.66,584724.77,73,30,1,60564.77,118556.66,40,0.510851,0.004871,0.341336,A,ABC/Pareto using total_trade_price revenue,draft
ZEFXON 40MG,2700.0,792102.92,648077.08,14,9,0,648077.08,792102.92,41,0.818173,0.004869,0.346206,A,ABC/Pareto using total_trade_price revenue,draft
ANTITET 1500IU,762.5,766507.5,343947.5,15,13,0,287040.0,709600.0,42,0.40451,0.004712,0.350917,A,ABC/Pareto using total_trade_price revenue,draft
BREAD,2178.2803,759599.61,411586.13,28,10,27,375842.5500000001,679050.68,43,0.553482,0.004669,0.355587,A,ABC/Pareto using total_trade_price revenue,draft
STAPLER STANDARD TYPE (JOY),14.3878,751495.91,552817.8,37,16,34,67142.26,179195.71000000002,44,0.374687,0.004619,0.360206,A,ABC/Pareto using total_trade_price revenue,draft
PROHAB 10MG/ML 20ML,500.0,750000.0,750000.0,1,1,0,0.0,0.0,45,0.0,0.00461,0.364816,A,ABC/Pareto using total_trade_price revenue,draft
"HEPA B 10MCG/0.5ML MULTIDOSE, PEDIATRIC",4.0,750000.0,649400.0,2,1,0,649400.0,750000.0,46,0.865867,0.00461,0.369427,A,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE TRI COLOR (HP680),22.1319,720845.08,151815.42,34,16,31,149060.50999999995,309216.04999999993,47,0.482059,0.004431,0.373858,A,ABC/Pareto using total_trade_price revenue,draft
EPICARE 1MG/ML IV,137.8524,715114.93,267350.55,15,10,5,251595.55000000002,699359.93,48,0.359751,0.004396,0.378254,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G24,700.0,714000.0,0.0,2,1,0,0.0,0.0,49,0.0,0.004389,0.382643,A,ABC/Pareto using total_trade_price revenue,draft
MINERAL WATER 330ML (NATURE SPRING),2178.0724,703080.02,371414.11,28,10,27,337406.48000000004,626443.09,50,0.538607,0.004322,0.386965,A,ABC/Pareto using total_trade_price revenue,draft
MONOWEL 1G,1550.0,696354.0,533858.0,7,5,0,533858.0,655392.0,51,0.814563,0.004281,0.391245,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-60 60MG/0.6ML,1750.0,691250.0,691250.0,4,2,0,0.0,0.0,52,0.0,0.004249,0.395494,A,ABC/Pareto using total_trade_price revenue,draft
GIOZOLE 40MG W/ DILUENT,14611.2353,691120.44,280217.66,19,8,7,266587.66000000003,537049.3200000001,53,0.496393,0.004248,0.399743,A,ABC/Pareto using total_trade_price revenue,draft
EPOGEN 4000IU/0.4ML,1905.0,685800.0,441102.75,5,1,0,441102.75,685800.0,54,0.643194,0.004216,0.403958,A,ABC/Pareto using total_trade_price revenue,draft
MODULAR TENT 79X17X79,150.0,675000.0,675000.0,1,1,0,0.0,0.0,55,0.0,0.004149,0.408108,A,ABC/Pareto using total_trade_price revenue,draft
DOCOR 250MG VIAL,838.0,666720.0,338820.0,5,5,0,338820.0,666720.0,56,0.508189,0.004098,0.412206,A,ABC/Pareto using total_trade_price revenue,draft
KOVENT SF 25MCG/250MCG MDI,1955.7099,659919.16,366909.59,18,11,5,355809.5900000001,648819.1599999999,57,0.548396,0.004057,0.416263,A,ABC/Pareto using total_trade_price revenue,draft
OPREX 40MG IV,2981.5928,655931.28,655931.28,32,19,3,0.0,0.0,58,0.0,0.004032,0.420295,A,ABC/Pareto using total_trade_price revenue,draft
DOLO JAGA 500MG/50MG/100MG/100MCG,1062.0,653130.0,620305.0,250,30,0,92635.0,117465.0,59,0.788618,0.004015,0.424309,A,ABC/Pareto using total_trade_price revenue,draft
DOLO-JAGA 500MG/50MG/100MG/100MCG,541.0007,652266.25,486888.87,155,29,11,104501.15999999999,224440.87000000002,60,0.465607,0.00401,0.428319,A,ABC/Pareto using total_trade_price revenue,draft
NUTRIBOARD WITHOUT BAG,104.2811,651423.21,205596.2,37,16,36,202064.49,598451.1299999999,61,0.337646,0.004004,0.432323,A,ABC/Pareto using total_trade_price revenue,draft
MAXIFER 20MG/ML,733.0,646909.62,650462.95,37,24,0,0.0,0.0,62,0.0,0.003977,0.4363,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CATHULA),188.3118,645019.28,319483.89,14,9,7,319483.89,604671.8,63,0.528359,0.003965,0.440265,A,ABC/Pareto using total_trade_price revenue,draft
EUROXONE 1G,8766.0,639918.0,646147.0,77,28,0,170.0,730.0,64,0.232877,0.003934,0.444198,A,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ETHYL 70% - ALCORADE,1912.0,630960.0,628260.0,11,6,0,3900.0,6600.0,65,0.590909,0.003879,0.448077,A,ABC/Pareto using total_trade_price revenue,draft
SORBIFER 310MG,815.0,616433.3,489566.7,31,22,0,489566.7,616433.2999999998,66,0.794192,0.003789,0.451866,A,ABC/Pareto using total_trade_price revenue,draft
LAZICARE 10MG/ML (20MG/2ML) 2ML,3187.4903,614669.72,239800.71,25,9,9,236720.71,388046.01,67,0.610033,0.003778,0.455645,A,ABC/Pareto using total_trade_price revenue,draft
EXECORE 500MG TAB,5223.2995,602716.22,473041.98,42,24,2,280860.0,353340.0,68,0.794872,0.003705,0.45935,A,ABC/Pareto using total_trade_price revenue,draft
ZEFTACARE 1G IV,12930.318,587814.02,225169.52,20,9,2,190435.5,553080.0,69,0.344318,0.003613,0.462963,A,ABC/Pareto using total_trade_price revenue,draft
PLAZIMIDE 5MG/ML (10MG/2ML),1123.3768,581502.85,218265.21,26,11,7,173445.21000000002,513279.43999999994,70,0.337916,0.003575,0.466538,A,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 500MG/125MG TAB,508.98,577600.2628,581808.8628,162,34,0,23363.5,26196.500000000004,71,0.891856,0.003551,0.470088,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 125MCG/0.5ML,287.3118,566511.22,346954.21,53,25,2,225274.21,437343.22000000003,72,0.515097,0.003482,0.47357,A,ABC/Pareto using total_trade_price revenue,draft
"GENVAC-B 10MCG/0.5ML MONODOSE, PEDIATRIC",28.6,559990.0,364990.0,5,3,0,0.0,0.0,73,0.0,0.003442,0.477013,A,ABC/Pareto using total_trade_price revenue,draft
CIMEX 500MG,490.0,539000.0,539000.0,22,17,0,0.0,0.0,74,0.0,0.003313,0.480326,A,ABC/Pareto using total_trade_price revenue,draft
MORNEM 500MG,3300.0,528000.0,325700.0,6,3,0,229700.0,432000.0,75,0.531713,0.003246,0.483572,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G22,500.5,510510.0,510.0,2,2,0,0.0,0.0,76,0.0,0.003138,0.48671,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 2% 60ML,3748.7037,502286.92,461467.85,180,31,3,54141.649999999994,83494.72,77,0.648444,0.003088,0.489797,A,ABC/Pareto using total_trade_price revenue,draft
CORPILYN 250MG,15221.5404,498715.68,359387.31,20,6,7,179791.31,268741.27,78,0.669013,0.003066,0.492863,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-40 40MG/0.4ML,1550.0,496000.0,464566.0,4,3,0,464566.0,496000.0,79,0.936625,0.003049,0.495912,A,ABC/Pareto using total_trade_price revenue,draft
ENHAMOX 500MG/125MG,265.782,477614.88,473569.21,74,11,6,22736.88,26782.55,80,0.848944,0.002936,0.498848,A,ABC/Pareto using total_trade_price revenue,draft
FLUCYSTEINE 200MG 30'S,319.4343,474433.14,227793.43,17,8,7,201893.43,448533.14,81,0.450119,0.002916,0.501764,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G22 .8X25MM (CATHULA),133.2377,465872.56,284130.19,15,8,7,279578.97,445151.75999999995,82,0.628053,0.002864,0.504628,A,ABC/Pareto using total_trade_price revenue,draft
"SAMSUNG UHD 50"" TV",17.0,459000.0,456025.0,1,1,0,456025.0,459000.0,83,0.993519,0.002822,0.50745,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN STERILE (GDR),3600.0,432000.0,431557.47,3,2,0,179557.47,180000.0,84,0.997541,0.002656,0.510105,A,ABC/Pareto using total_trade_price revenue,draft
MICROSCOT 20MG 5G,1471.7568,427067.21,204496.81,21,9,11,151103.17,267003.92000000004,85,0.565921,0.002625,0.51273,A,ABC/Pareto using total_trade_price revenue,draft
PPE COVER ALL SET,2013.0,422730.0,422730.0,3,2,0,0.0,0.0,86,0.0,0.002599,0.515329,A,ABC/Pareto using total_trade_price revenue,draft
FLUARIX TETRA SH2021,700.0,420000.0,420000.0,1,1,0,0.0,0.0,87,0.0,0.002582,0.517911,A,ABC/Pareto using total_trade_price revenue,draft
ATROPINE,50.5,417130.0,245.0,3,2,0,245.0,4130.0,88,0.059322,0.002564,0.520475,A,ABC/Pareto using total_trade_price revenue,draft
KZIDINE 35MG,679.2844,411132.46,278142.46,56,20,1,119742.46,252732.46,89,0.473791,0.002527,0.523002,A,ABC/Pareto using total_trade_price revenue,draft
LYSOL PROFESSIONAL DISINFECTANT LIQUID 5L,150.0,409090.5,88909.5,1,1,0,88909.5,409090.5,90,0.217335,0.002515,0.525517,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITHOUT INJECTION PORT LUER LOCK G26 0.6X19MM (CATHULA),88.4846,408666.78,236626.86,8,5,2,236626.86000000002,408666.77999999997,91,0.579022,0.002512,0.528029,A,ABC/Pareto using total_trade_price revenue,draft
VESSEL COMPARATOR,203.0,406000.0,253710.0,3,3,0,253710.0,406000.0,92,0.624901,0.002496,0.530525,A,ABC/Pareto using total_trade_price revenue,draft
HYDROCORTIBAS 100MG VIAL,1470.5219,400010.63,160639.68,15,7,3,158079.68,397450.63,93,0.397734,0.002459,0.532983,A,ABC/Pareto using total_trade_price revenue,draft
SYVIR 400,200.0,400000.0,400000.0,1,1,0,0.0,0.0,94,0.0,0.002459,0.535442,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML,22713.2721,398558.96,371848.03,128,31,1,6416.030000000001,12326.96,95,0.520488,0.00245,0.537892,A,ABC/Pareto using total_trade_price revenue,draft
PPE LAB.,600.0,390000.0,329400.0,1,1,0,329400.0,390000.0,96,0.844615,0.002397,0.54029,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (MEDIUM),1534.0,389795.0,377325.0,28,9,0,25915.0,38385.0,97,0.675134,0.002396,0.542686,A,ABC/Pareto using total_trade_price revenue,draft
SITIXON 1G,11110.1714,387976.17,382223.8,33,23,1,11507.8,21220.17,98,0.542305,0.002385,0.545071,A,ABC/Pareto using total_trade_price revenue,draft
PPE - COLORED (GDR),1500.0,375000.0,375000.0,1,1,0,0.0,0.0,99,0.0,0.002305,0.547376,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES MEDIUM LATEX NONSTERILE (SURGITECH),600.165,372438.98,136947.83,5,3,1,136947.83000000002,372438.98,100,0.367705,0.002289,0.549665,A,ABC/Pareto using total_trade_price revenue,draft
AEROX 500MG,3801.0,364055.0,318579.0,12,4,0,29304.0,65280.0,101,0.448897,0.002238,0.551903,A,ABC/Pareto using total_trade_price revenue,draft
UNDERPADS ANTIBACTERIAL X-LARGE (HEXACARE),3460.0,363418.98,363418.98,6,2,0,0.0,0.0,102,0.0,0.002234,0.554137,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN,3852.0,360760.0,356500.0,9,5,0,22000.0,26260.0,103,0.837776,0.002218,0.556355,A,ABC/Pareto using total_trade_price revenue,draft
AZCORE 500MG TAB,348.6066,360173.63,181883.81,27,18,4,83958.98,160481.77,104,0.523168,0.002214,0.558569,A,ABC/Pareto using total_trade_price revenue,draft
SII-TO-VAC 0.5ML,650.0,357500.0,140750.0,2,2,0,140750.0,357500.0,105,0.393706,0.002198,0.560766,A,ABC/Pareto using total_trade_price revenue,draft
CUROXIM 750MG WITH DILUENT,13200.0,356400.0,294360.0,12,4,0,294360.0,356400.0,106,0.825926,0.002191,0.562957,A,ABC/Pareto using total_trade_price revenue,draft
RANICLAV 625MG,2322.0083,355613.52,318514.83,51,23,1,116980.41999999997,138145.02000000002,107,0.846794,0.002186,0.565143,A,ABC/Pareto using total_trade_price revenue,draft
CORSIN-300 150MG/ML (300MG/2ML) 2ML,6660.1115,353543.63,248600.2,14,8,1,220260.2,325203.63,108,0.677299,0.002173,0.567316,A,ABC/Pareto using total_trade_price revenue,draft
HIVENT PLUS,1015.6727,352546.47,282970.09,37,14,1,14151.98,37274.259999999995,109,0.379672,0.002167,0.569483,A,ABC/Pareto using total_trade_price revenue,draft
RAINCOAT WITH PRINT,1000.0,350000.0,350000.0,1,1,0,0.0,0.0,110,0.0,0.002151,0.571635,A,ABC/Pareto using total_trade_price revenue,draft
CHROMOGENIC ENZYME SUBSTRATE TEST (COLIKAT RAPID),12.0,345600.0,138790.0,4,3,0,138790.0,345600.0,111,0.401591,0.002124,0.573759,A,ABC/Pareto using total_trade_price revenue,draft
ISORANE 100% V/V 100ML,191.0,344500.0,196850.0,39,19,0,26900.0,69100.0,112,0.389291,0.002118,0.575877,A,ABC/Pareto using total_trade_price revenue,draft
AMBIDOL 50MG/ML (100MG/2ML) 2ML,324.5287,342558.58,219132.02,51,28,7,73800.32999999999,154308.18,113,0.478266,0.002106,0.577983,A,ABC/Pareto using total_trade_price revenue,draft
BICARBISAPH 84MG/ML,60.0,340600.0,56250.0,3,3,0,56250.0,346250.0,114,0.162455,0.002094,0.580076,A,ABC/Pareto using total_trade_price revenue,draft
SANOMAX - FA,603.0,337680.0,205899.34,97,32,0,172859.34000000017,313040.0,115,0.552196,0.002076,0.582152,A,ABC/Pareto using total_trade_price revenue,draft
OMCARE 40MG WITH DILUENT,8050.7813,336492.19,164070.8,13,5,6,155820.8,328242.18999999994,116,0.474713,0.002068,0.584221,A,ABC/Pareto using total_trade_price revenue,draft
ARCH FILE LONG 3INCHES,501.6363,333772.77,159890.49,28,10,27,146225.71,302978.89,117,0.482627,0.002052,0.586272,A,ABC/Pareto using total_trade_price revenue,draft
MERAZOL-40 40MG,1651.0,330200.0,275106.0,7,6,0,270906.0,326000.0,118,0.831,0.00203,0.588302,A,ABC/Pareto using total_trade_price revenue,draft
D5W 250ML (EUROMED),3000.0,330000.0,0.0,1,1,0,0.0,0.0,119,0.0,0.002029,0.590331,A,ABC/Pareto using total_trade_price revenue,draft
ENOX 6000 ANTI-XA IU/0.6ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,800.0,328000.0,195160.0,4,3,0,51660.0,184500.0,120,0.28,0.002016,0.592347,A,ABC/Pareto using total_trade_price revenue,draft
K-LYTE 600MG TABLET,290.0,324800.0,44950.0,4,1,0,44950.0,324800.0,121,0.138393,0.001997,0.594343,A,ABC/Pareto using total_trade_price revenue,draft
CEFUSAPH,3394.1,319721.2,295177.45,60,22,0,91520.25,114738.0,122,0.797646,0.001965,0.596309,A,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE DIAPER ADULT XL (HEXACARE),1554.0,315546.26,58029.74,7,5,0,58029.74,315546.26,123,0.183902,0.00194,0.598248,A,ABC/Pareto using total_trade_price revenue,draft
HYTRIX 100MG,1345.4526,312009.0,221258.62,25,12,2,177808.62,268559.0,124,0.662084,0.001918,0.600166,A,ABC/Pareto using total_trade_price revenue,draft
JAGA 300MG/100MG/100MCG,572.56,303456.8,291904.0,162,32,0,1464.0,2120.0,125,0.690566,0.001865,0.602032,A,ABC/Pareto using total_trade_price revenue,draft
TRIZEF 100MG,218.0,297563.8,256963.8,56,26,0,0.0,0.0,126,0.0,0.001829,0.603861,A,ABC/Pareto using total_trade_price revenue,draft
SPASBASCINE,1584.0,295090.0,227260.0,28,16,0,12900.0,25300.0,127,0.509881,0.001814,0.605675,A,ABC/Pareto using total_trade_price revenue,draft
HEPABIG 100I.U/0.5ML IV,100.0,290000.0,104850.0,3,1,0,104850.0,145000.0,128,0.723103,0.001783,0.607457,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (LARGE),1130.0,287760.0,282850.0,12,7,0,13090.0,18000.0,129,0.727222,0.001769,0.609226,A,ABC/Pareto using total_trade_price revenue,draft
CIUMADE,629.0,283050.0,155649.61,108,30,0,130449.6100000002,255600.0,130,0.510366,0.00174,0.610966,A,ABC/Pareto using total_trade_price revenue,draft
IM70 PATIENT MONITOR W/ CAPNOGRAPH,1.0,280000.0,170000.0,1,1,0,170000.0,280000.0,131,0.607143,0.001721,0.612687,A,ABC/Pareto using total_trade_price revenue,draft
DIFLOSID 25MG/ML 3ML,388.5649,278457.75,188334.77,72,28,7,118486.11000000002,208609.09,132,0.567982,0.001712,0.614399,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (SMALL),1090.0,276900.0,272895.0,13,7,0,13495.0,17500.0,133,0.771143,0.001702,0.616101,A,ABC/Pareto using total_trade_price revenue,draft
OLXARIN 6000IU/0.6ML 60MG/0.6ML,355.0,276900.0,276900.0,2,1,0,0.0,0.0,134,0.0,0.001702,0.617803,A,ABC/Pareto using total_trade_price revenue,draft
AIRCONDITION SPLIT TYPE INVERTER 2HP (CARRIER),5.0,276500.0,276500.0,1,1,0,0.0,0.0,135,0.0,0.0017,0.619503,A,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG WITH DILUENT,10495.0,272870.0,267578.0,13,7,0,47748.0,53040.0,136,0.900226,0.001677,0.62118,A,ABC/Pareto using total_trade_price revenue,draft
PPE WHITE W/ BLUE STRIPES - M/L/XL,705.0,272100.0,260000.0,2,2,0,0.0,0.0,137,0.0,0.001673,0.622853,A,ABC/Pareto using total_trade_price revenue,draft
PHYTOBAS 10MG/ML IV,1032.698,268162.14,247457.67,70,23,9,48864.200000000004,69568.67,138,0.702388,0.001648,0.624501,A,ABC/Pareto using total_trade_price revenue,draft
ENOX 4000 ANTI-XA IU/0.4ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,840.0,260400.0,260400.0,4,4,0,0.0,0.0,139,0.0,0.001601,0.626102,A,ABC/Pareto using total_trade_price revenue,draft
TRIVASC 35MG,589.1584,259766.54,256503.54,50,12,1,4503.54,7766.54,140,0.579864,0.001597,0.627699,A,ABC/Pareto using total_trade_price revenue,draft
ISOLYTE 30MG TAB,76.9164,257172.84,129014.66,16,6,7,113834.66,229319.86000000002,141,0.496401,0.001581,0.62928,A,ABC/Pareto using total_trade_price revenue,draft
FACE MASK,5153.0,256980.0,248520.0,33,17,0,20570.0,24060.0,142,0.854946,0.00158,0.630859,A,ABC/Pareto using total_trade_price revenue,draft
ENDOPROST 125MCG/ML,123.7409,255131.68,197855.22,26,11,4,89809.47,147085.93,143,0.610592,0.001568,0.632428,A,ABC/Pareto using total_trade_price revenue,draft
CIXTOR-Z 500MG,1213.0,254730.0,252365.0,133,38,0,1625.0,3780.0,144,0.429894,0.001566,0.633994,A,ABC/Pareto using total_trade_price revenue,draft
MAXXIVIT PLUS,452.03,253136.8,158999.98,67,15,0,106919.98,201600.0,145,0.530357,0.001556,0.63555,A,ABC/Pareto using total_trade_price revenue,draft
CELEKOP 200MG CAP,340.474,237709.96,53655.6,20,8,3,33651.6,44116.020000000004,146,0.762798,0.001461,0.637011,A,ABC/Pareto using total_trade_price revenue,draft
MYGEL BLACK,76.4435,237443.82,97058.7,23,14,18,79933.16,152634.89,147,0.523689,0.00146,0.638471,A,ABC/Pareto using total_trade_price revenue,draft
BENERVA FORTE CAP,446.4,234360.0,247415.0,54,24,0,5390.0,5775.0,148,0.933333,0.001441,0.639911,A,ABC/Pareto using total_trade_price revenue,draft
NEBULIZER KIT ADULT (SURGITECH),2000.136,233658.73,39864.2,6,5,1,39864.2,233658.73,149,0.170609,0.001436,0.641347,A,ABC/Pareto using total_trade_price revenue,draft
