period,area,product,row_count,estimated_contract_rows,estimated_date_rows,unique_products,unique_dr_numbers,net_income_clean,revenue_clean,quantity,total_trade_price,net_income,net_cost,discount,total_cost,gross_margin_rate
2024-06,Pagbilao,MASKING TAPE 1INCH,2,2,0,1,2,0.0,0.0,0.2989,21912.75,0.0,5770.7,0.0,5770.7,0.0
2024-06,Pagbilao,MECLOP 5MG\ML,1,1,0,1,1,4812.17,9446.11,0.1582,9446.11,4812.17,14258.28,0.0,14258.28,0.509434
2024-06,Pagbilao,MULTIVIT PLUS,1,1,0,1,1,4701.31,9228.49,0.1546,9228.49,4701.31,13929.79,0.0,13929.79,0.509434
2024-06,Pagbilao,MYGEL BLACK,1,1,0,1,1,1164.59,4508.22,0.1194,4508.22,1164.59,5672.81,0.0,5672.81,0.258326
2024-06,Pagbilao,RECORD BOOK 500PAGES (VALIANT),3,3,0,1,3,2218.31,8587.31,0.692,24256.07,2218.31,22086.44,0.0,22086.44,0.258324
2024-06,Pagbilao,SCOTCH TAPE 1'',1,1,0,1,1,0.0,0.0,0.1172,26564.05,0.0,5061.47,0.0,5061.47,0.0
2024-06,Pagbilao,STAPLER STANDARD TYPE (JOY),3,3,0,1,3,6032.69,8871.87,0.3979,37781.7,6032.69,21820.84,0.0,21820.84,0.67998
2024-06,Pagbilao,T SHIRT WITH PRINT,3,3,0,1,3,6326.98,10492.740000000002,1.188,110208.19,6326.98,35819.33,0.0,35819.33,0.602986
2024-06,Provincial Tourism Office,BALLPEN FINEPOINT,1,1,0,1,1,14044.74,27569.31,0.1361,27569.31,14044.74,41614.05,0.0,41614.05,0.509434
2024-06,Provincial Tourism Office,CORRECTION TAPE JOY,1,1,0,1,1,20033.47,39324.95,0.1941,39324.95,20033.47,59358.42,0.0,59358.42,0.509434
2024-06,Provincial Tourism Office,DISINFECTANT SPRAY 170G 227ML (LYSOL),1,1,0,1,1,10828.26,21255.48,0.1049,21255.48,10828.26,32083.74,0.0,32083.74,0.509434
2024-06,Provincial Tourism Office,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,7763.77,15240.0,0.324,15240.0,7763.77,23003.78,0.0,23003.78,0.509434
2024-06,Provincial Tourism Office,MASKING TAPE 1INCH,1,1,0,1,1,13193.93,25899.19,0.1278,25899.19,13193.93,39093.12,0.0,39093.12,0.509434
2024-06,Provincial Tourism Office,MYGEL BLACK,1,1,0,1,1,3282.82,6444.05,0.137,6444.05,3282.82,9726.87,0.0,9726.87,0.509434
2024-06,Provincial Tourism Office,NUTRIBOARD WITHOUT BAG,1,1,0,1,1,3154.97,6193.08,0.1317,6193.08,3154.97,9348.04,0.0,9348.04,0.509435
2024-06,Provincial Tourism Office,RECORD BOOK 500PAGES (VALIANT),1,1,0,1,1,6253.07,12274.55,0.261,12274.55,6253.07,18527.62,0.0,18527.62,0.509434
2024-06,Provincial Tourism Office,T SHIRT WITH PRINT,1,1,0,1,1,45107.1,88543.57,0.4371,88543.57,45107.1,133650.67,0.0,133650.67,0.509434
2024-06,Provincial Tourism Office,TRASH BAG - BLACK - MEDIUM,1,1,0,1,1,3507.87,6885.82,0.1464,6885.82,3507.87,10393.69,0.0,10393.69,0.509434
2024-06,QMC,AMBIDOL 50MG/ML (100MG/2ML) 2ML,1,1,0,1,1,3379.08,9256.18,0.2752,9256.18,3379.08,12635.26,0.0,12635.26,0.365062
2024-06,QMC,ANTIZOAL 5MG/ML,1,1,0,1,1,3341.03,9151.96,0.2721,9151.96,3341.03,12492.99,0.0,12492.99,0.365062
2024-06,QMC,EVAPROST 125MCG/ML,1,1,0,1,1,2276.77,6236.66,0.1854,6236.66,2276.77,8513.43,0.0,8513.43,0.365062
2024-06,QMC,MAXIFER 20MG/ML (100MG/5ML) 5ML,1,1,0,1,1,1427.12,3909.26,0.1162,3909.26,1427.12,5336.38,0.0,5336.38,0.365061
2024-06,QMC,MUCOLIFAR 500MG TAB,1,1,0,1,1,1854.5,5079.94,0.151,5079.94,1854.5,6934.44,0.0,6934.44,0.365063
2024-07,Pagbilao,BALLPEN FINEPOINT,2,2,0,1,2,577.08,1716.68,0.3065,2621.66,1482.06,4480.61,0.0,4480.61,0.33616
2024-07,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),4,4,0,1,4,3425.29,6171.57,0.6661,7136.51,4390.23,11928.58,0.0,11928.58,0.555011
2024-07,Pagbilao,BOND PAPER A4 (HARDCOPY),3,3,0,1,3,3557.42,5074.139999999999,0.464,5074.14,3557.42,8631.57,0.0,8631.57,0.701088
2024-07,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),1,1,0,1,1,633.99,1556.74,0.1298,1556.74,633.99,2190.73,0.0,2190.73,0.407255
2024-07,Pagbilao,BOND PAPER LONG (HARDCOPY),4,4,0,1,4,4456.99,8038.200000000001,0.785,16262.52,4456.99,16503.03,0.0,16503.03,0.554476
2024-07,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),1,1,0,1,1,0.0,0.0,0.127,14899.23,0.0,12351.06,0.0,12351.06,0.0
2024-07,Pagbilao,CLEAR BOOK LEGAL/LONG,4,4,0,1,4,4237.07,6703.33,0.8921,289037.0,4237.07,201378.29,0.0,201378.29,0.632084
2024-07,Pagbilao,CORRECTION TAPE 20MM,3,3,0,1,3,6793.82,28840.82,0.6559,28840.82,6793.82,35634.63,0.0,35634.63,0.235563
2024-07,Pagbilao,CORRECTION TAPE JOY,4,4,0,1,4,4406.16,20562.75,0.7601,256692.49,5697.03,188040.13,0.0,188040.13,0.214279
2024-07,Pagbilao,ELECTRICAL WIRE #14,3,3,0,1,3,1852.14,1860.27,0.4248,184866.51,1852.14,131197.95,0.0,131197.95,0.99563
2024-07,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,3,3,0,1,3,2028.29,6864.76,0.4938,6864.76,2028.29,8893.06,0.0,8893.06,0.295464
2024-07,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,6,6,0,1,6,7216.129999999999,14623.810000000001,1.6467,65155.57,7216.13,59736.02,0.0,59736.02,0.493451
2024-07,Pagbilao,HARD COPY SUB#20 A4,3,3,0,1,3,1546.8,3723.5899999999997,0.7473,290057.37,1546.8,200296.18,0.0,200296.18,0.415406
2024-07,Pagbilao,HBW BLACK BALLPEN,4,4,0,1,4,2350.0,7331.92,0.6389,7331.92,2350.0,9681.92,0.0,9681.92,0.320516
2024-07,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),2,2,0,1,2,1906.38,2279.04,0.2297,2279.04,1906.38,4185.42,0.0,4185.42,0.836484
2024-07,Pagbilao,INK EPSON #003 BLACK,3,3,0,1,3,1372.46,6240.63,0.6883,35460.53,2682.29,33914.92,0.0,33914.92,0.219923
2024-07,Pagbilao,INK EPSON #003 CYAN,2,2,0,1,2,0.0,0.0,0.3591,193785.13,1059.38,133828.04,0.0,133828.04,0.0
2024-07,Pagbilao,INK EPSON #003 MAGENTA,3,3,0,1,3,3293.21,16903.44,0.4428,23696.47,3293.21,23507.0,0.0,23507.0,0.194825
2024-07,Pagbilao,INK EPSON #003 YELLOW,1,1,0,1,1,2454.94,3970.66,0.179,3970.66,2454.94,6425.6,0.0,6425.6,0.61827
2024-07,Pagbilao,RECORD BOOK 500PAGES (VALIANT),3,3,0,1,3,6485.869999999999,28454.97,0.6751,28454.97,6485.87,34940.84,0.0,34940.84,0.227935
2024-07,Pagbilao,SCOTCH TAPE 1'',2,2,0,1,2,687.14,1687.25,0.2813,18193.78,687.14,16057.86,0.0,16057.86,0.407254
2024-07,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,2575.19,4165.16,0.1878,4165.16,2575.19,6740.35,0.0,6740.35,0.618269
2024-07,Pagbilao,STAPLER STANDARD TYPE (JOY),2,2,0,1,2,789.98,3592.07,0.2404,8427.32,789.98,6738.35,0.0,6738.35,0.219923
2024-07,Pagbilao,T SHIRT WITH PRINT,5,5,0,1,5,18004.45,56287.78,1.8477,56287.78,18004.45,74292.23,0.0,74292.23,0.319864
2024-07,Pagbilao,TRASH BAG - BLACK - MEDIUM,1,1,0,1,1,284.27,386.35,0.1308,386.35,284.27,670.63,0.0,670.63,0.735784
2024-07,Provincial Tourism Office,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,0.0,0.0,0.276,140604.36,0.0,86491.16,0.0,86491.16,0.0
2024-07,Provincial Tourism Office,HARD COPY SUB#20 A4,1,1,0,1,1,0.0,0.0,0.2383,121412.14,0.0,74685.28,0.0,74685.28,0.0
2024-07,Provincial Tourism Office,INK CARTRIDGE TRI COLOR (HP680),1,1,0,1,1,0.0,0.0,0.127,64701.31,0.0,39800.27,0.0,39800.27,0.0
2024-07,Provincial Tourism Office,INK EPSON #003 BLACK,1,1,0,1,1,0.0,0.0,0.1983,101028.09,0.0,62146.27,0.0,62146.27,0.0
2024-07,Provincial Tourism Office,INK EPSON #003 CYAN,1,1,0,1,1,0.0,0.0,0.1604,81716.6,0.0,50267.02,0.0,50267.02,0.0
2024-08,Pagbilao,BALLPEN FINEPOINT,2,2,0,1,2,3106.07,18806.21,0.2895,18806.21,3106.07,21912.28,0.0,21912.28,0.165162
2024-08,Pagbilao,BOND PAPER A4 (HARDCOPY),5,5,0,1,5,17074.66,35208.46,1.0012,113975.48,17074.66,75902.68,0.0,75902.68,0.484959
2024-08,Pagbilao,BOND PAPER LONG (HARDCOPY),2,2,0,1,2,18564.059999999998,36440.57,0.482,36440.57,18564.06,55004.63,0.0,55004.63,0.509434
2024-08,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),2,2,0,1,2,7391.37,32277.93,0.2309,34455.13,9568.57,44188.03,0.0,44188.03,0.228991
2024-08,Pagbilao,CLEAR BOOK LEGAL/LONG,2,2,0,1,2,4451.19,6206.87,0.4706,10876.18,9120.5,20349.09,0.0,20349.09,0.717139
2024-08,Pagbilao,CORRECTION TAPE 20MM,4,4,0,1,4,1274.82,4874.4400000000005,0.8216,63473.86,1274.82,20657.19,0.0,20657.19,0.261532
2024-08,Pagbilao,CORRECTION TAPE JOY,3,3,0,1,3,5188.0599999999995,29676.21,0.6311,29676.21,5188.06,34864.29,0.0,34864.29,0.174822
2024-08,Pagbilao,ELECTRICAL WIRE #14,1,1,0,1,1,0.0,0.0,0.1928,35103.73,0.0,13023.76,0.0,13023.76,0.0
2024-08,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,2,2,0,1,2,3375.3,4706.62,0.3607,10157.12,3375.3,10670.13,0.0,10670.13,0.717139
2024-08,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,5,5,0,1,5,6750.66,40772.700000000004,1.4106,108202.08,6750.66,64217.38,0.0,64217.38,0.165568
2024-08,Pagbilao,HARD COPY SUB#20 A4,2,2,0,1,2,9179.77,37463.63,0.4921,37463.63,9179.77,46643.4,0.0,46643.4,0.245032
2024-08,Pagbilao,HBW BLACK BALLPEN,4,4,0,1,4,2040.35,5998.98,0.7093,41726.36,2040.35,15675.73,0.0,15675.73,0.340116
2024-08,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),3,3,0,1,3,14537.25,27120.46,0.4251,27120.46,14537.25,41657.71,0.0,41657.71,0.536025
2024-08,Pagbilao,INK EPSON #003 BLACK,5,5,0,1,5,17354.22,70738.35,1.1159,70738.35,17354.22,88092.56,0.0,88092.56,0.24533
2024-08,Pagbilao,INK EPSON #003 CYAN,5,5,0,1,5,1830.2199999999998,5496.25,0.8764,51868.85,1830.22,25058.45,0.0,25058.45,0.332994
2024-08,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,11199.29,48907.0,0.1893,48907.0,11199.29,60106.28,0.0,60106.28,0.228992
2024-08,Pagbilao,INK EPSON #003 YELLOW,3,3,0,1,3,14232.990000000002,69736.79,0.5071,103847.25,14232.99,91260.59,0.0,91260.59,0.204096
2024-08,Pagbilao,MARKER BLACK (PILOT),2,2,0,1,2,682.29,1339.32,0.2771,1339.32,682.29,2021.61,0.0,2021.61,0.50943
2024-08,Pagbilao,MASKING TAPE 1INCH,3,3,0,1,3,11824.27,23210.61,0.4891,60431.25,11824.27,49267.34,0.0,49267.34,0.509434
2024-08,Pagbilao,"MICROPORE 1"" - 1530-1 - 3M",1,1,0,1,1,2394.63,8357.72,0.2348,8357.72,2394.63,10752.34,0.0,10752.34,0.286517
2024-08,Pagbilao,MYGEL BLACK,1,1,0,1,1,10719.86,21042.68,0.159,21042.68,10719.86,31762.54,0.0,31762.54,0.509434
2024-08,Pagbilao,NUTRIBOARD WITHOUT BAG,3,3,0,1,3,434.69,1834.97,0.3374,4140.88,2740.6,7055.53,0.0,7055.53,0.236892
2024-08,Pagbilao,RANICLAV 625MG,1,1,0,1,1,2226.95,7772.49,0.2183,7772.49,2226.95,9999.44,0.0,9999.44,0.286517
2024-08,Pagbilao,RECORD BOOK 500PAGES (VALIANT),3,3,0,1,3,16564.010000000002,69830.11000000002,0.6855,69830.11,16564.01,86394.13,0.0,86394.13,0.237204
2024-08,Pagbilao,SHARJVAX 1500 I.U. / 0.7ML,1,1,0,1,1,2555.8,8920.23,0.2506,8920.23,2555.8,11476.03,0.0,11476.03,0.286517
2024-08,Pagbilao,SITIXON 1G,1,1,0,1,1,1747.8,6100.17,0.1714,6100.17,1747.8,7847.97,0.0,7847.97,0.286517
2024-08,Pagbilao,STAPLE WIRE #35,1,1,0,1,1,3299.46,4600.87,0.1804,4600.87,3299.46,7900.33,0.0,7900.33,0.717138
2024-08,Pagbilao,STAPLER STANDARD TYPE (JOY),3,3,0,1,3,442.64,1666.22,0.4031,33407.51,2790.75,17887.41,0.0,17887.41,0.265655
2024-08,Pagbilao,T SHIRT WITH PRINT,3,3,0,1,3,1327.32,3385.2599999999998,1.2348,12434.73,10376.79,23494.52,0.0,23494.52,0.392088
2024-08,Pagbilao,TRASH BAG - BLACK - MEDIUM,1,1,0,1,1,1046.85,3314.04,0.1523,3314.04,1046.85,4360.89,0.0,4360.89,0.315883
2024-08,QMC,EVAPROST 250MCG/ML IV,1,1,0,1,1,2512.66,2828.61,0.1967,2828.61,2512.66,5341.28,0.0,5341.28,0.888302
2024-08,QMC,LACTAMOX 500MG/125MG,1,1,0,1,1,4172.27,4696.91,0.3267,4696.91,4172.27,8869.18,0.0,8869.18,0.888301
2024-08,QMC,LIFERZIN 1G IV,1,1,0,1,1,1681.24,1892.64,0.1316,1892.64,1681.24,3573.88,0.0,3573.88,0.888304
2024-08,QMC,PHYTOBAS 10MG/ML IV,1,1,0,1,1,1956.01,2201.97,0.1531,2201.97,1956.01,4157.98,0.0,4157.98,0.8883
2024-08,QMC,PHYTOMEN 10MG/ML IV,1,1,0,1,1,2449.82,2757.87,0.1918,2757.87,2449.82,5207.68,0.0,5207.68,0.888301
2024-09,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),4,4,0,1,4,30013.350000000002,56377.78,0.7062,56377.78,30013.35,86391.12,0.0,86391.12,0.532361
2024-09,Pagbilao,BALLPEN FINEPOINT,1,1,0,1,1,497.59,1692.91,0.1164,1692.91,497.59,2190.5,0.0,2190.5,0.293926
2024-09,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,4092.11,8405.31,0.1869,8405.31,4092.11,12497.43,0.0,12497.43,0.486848
2024-09,Pagbilao,CLEAR BOOK LEGAL/LONG,2,2,0,1,2,5043.66,7957.33,0.5243,7957.33,5043.66,13001.0,0.0,13001.0,0.633838
2024-09,Pagbilao,CORRECTION TAPE 20MM,1,1,0,1,1,2332.97,3427.45,0.2754,3427.45,2332.97,5760.42,0.0,5760.42,0.680672
2024-09,Pagbilao,CORRECTION TAPE JOY,2,2,0,1,2,7078.36,11770.95,0.3877,11770.95,7078.36,18849.3,0.0,18849.3,0.601341
2024-09,Pagbilao,ELECTRICAL WIRE #14,2,2,0,1,2,18296.63,35734.68,0.3503,35734.68,18296.63,54031.31,0.0,54031.31,0.512013
2024-09,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,1001.99,3408.98,0.2344,3408.98,1001.99,4410.97,0.0,4410.97,0.293927
2024-09,Pagbilao,HARD COPY SUB#20 A4,2,2,0,1,2,39101.6,72920.75,0.5656,72920.75,39101.6,112022.34,0.0,112022.34,0.53622
2024-09,Pagbilao,HBW BLACK BALLPEN,2,2,0,1,2,22543.539999999997,44029.200000000004,0.4316,44029.2,22543.54,66572.74,0.0,66572.74,0.512013
2024-09,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),2,2,0,1,2,1576.5,2316.11,0.3147,2316.11,1576.5,3892.62,0.0,3892.62,0.680667
2024-09,Pagbilao,INK EPSON #003 BLACK,2,2,0,1,2,4366.32,6892.85,0.4791,6892.85,4366.32,11259.17,0.0,11259.17,0.633456
2024-09,Pagbilao,INK EPSON #003 CYAN,3,3,0,1,3,6451.5,12105.16,0.6197,12105.16,6451.5,18556.66,0.0,18556.66,0.532955
2024-09,Pagbilao,INK EPSON #003 MAGENTA,4,4,0,1,4,13248.970000000001,22478.34,0.7745,22478.34,13248.97,35727.3,0.0,35727.3,0.589411
2024-09,Pagbilao,INK EPSON #003 YELLOW,3,3,0,1,3,3520.12,5171.54,0.5987,5171.54,3520.12,8691.66,0.0,8691.66,0.680672
2024-09,Pagbilao,MASKING TAPE 1INCH,2,2,0,1,2,2075.08,4262.63,0.2589,4262.63,2075.08,6337.72,0.0,6337.72,0.486807
2024-09,Pagbilao,MYGEL BLACK,1,1,0,1,1,1135.36,1668.0,0.134,1668.0,1135.36,2803.36,0.0,2803.36,0.680671
