product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
EVAPROST 125MCG/ML,933.0979,1765802.7,2247831.39,183,61,1,23,1.27298,0.006466,0.259242,A,ABC/Pareto using total_trade_price revenue,draft
BOND PAPER LONG (HARDCOPY),40.7195,1726518.4,1726261.05,51,18,47,24,0.999851,0.006322,0.265564,A,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 500MG/125MG TAB,1461.77,1695499.37,2612048.72,510,69,0,25,1.540578,0.006208,0.271772,A,ABC/Pareto using total_trade_price revenue,draft
ENOXAGET-40 40MG/0.4ML,2145.9482,1684917.15,1415286.29,17,9,7,26,0.839974,0.00617,0.277942,A,ABC/Pareto using total_trade_price revenue,draft
MONOWEL 1G,3837.0,1682486.22,1477734.66,23,16,0,27,0.878304,0.006161,0.284103,A,ABC/Pareto using total_trade_price revenue,draft
STAPLE WIRE #35,235.9435,1662814.65,2061275.2,39,18,33,28,1.23963,0.006089,0.290191,A,ABC/Pareto using total_trade_price revenue,draft
FOLDER ORDINARY WHITE LONG 100'S,11.9449,1633587.51,1463381.07,46,18,43,29,0.895808,0.005982,0.296173,A,ABC/Pareto using total_trade_price revenue,draft
NUTRIBOARD WITHOUT BAG,106.7204,1629255.73,1516495.7,31,7,30,30,0.93079,0.005966,0.302139,A,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG W/ DILUENT,42103.4289,1607172.26,1241872.07,30,7,11,31,0.772706,0.005885,0.308024,A,ABC/Pareto using total_trade_price revenue,draft
MICROPORE 1X10 2.5CMX9.1M (3M),629.8129,1557902.56,831101.21,40,9,12,32,0.533474,0.005705,0.313729,A,ABC/Pareto using total_trade_price revenue,draft
VOLUMETRIC SOLUTION INFUSION SET 150ML (POLYVOL),7202.4372,1519799.14,539512.95,22,3,10,33,0.35499,0.005565,0.319294,A,ABC/Pareto using total_trade_price revenue,draft
EUROXONE 1G,20373.0,1487229.0,5521958.05,239,58,0,34,3.712917,0.005446,0.324739,A,ABC/Pareto using total_trade_price revenue,draft
BUPIRIGHT 5MG/ML 0.5% IN 8% 4ML,7934.0962,1480924.63,1906241.49,55,28,5,35,1.287197,0.005423,0.330162,A,ABC/Pareto using total_trade_price revenue,draft
INK EPSON #003 YELLOW,72.336,1440127.33,1821788.06,40,19,35,36,1.265019,0.005273,0.335435,A,ABC/Pareto using total_trade_price revenue,draft
ABHAY-TOX 40IU/0.5ML VIAL,828.9702,1417551.1,984949.65,28,8,9,37,0.694825,0.005191,0.340626,A,ABC/Pareto using total_trade_price revenue,draft
TRIVASC 35MG MR,5128.9672,1414624.05,2095204.6,361,69,2,38,1.481103,0.00518,0.345806,A,ABC/Pareto using total_trade_price revenue,draft
ALBUMINAR-20 20% 50ML,1000.0,1400000.0,1297000.0,1,1,0,39,0.926429,0.005126,0.350932,A,ABC/Pareto using total_trade_price revenue,draft
BUPIRIGHT AMPULE,7550.0,1388565.0,3458391.74,178,33,0,40,2.490623,0.005085,0.356017,A,ABC/Pareto using total_trade_price revenue,draft
CAMERA WITH SD CARD AND LENS EOS RP RF24-105MM PRO (CANON),8.6559,1361788.67,727004.15,28,9,27,41,0.53386,0.004986,0.361003,A,ABC/Pareto using total_trade_price revenue,draft
CETHERGO 200MCG/ML,881.6,1234240.0,1241115.0,22,7,0,42,1.00557,0.004519,0.365523,A,ABC/Pareto using total_trade_price revenue,draft
INK EPSON #003 MAGENTA,73.7047,1209155.32,210789.85,50,21,45,43,0.174328,0.004428,0.36995,A,ABC/Pareto using total_trade_price revenue,draft
BALLPEN FINEPOINT,290.3906,1198693.02,850544.84,41,16,35,44,0.70956,0.004389,0.37434,A,ABC/Pareto using total_trade_price revenue,draft
MASKING TAPE 1INCH,89.8414,1184987.02,1100784.85,40,17,35,45,0.928943,0.004339,0.378679,A,ABC/Pareto using total_trade_price revenue,draft
INK EPSON #003 BLACK,281.742,1170828.1,54225.49,44,17,38,46,0.046314,0.004287,0.382966,A,ABC/Pareto using total_trade_price revenue,draft
DOLO JAGA 500MG/50MG/100MG/100MCG,1868.6858,1168720.71,1750738.99,487,66,2,47,1.497996,0.00428,0.387246,A,ABC/Pareto using total_trade_price revenue,draft
CORPILYN 500MG,25772.795,1144045.98,964604.29,42,17,11,48,0.843152,0.004189,0.391435,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G22 .8X25MM (CATHULA),133.4249,1134903.86,514270.86,14,8,6,49,0.45314,0.004156,0.39559,A,ABC/Pareto using total_trade_price revenue,draft
TROYNOXA-60 60MG/0.6ML,2770.0,1119080.0,1767952.5,4,4,0,50,1.579827,0.004098,0.399688,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 250MCG/ML IV,285.3795,1115821.92,720849.23,45,23,2,51,0.646025,0.004086,0.403774,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML (500MG/100ML) 100ML,25894.8517,1056031.27,1296240.96,110,32,16,52,1.227465,0.003867,0.407641,A,ABC/Pareto using total_trade_price revenue,draft
SPEEDA,1265.6,1055294.0,6664876.97,47,17,0,53,6.315659,0.003864,0.411505,A,ABC/Pareto using total_trade_price revenue,draft
ELECTRICAL WIRE #14,54.8838,1040371.61,657519.27,33,13,31,54,0.632004,0.00381,0.415314,A,ABC/Pareto using total_trade_price revenue,draft
CLIN-GEN 300MG,3082.0,1033495.0,1077483.75,17,11,0,55,1.042563,0.003784,0.419099,A,ABC/Pareto using total_trade_price revenue,draft
HYDROCORTIBAS 100MG VIAL,1471.0736,1026254.74,307814.26,17,8,5,56,0.299939,0.003758,0.422857,A,ABC/Pareto using total_trade_price revenue,draft
AMCETAM 150MG/ML 2ML,1945.7561,1025923.42,396229.52,30,17,7,57,0.386217,0.003757,0.426613,A,ABC/Pareto using total_trade_price revenue,draft
KN95 FACEMASK (PIECE),8553.0,995624.0,550778.05,12,8,0,58,0.553199,0.003646,0.430259,A,ABC/Pareto using total_trade_price revenue,draft
VAXIGRIP TETRA INFLUENZA VACCINE,1408.0,985600.0,1439224.95,3,2,0,59,1.460253,0.003609,0.433868,A,ABC/Pareto using total_trade_price revenue,draft
PPE SET,2510.0,978900.0,1101850.0,3,3,0,60,1.1256,0.003584,0.437452,A,ABC/Pareto using total_trade_price revenue,draft
CORPILYN 250MG,15222.0098,974282.13,505108.43,24,8,11,61,0.518442,0.003568,0.44102,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS SKIN CLEANSER (60ML),8535.0,967869.0,1382262.6,16,12,0,62,1.428151,0.003544,0.444564,A,ABC/Pareto using total_trade_price revenue,draft
AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),7.8057,945281.0,493508.55,25,14,24,63,0.522076,0.003461,0.448025,A,ABC/Pareto using total_trade_price revenue,draft
BREAD,2179.288,928207.82,504445.48,28,9,27,64,0.543462,0.003399,0.451424,A,ABC/Pareto using total_trade_price revenue,draft
REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),2.9857,914975.14,813905.99,14,8,13,65,0.889539,0.00335,0.454775,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY (60ML),7872.2769,911912.01,1201453.61,250,46,2,66,1.31751,0.003339,0.458114,A,ABC/Pareto using total_trade_price revenue,draft
MATERNITY PADS 8S (MAXIFREE),14258.4619,894011.71,463197.51,18,8,3,67,0.518111,0.003274,0.461387,A,ABC/Pareto using total_trade_price revenue,draft
HIVENT PLUS,2690.52,887868.41,1024548.44,36,14,0,68,1.153942,0.003251,0.464638,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH INJECTION PORT LUER LOCK G24 0.7X19MM (CATHULA),157.949,886375.33,389666.65,20,8,9,69,0.439618,0.003246,0.467884,A,ABC/Pareto using total_trade_price revenue,draft
MARKER BLACK (PILOT),37.3072,882619.87,810842.22,29,16,26,70,0.918677,0.003232,0.471116,A,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE TRI COLOR (HP680),21.4548,878772.88,70105.92,30,17,27,71,0.079777,0.003218,0.474334,A,ABC/Pareto using total_trade_price revenue,draft
MINERAL WATER 330ML (NATURE SPRING),2179.0302,863337.47,459677.11,28,9,27,72,0.532442,0.003161,0.477495,A,ABC/Pareto using total_trade_price revenue,draft
ENDOPROST 250MCG/ML,646.0,855950.0,784750.0,9,5,0,73,0.916818,0.003134,0.480629,A,ABC/Pareto using total_trade_price revenue,draft
ANTITET 1500IU,912.5,848227.5,465684.18,21,17,0,74,0.549009,0.003106,0.483735,A,ABC/Pareto using total_trade_price revenue,draft
"MICROPORE 1"" - 1530-1 - 3M",1750.2759,825863.62,650060.68,72,28,1,75,0.787128,0.003024,0.486759,A,ABC/Pareto using total_trade_price revenue,draft
LUPINSULIN 30:70,1821.0,816272.0,632878.53,20,16,0,76,0.775328,0.002989,0.489748,A,ABC/Pareto using total_trade_price revenue,draft
KOVENT SF 25MCG/250MCG MDI,1955.5571,815209.6,481454.67,17,10,4,77,0.59059,0.002985,0.492733,A,ABC/Pareto using total_trade_price revenue,draft
CIMEX 500MG,740.0,814000.0,1390700.0,32,23,0,78,1.708477,0.002981,0.495714,A,ABC/Pareto using total_trade_price revenue,draft
SODAMPEN 1G IM/IV,18822.0,811250.0,1575584.0,151,51,0,79,1.942168,0.002971,0.498685,A,ABC/Pareto using total_trade_price revenue,draft
TRASH BAG - BLACK - MEDIUM,134.9152,794813.07,690523.18,35,16,29,80,0.868787,0.00291,0.501595,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 60ML.,5672.0,777926.08,803328.62,47,10,0,81,1.032654,0.002849,0.504443,A,ABC/Pareto using total_trade_price revenue,draft
GIOZOLE 40MG W/ DILUENT,14610.9982,770275.47,426931.77,18,7,6,82,0.554259,0.002821,0.507264,A,ABC/Pareto using total_trade_price revenue,draft
PR 1011A-110,1.0,767130.0,838975.0,1,1,0,83,1.093654,0.002809,0.510073,A,ABC/Pareto using total_trade_price revenue,draft
DOCOR 250MG VIAL,998.0,765000.0,519540.0,9,8,0,84,0.679137,0.002801,0.512874,A,ABC/Pareto using total_trade_price revenue,draft
BOND PAPER A4 (HARDCOPY),63.8616,759879.96,446028.69,38,19,35,85,0.586973,0.002782,0.515657,A,ABC/Pareto using total_trade_price revenue,draft
PROHAB 10MG/ML 20ML,500.0,750000.0,1360000.0,1,1,0,86,1.813333,0.002746,0.518403,A,ABC/Pareto using total_trade_price revenue,draft
"HEPA B 10MCG/0.5ML MULTIDOSE, PEDIATRIC",4.0,750000.0,649400.0,2,1,0,87,0.865867,0.002746,0.521149,A,ABC/Pareto using total_trade_price revenue,draft
AEROX 500MG,7645.0,744775.0,879064.0,13,6,0,88,1.180308,0.002727,0.523876,A,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 500MG/125MG,551.1896,730776.08,1148259.79,148,24,5,89,1.571288,0.002676,0.526552,A,ABC/Pareto using total_trade_price revenue,draft
SPASBASCINE,3748.0,725829.17,1955395.83,61,37,0,90,2.694017,0.002658,0.52921,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G24,700.0,714000.0,606000.0,2,1,0,91,0.848739,0.002614,0.531824,A,ABC/Pareto using total_trade_price revenue,draft
HBW BLACK BALLPEN,215.3967,693786.73,402637.82,40,19,34,92,0.580348,0.00254,0.534365,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-60 60MG/0.6ML,1750.0,691250.0,1132687.5,4,2,0,93,1.638608,0.002531,0.536896,A,ABC/Pareto using total_trade_price revenue,draft
PPE LAB.,1200.0,690000.0,749400.0,2,2,0,94,1.086087,0.002527,0.539423,A,ABC/Pareto using total_trade_price revenue,draft
EPOGEN 4000IU/0.4ML,1905.0,685800.0,441102.75,5,1,0,95,0.643194,0.002511,0.541934,A,ABC/Pareto using total_trade_price revenue,draft
MAXXIVIT PLUS,1370.93,683592.16,636408.22,200,47,0,96,0.930976,0.002503,0.544437,A,ABC/Pareto using total_trade_price revenue,draft
MODULAR TENT 79X17X79,150.0,675000.0,742425.0,1,1,0,97,1.099889,0.002472,0.546909,A,ABC/Pareto using total_trade_price revenue,draft
ZEFTACARE 1G IV,12930.5872,656979.74,349196.01,22,9,4,98,0.531517,0.002406,0.549314,A,ABC/Pareto using total_trade_price revenue,draft
BUPIRIGHT 1'S VIALS,3212.0,653283.0,1507933.0,90,21,0,99,2.308239,0.002392,0.551706,A,ABC/Pareto using total_trade_price revenue,draft
ISORANE 100% V/V 100ML,393.0,637800.0,975198.08,82,40,0,100,1.529003,0.002335,0.554042,A,ABC/Pareto using total_trade_price revenue,draft
JAGA 300MG/100MG/100MCG,1281.4,637681.8,997745.38,407,68,0,101,1.564645,0.002335,0.556377,A,ABC/Pareto using total_trade_price revenue,draft
TRIOPHIL 35MG,2043.3,637509.6,665686.4,10,3,0,102,1.044198,0.002334,0.558711,A,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ETHYL 70% - ALCORADE,1912.0,630960.0,903740.0,11,6,0,103,1.432325,0.00231,0.561022,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML,34514.3266,621472.69,2876605.77,248,65,2,104,4.628692,0.002276,0.563297,A,ABC/Pareto using total_trade_price revenue,draft
OPREX 40MG IV,2981.3883,615386.72,666369.88,31,18,2,105,1.082847,0.002253,0.565551,A,ABC/Pareto using total_trade_price revenue,draft
EXECORE 500MG TAB,5224.0823,599473.62,598381.85,46,23,6,106,0.998179,0.002195,0.567746,A,ABC/Pareto using total_trade_price revenue,draft
RANICLAV 625MG,4208.96,589132.4,1018367.57,55,28,0,107,1.728589,0.002157,0.569903,A,ABC/Pareto using total_trade_price revenue,draft
DOLO-JAGA 500MG/50MG/100MG/100MCG,775.6226,583139.35,770944.17,167,31,2,108,1.322058,0.002135,0.572038,A,ABC/Pareto using total_trade_price revenue,draft
AEROVENT 1MG 30'S,2185.85,579249.19,553061.42,16,7,0,109,0.95479,0.002121,0.574159,A,ABC/Pareto using total_trade_price revenue,draft
SITIXON 1G,18481.0,577356.6,4442122.18,88,42,0,110,7.693897,0.002114,0.576273,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA G20 - CATHULA,319.5,576900.0,568265.1,10,6,0,111,0.985032,0.002112,0.578386,A,ABC/Pareto using total_trade_price revenue,draft
"GENVAC-B 10MCG/0.5ML MONODOSE, PEDIATRIC",28.6,559990.0,655860.0,5,3,0,112,1.171199,0.002051,0.580436,A,ABC/Pareto using total_trade_price revenue,draft
FACE MASK,5737.0,557415.51,2033926.07,55,24,0,113,3.648851,0.002041,0.582477,A,ABC/Pareto using total_trade_price revenue,draft
AZCORE 500MG,2302.87,544500.77,863763.2,21,10,0,114,1.58634,0.001994,0.584471,A,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG WITH DILUENT,15221.1048,539171.16,1722717.44,55,25,1,115,3.195122,0.001974,0.586446,A,ABC/Pareto using total_trade_price revenue,draft
MORNEM 500MG,3300.0,528000.0,340700.0,6,3,0,116,0.645265,0.001933,0.588379,A,ABC/Pareto using total_trade_price revenue,draft
SPIROCARE-25 25MG,2005.0,525310.0,529770.0,3,1,0,117,1.00849,0.001924,0.590302,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 2% 60ML,3748.9009,522451.6,633299.19,180,33,3,118,1.212168,0.001913,0.592215,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G22,500.5,510510.0,451140.0,2,2,0,119,0.883705,0.001869,0.594085,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-40 40MG/0.4ML,1550.0,496000.0,464566.0,4,3,0,120,0.936625,0.001816,0.595901,A,ABC/Pareto using total_trade_price revenue,draft
SHARJVAX,951.0,494938.29,417551.71,17,10,0,121,0.843644,0.001812,0.597713,A,ABC/Pareto using total_trade_price revenue,draft
CARDOWIN 1MG,2079.0,491433.55,1671624.77,53,31,0,122,3.401528,0.001799,0.599513,A,ABC/Pareto using total_trade_price revenue,draft
NYSECOD 50MG,854.0,484260.0,481105.0,8,6,0,123,0.993485,0.001773,0.601286,A,ABC/Pareto using total_trade_price revenue,draft
NITROFIX SR 30MG,889.5,460865.0,491620.0,32,23,0,124,1.066733,0.001688,0.602974,A,ABC/Pareto using total_trade_price revenue,draft
"SAMSUNG UHD 50"" TV",17.0,459000.0,456025.0,1,1,0,125,0.993519,0.001681,0.604654,A,ABC/Pareto using total_trade_price revenue,draft
AZCORE 500MG TAB,348.866,456411.03,250723.34,28,17,5,126,0.549337,0.001671,0.606326,A,ABC/Pareto using total_trade_price revenue,draft
CEFZIME 750MG,592.4,453388.5,1155224.0,88,23,0,127,2.547978,0.00166,0.607986,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CATHULA),187.97,447652.35,243388.51,12,8,5,128,0.5437,0.001639,0.609625,A,ABC/Pareto using total_trade_price revenue,draft
STAPLER STANDARD TYPE (JOY),13.6641,442720.45,259857.66,32,14,29,129,0.586957,0.001621,0.611246,A,ABC/Pareto using total_trade_price revenue,draft
CEFUSAPH,4494.39,440334.7,1896606.48,108,42,0,130,4.307193,0.001612,0.612858,A,ABC/Pareto using total_trade_price revenue,draft
ATOVAS 20MG,2434.97,440306.08,1332992.67,168,48,0,131,3.027423,0.001612,0.614471,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G18 1.5X38MM (CATHULA),166.9488,436320.86,242643.65,14,8,4,132,0.556113,0.001598,0.616068,A,ABC/Pareto using total_trade_price revenue,draft
INK EPSON #003 CYAN,72.7015,433073.22,218251.61,45,18,40,133,0.50396,0.001586,0.617654,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN STERILE (GDR),3600.0,432000.0,1049535.39,3,2,0,134,2.42948,0.001582,0.619236,A,ABC/Pareto using total_trade_price revenue,draft
PPE COVER ALL SET,2013.0,422730.0,1448933.5,3,2,0,135,3.427563,0.001548,0.620784,A,ABC/Pareto using total_trade_price revenue,draft
FLUARIX TETRA SH2021,700.0,420000.0,479624.95,1,1,0,136,1.141964,0.001538,0.622322,A,ABC/Pareto using total_trade_price revenue,draft
KZIDINE 35MG,679.3689,419332.53,356076.26,56,20,1,137,0.84915,0.001535,0.623857,A,ABC/Pareto using total_trade_price revenue,draft
GYNE-TOCIN 10IU/ML,5046.0,418117.38,3291598.12,99,46,0,138,7.872426,0.001531,0.625388,A,ABC/Pareto using total_trade_price revenue,draft
ATROPINE,50.5,417130.0,413245.0,3,2,0,139,0.990686,0.001527,0.626916,A,ABC/Pareto using total_trade_price revenue,draft
DANOXIME 750MG,13485.0,416792.5,2737337.5,21,15,0,140,6.567627,0.001526,0.628442,A,ABC/Pareto using total_trade_price revenue,draft
PHYTOBAS 10MG/ML IV,1031.9116,415664.69,889656.12,68,23,7,141,2.140322,0.001522,0.629964,A,ABC/Pareto using total_trade_price revenue,draft
LYSOL PROFESSIONAL DISINFECTANT LIQUID 5L,150.0,409090.5,88909.5,1,1,0,142,0.217335,0.001498,0.631462,A,ABC/Pareto using total_trade_price revenue,draft
TOSYLAM 750MG TAB,311.34,407165.1,602863.55,96,40,0,143,1.480637,0.001491,0.632953,A,ABC/Pareto using total_trade_price revenue,draft
VESSEL COMPARATOR,203.0,406000.0,253710.0,3,3,0,144,0.624901,0.001487,0.634439,A,ABC/Pareto using total_trade_price revenue,draft
XYNETRIX CHEWABLE TABLET,961.0,405304.23,339478.73,158,35,0,145,0.83759,0.001484,0.635924,A,ABC/Pareto using total_trade_price revenue,draft
PHYTOMEN 10MG/ML,2392.5,401334.5,1397662.5,153,55,0,146,3.482538,0.00147,0.637393,A,ABC/Pareto using total_trade_price revenue,draft
SYVIR 400,200.0,400000.0,840000.0,1,1,0,147,2.1,0.001465,0.638858,A,ABC/Pareto using total_trade_price revenue,draft
MERAZOL 40MG,1421.33,393994.5,3750021.75,116,41,0,148,9.517955,0.001443,0.640301,A,ABC/Pareto using total_trade_price revenue,draft
OMCARE 40MG WITH DILUENT,8050.5769,390967.0,106006.78,11,6,4,149,0.27114,0.001432,0.641732,A,ABC/Pareto using total_trade_price revenue,draft
SMACK LABORATORY GOWN,2600.0,390000.0,517400.0,2,2,0,150,1.326667,0.001428,0.64316,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (MEDIUM),1534.0,389795.0,806007.07,28,9,0,151,2.067772,0.001427,0.644588,A,ABC/Pareto using total_trade_price revenue,draft
FERGLOBIN 250MG,3404.1,384236.25,424000.66,232,68,0,152,1.103489,0.001407,0.645994,A,ABC/Pareto using total_trade_price revenue,draft
PPE - COLORED (GDR),1500.0,375000.0,510000.0,1,1,0,153,1.36,0.001373,0.647368,A,ABC/Pareto using total_trade_price revenue,draft
CUROXIM 750MG WITH DILUENT,13200.1554,367864.48,305525.44,13,5,1,154,0.830538,0.001347,0.648715,A,ABC/Pareto using total_trade_price revenue,draft
CORSIN-300 150MG/ML (300MG/2ML) 2ML,6660.1239,365571.61,524012.71,14,7,1,155,1.433406,0.001339,0.650053,A,ABC/Pareto using total_trade_price revenue,draft
TRIZEF 100MG,259.0,364768.8,965631.2,64,31,0,156,2.647242,0.001336,0.651389,A,ABC/Pareto using total_trade_price revenue,draft
UNDERPADS ANTIBACTERIAL X-LARGE (HEXACARE),3460.0,363418.98,367679.02,6,2,0,157,1.011722,0.001331,0.65272,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN,3852.0,360760.0,1252308.6,9,5,0,158,3.471307,0.001321,0.654041,A,ABC/Pareto using total_trade_price revenue,draft
RAXIDINE 25MG/ML 2ML,811.4024,359682.76,675033.39,56,29,6,159,1.876747,0.001317,0.655358,A,ABC/Pareto using total_trade_price revenue,draft
SII-TO-VAC 0.5ML,650.0,357500.0,140750.0,2,2,0,160,0.393706,0.001309,0.656667,A,ABC/Pareto using total_trade_price revenue,draft
SANOMAX - FA,633.0,354480.0,230819.34,97,34,0,161,0.651149,0.001298,0.657965,A,ABC/Pareto using total_trade_price revenue,draft
BICARBISAPH 84MG/ML,62.0,351900.0,61900.0,3,3,0,162,0.175902,0.001289,0.659253,A,ABC/Pareto using total_trade_price revenue,draft
RAINCOAT WITH PRINT,1000.0,350000.0,1119632.5,1,1,0,163,3.19895,0.001282,0.660535,A,ABC/Pareto using total_trade_price revenue,draft
CEPROTRON 500MG,923.3,348130.7,785378.36,265,56,0,164,2.255987,0.001275,0.66181,A,ABC/Pareto using total_trade_price revenue,draft
CHROMOGENIC ENZYME SUBSTRATE TEST (COLIKAT RAPID),12.0,345600.0,138790.0,4,3,0,165,0.401591,0.001265,0.663075,A,ABC/Pareto using total_trade_price revenue,draft
EPIX BY 10'S,1716.16,342577.86,888044.69,113,42,0,166,2.592242,0.001254,0.66433,A,ABC/Pareto using total_trade_price revenue,draft
PHIZOLIN 1G,1898.0,341672.5,330137.5,15,10,0,167,0.96624,0.001251,0.665581,A,ABC/Pareto using total_trade_price revenue,draft
LAZICARE 10MG/ML (20MG/2ML) 2ML,3187.0341,335488.82,233451.2,22,9,6,168,0.695854,0.001228,0.666809,A,ABC/Pareto using total_trade_price revenue,draft
MERAZOL-40 40MG,1651.0,330200.0,291306.0,7,6,0,169,0.882211,0.001209,0.668018,A,ABC/Pareto using total_trade_price revenue,draft
BUNNY SUIT MICROFIBER,1200.0,330000.0,268200.0,2,2,0,170,0.812727,0.001208,0.669227,A,ABC/Pareto using total_trade_price revenue,draft
D5W 250ML (EUROMED),3000.0,330000.0,330000.0,1,1,0,171,1.0,0.001208,0.670435,A,ABC/Pareto using total_trade_price revenue,draft
ENOX 6000 ANTI-XA IU/0.6ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,800.0,328000.0,655760.0,4,3,0,172,1.999268,0.001201,0.671636,A,ABC/Pareto using total_trade_price revenue,draft
