period,area,product,row_count,estimated_contract_rows,estimated_date_rows,unique_products,unique_dr_numbers,quantity,total_trade_price,net_income,net_cost,discount,total_cost,gross_margin_rate
2024-07,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,3,3,0,1,3,0.8694,14428.18,7694.55,9356.74,0.0,9356.74,0.5333
2024-07,Pagbilao,HARD COPY SUB#20 A4,1,1,0,1,1,0.2266,500.9,732.17,1233.06,0.0,1233.06,1.461709
2024-07,Pagbilao,HBW BLACK BALLPEN,3,3,0,1,3,0.5811,42585.26,84497.99,127083.24,0.0,127083.24,1.984207
2024-07,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),3,3,0,1,3,0.3881,6101.26,2734.08,8835.32,0.0,8835.32,0.448117
2024-07,Pagbilao,INK EPSON #003 CYAN,2,2,0,1,2,0.3803,33537.99,4729.69,38049.69,0.0,38049.69,0.141025
2024-07,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,0.141,16549.89,2830.47,13719.41,0.0,13719.41,0.171027
2024-07,Pagbilao,INK EPSON #003 YELLOW,4,4,0,1,4,0.6989,15388.79,7922.74,15891.8,0.0,15891.8,0.514838
2024-07,Pagbilao,MARKER BLACK (PILOT),2,2,0,1,2,0.3435,9316.64,356.14,9467.7,0.0,9467.7,0.038226
2024-07,Pagbilao,MASKING TAPE 1INCH,2,2,0,1,2,0.3049,2610.0,874.45,3484.45,0.0,3484.45,0.335038
2024-07,Pagbilao,MYGEL BLACK,2,2,0,1,2,0.2845,8386.47,675.97,8903.9,0.0,8903.9,0.080602
2024-07,Pagbilao,RECORD BOOK 500PAGES (VALIANT),6,6,0,1,6,1.4654,109542.66,121547.48,220506.55,0.0,220506.55,1.10959
2024-07,Pagbilao,SCOTCH TAPE 1'',2,2,0,1,2,0.3314,3525.35,856.64,4381.99,0.0,4381.99,0.242994
2024-07,Pagbilao,STAPLE WIRE #35,3,3,0,1,3,0.5553,4612.09,1813.65,6425.74,0.0,6425.74,0.393238
2024-07,Pagbilao,STAPLER STANDARD TYPE (JOY),2,2,0,1,2,0.2674,12270.8,2377.27,10619.55,0.0,10619.55,0.193734
2024-07,Pagbilao,T SHIRT WITH PRINT,6,6,0,1,6,2.2827,74016.3,22979.07,82551.47,0.0,82551.47,0.31046
2024-07,Pagbilao,TRASH BAG - BLACK - MEDIUM,1,1,0,1,1,0.1254,2809.78,2182.6,4992.38,0.0,4992.38,0.776787
2024-07,Provincial Tourism Office,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,0.1888,96180.82,37016.3,59164.53,0.0,59164.53,0.384862
2024-07,Provincial Tourism Office,CORRECTION TAPE JOY,1,1,0,1,1,0.1821,92764.07,35701.32,57062.75,0.0,57062.75,0.384862
2024-07,Provincial Tourism Office,DISINFECTANT SPRAY 170G 227ML (LYSOL),1,1,0,1,1,0.0984,50137.04,19295.82,30841.23,0.0,30841.23,0.384862
2024-07,Provincial Tourism Office,INK EPSON #003 YELLOW,1,1,0,1,1,0.1494,76131.4,29300.04,46831.35,0.0,46831.35,0.384861
2024-07,Provincial Tourism Office,T SHIRT WITH PRINT,1,1,0,1,1,0.3813,194249.17,74759.02,119490.14,0.0,119490.14,0.384861
2024-08,Pagbilao,AMBILIN 500,1,1,0,1,1,0.2365,8417.81,2411.85,10829.66,0.0,10829.66,0.286518
2024-08,Pagbilao,BALLPEN FINEPOINT,4,4,0,1,4,0.5641,111314.18,50442.9,83678.95,0.0,83678.95,0.453158
2024-08,Pagbilao,BOND PAPER A4 (HARDCOPY),1,1,0,1,1,0.1946,1279.47,651.81,1931.28,0.0,1931.28,0.509438
2024-08,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),2,2,0,1,2,0.2138,23464.61,18127.8,6694.49,0.0,6694.49,0.772559
2024-08,Pagbilao,BOND PAPER LONG (HARDCOPY),3,3,0,1,3,0.6756,36570.27,17477.91,54048.18,0.0,54048.18,0.477927
2024-08,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),2,2,0,1,2,0.2475,18421.79,8782.71,27204.5,0.0,27204.5,0.476757
2024-08,Pagbilao,CLEAR BOOK LEGAL/LONG,4,4,0,1,4,0.9489,161882.75,99577.02,131339.0,0.0,131339.0,0.615118
2024-08,Pagbilao,CORRECTION TAPE 20MM,4,4,0,1,4,1.0304,115352.98,52582.65,108142.12,0.0,108142.12,0.455841
2024-08,Pagbilao,CORRECTION TAPE JOY,4,4,0,1,4,0.8234,113730.54,32509.31,146239.84,0.0,146239.84,0.285845
2024-08,Pagbilao,DISINFECTANT SPRAY 170G 227ML (LYSOL),2,2,0,1,2,0.24,1678.69,885.18,2563.87,0.0,2563.87,0.527304
2024-08,Pagbilao,ELECTRICAL WIRE #14,2,2,0,1,2,0.3367,913.22,311.71,1224.93,0.0,1224.93,0.341331
2024-08,Pagbilao,ENOCEE 500MG,1,1,0,1,1,0.1561,5557.69,1592.37,7150.06,0.0,7150.06,0.286517
2024-08,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,4,4,0,1,4,0.7611,56333.69,18848.23,75181.94,0.0,75181.94,0.334582
2024-08,Pagbilao,GENTAM 40MG,1,1,0,1,1,0.2383,8484.23,2430.87,10915.1,0.0,10915.1,0.286516
2024-08,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,2,2,0,1,2,0.5687,77687.58,18289.75,95977.33,0.0,95977.33,0.235427
2024-08,Pagbilao,HARD COPY SUB#20 A4,4,4,0,1,4,1.0155,36303.74,7292.74,43596.48,0.0,43596.48,0.200881
2024-08,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),2,2,0,1,2,0.2403,1010.06,391.24,1401.3,0.0,1401.3,0.387343
2024-08,Pagbilao,INK EPSON #003 CYAN,2,2,0,1,2,0.3237,77014.41,35968.48,61250.62,0.0,61250.62,0.467036
2024-08,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,0.1616,21384.66,10894.07,32278.73,0.0,32278.73,0.509434
2024-08,Pagbilao,LIFERZIN 250MG,1,1,0,1,1,0.1931,6873.06,1969.25,8842.31,0.0,8842.31,0.286517
2024-08,Pagbilao,MECLOP 5MG\ML,1,1,0,1,1,0.176,6267.21,1795.66,8062.87,0.0,8062.87,0.286517
2024-08,Pagbilao,MYGEL BLACK,3,3,0,1,3,0.3604,23715.34,14636.43,10543.03,0.0,10543.03,0.617171
2024-08,Pagbilao,RECORD BOOK 500PAGES (VALIANT),2,2,0,1,2,0.4551,71740.31,41581.24,60351.09,0.0,60351.09,0.579608
2024-08,Pagbilao,SCOTCH TAPE 1'',2,2,0,1,2,0.2638,17859.79,9098.38,26958.16,0.0,26958.16,0.509434
2024-08,Pagbilao,STAPLE WIRE #35,2,2,0,1,2,0.3467,47361.79,11150.24,58512.04,0.0,58512.04,0.235427
2024-08,Pagbilao,T SHIRT WITH PRINT,3,3,0,1,3,1.2282,89583.71,68565.0,26153.88,0.0,26153.88,0.765374
2024-08,QMC,DEXAMAX 4MG/ML (8MG/2ML) 2ML,1,1,0,1,1,0.2049,2946.15,2617.07,5563.21,0.0,5563.21,0.888302
2024-08,QMC,EROXIME 750MG IV,1,1,0,1,1,0.1721,2473.99,2197.65,4671.64,0.0,4671.64,0.888302
2024-08,QMC,EUROXONE 1G IV,1,1,0,1,1,0.1608,2311.41,2053.23,4364.64,0.0,4364.64,0.888302
2024-08,QMC,EVAPROST 250MCG/ML,1,1,0,1,1,0.1696,2438.38,2166.01,4604.4,0.0,4604.4,0.888299
2024-08,QMC,LACTAMOX 500MG/125MG,1,1,0,1,1,0.2927,4208.07,3738.04,7946.11,0.0,7946.11,0.888303
2024-09,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),1,1,0,1,1,0.15,6746.0,3284.28,10030.29,0.0,10030.29,0.486849
2024-09,Pagbilao,BALLPEN FINEPOINT,3,3,0,1,3,0.4795,158720.73,52523.78,115570.07,0.0,115570.07,0.330919
2024-09,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),2,2,0,1,2,0.3013,164502.0,52628.02,112515.68,0.0,112515.68,0.319923
2024-09,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),1,1,0,1,1,0.098,2629.55,1789.86,4419.41,0.0,4419.41,0.680672
2024-09,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),1,1,0,1,1,0.1573,1754.92,1194.52,2949.44,0.0,2949.44,0.680669
2024-09,Pagbilao,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,0.2101,5638.95,3838.28,9477.22,0.0,9477.22,0.680673
2024-09,Pagbilao,CORRECTION TAPE JOY,2,2,0,1,2,0.4051,12193.63,8299.87,20493.5,0.0,20493.5,0.680673
2024-09,Pagbilao,ELECTRICAL WIRE #14,1,1,0,1,1,0.1819,7680.32,5227.78,12908.09,0.0,12908.09,0.680672
2024-09,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,2,2,0,1,2,0.378,11378.49,7745.01,19123.51,0.0,19123.51,0.680671
2024-09,Pagbilao,HARD COPY SUB#20 A4,3,3,0,1,3,0.6399,265059.43,87524.07,188824.55,0.0,188824.55,0.330205
2024-09,Pagbilao,INK EPSON #003 CYAN,3,3,0,1,3,0.4665,9552.82,5073.36,14626.19,0.0,14626.19,0.531085
2024-09,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,0.1972,8323.02,5665.25,13988.27,0.0,13988.27,0.680672
2024-09,Pagbilao,INK EPSON #003 YELLOW,1,1,0,1,1,0.2383,2658.94,1809.87,4468.81,0.0,4468.81,0.680674
2024-09,Pagbilao,MARKER BLACK (PILOT),1,1,0,1,1,0.2243,2502.82,1703.6,4206.42,0.0,4206.42,0.680672
2024-09,Pagbilao,MASKING TAPE 1INCH,1,1,0,1,1,0.1206,138697.36,44228.73,94468.63,0.0,94468.63,0.318887
2024-09,Pagbilao,MYGEL BLACK,2,2,0,1,2,0.279,4770.5,3247.15,8017.66,0.0,8017.66,0.680673
2024-09,Pagbilao,SCOTCH TAPE 1'',1,1,0,1,1,0.1565,6605.16,4495.95,11101.11,0.0,11101.11,0.680672
2024-09,Pagbilao,STAPLER STANDARD TYPE (JOY),1,1,0,1,1,0.119,353.46,240.59,594.05,0.0,594.05,0.680671
2024-09,Pagbilao,T SHIRT WITH PRINT,5,5,0,1,5,1.9439,475241.46,160317.77,354349.41,0.0,354349.41,0.33734
2024-09,Pagbilao,TRASH BAG - BLACK - MEDIUM,2,2,0,1,2,0.2537,6028.99,3008.96,9037.94,0.0,9037.94,0.499082
2024-10,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),2,2,0,1,2,0.3008,19654.56,21685.51,41340.07,0.0,41340.07,1.103332
2024-10,Pagbilao,BALLPEN FINEPOINT,2,2,0,1,2,0.2844,8239.07,4438.63,4225.98,0.0,4225.98,0.538729
2024-10,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),3,3,0,1,3,0.482,17857.65,9464.21,21215.0,0.0,21215.0,0.529981
2024-10,Pagbilao,BOND PAPER A4 (HARDCOPY),1,1,0,1,1,0.1794,3940.29,2682.04,6622.33,0.0,6622.33,0.680671
