territory,period,prior_period,quantity,revenue,gross_margin_amount,prior_quantity,prior_revenue,revenue_yoy_change_pesos,quantity_yoy_change_units,quantity_yoy_growth,revenue_yoy_growth,is_2025_partial
Marinduque,2023-09,2022-09,131.0,123377.0,75181.04,87.0,91180.0,32197.0,44.0,0.505747,0.353115,False
Quezon,2023-09,2022-09,405.0,364882.6,215735.36,748.0,495397.25,-130514.65,-343.0,-0.458556,-0.263455,False
Batangas,2023-10,2022-10,554.2,325136.0,213535.9,515.0,387176.0,-62040.0,39.2,0.076117,-0.160237,False
Camarines Norte,2023-10,2022-10,24.0,2256.0,696.0,214.0,115700.0,-113444.0,-190.0,-0.88785,-0.980501,False
Laguna,2023-10,2022-10,5.0,26100.0,11631.0,,,,,,,False
Quezon,2023-10,2022-10,686.0,592612.6,419617.1,409.63,211173.2,381439.4,276.37,0.674682,1.806287,False
Batangas,2023-11,2022-11,712.2,478113.76,343821.98,153.0,246292.0,231821.76,559.2,3.654902,0.941248,False
Camarines Norte,2023-11,2022-11,13.19,1723.0,705.0,32.0,17900.0,-16177.0,-18.81,-0.587813,-0.903743,False
Cavite,2023-11,2022-11,3.0,1890.0,1320.0,134.0,54500.0,-52610.0,-131.0,-0.977612,-0.965321,False
Quezon,2023-11,2022-11,921.0,559028.45,356762.47,417.0,264463.0,294565.45,504.0,1.208633,1.113825,False
Batangas,2023-12,2022-12,268.0,182573.0,120871.52,170.0,247648.0,-65075.0,98.0,0.576471,-0.262772,False
Marinduque,2023-12,2022-12,97.0,83697.0,50420.4,1941.0,825395.0,-741698.0,-1844.0,-0.950026,-0.898598,False
Quezon,2023-12,2022-12,128.0,140728.0,95356.67,785.0,543906.0,-403178.0,-657.0,-0.836943,-0.741264,False
Batangas,2024-01,2023-01,669.57,354718.0,244574.97,222.0,149430.0,205288.0,447.57,2.016081,1.373807,False
Marinduque,2024-01,2023-01,246.0,188753.68,122746.08,3459.0,837631.7,-648878.02,-3213.0,-0.928881,-0.774658,False
Quezon,2024-01,2023-01,387.0,314728.5,244317.74,465.0,300234.5,14494.0,-78.0,-0.167742,0.048276,False
Batangas,2024-02,2023-02,529.0,555889.3,387055.88,260.0,133512.6,422376.7,269.0,1.034615,3.163572,False
