canonical_sku,region,period,quantity,source_rows,observation_status,in_evaluation_window
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-03,44.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-04,41.0,5,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-05,7.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-06,27.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-07,539.0,9,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-08,802.0,6,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-09,42.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-10,42.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-11,168.0,6,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2021-12,26.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-01,25.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-02,36.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-03,635.0,7,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-04,54.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-05,25.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-06,186.0,15,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-07,60.0,5,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-08,135.0,14,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-09,127.0,10,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-10,280.0,13,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-11,36.0,6,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2022-12,94.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-01,101.0,7,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-02,128.0,6,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-03,82.0,5,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-04,147.0,10,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-05,93.0,5,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-06,566.0,12,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-07,10.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-08,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-09,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-10,120.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,CALABARZON,2023-11,12.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-01,52.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-02,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-03,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-04,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-05,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-06,1.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-07,46.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-08,12.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-09,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-10,72.0,4,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-11,17.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2021-12,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-01,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-02,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-03,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-04,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-05,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-06,30.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-07,98.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-08,12.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-09,36.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-10,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-11,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2022-12,24.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2023-01,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2023-02,51.0,3,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2023-03,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2023-04,24.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2023-05,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,MIMAROPA,2023-06,12.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-01,3.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-02,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-03,72.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-04,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-05,30.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-06,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-07,82.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-08,72.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-09,72.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-10,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-11,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2021-12,10.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-01,30.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-02,2.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-03,78.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-04,3.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-05,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-06,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-07,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-08,3.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-09,8.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-10,40.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-11,10.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2022-12,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-01,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-02,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-03,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-04,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-05,30.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-06,15.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-07,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-08,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-09,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-10,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-11,15.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2023-12,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-01,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-02,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-03,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-04,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-05,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-06,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-07,27.0,2,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-08,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-09,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-10,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-11,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2024-12,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2025-01,20.0,1,observed,False
HYCLENS WOUND SPRAY 60ML,Other National,2025-02,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2025-03,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2025-04,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2025-05,,0,missing_unknown,False
HYCLENS WOUND SPRAY 60ML,Other National,2025-06,50.0,1,observed,False
SANOMAX-FA,All Study Regions,2022-03,8.0,2,observed,False
SANOMAX-FA,All Study Regions,2022-04,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2022-05,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2022-06,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2022-07,10.0,2,observed,False
SANOMAX-FA,All Study Regions,2022-08,15.0,3,observed,False
SANOMAX-FA,All Study Regions,2022-09,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2022-10,6.0,2,observed,False
SANOMAX-FA,All Study Regions,2022-11,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2022-12,10.0,2,observed,False
SANOMAX-FA,All Study Regions,2023-01,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2023-02,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2023-03,10.0,2,observed,False
SANOMAX-FA,All Study Regions,2023-04,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2023-05,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2023-06,40.0,5,observed,False
SANOMAX-FA,All Study Regions,2023-07,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2023-08,10.0,2,observed,False
SANOMAX-FA,All Study Regions,2023-09,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2023-10,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2023-11,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2023-12,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2024-01,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2024-02,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2024-03,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2024-04,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2024-05,10.0,2,observed,False
SANOMAX-FA,All Study Regions,2024-06,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2024-07,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2024-08,10.0,1,observed,False
SANOMAX-FA,All Study Regions,2024-09,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2024-10,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2024-11,10.0,2,observed,False
SANOMAX-FA,All Study Regions,2024-12,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2025-01,4.0,1,observed,False
SANOMAX-FA,All Study Regions,2025-02,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2025-03,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2025-04,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2025-05,20.0,3,observed,False
SANOMAX-FA,All Study Regions,2025-06,10.0,2,observed,False
SANOMAX-FA,All Study Regions,2025-07,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2025-08,,0,missing_unknown,False
SANOMAX-FA,All Study Regions,2025-09,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2025-10,15.0,3,observed,False
SANOMAX-FA,All Study Regions,2025-11,5.0,1,observed,False
SANOMAX-FA,All Study Regions,2025-12,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2022-03,8.0,2,observed,False
SANOMAX-FA,CALABARZON,2022-04,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2022-05,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2022-06,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2022-07,10.0,2,observed,False
SANOMAX-FA,CALABARZON,2022-08,15.0,3,observed,False
SANOMAX-FA,CALABARZON,2022-09,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2022-10,6.0,2,observed,False
SANOMAX-FA,CALABARZON,2022-11,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2022-12,10.0,2,observed,False
SANOMAX-FA,CALABARZON,2023-01,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2023-02,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2023-03,10.0,2,observed,False
SANOMAX-FA,CALABARZON,2023-04,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2023-05,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2023-06,40.0,5,observed,False
SANOMAX-FA,CALABARZON,2023-07,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2023-08,10.0,2,observed,False
SANOMAX-FA,CALABARZON,2023-09,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2023-10,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2023-11,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2023-12,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2024-01,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2024-02,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2024-03,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2024-04,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2024-05,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2024-06,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2024-07,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2024-08,10.0,1,observed,False
SANOMAX-FA,CALABARZON,2024-09,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2024-10,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2024-11,10.0,2,observed,False
SANOMAX-FA,CALABARZON,2024-12,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2025-01,4.0,1,observed,False
SANOMAX-FA,CALABARZON,2025-02,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2025-03,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2025-04,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2025-05,20.0,3,observed,False
SANOMAX-FA,CALABARZON,2025-06,10.0,2,observed,False
SANOMAX-FA,CALABARZON,2025-07,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2025-08,,0,missing_unknown,False
SANOMAX-FA,CALABARZON,2025-09,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2025-10,15.0,3,observed,False
SANOMAX-FA,CALABARZON,2025-11,5.0,1,observed,False
SANOMAX-FA,CALABARZON,2025-12,5.0,1,observed,False
SANOMAX-FA,MIMAROPA,2024-05,5.0,1,observed,False
SANOMAX-FA,Other National,2022-01,7.0,1,observed,False
SANOMAX-FA,Other National,2022-02,7.0,1,observed,False
SANOMAX-FA,Other National,2022-03,28.0,4,observed,False
SANOMAX-FA,Other National,2022-04,14.0,2,observed,False
SANOMAX-FA,Other National,2022-05,21.0,3,observed,False
SANOMAX-FA,Other National,2022-06,21.0,3,observed,False
SANOMAX-FA,Other National,2022-07,21.0,3,observed,False
SANOMAX-FA,Other National,2022-08,35.0,5,observed,False
SANOMAX-FA,Other National,2022-09,21.0,3,observed,False
SANOMAX-FA,Other National,2022-10,42.0,6,observed,False
SANOMAX-FA,Other National,2022-11,21.0,3,observed,False
SANOMAX-FA,Other National,2022-12,35.0,5,observed,False
SANOMAX-FA,Other National,2023-01,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-02,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-03,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-04,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-05,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-06,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-07,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-08,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-09,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-10,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-11,,0,missing_unknown,False
SANOMAX-FA,Other National,2023-12,,0,missing_unknown,False
SANOMAX-FA,Other National,2024-01,14.0,2,observed,True
SANOMAX-FA,Other National,2024-02,28.0,4,observed,True
SANOMAX-FA,Other National,2024-03,21.0,3,observed,True
SANOMAX-FA,Other National,2024-04,28.0,4,observed,True
SANOMAX-FA,Other National,2024-05,28.0,4,observed,True
SANOMAX-FA,Other National,2024-06,21.0,3,observed,True
SANOMAX-FA,Other National,2024-07,21.0,3,observed,True
SANOMAX-FA,Other National,2024-08,21.0,3,observed,True
SANOMAX-FA,Other National,2024-09,7.0,1,observed,True
SANOMAX-FA,Other National,2024-10,42.0,6,observed,True
SANOMAX-FA,Other National,2024-11,21.0,3,observed,True
SANOMAX-FA,Other National,2024-12,21.0,3,observed,True
SANOMAX-FA,Other National,2025-01,21.0,3,observed,True
SANOMAX-FA,Other National,2025-02,21.0,3,observed,True
SANOMAX-FA,Other National,2025-03,21.0,3,observed,True
SANOMAX-FA,Other National,2025-04,7.0,1,observed,True
SANOMAX-FA,Other National,2025-05,14.0,2,observed,True
SANOMAX-FA,Other National,2025-06,21.0,3,observed,True
SANOMAX-FA,Other National,2025-07,21.0,3,observed,True
SANOMAX-FA,Other National,2025-08,21.0,3,observed,True
SANOMAX-FA,Other National,2025-09,7.0,1,observed,True
SANOMAX-FA,Other National,2025-10,21.0,3,observed,True
SANOMAX-FA,Other National,2025-11,14.0,2,observed,True
SANOMAX-FA,Other National,2025-12,21.0,3,observed,True
