product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
ROSEANNE 1000MG/992MG,7.0,7000.0,6216.0,1,1,0,2287,0.888,1.4e-05,0.99342,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SMART LOAD 500,14.0,6993.0,273.0,1,1,0,2288,0.039039,1.4e-05,0.993434,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BP APPARATUS DESK TYPE ADULT-TOPCARE,6.0,6990.0,510.0,1,1,0,2289,0.072961,1.4e-05,0.993449,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ALLECUR P 2.5MG/ML,114.0,6972.0,4650.5,3,2,0,2290,0.667025,1.4e-05,0.993463,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ATORSAPH 10MG,39.0,6960.0,14365.0,4,4,0,2291,2.063937,1.4e-05,0.993477,C,ABC/Pareto using Net CP (net_cost) revenue,draft
PYRAMIN 250MG SUS,99.0,6940.0,3986.0,3,3,0,2292,0.574352,1.4e-05,0.993491,C,ABC/Pareto using Net CP (net_cost) revenue,draft
RAHMACIN 125MG/60ML,30.0,6877.5,3577.5,1,1,0,2293,0.520174,1.4e-05,0.993505,C,ABC/Pareto using Net CP (net_cost) revenue,draft
THUMB FORCEP 5 1/2'' (OLTEN),14.0,6860.0,3416.0,1,1,0,2294,0.497959,1.4e-05,0.993519,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TUDOR - CHROMIC BROWN CATGUT ABSORBABLE SUTURE 3-0 ROUND BODIED - 75CM,15.0,6850.0,3980.0,3,3,0,2295,0.581022,1.4e-05,0.993532,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ONE STEP FECAL OCCULT BLOOD,10.0,6840.0,5340.0,1,1,0,2296,0.780702,1.4e-05,0.993546,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SILK 2/0 CURVED CUTTING BLACK (TUDOR),17.0,6830.5,1770.5,2,2,0,2297,0.259205,1.4e-05,0.99356,C,ABC/Pareto using Net CP (net_cost) revenue,draft
CARVESAPH 6.25MG,65.0,6825.0,3835.0,4,4,0,2298,0.561905,1.4e-05,0.993574,C,ABC/Pareto using Net CP (net_cost) revenue,draft
GLASS SLIDES CAT NO. 7102,69.0,6809.0,6629.0,6,6,0,2299,0.973564,1.4e-05,0.993588,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BURNSIL 10MG,50.0,6800.0,2900.0,2,1,0,2300,0.426471,1.4e-05,0.993601,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SAPHCLAZIDE 80 GLICLAZIDE 80MG TABLET,20.0,6800.0,4900.0,2,2,0,2301,0.720588,1.4e-05,0.993615,C,ABC/Pareto using Net CP (net_cost) revenue,draft
POVIDONE IODINE DRY POWDER SPRAY 55G (BETADINE),17.0,6800.0,1700.0,1,1,0,2302,0.25,1.4e-05,0.993629,C,ABC/Pareto using Net CP (net_cost) revenue,draft
VERTEX 25MG TAB,37.0,6795.0,4012.0,4,4,0,2303,0.590434,1.4e-05,0.993643,C,ABC/Pareto using Net CP (net_cost) revenue,draft
APPLICATOR STICK,34.0,6776.0,5774.0,5,5,0,2304,0.852125,1.4e-05,0.993656,C,ABC/Pareto using Net CP (net_cost) revenue,draft
CARDIZAR 50MG TAB,19.0,6753.0,4473.0,5,4,0,2305,0.662372,1.4e-05,0.99367,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE SYRINGE 30CC - TERUMO,3.0,6750.0,4500.0,1,1,0,2306,0.666667,1.4e-05,0.993684,C,ABC/Pareto using Net CP (net_cost) revenue,draft
KN95 FACE MASK,6.0,6750.0,6120.0,1,1,0,2307,0.906667,1.4e-05,0.993697,C,ABC/Pareto using Net CP (net_cost) revenue,draft
NON-PLEATED BOUFFANT CLIP CAP,15.0,6750.0,3000.0,1,1,0,2308,0.444444,1.4e-05,0.993711,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HEMAGLOB 500MG,10.0,6750.0,5420.0,1,1,0,2309,0.802963,1.4e-05,0.993725,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BOUFFAN CAP,20.0,6720.0,3920.0,1,1,0,2310,0.583333,1.4e-05,0.993738,C,ABC/Pareto using Net CP (net_cost) revenue,draft
CAP,24.0,6720.0,240.0,1,1,0,2311,0.035714,1.4e-05,0.993752,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ZINCBOS 6.8MG/5ML,176.0,6715.2,3635.2,2,2,0,2312,0.541339,1.4e-05,0.993765,C,ABC/Pareto using Net CP (net_cost) revenue,draft
COVER GLASS CLEAR 22X22MM (CITOTEST),20.0,6660.0,5460.0,1,1,0,2313,0.81982,1.3e-05,0.993779,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ISOPROPHYL ALCOHOL 70% 500ML SPRAY(ALCORADE),78.0,6630.0,702.0,2,1,0,2314,0.105882,1.3e-05,0.993792,C,ABC/Pareto using Net CP (net_cost) revenue,draft
GLUCOMETER BLOOD LANCETS - SURGITECH,9.0,6627.0,5007.0,3,3,0,2315,0.755545,1.3e-05,0.993806,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BUTAMOL 2MG/5ML,272.0,6623.0,2543.0,3,3,0,2316,0.383965,1.3e-05,0.993819,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TARPAULIN,121.0,6610.0,4608.0,4,3,0,2317,0.697126,1.3e-05,0.993832,C,ABC/Pareto using Net CP (net_cost) revenue,draft
FORMALIN,3.0,6600.0,5060.0,2,2,0,2318,0.766667,1.3e-05,0.993846,C,ABC/Pareto using Net CP (net_cost) revenue,draft
UV LIGHT POCKET STERILIZER,3.0,6600.0,1200.75,1,1,0,2319,0.181932,1.3e-05,0.993859,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ENDOTRACHEAL TUBE CUFFED 7.0MM (SEDASENZ),50.0,6600.0,2800.0,2,2,0,2320,0.424242,1.3e-05,0.993872,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MILGESIC 100MG/5ML DROPS,294.0,6600.0,1896.0,2,1,0,2321,0.287273,1.3e-05,0.993886,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MIA FORTE,10.0,6540.0,3690.0,1,1,0,2322,0.56422,1.3e-05,0.993899,C,ABC/Pareto using Net CP (net_cost) revenue,draft
RENALEAF 250MG,10.0,6540.0,5040.0,2,2,0,2323,0.770642,1.3e-05,0.993912,C,ABC/Pareto using Net CP (net_cost) revenue,draft
AZMONT 10MG TAB,15.0,6510.0,3885.0,1,1,0,2324,0.596774,1.3e-05,0.993925,C,ABC/Pareto using Net CP (net_cost) revenue,draft
CEFZIME 750MG,592.4,6500.0,1155224.0,88,23,0,2325,177.726769,1.3e-05,0.993938,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MULTILIVE,20.0,6500.0,4100.0,1,1,0,2326,0.630769,1.3e-05,0.993952,C,ABC/Pareto using Net CP (net_cost) revenue,draft
INK EPSON L3100 BLACK 003,10.0,6500.0,3900.0,1,1,0,2327,0.6,1.3e-05,0.993965,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE SYRINGE/TUBERCULIN 1CC 25G (TERUMO),5.0,6500.0,2600.0,1,1,0,2328,0.4,1.3e-05,0.993978,C,ABC/Pareto using Net CP (net_cost) revenue,draft
INK CARTRIDGE BLACK (HP680),10.0,6492.0,1092.0,2,2,0,2329,0.168207,1.3e-05,0.993991,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE NEEDLE AGANI G18 X 1 1/8 (TERUMO),25.0,6486.0,-999.0,3,2,0,2330,-0.154024,1.3e-05,0.994004,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TUDOR - CHROMIC BROWN COATED CATGUT ABSORBABLE SUTURE 4-0 CURVED CUTTING - 75CM,14.0,6440.0,1540.0,2,2,0,2331,0.23913,1.3e-05,0.994017,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TAMSUSAPH-400 400MCG,3.0,6414.0,4809.0,1,1,0,2332,0.749766,1.3e-05,0.99403,C,ABC/Pareto using Net CP (net_cost) revenue,draft
LEVOXUS 500MG,5.0,6408.0,3658.0,2,2,0,2333,0.570849,1.3e-05,0.994043,C,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES MEDIUM - PRO CARE,11.0,6405.0,5595.0,6,5,0,2334,0.873536,1.3e-05,0.994056,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ARM SLING MEDIUM,85.0,6395.0,1295.0,3,2,0,2335,0.202502,1.3e-05,0.994069,C,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES GREAT LOVE 6.5 STERILE,5.0,6389.0,4139.0,2,2,0,2336,0.647832,1.3e-05,0.994082,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MICOR 40MG,7.0,6375.7,4410.7,7,5,0,2337,0.691799,1.3e-05,0.994095,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BLOOD LANCETS - KING MED,10.5,6370.0,4770.0,4,3,0,2338,0.748823,1.3e-05,0.994108,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE NEEDLE G25 (ORMED),30.0,6330.0,1830.0,1,1,0,2339,0.2891,1.3e-05,0.99412,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ELCILIN 500MG,20.0,6320.0,1520.0,2,2,0,2340,0.240506,1.3e-05,0.994133,C,ABC/Pareto using Net CP (net_cost) revenue,draft
CAUTERY PENCIL (ORMED),18.0,6300.0,1980.0,3,2,0,2341,0.314286,1.3e-05,0.994146,C,ABC/Pareto using Net CP (net_cost) revenue,draft
EPOKINE 4000IU/0.4ML,5.0,6300.0,3405.0,1,1,0,2342,0.540476,1.3e-05,0.994159,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MEDICAL WEIGHING SCALE DIAL TYPE ROUND (MEDX),1.0,6300.0,3100.0,1,1,0,2343,0.492063,1.3e-05,0.994171,C,ABC/Pareto using Net CP (net_cost) revenue,draft
JET SPRAY FLUIDS 3% 10% 4OZ 118ML (SALONPAS),21.0,6300.0,1249.5,1,1,0,2344,0.198333,1.3e-05,0.994184,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ACCELAC 3.35MG/ML 60ML,36.0,6300.0,3240.0,1,1,0,2345,0.514286,1.3e-05,0.994197,C,ABC/Pareto using Net CP (net_cost) revenue,draft
PULSE OXIMETER ADULT (INDOPLAS),6.0,6300.0,2100.0,1,1,0,2346,0.333333,1.3e-05,0.99421,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TOILET CLEANER LITER,60.0,6294.0,9534.0,2,2,0,2347,1.514776,1.3e-05,0.994222,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MEDIZOLE 500MG,25.0,6280.0,3780.0,2,2,0,2348,0.601911,1.3e-05,0.994235,C,ABC/Pareto using Net CP (net_cost) revenue,draft
NON STERILE GLOVES SIZE MEDIUM LATEX GREAT GLOVES,10.0,6255.0,4235.0,2,1,0,2349,0.677058,1.3e-05,0.994248,C,ABC/Pareto using Net CP (net_cost) revenue,draft
APTRADOL 50MG CAP,18.0,6240.0,3877.0,4,4,0,2350,0.621314,1.3e-05,0.99426,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BETZINE 8MG TAB,6.0,6240.0,4680.0,1,1,0,2351,0.75,1.3e-05,0.994273,C,ABC/Pareto using Net CP (net_cost) revenue,draft
"SAM SPLINT, MEDIUM 18 INCHES",8.0,6240.0,3840.0,1,1,0,2352,0.615385,1.3e-05,0.994286,C,ABC/Pareto using Net CP (net_cost) revenue,draft
LAVENDER TOP : 0.5ML (EDTA),5.0,6235.0,2985.0,1,1,0,2353,0.478749,1.3e-05,0.994298,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ALPHARES 75MCG,3.0,6206.64,3551.64,1,1,0,2354,0.572232,1.3e-05,0.994311,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TRIOPHIL 35MG TAB,10.0,6200.0,3080.0,1,1,0,2355,0.496774,1.3e-05,0.994323,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BLOOD LANCET - SURGITECH,24.0,6176.0,1556.0,3,3,0,2356,0.251943,1.2e-05,0.994336,C,ABC/Pareto using Net CP (net_cost) revenue,draft
POLO SHIRT WITH PRINT ALL SIZES,14.0,6160.0,1960.0,3,1,0,2357,0.318182,1.2e-05,0.994348,C,ABC/Pareto using Net CP (net_cost) revenue,draft
NEEDLE G19X1 1/2 SIMPLEX,20.0,6160.0,780.0,1,1,0,2358,0.126623,1.2e-05,0.994361,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE NEEDLE G.25 100'S-ORMED,40.0,6160.0,6160.0,2,1,0,2359,1.0,1.2e-05,0.994373,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HISTAKON 8MG,10.0,6121.25,4591.25,2,2,0,2360,0.750051,1.2e-05,0.994385,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BOUFFANT CAP BRAIDED,34.0,6108.0,3558.0,2,1,0,2361,0.582515,1.2e-05,0.994398,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SURGICAL GAUZE MESH GLOMED 28X24,5.0,6075.0,6075.0,1,1,0,2362,1.0,1.2e-05,0.99441,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SILK CUTTING 2-0 - TUDOR,13.0,6060.0,2630.0,3,3,0,2363,0.433993,1.2e-05,0.994422,C,ABC/Pareto using Net CP (net_cost) revenue,draft
4EVER 100MG/ML,144.0,6048.0,4248.0,1,1,0,2364,0.702381,1.2e-05,0.994435,C,ABC/Pareto using Net CP (net_cost) revenue,draft
GORIZINE 25MG,20.0,6000.0,4440.0,3,3,0,2365,0.74,1.2e-05,0.994447,C,ABC/Pareto using Net CP (net_cost) revenue,draft
INOXIN 250MG,10.0,6000.0,3190.0,1,1,0,2366,0.531667,1.2e-05,0.994459,C,ABC/Pareto using Net CP (net_cost) revenue,draft
LATEX EXAMINATION GLOVES MEDIUM INDOPLAS,5.0,6000.0,4850.0,1,1,0,2367,0.808333,1.2e-05,0.994471,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ID BRACELET ADULT SURGITECH,20.0,6000.0,0.0,1,1,0,2368,0.0,1.2e-05,0.994483,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE ISOLATION GOWN 60GSM LAMINATED WITH SHOE COVER AND HEAD COVER),200.0,6000.0,6000.0,2,2,0,2369,1.0,1.2e-05,0.994495,C,ABC/Pareto using Net CP (net_cost) revenue,draft
LORECARE AMP 10MG/ML,30.0,6000.0,3270.0,1,1,0,2370,0.545,1.2e-05,0.994507,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE PREP RAZOR-SINGLE EDGE (KAI),3.0,6000.0,2100.0,1,1,0,2371,0.35,1.2e-05,0.99452,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TRIZEF 50MG/5ML GFS 60ML,12.0,6000.0,3864.0,1,1,0,2372,0.644,1.2e-05,0.994532,C,ABC/Pareto using Net CP (net_cost) revenue,draft
"BLOOD GLUCOSE,CHOLESTEROL,URIC ACID TEST MACHINE (EASY TOUCH GCU)",1.0,6000.0,2900.0,1,1,0,2373,0.483333,1.2e-05,0.994544,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SANTON 50MG,1.0,5990.0,2990.0,1,1,0,2374,0.499165,1.2e-05,0.994556,C,ABC/Pareto using Net CP (net_cost) revenue,draft
NGT LEVIN DUODENAL TUBE 125CM FR16,10.0,5990.0,5980.0,1,1,0,2375,0.998331,1.2e-05,0.994568,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE SYRINGE WITH NEEDLE 10CC- LUER LOCK TIP (TERUMO),5.0,5990.0,1740.0,1,1,0,2376,0.290484,1.2e-05,0.99458,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MEDICHLOR 500MG,5.0,5985.0,4460.0,1,1,0,2377,0.745196,1.2e-05,0.994592,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ROZTIN-20 20MG,15.0,5980.0,3655.0,2,2,0,2378,0.611204,1.2e-05,0.994604,C,ABC/Pareto using Net CP (net_cost) revenue,draft
CLOMEP 75MG TAB,46.41,5973.0,83578.08,9,6,0,2379,13.992647,1.2e-05,0.994616,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MIA FORTE 500MG TAB,10.0,5950.0,2750.0,1,1,0,2380,0.462185,1.2e-05,0.994628,C,ABC/Pareto using Net CP (net_cost) revenue,draft
"BIOPHEN 1,000,000 IU 10ML",10.0,5920.0,4440.0,1,1,0,2381,0.75,1.2e-05,0.99464,C,ABC/Pareto using Net CP (net_cost) revenue,draft
OXYGEN MASK NEONATE (SURGITECH),100.0,5915.0,1415.0,1,1,0,2382,0.239222,1.2e-05,0.994652,C,ABC/Pareto using Net CP (net_cost) revenue,draft
LUBRICATING JELLY 10ML (EZ),10.0,5900.0,2500.0,1,1,0,2383,0.423729,1.2e-05,0.994664,C,ABC/Pareto using Net CP (net_cost) revenue,draft
PRIVACY SCREEN 3 FOLDS PANEL,1.0,5900.0,2900.0,1,1,0,2384,0.491525,1.2e-05,0.994676,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISPOSABLE DENTAL NEEDLES DENJECT,11.0,5885.0,2255.0,1,1,0,2385,0.383178,1.2e-05,0.994688,C,ABC/Pareto using Net CP (net_cost) revenue,draft
AMOLTEX 2MG/5ML SYR,1517.0,5880.0,48754.94,38,20,0,2386,8.291656,1.2e-05,0.9947,C,ABC/Pareto using Net CP (net_cost) revenue,draft
UNDERPAD,25.0,5850.0,5750.0,3,2,0,2387,0.982906,1.2e-05,0.994712,C,ABC/Pareto using Net CP (net_cost) revenue,draft
"NI8P MODULE; PN: 02,01,210759",2.0,5850.0,5850.0,2,2,0,2388,1.0,1.2e-05,0.994724,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HYOPAN,16.0,5820.0,5820.0,5,3,0,2389,1.0,1.2e-05,0.994735,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ALLIES 7 1/2'' (OLTEN),6.0,5820.0,2892.0,1,1,0,2390,0.496907,1.2e-05,0.994747,C,ABC/Pareto using Net CP (net_cost) revenue,draft
NEEDLE HOLDER 7 1/4 (OLTEN),6.0,5820.0,2892.0,1,1,0,2391,0.496907,1.2e-05,0.994759,C,ABC/Pareto using Net CP (net_cost) revenue,draft
STERILE WATER 50ML PARENTERAL,570.8,5800.0,35104.0,18,11,0,2392,6.052414,1.2e-05,0.994771,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HITRO 200MG/5ML,100.0,5800.0,0.0,1,1,0,2393,0.0,1.2e-05,0.994782,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TORNIQUET FLAT,150.0,5800.0,2800.0,2,2,0,2394,0.482759,1.2e-05,0.994794,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DENTAL NEEDLE G30 SHORT (DENJECT),14.0,5784.0,1164.0,2,2,0,2395,0.201245,1.2e-05,0.994806,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ALL SILICONE STOMACH TUBE DUODENAL FR16 (PARTNERS),15.0,5760.0,2010.0,1,1,0,2396,0.348958,1.2e-05,0.994817,C,ABC/Pareto using Net CP (net_cost) revenue,draft
STERILE LATEX SURGICAL GLOVES 6.5 INDOPLAS,5.0,5760.0,2010.0,1,1,0,2397,0.348958,1.2e-05,0.994829,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TRASH BAG - YELLOW - SMALL,9.0,5751.0,4581.0,1,1,0,2398,0.796557,1.2e-05,0.994841,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SUCTION SET YANKAUER HANDLE WITH CONTROL WITH 210CM TUBE (SIMPLEX),25.0,5750.0,2250.0,1,1,0,2399,0.391304,1.2e-05,0.994852,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BLOOD TRANSFUSION SET (TERUMO),50.0,5750.0,2350.0,1,1,0,2400,0.408696,1.2e-05,0.994864,C,ABC/Pareto using Net CP (net_cost) revenue,draft
PARACETAMOL MYREX 125MG/5ML,154.0,5746.0,3744.0,2,2,0,2401,0.651584,1.2e-05,0.994876,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HIVENT EM 1MG/ML 2.5ML,5.0,5740.5,4305.5,1,1,0,2402,0.750022,1.2e-05,0.994887,C,ABC/Pareto using Net CP (net_cost) revenue,draft
GENERIC FUROSEMIDE 20MG,36.82,5723.0,4533.56,13,9,0,2403,0.792165,1.2e-05,0.994899,C,ABC/Pareto using Net CP (net_cost) revenue,draft
CEVOR IV 250MG/ML (IG/4ML) SOL FOR INJ (IV),8.0,5665.0,3265.0,2,1,0,2404,0.576346,1.1e-05,0.99491,C,ABC/Pareto using Net CP (net_cost) revenue,draft
IV ABBOCATH GAUGE 18 CANCARE,55.0,5660.0,4285.0,2,1,0,2405,0.757067,1.1e-05,0.994922,C,ABC/Pareto using Net CP (net_cost) revenue,draft
AMBUBAG MANUAL RESUSCITATOR ADULT DISPOSABLE (PARTNERS),5.0,5650.0,1950.0,1,1,0,2406,0.345133,1.1e-05,0.994933,C,ABC/Pareto using Net CP (net_cost) revenue,draft
THERMAL PAPER 110MMX20M (SONY),0.5,5650.0,1550.0,1,1,0,2407,0.274336,1.1e-05,0.994945,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ZACH ISOPROPYL ALCOHOL 500ML,63.0,5640.0,1230.0,3,2,0,2408,0.218085,1.1e-05,0.994956,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BIOGIC 500MG,131.0,5625.38,14393.63,5,4,0,2409,2.558695,1.1e-05,0.994967,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HYPERSTOP,17.0,5615.0,4965.6,3,3,0,2410,0.884346,1.1e-05,0.994979,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HISTAMED 1MG/ML ORAL SOLUTION,41.0,5610.0,5070.0,2,2,0,2411,0.903743,1.1e-05,0.99499,C,ABC/Pareto using Net CP (net_cost) revenue,draft
VICOLAX 100MG/2MG TAB,233.0,5600.0,111877.0,51,17,0,2412,19.978036,1.1e-05,0.995001,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ZEYCO FD VIAL,8.0,5600.0,10712.0,3,3,0,2413,1.912857,1.1e-05,0.995013,C,ABC/Pareto using Net CP (net_cost) revenue,draft
FOLEY BALLOON CATHETER FR18,65.0,5600.0,3650.0,2,1,0,2414,0.651786,1.1e-05,0.995024,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HEMAFER-F 60MG/400MCG CAP,10.0,5600.0,4200.0,1,1,0,2415,0.75,1.1e-05,0.995035,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ARTICURE 100MG,20.0,5600.0,2880.0,1,1,0,2416,0.514286,1.1e-05,0.995047,C,ABC/Pareto using Net CP (net_cost) revenue,draft
KALYX 2MEQ/ML 20ML,20.0,5600.0,2700.0,1,1,0,2417,0.482143,1.1e-05,0.995058,C,ABC/Pareto using Net CP (net_cost) revenue,draft
NEBULIZER MACHINE BIG (SESEMED),2.0,5590.0,3410.0,1,1,0,2418,0.610018,1.1e-05,0.995069,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ELASTIC BANDAGE 6X5Y PARTNERS,110.0,5580.0,1040.0,2,2,0,2419,0.18638,1.1e-05,0.995081,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HIGHLIGHTER STABILO,105.0,5550.0,1140.0,3,3,0,2420,0.205405,1.1e-05,0.995092,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BALLPEN BLACK FINE POINT PILOT,200.0,5550.0,950.0,2,1,0,2421,0.171171,1.1e-05,0.995103,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SAPHMIRATE - T50,3.0,5546.0,3386.0,2,2,0,2422,0.61053,1.1e-05,0.995114,C,ABC/Pareto using Net CP (net_cost) revenue,draft
REGIZINE 5MG/5ML,204.0,5508.0,1428.0,1,1,0,2423,0.259259,1.1e-05,0.995125,C,ABC/Pareto using Net CP (net_cost) revenue,draft
FOLDING BED,2.0,5500.0,1500.0,1,1,0,2424,0.272727,1.1e-05,0.995136,C,ABC/Pareto using Net CP (net_cost) revenue,draft
COVID SALIVA TEST,1.0,5500.0,0.0,1,1,0,2425,0.0,1.1e-05,0.995148,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SYNERMED 200MG/40MG/5ML,316.0,5460.0,19520.6,32,18,0,2426,3.575201,1.1e-05,0.995159,C,ABC/Pareto using Net CP (net_cost) revenue,draft
DISINFECTANT SPRAY 500ML (SOLBAC SURFACE),12.0,5460.0,903.0,1,1,0,2427,0.165385,1.1e-05,0.99517,C,ABC/Pareto using Net CP (net_cost) revenue,draft
OFPLEMED 300MG/5ML,77.0,5451.0,3076.5,2,2,0,2428,0.564392,1.1e-05,0.995181,C,ABC/Pareto using Net CP (net_cost) revenue,draft
LOCAINE 2% 50ML,60.0,5430.0,2430.0,2,2,0,2429,0.447514,1.1e-05,0.995192,C,ABC/Pareto using Net CP (net_cost) revenue,draft
SAPHLOR PLUS-62.5 50MG/12.5MG,9.0,5420.0,4295.0,3,3,0,2430,0.792435,1.1e-05,0.995203,C,ABC/Pareto using Net CP (net_cost) revenue,draft
HISTAMOX 50MG,18.0,5415.0,4098.0,3,2,0,2431,0.756787,1.1e-05,0.995214,C,ABC/Pareto using Net CP (net_cost) revenue,draft
COTTON SWAB,13.0,5408.0,3458.0,2,2,0,2432,0.639423,1.1e-05,0.995225,C,ABC/Pareto using Net CP (net_cost) revenue,draft
CARVETOP 25 MG,3.0,5400.0,4125.0,1,1,0,2433,0.763889,1.1e-05,0.995235,C,ABC/Pareto using Net CP (net_cost) revenue,draft
BLOOD ADMINISTRATION SET - TERUMO,55.0,5400.0,325.0,2,2,0,2434,0.060185,1.1e-05,0.995246,C,ABC/Pareto using Net CP (net_cost) revenue,draft
AMPITREX,118.0,5400.0,3186.0,3,3,0,2435,0.59,1.1e-05,0.995257,C,ABC/Pareto using Net CP (net_cost) revenue,draft
FUKOLAC 30MG/ML,10.0,5400.0,3800.0,1,1,0,2436,0.703704,1.1e-05,0.995268,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ARTAZIDE 50MG/12.5MG TAB,24.0,5400.0,2616.0,1,1,0,2437,0.484444,1.1e-05,0.995279,C,ABC/Pareto using Net CP (net_cost) revenue,draft
ORANOL 40MG,3.0,5397.75,5133.75,1,1,0,2438,0.951091,1.1e-05,0.99529,C,ABC/Pareto using Net CP (net_cost) revenue,draft
TRUST CONDOMS,4.0,5370.0,2304.0,2,2,0,2439,0.42905,1.1e-05,0.995301,C,ABC/Pareto using Net CP (net_cost) revenue,draft
FOLEY CATHETER FR. 16-UROSENZ,14.0,5320.0,280.0,1,1,0,2440,0.052632,1.1e-05,0.995312,C,ABC/Pareto using Net CP (net_cost) revenue,draft
AMIPHIL 25MG/ML AMP,104.0,5288.0,45546.1,5,5,0,2441,8.613105,1.1e-05,0.995322,C,ABC/Pareto using Net CP (net_cost) revenue,draft
MICROPORE 1/2 IN - 3M,8.42,5285.0,3096.98,8,7,0,2442,0.585994,1.1e-05,0.995333,C,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CATHETER G.18 - BIOFLON,40.0,5280.0,5280.0,1,1,0,2443,1.0,1.1e-05,0.995344,C,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CATHETER G.20 - BIOFLON,40.0,5280.0,5280.0,1,1,0,2444,1.0,1.1e-05,0.995354,C,ABC/Pareto using Net CP (net_cost) revenue,draft
