product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
HYCLENS SKIN CLEANSER (60ML),8535.0,2180712.0,1382262.6,16,12,0,43,0.633858,0.004409,0.330371,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PROHAB 10MG/ML 20ML,500.0,2110000.0,1360000.0,1,1,0,44,0.64455,0.004266,0.334638,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CORPILYN 500MG,25772.795,2108650.28,964604.29,42,17,11,45,0.457451,0.004264,0.338901,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CAMERA WITH SD CARD AND LENS EOS RP RF24-105MM PRO (CANON),8.6559,2088792.76,727004.15,28,9,27,46,0.34805,0.004223,0.343125,A,ABC/Pareto using Net CP (net_cost) revenue,draft
SHARJVAX 1500 I.U. / 0.7ML,2617.2404,2084794.15,1880301.65,32,15,1,47,0.901912,0.004215,0.34734,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PPE SET,2510.0,2080750.0,1101850.0,3,3,0,48,0.529545,0.004207,0.351547,A,ABC/Pareto using Net CP (net_cost) revenue,draft
VOLUMETRIC SOLUTION INFUSION SET 150ML (POLYVOL),7202.4372,2059312.1,539512.95,22,3,10,49,0.261987,0.004164,0.355711,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CORRECTION TAPE 20MM,134.2178,2042630.88,798137.16,62,18,58,50,0.39074,0.00413,0.359841,A,ABC/Pareto using Net CP (net_cost) revenue,draft
HYCLENS WOUND SPRAY (60ML),7872.2769,2032644.98,1201453.61,250,46,2,51,0.591079,0.00411,0.363951,A,ABC/Pareto using Net CP (net_cost) revenue,draft
EVAPROST 125MCG/ML,933.0979,2005499.31,2247831.39,183,61,1,52,1.120834,0.004055,0.368007,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CIMEX 500MG,740.0,1914700.0,1390700.0,32,23,0,53,0.726328,0.003871,0.371878,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PPE COVER ALL SET,2013.0,1871663.5,1448933.5,3,2,0,54,0.774142,0.003784,0.375662,A,ABC/Pareto using Net CP (net_cost) revenue,draft
LOMOH-60 60MG/0.6ML,1750.0,1823937.5,1132687.5,4,2,0,55,0.621012,0.003688,0.37935,A,ABC/Pareto using Net CP (net_cost) revenue,draft
LACTAMOX 500MG/125MG,551.1896,1817920.37,1148259.79,148,24,5,56,0.631634,0.003676,0.383026,A,ABC/Pareto using Net CP (net_cost) revenue,draft
MASKING TAPE 1INCH,89.8414,1805608.36,1100784.85,40,17,35,57,0.609648,0.003651,0.386677,A,ABC/Pareto using Net CP (net_cost) revenue,draft
EVAPROST 250MCG/ML IV,285.3795,1798167.67,720849.23,45,23,2,58,0.40088,0.003636,0.390313,A,ABC/Pareto using Net CP (net_cost) revenue,draft
MONOWEL 1G,3837.0,1793152.88,1477734.66,23,16,0,59,0.824099,0.003626,0.393939,A,ABC/Pareto using Net CP (net_cost) revenue,draft
BALLPEN FINEPOINT,290.3906,1780843.26,850544.84,41,16,35,60,0.477608,0.003601,0.39754,A,ABC/Pareto using Net CP (net_cost) revenue,draft
REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),2.9857,1728881.11,813905.99,14,8,13,61,0.47077,0.003496,0.401035,A,ABC/Pareto using Net CP (net_cost) revenue,draft
SPASBASCINE,3748.0,1724465.0,1955395.83,61,37,0,62,1.133914,0.003487,0.404522,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ZEFXON 40MG,8250.0,1706880.0,2139332.39,45,26,0,63,1.253358,0.003451,0.407973,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ZINACARE 750MG WITH DILUENT,15221.1048,1703052.6,1722717.44,55,25,1,64,1.011547,0.003444,0.411417,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ELECTRICAL WIRE #14,54.8838,1680688.11,657519.27,33,13,31,65,0.39122,0.003398,0.414815,A,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CANNULA WITH WINGS LUER LOCK G22 .8X25MM (CATHULA),133.4249,1649174.72,514270.86,14,8,6,66,0.311835,0.003335,0.41815,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ENDOPROST 250MCG/ML,646.0,1640700.0,784750.0,9,5,0,67,0.478302,0.003317,0.421467,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ISOLATION GOWN,3852.0,1613068.6,1252308.6,9,5,0,68,0.776352,0.003262,0.424729,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PR 1011A-110,1.0,1606105.0,838975.0,1,1,0,69,0.522366,0.003248,0.427976,A,ABC/Pareto using Net CP (net_cost) revenue,draft
HYCLENS WOUND SPRAY 60ML.,5672.0,1581254.7,803328.62,47,10,0,70,0.508032,0.003197,0.431174,A,ABC/Pareto using Net CP (net_cost) revenue,draft
MARKER BLACK (PILOT),37.3072,1574985.81,810842.22,29,16,26,71,0.514825,0.003185,0.434358,A,ABC/Pareto using Net CP (net_cost) revenue,draft
BUPIRIGHT 1'S VIALS,3212.0,1554353.0,1507933.0,90,21,0,72,0.970135,0.003143,0.437501,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ALCOHOL ETHYL 70% - ALCORADE,1912.0,1534700.0,903740.0,11,6,0,73,0.588871,0.003103,0.440604,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CEFUSAPH,4494.39,1525912.5,1896606.48,108,42,0,74,1.242933,0.003085,0.44369,A,ABC/Pareto using Net CP (net_cost) revenue,draft
SORBIFER 310MG,4405.0,1512000.0,3371331.56,52,35,0,75,2.229717,0.003057,0.446747,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CARDOWIN 1MG,2079.0,1493853.32,1671624.77,53,31,0,76,1.119002,0.003021,0.449767,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ISOLATION GOWN STERILE (GDR),3600.0,1481535.39,1049535.39,3,2,0,77,0.708411,0.002996,0.452763,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CORPILYN 250MG,15222.0098,1479390.55,505108.43,24,8,11,78,0.34143,0.002991,0.455754,A,ABC/Pareto using Net CP (net_cost) revenue,draft
TRASH BAG - BLACK - MEDIUM,134.9152,1472826.71,690523.18,35,16,29,79,0.468842,0.002978,0.458732,A,ABC/Pareto using Net CP (net_cost) revenue,draft
"MICROPORE 1"" - 1530-1 - 3M",1750.2759,1470374.3,650060.68,72,28,1,80,0.442106,0.002973,0.461705,A,ABC/Pareto using Net CP (net_cost) revenue,draft
RAINCOAT WITH PRINT,1000.0,1469632.5,1119632.5,1,1,0,81,0.761845,0.002972,0.464677,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PPE LAB.,1200.0,1439400.0,749400.0,2,2,0,82,0.520634,0.00291,0.467587,A,ABC/Pareto using Net CP (net_cost) revenue,draft
AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),7.8057,1438789.55,493508.55,25,14,24,83,0.343003,0.002909,0.470497,A,ABC/Pareto using Net CP (net_cost) revenue,draft
BREAD,2179.288,1432653.3,504445.48,28,9,27,84,0.352106,0.002897,0.473393,A,ABC/Pareto using Net CP (net_cost) revenue,draft
AMCETAM 150MG/ML 2ML,1945.7561,1422152.94,396229.52,30,17,7,85,0.278612,0.002876,0.476269,A,ABC/Pareto using Net CP (net_cost) revenue,draft
MODULAR TENT 79X17X79,150.0,1417425.0,742425.0,1,1,0,86,0.523784,0.002866,0.479135,A,ABC/Pareto using Net CP (net_cost) revenue,draft
INK EPSON #003 MAGENTA,73.7047,1414284.23,210789.85,50,21,45,87,0.149043,0.00286,0.481995,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CORBAL 100MG,1670.5,1400613.0,1577212.59,95,45,0,88,1.126087,0.002832,0.484827,A,ABC/Pareto using Net CP (net_cost) revenue,draft
"HEPA B 10MCG/0.5ML MULTIDOSE, PEDIATRIC",4.0,1399400.0,649400.0,2,1,0,89,0.464056,0.00283,0.487656,A,ABC/Pareto using Net CP (net_cost) revenue,draft
MATERNITY PADS 8S (MAXIFREE),14258.4619,1357209.22,463197.51,18,8,3,90,0.341287,0.002744,0.490401,A,ABC/Pareto using Net CP (net_cost) revenue,draft
HYDROCORTIBAS 100MG VIAL,1471.0736,1334068.99,307814.26,17,8,5,91,0.230733,0.002697,0.493098,A,ABC/Pareto using Net CP (net_cost) revenue,draft
AMPICARE 500MG/250MG,409.0,1326583.5,1919472.5,16,10,0,92,1.446929,0.002682,0.49578,A,ABC/Pareto using Net CP (net_cost) revenue,draft
MINERAL WATER 330ML (NATURE SPRING),2179.0302,1323014.62,459677.11,28,9,27,93,0.347447,0.002675,0.498455,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ANTITET 1500IU,912.5,1312111.68,465684.18,21,17,0,94,0.354912,0.002653,0.501108,A,ABC/Pareto using Net CP (net_cost) revenue,draft
KOVENT SF 25MCG/250MCG MDI,1955.5571,1296664.28,481454.67,17,10,4,95,0.371302,0.002622,0.50373,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PHYTOMEN 10MG/ML,2392.5,1291800.0,1397662.5,153,55,0,96,1.08195,0.002612,0.506342,A,ABC/Pareto using Net CP (net_cost) revenue,draft
OPREX 40MG IV,2981.3883,1281756.6,666369.88,31,18,2,97,0.519888,0.002592,0.508934,A,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CANNULA WITH INJECTION PORT LUER LOCK G24 0.7X19MM (CATHULA),157.949,1276041.99,389666.65,20,8,9,98,0.305371,0.00258,0.511514,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PHYTOBAS 10MG/ML IV,1031.9116,1274845.78,889656.12,68,23,7,99,0.697854,0.002578,0.514092,A,ABC/Pareto using Net CP (net_cost) revenue,draft
LUPINSULIN 30:70,1821.0,1266542.53,632878.53,20,16,0,100,0.49969,0.002561,0.516653,A,ABC/Pareto using Net CP (net_cost) revenue,draft
DOLO-JAGA 500MG/50MG/100MG/100MCG,775.6226,1253165.11,770944.17,167,31,2,101,0.615198,0.002534,0.519187,A,ABC/Pareto using Net CP (net_cost) revenue,draft
REGIVASC 5MG TAB,1337.0,1248050.0,1221295.0,8,8,0,102,0.978563,0.002524,0.52171,A,ABC/Pareto using Net CP (net_cost) revenue,draft
SYVIR 400,200.0,1240000.0,840000.0,1,1,0,103,0.677419,0.002507,0.524217,A,ABC/Pareto using Net CP (net_cost) revenue,draft
TRIZEF 100MG,259.0,1238000.0,965631.2,64,31,0,104,0.779993,0.002503,0.526721,A,ABC/Pareto using Net CP (net_cost) revenue,draft
EXECORE 500MG TAB,5224.0823,1197855.48,598381.85,46,23,6,105,0.499544,0.002422,0.529143,A,ABC/Pareto using Net CP (net_cost) revenue,draft
GIOZOLE 40MG W/ DILUENT,14610.9982,1197207.23,426931.77,18,7,6,106,0.356606,0.002421,0.531563,A,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (MEDIUM),1534.0,1195802.07,806007.07,28,9,0,107,0.674031,0.002418,0.533981,A,ABC/Pareto using Net CP (net_cost) revenue,draft
INK EPSON #003 BLACK,281.742,1172500.79,54225.49,44,17,38,108,0.046248,0.002371,0.536352,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ENOX 4000 ANTI-XA IU/0.4ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,840.0,1170650.0,910250.0,4,4,0,109,0.777559,0.002367,0.538719,A,ABC/Pareto using Net CP (net_cost) revenue,draft
EPIX BY 10'S,1716.16,1147726.0,888044.69,113,42,0,110,0.773743,0.002321,0.54104,A,ABC/Pareto using Net CP (net_cost) revenue,draft
BOND PAPER A4 (HARDCOPY),63.8616,1136047.29,446028.69,38,19,35,111,0.392615,0.002297,0.543337,A,ABC/Pareto using Net CP (net_cost) revenue,draft
HYCLENS WOUND SPRAY 2% 60ML,3748.9009,1132818.8,633299.19,180,33,3,112,0.559047,0.002291,0.545627,A,ABC/Pareto using Net CP (net_cost) revenue,draft
RANICLAV 625MG,4208.96,1131286.79,1018367.57,55,28,0,113,0.900185,0.002287,0.547915,A,ABC/Pareto using Net CP (net_cost) revenue,draft
EPOGEN 4000IU/0.4ML,1905.0,1126902.75,441102.75,5,1,0,114,0.391429,0.002279,0.550193,A,ABC/Pareto using Net CP (net_cost) revenue,draft
JAGA 300MG/100MG/100MCG,1281.4,1069778.5,997745.38,407,68,0,115,0.932665,0.002163,0.552356,A,ABC/Pareto using Net CP (net_cost) revenue,draft
EVAPROST 125MCG/0.5ML,1087.4693,1041845.52,1788173.25,54,24,3,116,1.716352,0.002107,0.554463,A,ABC/Pareto using Net CP (net_cost) revenue,draft
HBW BLACK BALLPEN,215.3967,1037395.21,402637.82,40,19,34,117,0.388124,0.002098,0.556561,A,ABC/Pareto using Net CP (net_cost) revenue,draft
"GENVAC-B 10MCG/0.5ML MONODOSE, PEDIATRIC",28.6,1035850.0,655860.0,5,3,0,118,0.633161,0.002094,0.558655,A,ABC/Pareto using Net CP (net_cost) revenue,draft
RAXIDINE 25MG/ML 2ML,811.4024,1034716.16,675033.39,56,29,6,119,0.652385,0.002092,0.560747,A,ABC/Pareto using Net CP (net_cost) revenue,draft
DOCOR 250MG VIAL,998.0,1016340.0,519540.0,9,8,0,120,0.511187,0.002055,0.562802,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ZEFTACARE 1G IV,12930.5872,1006175.77,349196.01,22,9,4,121,0.347053,0.002034,0.564837,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ATOVAS 20MG,2434.97,1000762.26,1332992.67,168,48,0,122,1.331977,0.002024,0.56686,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ENOX 6000 ANTI-XA IU/0.6ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,800.0,983760.0,655760.0,4,3,0,123,0.666585,0.001989,0.568849,A,ABC/Pareto using Net CP (net_cost) revenue,draft
SODAMPEN 1G IM/IV,18822.0,976720.0,1575584.0,151,51,0,124,1.613138,0.001975,0.570824,A,ABC/Pareto using Net CP (net_cost) revenue,draft
"DR#0154,0155,0156 TERMS",1.0,973652.0,973652.0,1,1,0,125,1.0,0.001969,0.572793,A,ABC/Pareto using Net CP (net_cost) revenue,draft
LOMOH-40 40MG/0.4ML,1550.0,960566.0,464566.0,4,3,0,126,0.483638,0.001942,0.574735,A,ABC/Pareto using Net CP (net_cost) revenue,draft
SAPHLECOX 200MG,652.14,946136.0,994451.84,73,38,0,127,1.051066,0.001913,0.576648,A,ABC/Pareto using Net CP (net_cost) revenue,draft
DEXAMAX 4MG,1548.4,930140.68,727823.08,45,24,0,128,0.782487,0.001881,0.578529,A,ABC/Pareto using Net CP (net_cost) revenue,draft
LOSAAR 100MG,1136.0,929581.0,642857.4,17,10,0,129,0.691556,0.00188,0.580409,A,ABC/Pareto using Net CP (net_cost) revenue,draft
"SAMSUNG UHD 50"" TV",17.0,915025.0,456025.0,1,1,0,130,0.498374,0.00185,0.582259,A,ABC/Pareto using Net CP (net_cost) revenue,draft
SOLVAPRINE 10MG,1418.0,914062.58,753207.58,163,48,0,131,0.824022,0.001848,0.584107,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ZINACARE 750MG W/O DILUENT,11090.0,913410.0,1977843.0,54,33,0,132,2.16534,0.001847,0.585954,A,ABC/Pareto using Net CP (net_cost) revenue,draft
DALAMYCIN 150 MG,196.4,907173.4,780914.9,18,14,0,133,0.860822,0.001834,0.587788,A,ABC/Pareto using Net CP (net_cost) revenue,draft
FLUARIX TETRA SH2021,700.0,899624.95,479624.95,1,1,0,134,0.533139,0.001819,0.589607,A,ABC/Pareto using Net CP (net_cost) revenue,draft
AEROX 500MG,7645.0,890439.0,879064.0,13,6,0,135,0.987225,0.0018,0.591408,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CORSIN-300 150MG/ML (300MG/2ML) 2ML,6660.1239,889584.33,524012.71,14,7,1,136,0.589053,0.001799,0.593206,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CIXTOR-Z 500MG,1215.0,888989.5,634679.5,133,36,0,137,0.713934,0.001798,0.595004,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PPE - COLORED (GDR),1500.0,885000.0,510000.0,1,1,0,138,0.576271,0.001789,0.596793,A,ABC/Pareto using Net CP (net_cost) revenue,draft
INK CARTRIDGE TRI COLOR (HP680),21.4548,881076.2,70105.92,30,17,27,139,0.079569,0.001782,0.598575,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ENHAMOX 500MG/125MG,265.0644,870801.89,553759.22,70,11,2,140,0.635919,0.001761,0.600336,A,ABC/Pareto using Net CP (net_cost) revenue,draft
MORNEM 500MG,3300.0,868700.0,340700.0,6,3,0,141,0.392195,0.001756,0.602092,A,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (SMALL),1090.0,803925.12,527025.12,13,7,0,142,0.655565,0.001626,0.603718,A,ABC/Pareto using Net CP (net_cost) revenue,draft
MAXXIVIT PLUS,1370.93,796704.76,636408.22,200,47,0,143,0.798801,0.001611,0.605329,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ISORANE 100% V/V 100ML,393.0,785400.0,975198.08,82,40,0,144,1.241658,0.001588,0.606917,A,ABC/Pareto using Net CP (net_cost) revenue,draft
KZIDINE 35MG,679.3689,775408.79,356076.26,56,20,1,145,0.459211,0.001568,0.608485,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CLOVAS 75MG,785.57,765989.76,657834.45,68,35,0,146,0.858803,0.001549,0.610033,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PROMEP 40MG,1662.0,747443.0,680963.0,11,11,0,147,0.911057,0.001511,0.611545,A,ABC/Pareto using Net CP (net_cost) revenue,draft
OLXARIN 6000IU/0.6ML 60MG/0.6ML,355.0,740004.5,463104.5,2,1,0,148,0.625813,0.001496,0.613041,A,ABC/Pareto using Net CP (net_cost) revenue,draft
UNDERPADS ANTIBACTERIAL X-LARGE (HEXACARE),3460.0,731098.0,367679.02,6,2,0,149,0.502913,0.001478,0.614519,A,ABC/Pareto using Net CP (net_cost) revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (LARGE),1130.0,729514.27,441754.27,12,8,0,150,0.605546,0.001475,0.615994,A,ABC/Pareto using Net CP (net_cost) revenue,draft
"SONOTRAX BASIC A, ULTRASOUND POCKET DOPPLER",12.0,716850.0,664850.0,3,2,0,151,0.92746,0.001449,0.617444,A,ABC/Pareto using Net CP (net_cost) revenue,draft
HIVENT PLUS,2690.52,713916.25,1024548.44,36,14,0,152,1.43511,0.001444,0.618887,A,ABC/Pareto using Net CP (net_cost) revenue,draft
TRIDEN 160MG TAB,292.0,707564.0,497324.0,88,31,0,153,0.702868,0.001431,0.620318,A,ABC/Pareto using Net CP (net_cost) revenue,draft
AZCORE 500MG TAB,348.866,707134.36,250723.34,28,17,5,154,0.354563,0.00143,0.621748,A,ABC/Pareto using Net CP (net_cost) revenue,draft
ANGEL-50 50MG,1034.21,707126.18,665794.96,82,36,0,155,0.94155,0.00143,0.623178,A,ABC/Pareto using Net CP (net_cost) revenue,draft
PPE WHITE W/ BLUE STRIPES - M/L/XL,705.0,704315.6,432435.6,2,2,0,156,0.61398,0.001424,0.624602,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CEFZOX 1G VIAL W/ DILUENT,4685.0,701174.2,1122984.2,18,13,0,157,1.601577,0.001418,0.626019,A,ABC/Pareto using Net CP (net_cost) revenue,draft
NOVASARTAN 50MG,2000.0,700000.0,700000.0,2,2,0,158,1.0,0.001415,0.627435,A,ABC/Pareto using Net CP (net_cost) revenue,draft
GITOR-40 40MG,195.0,699600.0,528975.0,9,9,0,159,0.756111,0.001415,0.628849,A,ABC/Pareto using Net CP (net_cost) revenue,draft
CATAMED 75MCG TAB,321.0,699440.1,579578.85,57,28,0,160,0.828633,0.001414,0.630264,A,ABC/Pareto using Net CP (net_cost) revenue,draft
IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CATHULA),187.97,691040.86,243388.51,12,8,5,161,0.352206,0.001397,0.631661,A,ABC/Pareto using Net CP (net_cost) revenue,draft
TRIVASC 35MG,589.5195,689836.36,417967.17,51,16,2,162,0.605893,0.001395,0.633056,A,ABC/Pareto using Net CP (net_cost) revenue,draft
