MEDSHIELD PHARMA CORP,,,,,,,,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,,,,,,,,
AS OF DECEMBER 2018,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DRNumber,DRDate,SalesRep,Product,Qty,CP/UNIT,TOTAL CP,Discount,NET CP,TP/UNIT,Total TP,Net Income,,,,,,,,
17897,2018-07-30,Quezon,LACTAMOX 500mg/125mg,1,2800,2800,0,2800,1174,1174,1626,,,,,,,,
17897A,2018-11-26,Quezon,CEEPRAZOL 20mg,1,1800,1800,0,1800,550,550,1250,,,,,,,,
17897A,2018-11-26,Quezon,CAPSUGEN FORTE,1,1540,1540,0,1540,310,310,1230,,,,,,,,
17897A,2018-11-26,Quezon,CENDALEX 500mg,1,980,980,0,980,300,300,680,,,,,,,,
17897A,2018-11-26,Quezon,FEXIL 100mg/ml,5,170,850,0,850,55,275,575,,,,,,,,
17897A,2018-11-26,Quezon,INTRAPLEM 100mg/5ml,12,78,936,0,936,27,324,612,,,,,,,,
17897A,2018-11-26,Quezon,BERCEF 50mg/ml,6,175,1050,0,1050,42,252,798,,,,,,,,
17898,2018-07-31,Quezon,PENCHLOR 1mg/800mcg,26,98,2548,0,2548,31,806,1742,,,,,,,,
17898,2018-07-31,Quezon,MULTI GROW 30ml,21,175,3675,0,3675,55,1155,2520,,,,,,,,
17898A,2018-11-27,Quezon,EUROXIME 250mg/5ml,12,400,4800,0,4800,139,1668,3132,,,,,,,,
17899,2018-07-31,Quezon,JOSILVITE,4,750,3000,0,3000,350,1400,1600,,,,,,,,
17899,2018-07-31,Quezon,MULTI GROW OB PLUS,4,975,3900,0,3900,450,1800,2100,,,,,,,,
17900,2018-07-31,Quezon,CEEPRAZOL 20mg,4,1800,7200,0,7200,550,2200,5000,,,,,,,,
17900,2018-07-31,Quezon,TOSYLAM 750mg,6,2790,16740,0,16740,980,5880,10860,,,,,,,,
17900A,2018-11-28,Quezon,LACTAMOX 500mg/125mg,5,3000,15000,0,15000,1174,5870,9130,,,,,,,,
17900A,2018-11-28,Quezon,SPASCLOMIN 10mg/5ml,12,105,1260,0,1260,40,480,780,,,,,,,,
17900A,2018-11-28,Quezon,DUOTRAM 325mg,5,980,4900,0,4900,275,1375,3525,,,,,,,,
17900A,2018-11-28,Quezon,MONILIASOL 500mg,5,850,4250,0,4250,240,1200,3050,,,,,,,,
17900A,2018-11-28,Quezon,METMIC 500mg,5,800,4000,0,4000,228,1140,2860,,,,,,,,
17900A,2018-11-28,Quezon,DEHYDROSOL 250ml,10,29,290,0,290,58,580,-290,,,,,,,,
17900A,2018-11-28,Quezon,MONILIASOL 125mg/5ml,12,85,1020,0,1020,26,312,708,,,,,,,,
17900A,2018-11-28,Quezon,Pregnancy test,100,30,3000,0,3000,10,1000,2000,,,,,,,,
17900A,2018-11-28,Quezon,TERMAGEN 100mg/ml,12,59,708,0,708,17,204,504,,,,,,,,
17900A,2018-11-28,Quezon,Hyclens 0.2% Wound Spray,15,269.79,4046.8500000000004,0,4046.8500000000004,115,1725,2321.8500000000004,,,,,,,,
17900A,2018-11-28,Quezon,CENDALEX 500mg,5,1250,6250,0,6250,300,1500,4750,,,,,,,,
17900A,2018-11-28,Quezon,TERMAGEN 250MG,12,88,1056,0,1056,23,276,780,,,,,,,,
17900A,2018-11-28,Quezon,ALGICAP 50mg/5ml,12,80,960,0,960,24,288,672,,,,,,,,
18076A,2018-10-29,Quezon,APROCARE 150mg,20,870,17400,0,17400,219,4380,13020,,,,,,,,
18201,2018-08-01,Quezon,INTRAPLEM 50mg/ml - Drops,12,78,936,0,936,23,276,660,,,,,,,,
18201,2018-08-01,Quezon,VOXOLL 15mg/5ml,12,74,888,0,888,23,276,612,,,,,,,,
18201,2018-08-01,Quezon,CLAVIC 500mg/125mg,2,2790,5580,0,5580,1174,2348,3232,,,,,,,,
18202,2018-08-02,Quezon,TERMAGEN 100mg/ml,24,58,1392,0,1392,17,408,984,,,,,,,,
18202,2018-08-02,Quezon,XYNETIN 1500mg/200iu,10,1050,10500,0,10500,310,3100,7400,,,,,,,,
18203,2018-08-02,Quezon,BERCEF 250mg/5ml,45,266.6666666,11999.999996999999,0,11999.999996999999,148,6660,5339.999996999999,,,,,,,,
18204,2018-08-02,Quezon,LEIVICLOX 250mg,12,125,1500,450,1050,68,816,234,,,,,,,,
18205,2018-08-03,Quezon,CORVI PLUS 1mg/50mg,12,118,1416,0,1416,39,468,948,,,,,,,,
18206,2018-08-03,Quezon,BERCEF 250mg/5ml,15,450,6750,2025,4725,148,2220,2505,,,,,,,,
18209,2018-08-06,Quezon,APROCARE 150mg,10,1200,12000,0,12000,219,2190,9810,,,,,,,,
18209,2018-08-06,Quezon,PROCARV 6.25mg,4,870,3480,0,3480,365,1460,2020,,,,,,,,
18210,2018-08-07,Quezon,VITAFER OB,3,600,1800,540,1260,155,465,795,,,,,,,,
18210,2018-08-07,Quezon,MULTI GROW OB PLUS,3,1300,3900,1170,2730,450,1350,1380,,,,,,,,
18211,2018-08-07,Quezon,CLAVIC 500mg/125mg,2,2790,5580,0,5580,1174,2348,3232,,,,,,,,
18211,2018-08-07,Quezon,CLAVIC 250mg/62.5mg/5ml,12,310,3720,0,3720,130,1560,2160,,,,,,,,
18212,2018-08-07,Quezon,ALGESIC FORTE 325mg+400mg,4,770,3080,924,2156,218,872,1284,,,,,,,,
18212,2018-08-07,Quezon,PROCARV 6.25mg,2,1200,2400,720,1680,365,730,950,,,,,,,,
18213,2018-08-07,Quezon,INTRAPLEM 500mg,1,980,980,294,686,280,280,406,,,,,,,,
18213,2018-08-07,Quezon,INTRAPLEM 100mg/5ml,5,92,460,138,322,27,135,187,,,,,,,,
18214,2018-08-08,Quezon,CEEPRAZOL 20mg,1,1800,1800,0,1800,550,550,1250,,,,,,,,
18214,2018-08-08,Quezon,INTRAPLEM 100mg/5ml,3,92,276,0,276,27,81,195,,,,,,,,
18214,2018-08-08,Quezon,VOXOLL 15mg/5ml,2,74,148,0,148,23,46,102,,,,,,,,
18214,2018-08-08,Quezon,FEXIL 100mg/ml,3,170,510,0,510,55,165,345,,,,,,,,
18214,2018-08-08,Quezon,INTRAPLEM 100mg/5ml,3,78,234,0,234,27,81,153,,,,,,,,
18215,2018-08-09,Quezon,PROCARV 6.25mg,3,1200,3600,1080,2520,365,1095,1425,,,,,,,,
18216,2018-08-09,Quezon,TOSYLAM 750mg,2,2750,5500,0,5500,980,1960,3540,,,,,,,,
18217,2018-08-09,Quezon,CLAVIC 250mg/62.5mg/5ml,27,310,8370,2686.77,5683.23,130,3510,2173.2299999999996,,,,,,,,
18217,2018-08-09,Quezon,CLAVIC 500mg/125mg,10,2790,27900,8955.9,18944.1,1174,11740,7204.0999999999985,,,,,,,,
18218,2018-07-12,Quezon,GIAN ZINC 120ml,3,175,525,157.5,367.5,75,225,142.5,,,,,,,,
18219,2018-08-07,Quezon,TRIVASC 35mg MR,2,1425,2850,0,2850,445,890,1960,,,,,,,,
18219,2018-08-07,Quezon,CALIBRAL 500mg,2,750,1500,0,1500,235,470,1030,,,,,,,,
18220,2018-08-10,Quezon,GIAN ZINC 30ml,20,155,3100,0,3100,55,1100,2000,,,,,,,,
18220,2018-08-10,Quezon,MULTI GROW 120ml,12,240,2880,0,2880,75,900,1980,,,,,,,,
18222,2018-08-10,Quezon,ATOVAS 20mg,10,750,7500,0,7500,202,2020,5480,,,,,,,,
18222,2018-08-10,Quezon,INTRAPLEM 500mg,2,980,1960,0,1960,280,560,1400,,,,,,,,
18222,2018-08-10,Quezon,TRIVASC 35mg MR,5,1425,7125,0,7125,445,2225,4900,,,,,,,,
18223,2018-08-10,Quezon,FERGLOBIN 250mg,5,725,3625,0,3625,215,1075,2550,,,,,,,,
18224,2018-08-13,Quezon,MULTI GROW 30ml,6,175,1050,0,1050,55,330,720,,,,,,,,
18224,2018-08-13,Quezon,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,1,1650,1650,0,1650,488,488,1162,,,,,,,,
18225,2018-08-13,Quezon,VICOLAX 100mg/2mg,1,800,800,0,800,225,225,575,,,,,,,,
18225,2018-08-13,Quezon,ZELEX 200mg,1,2800,2800,0,2800,750,750,2050,,,,,,,,
18225,2018-08-13,Quezon,CEFEXIL 500mg,1,1800,1800,0,1800,535,535,1265,,,,,,,,
18225,2018-08-13,Quezon,SYNERMED 200mg/40mg/5ml,12,90,1080,0,1080,26,312,768,,,,,,,,
18225,2018-08-13,Quezon,SYNERMED 800mg/160mg,1,550,550,0,550,95,95,455,,,,,,,,
18226,2018-08-13,Quezon,CLAVIC 500mg/125mg,4,2790,11160,2790,8370,1174,4696,3674,,,,,,,,
18226,2018-08-13,Quezon,FEXIL 500MG,10,1800,18000,4500,13500,535,5350,8150,,,,,,,,
18227,2018-08-13,Quezon,FERGLOBIN 250mg,5,725,3625,1087,2538,215,1075,1463,,,,,,,,
18228,2018-08-14,Quezon,Hyclens 0.2% Wound Spray,12,270,3240,0,3240,115,1380,1860,,,,,,,,
18229,2018-08-14,Quezon,MULTI GROW 30ml,12,175,2100,0,2100,55,660,1440,,,,,,,,
18229,2018-08-14,Quezon,CINNABLOC 25mg,2,500,1000,0,1000,133,266,734,,,,,,,,
18230,2018-08-16,Quezon,VOXOLL 15mg/5ml,6,74,444,0,444,23,138,306,,,,,,,,
18231,2018-08-16,Quezon,JAGA 300mg/100mg/100mcg,2,1540,3080,1078,2002,345,690,1312,,,,,,,,
18232,2018-08-17,Quezon,MULTI GROW 30ml,20,175,3500,0,3500,55,1100,2400,,,,,,,,
18232,2018-08-17,Quezon,PENCHLOR 1mg/800mcg,20,98,1960,0,1960,31,620,1340,,,,,,,,
18233,2018-08-20,Quezon,ZINCAVIT 55mg/ml,25,88,2200,0,2200,25,625,1575,,,,,,,,
18233,2018-08-20,Quezon,EUROXIME 250mg/5ml,13,400,5200,0,5200,139,1807,3393,,,,,,,,
18235,2018-08-22,Quezon,ATOVAS 20mg,20,750,15000,0,15000,202,4040,10960,,,,,,,,
18235,2018-08-22,Quezon,APROCARE 150mg,20,870,17400,0,17400,219,4380,13020,,,,,,,,
18236,2018-08-23,Quezon,MONILIASOL 500mg,5,750,3750,1203.75,2546.25,240,1200,1346.25,,,,,,,,
18236,2018-08-23,Quezon,LACTAMOX 500mg/125mg,10,2790,27900,8955.9,18944.1,1174,11740,7204.0999999999985,,,,,,,,
18237,2018-08-25,Quezon,VICOLAX 50mg/1mg/5ml,12,80,960,0,960,24,288,672,,,,,,,,
18237,2018-08-25,Quezon,TRIZINE FORTE,3,2900,8700,0,8700,1350,4050,4650,,,,,,,,
18237,2018-08-25,Quezon,TRIZINE ,15,298,4470,0,4470,175,2625,1845,,,,,,,,
18237,2018-08-25,Quezon,SALMOGEN 125mg/5ml,30,98,2940,0,2940,29,870,2070,,,,,,,,
18237,2018-08-25,Quezon,APROCARE 150mg,6,870,5220,0,5220,219,1314,3906,,,,,,,,
18238,2018-08-24,Quezon,DOLO JAGA 500mg/50mg/100mg/100mcg,5,1650,8250,2475,5775,481,2405,3370,,,,,,,,
18239,2018-08-24,Quezon,LACTAMOX 500mg/125mg,11,2790,30690,7672.5,23017.5,1174,12914,10103.5,,,,,,,,
18239,2018-08-24,Quezon,VICOLAX 100mg/2mg,4,800,3200,800,2400,225,900,1500,,,,,,,,
18240,2018-08-24,Quezon,JAGA 300mg/100mg/100mcg,1,1540,1540,462,1078,345,345,733,,,,,,,,
18241,2018-08-24,Quezon,GIAN ZINC 30ml,3,155,465,0,465,55,165,300,,,,,,,,
18241,2018-08-24,Quezon,GIAN ZINC 120ml,3,175,525,0,525,75,225,300,,,,,,,,
18242,2018-08-28,Quezon,MULTI GROW 30ml,12,165,1980,0,1980,55,660,1320,,,,,,,,
18242,2018-08-28,Quezon,BERCEF 50mg/ml,12,175,2100,0,2100,42,504,1596,,,,,,,,
18243,2018-08-28,Quezon,MULTI GROW OB PLUS,1,1300,1300,390,910,450,450,460,,,,,,,,
18243,2018-08-28,Quezon,APROCARE 150mg,3,870,2610,783,1827,219,657,1170,,,,,,,,
18244,2018-08-29,Quezon,BERCEF 50mg/ml,3,175,525,0,525,42,126,399,,,,,,,,
18244,2018-08-29,Quezon,VOXOLL 15mg/5ml,10,74,740,0,740,23,230,510,,,,,,,,
18244,2018-08-29,Quezon,SYNERMED 200mg/40mg/5ml,10,90,900,0,900,26,260,640,,,,,,,,
18244,2018-08-29,Quezon,LEXI B FORTE 300mg/100mg/100mcg,1,1000,1000,0,1000,323,323,677,,,,,,,,
18244,2018-08-29,Quezon,FEXIL 100mg/ml,3,170,510,0,510,55,165,345,,,,,,,,
18244,2018-08-29,Quezon,INTRAPLEM 500mg,1,980,980,0,980,280,280,700,,,,,,,,
18245,2018-08-30,Quezon,MONILIASOL 125mg/5ml,12,75,900,270,630,26,312,318,,,,,,,,
18245,2018-08-30,Quezon,MULTI GROW 30ml,12,175,2100,630,1470,55,660,810,,,,,,,,
18245,2018-08-30,Quezon,VISTREP 250mg/5ml,12,105,1260,378,882,28,336,546,,,,,,,,
18246,2018-08-30,Quezon,Hyclens 0.2% Wound Spray,12,270,3240,648,2592,115,1380,1212,,,,,,,,
18247,2018-08-30,Quezon,ZEGECEF 250mg/5ml,6,400,2400,0,2400,139,834,1566,,,,,,,,
18248,2018-08-31,Quezon,BUFENOL 100mg/5ml,6,95,570,0,570,30,180,390,,,,,,,,
18248,2018-08-31,Quezon,VICEPHRIN 100mg/ml,6,85,510,0,510,25,150,360,,,,,,,,
18248,2018-08-31,Quezon,BERCEF 250mg/5ml,10,450,4500,0,4500,148,1480,3020,,,,,,,,
18248,2018-08-31,Quezon,ROCIN 150,4,2200,8800,0,8800,680,2720,6080,,,,,,,,
18248,2018-08-31,Quezon,TOSYLAM 750mg,2,5060,10120,0,10120,980,1960,8160,,,,,,,,
18249,2018-09-03,Quezon,DOLO JAGA 500mg/50mg/100mg/100mcg,4,1650,6600,0,6600,481,1924,4676,,,,,,,,
18249,2018-09-03,Quezon,VITAFER OB,4,600,2400,0,2400,155,620,1780,,,,,,,,
18250,2018-09-03,Quezon,FERGLOBIN 250mg,10,725,7250,0,7250,215,2150,5100,,,,,,,,
18250,2018-09-03,Quezon,CEFEXIL 500mg,10,1800,18000,0,18000,535,5350,12650,,,,,,,,
18451,2018-11-28,Quezon,DOLO JAGA 500mg/50mg/100mg/100mcg,5,1650,8250,2475,5775,481,2405,3370,,,,,,,,
18452,2018-11-28,Quezon,VICOLAX 100mg/2mg,8,800,6400,0,6400,225,1800,4600,,,,,,,,
18453,2018-11-28,Quezon,SALMOGEN 125mg/5ml,36,98,3528,0,3528,29,1044,2484,,,,,,,,
18453,2018-11-28,Quezon,GIAN ZINC 30ml,12,155,1860,0,1860,55,660,1200,,,,,,,,
18453,2018-11-28,Quezon,GIAN ZINC 120ml,12,175,2100,0,2100,75,900,1200,,,,,,,,
18453,2018-11-28,Quezon,VICOLAX 50mg/1mg/5ml,5,80,400,0,400,24,120,280,,,,,,,,
18454,2018-11-28,Quezon,TRIVASC 35mg MR,1,1425,1425,0,1425,445,445,980,,,,,,,,
18454,2018-11-28,Quezon,GIAN ZINC 30ml,12,155,1860,0,1860,55,660,1200,,,,,,,,
18455A,2018-11-28,Quezon,CAPSUGEN FORTE,3,1540,4620,1386,3234,310,930,2304,,,,,,,,
18455A,2018-11-28,Quezon,FERGLOBIN FA 60mg/400mcg,3,725,2175,652.5,1522.5,240,720,802.5,,,,,,,,
18456,2018-11-29,Quezon,XYNETIN 1500mg/200iu,8,1050,8400,0,8400,310,2480,5920,,,,,,,,
18456,2018-11-29,Quezon,MULTI GROW OB PLUS,8,1300,10400,0,10400,450,3600,6800,,,,,,,,
17251,2018-08-16,Cam Norte,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,1,1708,1708,0,1708,488,488,1220,,,,,,,,
17252,2018-08-18,Cam Norte,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,5,1708,8540,0,8540,488,2440,6100,,,,,,,,
17253,2018-08-15,Cam Norte,LEIVICLOX 250mg,12,250,3000,900,2100,68,816,1284,,,,,,,,
17254,2018-08-18,Cam Norte,ALGICAP 500mg,1,760,760,228,532,228,228,304,,,,,,,,
17255,2018-08-31,Cam Norte,EUROXIME 250mg/5ml,12,425,5100,1530,3570,139,1668,1902,,,,,,,,
17255,2018-08-31,Cam Norte,LACTAMOX 250mg/62.5mg/5ml,12,310,3720,1116,2604,130,1560,1044,,,,,,,,
17256,2018-08-31,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,2,1708,3416,0,3416,481,962,2454,,,,,,,,
17257,2018-09-03,Cam Norte,CENDALEX 500mg,1,900,900,0,900,300,300,600,,,,,,,,
17258,2018-09-05,Cam Norte,DOLO JAGA 500mg/50mg/100mg/100mcg,5,1708,8540,0,8540,481,2405,6135,,,,,,,,
17259,2018-09-14,Cam Norte,ZAFEX 500mg,1,3000,3000,900,2100,1450,1450,650,,,,,,,,
17259,2018-09-14,Cam Norte,FOCID 5mg,1,700,700,210,490,188,188,302,,,,,,,,
17259,2018-09-14,Cam Norte,FERGLOBIN 250mg,1,725,725,217.5,507.5,215,215,292.5,,,,,,,,
17259,2018-09-14,Cam Norte,FORTIPLEX,1,1200,1200,360,840,270,270,570,,,,,,,,
17260,2018-09-14,Cam Norte,MONILIASOL 125mg/5ml,12,75,900,270,630,26,312,318,,,,,,,,
17260,2018-09-14,Cam Norte,BERCEF 50mg/ml,12,175,2100,630,1470,42,504,966,,,,,,,,
17261,2018-09-19,Cam Norte,LEIVICLOX 250mg,36,250,9000,2700,6300,68,2448,3852,,,,,,,,
17262,2018-09-20,Cam Norte,BROADMETZ 500mg,3,1350,4050,0,4050,319,957,3093,,,,,,,,
17262,2018-09-20,Cam Norte,METMIC 500mg,3,820,2460,0,2460,228,684,1776,,,,,,,,
17263,2018-09-20,Cam Norte,BROADMETZ 500mg,3,1350,4050,0,4050,319,957,3093,,,,,,,,
17263,2018-09-20,Cam Norte,METMIC 500mg,3,820,2460,0,2460,228,684,1776,,,,,,,,
17264,2018-09-22,Cam Norte,MULTI GROW 30ml,12,180,2160,0,2160,55,660,1500,,,,,,,,
17264,2018-09-22,Cam Norte,GIAN ZINC 30ml,12,165,1980,0,1980,55,660,1320,,,,,,,,
17265,2018-09-22,Cam Norte,GIAN ZINC 30ml,12,165,1980,594,1386,55,660,726,,,,,,,,
17266,2018-09-22,Cam Norte,MULTI GROW 30ml,12,180,2160,648,1512,55,660,852,,,,,,,,
17267,2018-09-22,Cam Norte,CENDALEX 250mg/5ml,12,190,2280,0,2280,55,660,1620,,,,,,,,
17267,2018-09-22,Cam Norte,CENDALEX 125mg/5ml,12,130,1560,0,1560,35,420,1140,,,,,,,,
17267,2018-09-22,Cam Norte,CENDALEX 100mg/ml,12,120,1440,0,1440,31,372,1068,,,,,,,,
17267,2018-09-22,Cam Norte,CENDALEX 500mg,1,1250,1250,0,1250,300,300,950,,,,,,,,
17268,2018-09-22,Cam Norte,INTRAPLEM 500mg,1,1200,1200,0,1200,280,280,920,,,,,,,,
17268,2018-09-22,Cam Norte,INTRAPLEM 100mg/5ml,12,95,1140,0,1140,27,324,816,,,,,,,,
17268,2018-09-22,Cam Norte,INTRAPLEM 50mg/ml - Drops,12,80,960,0,960,23,276,684,,,,,,,,
17269,2018-09-22,Cam Norte,ZETIFEN 125mg/5ml,12,105,1260,0,1260,21,252,1008,,,,,,,,
17269,2018-09-22,Cam Norte,ZETIFEN 250mg/5ml,12,120,1440,0,1440,23,276,1164,,,,,,,,
17269,2018-09-22,Cam Norte,ZETIFEN 100mg/ml,12,90,1080,0,1080,17,204,876,,,,,,,,
17270,2018-09-22,Cam Norte,LACTAMOX 125mg/31.25mg/5ml,12,190,2280,0,2280,76,912,1368,,,,,,,,
17270,2018-09-22,Cam Norte,LACTAMOX 250mg/62.5mg/5ml,12,310,3720,0,3720,130,1560,2160,,,,,,,,
17271,2018-09-22,Cam Norte,INTRAPLEM 500mg,1,1200,1200,360,840,280,280,560,,,,,,,,
17271,2018-09-22,Cam Norte,CENDALEX 500mg,1,1250,1250,375,875,300,300,575,,,,,,,,
17272A,2018-09-26,Cam Norte,ZAFEX 500mg,2,3625,7250,0,7250,1450,2900,4350,,,,,,,,
17272A,2018-09-26,Cam Norte,BROXIL-M 30mg,2,700,1400,0,1400,210,420,980,,,,,,,,
17273,2018-09-26,Cam Norte,AMCETAM,1,485,485,0,485,41.7,41.7,443.3,,,,,,,,
17273,2018-09-26,Cam Norte,VITACORE 100mg,1,900,900,0,900,200,200,700,,,,,,,,
17273,2018-09-26,Cam Norte,OMCARE 40mg,1,2300,2300,0,2300,450,450,1850,,,,,,,,
17273,2018-09-26,Cam Norte,METOCLOR,1,250,250,0,250,22,22,228,,,,,,,,
17273,2018-09-26,Cam Norte,SPASBASCINE,1,1250,1250,0,1250,30,30,1220,,,,,,,,
17273,2018-09-26,Cam Norte,CETOCIN 10iu/ml,1,1250,1250,0,1250,120,120,1130,,,,,,,,
17274,2018-09-26,Cam Norte,AMOLTEX 2mg/5ml,24,75,1800,0,1800,20,480,1320,,,,,,,,
17275,2018-09-26,Cam Norte,SPASCLOMIN 10mg/5ml,12,165,1980,0,1980,40,480,1500,,,,,,,,
17275,2018-09-26,Cam Norte,CINNABLOC 25mg,1,525,525,0,525,133,133,392,,,,,,,,
17275,2018-09-26,Cam Norte,ALGICAP 50mg/5ml,12,90,1080,0,1080,24,288,792,,,,,,,,
17275,2018-09-26,Cam Norte,OSTEO-PRO 750mg/10iu/10mg,1,1280,1280,0,1280,458,458,822,,,,,,,,
17276,2018-09-27,Cam Norte,GIAN ZINC 120ml,36,210,7560,2268,5292,75,2700,2592,,,,,,,,
17276,2018-09-27,Cam Norte,BROADMETZ 250mg/5ml,36,130,4680,1404,3276,28,1008,2268,,,,,,,,
17276,2018-09-27,Cam Norte,GIAN ZINC 30ml,36,165,5940,1782,4158,55,1980,2178,,,,,,,,
17277A,2018-10-11,Cam Norte,BERCEF 50mg/ml,12,175,2100,630,1470,42,504,966,,,,,,,,
17277A,2018-10-11,Cam Norte,MONILIASOL 125mg/5ml,12,75,900,270,630,26,312,318,,,,,,,,
17278,2018-10-11,Cam Norte,FERGLOBIN 250mg,1,725,725,217.5,507.5,215,215,292.5,,,,,,,,
17278,2018-10-11,Cam Norte,CORVI PLUS 1mg/50mg,12,118,1416,424.8,991.2,39,468,523.2,,,,,,,,
17278,2018-10-11,Cam Norte,ZETIFEN 100mg/ml,12,90,1080,324,756,17,204,552,,,,,,,,
17278,2018-10-11,Cam Norte,ALGICAP 50mg/5ml,6,90,540,162,378,24,144,234,,,,,,,,
17279,2018-10-12,Cam Norte,BROXIL-M 15mg/5ml,15,94.5,1417.5,283.5,1134,23,345,789,,,,,,,,
17280,2018-10-17,Cam Norte,TRIVASC 35mg MR,1,1575,1575,0,1575,445,445,1130,,,,,,,,
17280,2018-10-17,Cam Norte,CLOVAS 75MG,1,1350,1350,0,1350,384,384,966,,,,,,,,
17280,2018-10-17,Cam Norte,APROCARE 150mg,1,900,900,0,900,219,219,681,,,,,,,,
17281,2018-10-20,Cam Norte,FORTIPLEX,2,1200,2400,720,1680,270,540,1140,,,,,,,,
17281,2018-10-20,Cam Norte,SOLVASC 5MG,2,1260,2520,756,1764,430,860,904,,,,,,,,
17282,2018-10-15,Cam Norte,BERCEF 50mg/ml,50,175,8750,2625,6125,42,2100,4025,,,,,,,,
17283,2018-10-12,Cam Norte,NEUROGIN 39.50mg,1,1995,1995,0,1995,590,590,1405,,,,,,,,
17284,2018-10-17,Cam Norte,Diflosid 25mg/ml,1,420,420,0,420,130,130,290,,,,,,,,
17285,2018-10-18,Cam Norte,LEIVICLOX 250mg,36,250,9000,2700,6300,68,2448,3852,,,,,,,,
17286,2018-10-18,Cam Norte,BERCEF 250mg/5ml,12,465,5580,1674,3906,148,1776,2130,,,,,,,,
17287,2018-10-18,Cam Norte,NERVAMIN PLUS 500mg/50mg/100mg/100mcg,1,1708,1708,0,1708,488,488,1220,,,,,,,,
17288,2018-10-19,Cam Norte,FORTIPLEX,10,1200,12000,3600,8400,270,2700,5700,,,,,,,,
17289,2018-10-19,Cam Norte,ANEROCIN 300mg ,1,3990,3990,1197,2793,890,890,1903,,,,,,,,
17290,2018-10-19,Cam Norte,LACTAMOX 500mg/125mg,1,3000,3000,900,2100,1174,1174,926,,,,,,,,
17291,2018-10-19,Cam Norte,BROADMETZ 100mg/ml,36,99.75,3591,0,3591,22,792,2799,,,,,,,,
17292,2018-10-20,Cam Norte,Zetifen 500mg,2,300,600,180,420,104.16,208.32,211.68,,,,,,,,
17293,2018-10-23,Cam Norte,FORTIPLEX,1,1200,1200,0,1200,270,270,930,,,,,,,,
17294,2018-10-25,Cam Norte,Cixtor-Z 120ml,36,175,6300,1890,4410,58,2088,2322,,,,,,,,
17295,2018-10-25,Cam Norte,EUROXIME 250mg/5ml,24,425,10200,3060,7140,139,3336,3804,,,,,,,,
17296,2018-10-07,Cam Norte,INTRAPLEM 500mg,1,1200,1200,0,1200,280,280,920,,,,,,,,
17296,2018-10-07,Cam Norte,Zetifen 500mg,2,300,600,0,600,104.16,208.32,391.68,,,,,,,,
17296,2018-10-07,Cam Norte,INTRAPLEM 100mg/5ml,12,95,1140,0,1140,27,324,816,,,,,,,,
17297,2018-10-27,Cam Norte,CENDALEX 500mg,3,1250,3750,1125,2625,300,900,1725,,,,,,,,
17298,2018-10-27,Cam Norte,ZAFEX 250mg/5ml,6,450,2700,0,2700,159.92,959.52,1740.48,,,,,,,,
17299,2018-10-29,Cam Norte,ANEROCIN 300mg ,1,3990,3990,1197,2793,890,890,1903,,,,,,,,
17300,2018-10-29,Cam Norte,INTRAPLEM 500mg,2,1200,2400,720,1680,280,560,1120,,,,,,,,
18151A,2018-10-30,Cam Norte,GIAN ZINC 30ml,12,165,1980,594,1386,55,660,726,,,,,,,,
18152A,2018-10-30,Cam Norte,CENDALEX 500mg,2,1250,2500,0,2500,300,600,1900,,,,,,,,
18153A,2018-10-30,Cam Norte,OSTEO-PRO 750mg/10iu/10mg,1,1280,1280,0,1280,458,458,822,,,,,,,,
18154A,2018-10-31,Cam Norte,ACLAV 1.2g,0.6,3700,2220,222,1998,80,48,1950,,,,,,,,
18154A,2018-10-31,Cam Norte,ALGICAP 50mg/5ml,6,90,540,54,486,24,144,342,,,,,,,,
18154A,2018-10-31,Cam Norte,BERCEF 250mg/5ml,6,465,2790,279,2511,148,888,1623,,,,,,,,
18154A,2018-10-31,Cam Norte,BERCEF 50mg/ml,6,200,1200,120,1080,42,252,828,,,,,,,,
18154A,2018-10-31,Cam Norte,EUROGYL 5mg/ml (500mg/100ml),6,125,750,75,675,23,138,537,,,,,,,,
18154A,2018-10-31,Cam Norte,CLAVIC 500mg/125mg,1,3000,3000,300,2700,1174,1174,1526,,,,,,,,
18155A,2018-11-06,Cam Norte,SUSTACHLOR 125mg/5ml,12,145,1740,174,1566,29,348,1218,,,,,,,,
18155A,2018-11-06,Cam Norte,CLAXIC 250mg/62.5mg/5ml,6,320,1920,192,1728,130,780,948,,,,,,,,
18155A,2018-11-06,Cam Norte,CLAXIC 125mg/31.25mg/5ml,6,490,2940,294,2646,76,456,2190,,,,,,,,
18155A,2018-11-06,Cam Norte,CLAXIC 500mg/125mg,1,3000,3000,300,2700,1174,1174,1526,,,,,,,,
18155A,2018-11-06,Cam Norte,MONILIASOL 125mg/5ml,12,75,900,90,810,26,312,498,,,,,,,,
18155A,2018-11-06,Cam Norte,SUSTACHLOR 500mg,1,1600,1600,160,1440,330,330,1110,,,,,,,,
