MEDSHIELD PHARMA CORP,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,
AS OF DECEMBER 2020,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Area,DR Number,Date Delivered,Product,Qty,CP,Total CP,Disc,Net CP,TP/UNIT,TOTAL TP,Net Income
Government,MS00587,2020-07-25,NEBULIZER KIT Pedia,30,180,5400,0,5400,65,1950,3450
Government,21875,2020-06-30,XTRACEE PLUS,19,650,12350,0,12350,490,9310,3040
Government,MS00574,2020-06-27,DEHYDROSOL 250ML,10,287,2870,0,2870,56,560,2310
Government,MS00574,2020-06-27,SHARJVAX,28,1180,33040,0,33040,543.43,15216,17824
Government,MS00574,2020-06-27,ARTAL-H 50MG/12.5MG,10,2050,20500,0,20500,105.95,1059.5,19440.5
Government,163,2020-06-27,LAPTOP LENOVO S145-141WL,1,59850,59850,0,59850,29250,29250,30600
Government,163,2020-06-27,PRINTER EPSON L3110,2,14715,29430,0,29430,7595,15190,14240
Government,MS00559,2020-06-27,EXEL 500MG CAP,20,420,8400,0,8400,233.97,4679.43,3720.5699999999997
Government,MS00559,2020-06-27,ZEFTACARE 1G,50,330,16500,0,16500,39,1950,14550
Government,MS00559,2020-06-27,SITIXON 1G,300,380,114000,0,114000,26.6,7980,106020
Government,MS00559,2020-06-27,DANOXIME 750MG,300,225,67500,0,67500,30.5,9150,58350
Government,MS00559,2020-06-27,CYFROX 500MG,6,1600,9600,0,9600,205.33,1232,8368
Government,MS00559,2020-06-27,ACRESIL 300MG,4,1500,6000,0,6000,402.83,1611.33,4388.67
Government,MS00559,2020-06-27,GENTAM 40MG,10,420,4200,0,4200,50.42,504.24,3695.76
Government,MS00559,2020-06-27,FLAGEX 500MG,5,500,2500,0,2500,84,420,2080
Government,MS00559,2020-06-27,AEROVENT 1MG/ML,1,483,483,0,483,216.75,216.75,266.25
Government,MS00559,2020-06-27,BRODIX 2.5/2.5ML NEB,2,483,966,0,966,240,480,486
Government,MS00559,2020-06-27,HEMOBAS 500MG/5ML,20,1290,25800,0,25800,207.5,4150,21650
Government,MS00574,2020-06-27,APCEE 500MG,10,500,5000,0,5000,245,2450,2550
Government,MS00574,2020-06-27,CEFUSAPH,50,593,29650,0,29650,156.92,7845.83,21804.17
Government,MS00574,2020-06-27,ALLECUR 10MG,5,2172.3,10861.5,0,10861.5,28,140,10721.5
Government,MS00574,2020-06-27,REAX DROPS,40,158,6320,0,6320,22.17,886.67,5433.33
Government,MS00574,2020-06-27,ACRESIL 300MG,5,1500,7500,0,7500,402.83,2014.17,5485.83
Government,MS00574,2020-06-27,DIXIN 250MCG,1,599,599,0,599,1025,1025,-426
Government,MS00574,2020-06-27,ALLERIGHT 50MG,5,1740,8700,0,8700,280,1400,7300
Government,MS00574,2020-06-27,APULDON 10mg,3,997,2991,0,2991,95,285,2706
Government,MS00574,2020-06-27,FENOFAST 200MG,10,999,9990,0,9990,270,2700,7290
Government,MS00574,2020-06-27,AUROHEX 4MG,1,2030,2030,0,2030,274.88,274.88,1755.12
Government,MS00574,2020-06-27,MULTIVIT PLUS,10,1099,10990,0,10990,220,2200,8790
Government,MS00574,2020-06-27,MIROCID 5g,20,250,5000,0,5000,66.5,1330,3670
Government,MS00574,2020-06-27,CO-AMOXICARE 500MG/125MG,60,218,13080,0,13080,185.94,11156.54,1923.4599999999991
Government,MS00574,2020-06-27,"FUNGISTAT 100,000iu",10,88,880,0,880,91,910,-30
Government,MS00575,2020-06-20,GORIZINE 25mg,2,300,600,0,600,78,156,444
Government,MS00575,2020-06-20,SAPHLECOX 200MG,20,2500,50000,0,50000,180.5,3610,46390
Government,MS00575,2020-06-20,PROMEP 40MG,300,624.81,187443,0,187443,40,12000,175443
Government,MS00575,2020-06-20,CORBAL 250MG,60,1700,102000,0,102000,508.33,30500,71500
Government,MS00575,2020-06-20,LIFERZIN 500MG,10,2500,25000,0,25000,538.5,5385,19615
Government,MS00575,2020-06-20,NUEVALIN 500mg,10,2500,25000,0,25000,13.5,135,24865
Government,MS00575,2020-06-20,AMLOTHIX 5mg,20,956,19120,0,19120,63,1260,17860
Government,MS00575,2020-06-20,LOSMAC 50mg,50,1300,65000,0,65000,150,7500,57500
Government,MS00575,2020-06-20,FLUCYSTEINE 200MG,150,190,28500,0,28500,85,12750,15750
Government,MS00575,2020-06-20,EXEL 500MG CAP,25,1300,32500,0,32500,233.97,5849.29,26650.71
Government,MS00575,2020-06-20,ACRESIL 300MG,10,1500,15000,0,15000,402.83,4028.33,10971.67
Government,MS00575,2020-06-20,JAGA 300MG/100MG/100MCG,11,2450,26950,0,26950,530,5830,21120
Government,MS00575,2020-06-20,OXEED 250mg,150,70,10500,0,10500,31,4650,5850
Government,MS00575,2020-06-20,AGENTAM AMPULE,30,490,14700,0,14700,55,1650,13050
Government,MS00575,2020-06-20,MECID 500MG,62,1449.5,89869,0,89869,77,4774,85095
Government,MS00575,2020-06-20,OMEBLOC 20mg,20,2499.9,49998,0,49998,74.5,1490,48508
Government,MS00575,2020-06-20,DEHYDROSOL 250ML,20,287.75,5755,0,5755,56,1120,4635
Government,MS00575,2020-06-20,BETZIDINE 35mg,66.67,565.5,37700,0,37700,180,12000,25700
Government,MS00575,2020-06-20,BECOME PLEX,50,374.4,18720,0,18720,126,6300,12420
Government,MS00575,2020-06-20,PREVENA,10,699,6990,0,6990,167.5,1675,5315
Government,MS00575,2020-06-20,ZITHROBBAS 50mg,250,420,105000,0,105000,121,30250,74750
Government,MS00575,2020-06-20,VONWELT CINNARIZINE 25MG,18,300,5400,0,5400,41.5,747,4653
Government,MS00575,2020-06-20,"FUNGISTAT 100,000iu",30,88,2640,0,2640,91,2730,-90
Government,MS00575,2020-06-20,SYDOGREL 75mg,10,258,2580,0,2580,258,2580,0
Government,MS00569,2020-06-06,APCEE 500MG,400,600,240000,0,240000,245,98000,142000
Government,MS00569,2020-06-06,NATRASOL 50MG,100,699,69900,0,69900,143.5,14350,55550
Government,MS00569,2020-06-06,NATRASOL 100MG,50,1145,57250,0,57250,205.67,10283.33,46966.67
Government,MS00569,2020-06-06,AMLOPURE 10MG,75,650,48750,0,48750,125.5,9412.5,39337.5
Government,MS00569,2020-06-06,PROMETIN,50,600,30000,0,30000,55.25,2762.5,27237.5
Government,MS00569,2020-06-06,ATORSAPH 20MG TAB,10,1095,10950,0,10950,28.43,284.33,10665.67
Government,MS00569,2020-06-06,SAPHORMIN 500MG,300,230,69000,0,69000,53.43,16028.57,52971.43
Government,MS00569,2020-06-06,GLIMIDE 5MG,75,160,12000,0,12000,30,2250,9750
Government,MS00569,2020-06-06,ZEBET 80mg,25,1000,25000,0,25000,230,5750,19250
Government,MS00569,2020-06-06,PREVENA,22,2792,61424,0,61424,167.5,3685,57739
Government,MS00569,2020-06-06,MYREVIT-B COMPLEX,100,118,11800,0,11800,118,11800,0
Government,MS00551,2020-05-30,AMIPHIL 25MG/ML AMP,5,590,2950,0,2950,150,750,2200
Government,MS00551,2020-05-30,AMBIMOX 500MG,3,750,2250,0,2250,125.17,375.5,1874.5
Government,MS00551,2020-05-30,AZICARE 500MG TAB,3.33,3150,10489.5,0,10489.5,523.33,1742.7,8746.8
Government,MS00551,2020-05-30,SAPHLECOX 200MG,10,2500,25000,0,25000,180.5,1805,23195
Government,MS00551,2020-05-30,ACRESIL 300MG,3,1500,4500,0,4500,402.83,1208.5,3291.5
Government,MS00551,2020-05-30,RANICLAV 625MG,19,588,11172,0,11172,106.67,2026.67,9145.33
Government,MS00551,2020-05-30,HYPHEN 50mg,2,1740,3480,0,3480,150.89,301.79,3178.21
Government,MS00551,2020-05-30,CORBAL 100MG,15,1200,18000,0,18000,187.4,2811.02,15188.98
Government,MS00551,2020-05-30,CORBAL 250MG,10,1700,17000,0,17000,508.33,5083.33,11916.67
Government,MS00551,2020-05-30,INHIBITA 40MG,10,899,8990,0,8990,89.05,890.5,8099.5
Government,MS00551,2020-05-30,GYNE-TOCIN 10IU/ML,10,1000,10000,0,10000,83.21,832.11,9167.89
Government,MS00551,2020-05-30,FEVERCARE 300MG/2ML,6,480,2880,0,2880,39.8,238.8,2641.2
Government,MS00551,2020-05-30,FENTIN 10mg/ml,4,5405,21620,0,21620,842.5,3370,18250
Government,MS00551,2020-05-30,PHYTOMEN 10MG/ML,5,650,3250,0,3250,183,915,2335
Government,MS00551,2020-05-30,SALBUMIN INHALER,10,303,3030,0,3030,92.8,928,2102
Government,MS00551,2020-05-30,GLOTREK 100MG/5ML AMP,24,650,15600,0,15600,272.2,6532.8,9067.2
Government,MS00551,2020-05-30,NEUROBE TAB,0.5,9000,4500,0,4500,150,75,4425
Government,MS00551,2020-05-30,ZINC VITA DROPS,9,85,765,0,765,18.5,166.5,598.5
Government,MS00551,2020-05-30,COMXICLA 625MG,5,840,4200,0,4200,166.5,832.5,3367.5
Government,MS00552,2020-05-30,BLOCOPAST 5MG,1,900,900,0,900,55.75,55.75,844.25
Government,MS00552,2020-05-30,ATORSAPH 20MG TAB,5,350,1750,0,1750,28.43,142.17,1607.83
Government,MS00552,2020-05-30,MELZIN 150mcg,90,204,18360,0,18360,160.5,14445,3915
Government,MS00552,2020-05-30,CLODIN 75MG TAB,3,2640,7920,0,7920,470,1410,6510
Government,MS00552,2020-05-30,NATRASOL 100MG,2,1000,2000,0,2000,205.67,411.33,1588.67
Government,MS00552,2020-05-30,ANGEL-50 50MG,1,1200,1200,0,1200,117.2,117.2,1082.8
Government,MS00553,2020-05-30,AMPICARE 500MG/250MG,5,3490,17450,0,17450,350,1750,15700
Government,MS00553,2020-05-30,ASCOPHIL 500MG,1,300,300,0,300,58,58,242
Government,MS00553,2020-05-30,SCHEEPRIN 80MG,1,300,300,0,300,79.5,79.5,220.5
Government,MS00553,2020-05-30,BUDESON 250MCG/ML (500MCG/2ML),4.57,3150,14400,0,14400,692.5,3165.71,11234.29
Government,MS00553,2020-05-30,CEFUSAPH,20,550,11000,0,11000,156.92,3138.33,7861.67
Government,MS00553,2020-05-30,MEDRIZINE 2.5MG/ML Drops,10,242,2420,0,2420,22.65,226.5,2193.5
Government,MS00553,2020-05-30,MEDRIZINE 5MG/5ML Syrup,214,242,51788,0,51788,25.5,5457,46331
Government,MS00553,2020-05-30,VONWELT CINNARIZINE 25MG,5,300,1500,0,1500,41.5,207.5,1292.5
Government,MS00553,2020-05-30,ACIPRO 2MG,100,200,20000,0,20000,20.95,2095,17905
Government,MS00553,2020-05-30,CLOXANE 500MG CAP,3,800,2400,0,2400,195,585,1815
Government,MS00553,2020-05-30,DIXIN 250MCG,1,600,600,0,600,1025,1025,-425
Government,MS00553,2020-05-30,ANIFER 190MG,1,500,500,0,500,65,65,435
Government,MS00553,2020-05-30,MOTIREX 2mg,1,750,750,0,750,35,35,715
Government,MS00554,2020-05-30,E-DOL 50MG CAP,1,1000,1000,0,1000,80,80,920
Government,MS00554,2020-05-30,AUROHEX 4MG,1,220,220,0,220,274.88,274.88,-54.879999999999995
Government,MS00554,2020-05-30,TOBRASON 3mg/ml,5,145,725,0,725,145,725,0
Government,MS00552,2020-05-30,AMLOPURE 10MG,1,1113,1113,0,1113,125.5,125.5,987.5
Government,MS00552,2020-05-30,CATAMED 75MCG TAB,3,5700,17100,0,17100,463,1389,15711
Government,MS00551,2020-05-30,SPEEDA,30,800,24000,0,24000,820,24600,-600
Government,MS00551,2020-05-30,EUROMYCIN 150mg/ml,50,72.8,3640,0,3640,728,36400,-32760
Government,MS00551,2020-05-30,OXEED 250mg,10,310,3100,0,3100,31,310,2790
Government,MS00551,2020-05-30,MULTILEM 100MG-DROPS,10,185,1850,0,1850,15,150,1700
Government,MS00551,2020-05-30,MULTILEM 120ML,20,190,3800,0,3800,54.5,1090,2710
Government,MS00551,2020-05-30,KDICEF 250mg,60,185,11100,0,11100,18.5,1110,9990
Government,MS00551,2020-05-30,CONTRACID 150mg,100,8,800,0,800,80,8000,-7200
Government,MS00551,2020-05-30,IMATET,90,73.5,6615,0,6615,665,59850,-53235
Government,MS00551,2020-05-30,ZINC VITA DROPS,11,85,935,0,935,18.5,203.5,731.5
Government,MS00551,2020-05-30,ZINC VITA SYRUP,10,22,220,0,220,20.15,201.5,18.5
Government,MS00555,2020-05-23,SCHEEPRIN 80MG,6,299,1794,0,1794,79.5,477,1317
Government,MS00555,2020-05-23,SANIX 200MG,0.33,1217.7,405.9,0,405.9,142.67,47.56,358.34
Government,MS00555,2020-05-23,SAPHIXIME 200MG,3,1217.7,3653.1,0,3653.1,135,405,3248.1
Government,MS00555,2020-05-23,AXIMEED 200mg,15,2435.4,36531,0,36531,493,7395,29136
Government,MS00555,2020-05-23,DANOXIME 750MG,1000,255,255000,0,255000,30.5,30500,224500
Government,MS00555,2020-05-23,SAPHLECOX 200MG,20,2500,50000,0,50000,180.5,3610,46390
Government,MS00555,2020-05-23,VONWELT CINNARIZINE 25MG,6,300,1800,0,1800,41.5,249,1551
Government,MS00555,2020-05-23,ANIFER 190MG,20,500,10000,0,10000,65,1300,8700
Government,MS00555,2020-05-23,MYRENTYL 10MG,144,65,9360,0,9360,,,9360
Government,MS00555,2020-05-23,KIDICOT 250MG,24,124,2976,0,2976,,,2976
Government,MS00555,2020-05-23,BIOGIC 250MG SUS,120,124,14880,0,14880,11.13,1335,13545
Government,MS00555,2020-05-23,AMLOPURE 10MG,10,1508,15080,0,15080,125.5,1255,13825
Government,MS00555,2020-05-23,BLOCOPAST 5MG,9,955.5,8599.5,0,8599.5,55.75,501.75,8097.75
Government,MS00555,2020-05-23,FUROSE 10MG/ML,10,480,4800,0,4800,74.67,746.67,4053.33
Government,MS00555,2020-05-23,ANGEL-50 50MG,28,1250,35000,0,35000,117.2,3281.6,31718.4
Government,MS00547,2020-05-23,"MICROPORE 1"" - 3M",100,959,95900,0,95900,380,38000,57900
Government,MS00547,2020-05-23,ASEPTO SIMPLEX,50,62,3100,0,3100,35,1750,1350
Government,MS00547,2020-05-23,BOUFFAN CAP,20,336,6720,0,6720,140,2800,3920
Government,MS00547,2020-05-23,FOLEY CATHETER LATEX SILICON COATED FR. 16,25,1000,25000,0,25000,25,625,24375
Government,MS00547,2020-05-23,METRICIDE,20,2640,52800,0,52800,1252.38,25047.62,27752.38
Government,MS00547,2020-05-23,GLOVES (MD) HCD,200,288,57600,0,57600,150,30000,27600
Government,MS00547,2020-05-23,GLOVES (SML) HCD,200,288,57600,0,57600,150,30000,27600
Government,MS00547,2020-05-23,ID TAG PEDIA ( BLUE & PINK ),10,700,7000,0,7000,300,3000,4000
Government,MS00547,2020-05-23,IV CANNULA G18 B.BRAUN,2,13750,27500,0,27500,6500,13000,14500
Government,MS00547,2020-05-23,"IV CANNULA G.20 X 1"" INTROCAN SAFETY - B BRAUN",2,13750,27500,0,27500,2200,4400,23100
Government,MS00547,2020-05-23,"IV CANNULA G.22 X 1"" INTROCAN - B BRAUN",2,13750,27500,0,27500,4350,8700,18800
Government,MS00547,2020-05-23,NEBULIZER KIT ORMED,10,4800,48000,0,48000,2750,27500,20500
Government,MS00547,2020-05-23,DISPOSABLE NEEDLE G19 TERUMO,30,504,15120,0,15120,250,7500,7620
Government,MS00547,2020-05-23,DISPOSABLE NEEDLE G23 TERUMO,30,504,15120,0,15120,250,7500,7620
Government,MS00547,2020-05-23,DISPOSABLE NEEDLE G25 TERUMO,30,504,15120,0,15120,250,7500,7620
Government,MS00547,2020-05-23,SUCTION SET POOLE ABDOMINAL DRAIN - SIMPLEX,100,249,24900,0,24900,220,22000,2900
Government,MS00547,2020-05-23,SOLUSET UNIMEX,100,250,25000,0,25000,100,10000,15000
Government,MS00547,2020-05-23,SPINAL NEEDLE G.25 - TOP,5,3099,15495,0,15495,1042.42,5212.12,10282.880000000001
Government,MS00547,2020-05-23,SUCTION CATHETER F.8 - SURGITECH,500,24,12000,0,12000,8,4000,8000
Government,MS00549,2020-05-23,BUPIRIGHT 1'S VIALS,50,454,22700,0,22700,209,10450,12250
Government,MS00549,2020-05-23,DANOXIME 750MG,1000,225,225000,0,225000,30.5,30500,194500
Government,MS00549,2020-05-23,STERILE WATER 50ML PARENTERAL,100,58,5800,0,5800,27.5,2750,3050
Government,MS00549,2020-05-23,DOBUMEAN 12.5MG,45,650,29250,0,29250,128.67,5790,23460
Government,MS00549,2020-05-23,CORBAL 100MG,200,1200,240000,0,240000,187.4,37480.32,202519.68
Government,MS00549,2020-05-23,SALRESP,28.57,1330,37998.1,0,37998.1,448.89,12824.76,25173.339999999997
Government,MS00549,2020-05-23,LOCAINE 50ML,500,84.99,42495,0,42495,34.31,17155.3,25339.7
Government,MS00549,2020-05-23,AUROHEX 4MG,10,2000,20000,0,20000,274.88,2748.75,17251.25
Government,MS00549,2020-05-23,AUROHEX 5MG,10,2300,23000,0,23000,360,3600,19400
Government,MS00549,2020-05-23,MICROSCOT 20mg,100,250,25000,0,25000,68.92,6891.67,18108.33
Government,MS00549,2020-05-23,DEHYDROSOL 250ML,42,287,12054,0,12054,56,2352,9702
Government,MS00549,2020-05-23,K-LYTE 600MG,5,2900.3,14501.5,0,14501.5,895.25,4476.25,10025.25
Government,MS00549,2020-05-23,AEROVENT 1MG/ML,33.33,480,15998.4,0,15998.4,216.75,7224.28,8774.119999999999
Government,MS00549,2020-05-23,GLYCINORM 80MG TAB,4,900,3600,0,3600,189.88,759.5,2840.5
Government,MS00549,2020-05-23,AZICARE 500MG TAB,5.3,3150,16695,0,16695,523.33,2773.67,13921.33
Government,MS00549,2020-05-23,FUNGINIL 20MG,50,155,7750,0,7750,45.5,2275,5475
Government,MS00549,2020-05-23,LAXFREE 120ML,72,279,20088,0,20088,109.75,7902,12186
Government,MS00549,2020-05-23,BETZIDINE 35mg,66.67,565.5,37701.89,0,37701.89,180,12000.6,25701.29
Government,MS00549,2020-05-23,NATRASOL 100MG,100,1300,130000,0,130000,205.67,20566.67,109433.33
Government,MS00549,2020-05-23,ZEYCO FD VIAL,2,1400,2800,0,2800,810,1620,1180
Government,MS00549,2020-05-23,SILVERDOX,50,225,11250,0,11250,,,11250
Government,MS00550,2020-05-23,SAPHORMIN 500MG,100,501,50100,0,50100,53.43,5342.86,44757.14
Government,MS00550,2020-05-23,CALCIGARD 5MG,10,501,5010,0,5010,172.76,1727.6,3282.4
Government,MS00546,2020-05-23,AZICARE 500MG TAB,10,3150,31500,0,31500,523.33,5233.33,26266.67
Government,MS00546,2020-05-23,BUPIRIGHT 1'S VIALS,250,799,199750,0,199750,209,52250,147500
Government,MS00546,2020-05-23,MEDRIZINE 5MG/5ML Syrup,144,245,35280,0,35280,25.5,3672,31608
Government,MS00546,2020-05-23,VONWELT CINNARIZINE 25MG,7,300,2100,0,2100,41.5,290.5,1809.5
Government,MS00546,2020-05-23,FUROXIDE 10MG/2ML,30,480,14400,0,14400,64.5,1935,12465
Government,MS00546,2020-05-23,SPASBASCINE,50,820,41000,0,41000,194.72,9736.11,31263.89
Government,MS00546,2020-05-23,MICROSCOT 20mg,75,250,18750,0,18750,68.92,5168.75,13581.25
Government,MS00546,2020-05-23,SYLVITE 2MEQ/ML,10,760,7600,0,7600,270.9,2709,4891
Government,MS00546,2020-05-23,BRODIX 2.5/2.5ML NEB,20,483,9660,0,9660,240,4800,4860
Government,MS00546,2020-05-23,CARDOWIN 1MG,50,1340,67000,0,67000,270.71,13535.71,53464.29
Government,MS00546,2020-05-23,ANGEL-50 50MG,28,1300,36400,0,36400,117.2,3281.6,33118.4
Government,MS00546,2020-05-23,ALLERIGHT 50MG,30,1740,52200,0,52200,280,8400,43800
Government,MS00546,2020-05-23,OFPLEMED 300MG SYRUP 60ML,144,98,14112,0,14112,61.69,8884,5228
Government,MS00546,2020-05-23,BLOCOPAST 5MG,20,956,19120,0,19120,55.75,1115,18005
Government,MS00490,2020-05-23,DISPOSABLE SYRINGE 3CC - SURE GUARD,12,1325,15900,0,15900,160,1920,13980
Government,MS00490,2020-05-23,COTTON ROLL 400G - UNIMEX,12,215,2580,0,2580,150,1800,780
Government,MS00490,2020-05-23,BP BAXTEL,2,4225,8450,0,8450,1433.33,2866.67,5583.33
Government,MS00490,2020-05-23,GLUCOMETER - ACCUCHECK,2,3500,7000,0,7000,0,0,7000
Government,MS00490,2020-05-23,ACCU-CHECK INSTANT 100STRIPS,5,1949,9745,0,9745,1560,7800,1945
Government,MS00490,2020-05-23,GLUCOMETER BLOOD LANCETS - SURGITECH,3,1430,4290,0,4290,180,540,3750
Government,MS00490,2020-05-23,BETADINE POVIDONE IODINE 10% GAL,1,856,856,0,856,600,600,256
Government,MS00490,2020-05-23,GAUZE PAD 4X4 - SURGITECH,2,300,600,0,600,200,400,200
Government,MS00490,2020-05-23,COTTON BALLS -300'S - UNIMEX,25,113,2825,0,2825,65.56,1638.89,1186.11
Government,MS00490,2020-05-23,DISPOSABLE SYRINGE 1CC - SUREGUARD,2,1325,2650,0,2650,150,300,2350
Government,MS00490,2020-05-23,DISPOSABLE SYRINGE 5CC - SUREGUARD,5,1320,6600,0,6600,170,850,5750
Government,MS00490,2020-05-23,DISPOSABLE SYRINGE 1CC - TERUMO,24,700,16800,0,16800,276.67,6640,10160
Government,MS00490,2020-05-23,LYSOL 1GAL,1,2340,2340,0,2340,2000,2000,340
Government,MS00497,2020-05-23,VDRL-SYPHILIS RAPID TEST STRIP - RIGHT SIGN,300,99.95,29985,0,29985,50,15000,14985
Government,MS00497,2020-05-23,HBSAG - SD,300,99,29700,0,29700,67.22,20166.67,9533.330000000002
Government,MS00497,2020-05-23,GREEN CROSS ALCOHOL 500ML,10,105,1050,0,1050,62.95,629.51,420.49
Government,MS00497,2020-05-23,COTTON ROLL 400G - UNIMEX,5,214,1070,0,1070,150,750,320
Government,MS00497,2020-05-23,DISPOSABLE SYRINGE 3CC - PROHEALTH,10,419,4190,0,4190,160,1600,2590
Government,MS00497,2020-05-23,APPLICATOR STICK,2,250,500,0,500,150,300,200
Government,MS00497,2020-05-23,GLASS SLIDES CAT NO. 7102,6,400,2400,0,2400,50,300,2100
Government,MS00497,2020-05-23,ABSOLUTE WATER 6000ML,5,150,750,0,750,64,320,430
Government,MS00547,2020-05-23,SURGICAL BLADES #20,3,552,1656,0,1656,280,840,816
Government,MS00547,2020-05-23,Gauze Roll 28x24 - SURGITECH,20,1967,39340,0,39340,900,18000,21340
Government,MS00547,2020-05-23,GLOVES 6.5 PROTEXIS,24,2699,64776,0,64776,1800,43200,21576
Government,MS00547,2020-05-23,GLOVES GREAT LOVE 6.5,1,2699,2699,0,2699,450,450,2249
Government,MS00547,2020-05-23,DISPOSABLE SYRINGE 3CC - COSMED,100,996,99600,0,99600,250,25000,74600
Government,MS00547,2020-05-23,DISPOSABLE SYRINGE 5CC - SUREGUARD,73,1116,81468,0,81468,170,12410,69058
Government,MS00547,2020-05-23,INSULIN SYRINGE 1CC-SUREGUARD,20,1440,28800,0,28800,170,3400,25400
Government,MS00497,2020-05-23,HIV -RAPID TEST CASSETTE - RIGHT SIGN,100,99.95,9995,0,9995,80,8000,1995
Government,MS00497,2020-05-23,GLOVES (L) - GLOMED,8,353,2824,0,2824,140,1120,1704
Government,MS00490,2020-05-23,KN95 FACE MASK,6,1125,6750,0,6750,105,630,6120
Government,MS00490,2020-05-23,GYNE-TOCIN 10IU/ML,1,90,90,0,90,83.21,83.21,6.790000000000006
Government,MS00497,2020-05-23,FACE MASK - SHIELD,1,310,310,0,310,,,310
Government,MS00555,2020-05-23,FENOFAST 200MG,20,270,5400,0,5400,270,5400,0
Government,MS00547,2020-05-23,ALCOHOL 70% ISOPROPYL 500ml,500,95,47500,0,47500,90,45000,2500
Government,MS00547,2020-05-23,FACE MASK,100,310,31000,0,31000,514.44,51444.44,-20444.440000000002
Government,MS00546,2020-05-23,TEMPAID 500mg,1,7500,7500,0,7500,75,75,7425
Government,MS00541,2020-05-16,AMPICARE 500MG/250MG,94,3500,329000,0,329000,350,32900,296100
Government,MS00541,2020-05-16,BUPIRIGHT 1'S VIALS,300,423,126900,0,126900,209,62700,64200
Government,MS00541,2020-05-16,EVAPROST 125MCG/ML,5,4800,24000,0,24000,1872,9360,14640
Government,MS00541,2020-05-16,EVAPROST 250MCG/ML,5,9600,48000,0,48000,3575,17875,30125
Government,MS00541,2020-05-16,DANOXIME 750MG,950,225,213750,0,213750,30.5,28975,184775
Government,MS00541,2020-05-16,CORBAL 100MG,100,1200,120000,0,120000,187.4,18740.16,101259.84
Government,MS00541,2020-05-16,FUROSE 10MG/ML,100,385,38500,0,38500,74.67,7466.67,31033.33
Government,MS00541,2020-05-16,CARDOWIN 1MG,50,1134,56700,0,56700,270.71,13535.71,43164.29
Government,MS00540,2020-05-16,SAPHORMIN 500MG,10,501,5010,0,5010,53.43,534.29,4475.71
Government,MS00540,2020-05-16,AMBIMOX 500MG,40,750,30000,0,30000,125.17,5006.67,24993.33
Government,MS00540,2020-05-16,EVAPROST 125MCG/ML,5,4800,24000,0,24000,1872,9360,14640
Government,MS00540,2020-05-16,EVAPROST 250MCG/ML,5,9600,48000,0,48000,3575,17875,30125
Government,MS00540,2020-05-16,SITIXON 1G,1064,350,372400,0,372400,26.6,28302.4,344097.6
Government,MS00540,2020-05-16,CORBAL 100MG,100,1200,120000,0,120000,187.4,18740.16,101259.84
Government,MS00540,2020-05-16,LOCAINE 50ML,72,84,6048,0,6048,34.31,2470.36,3577.64
Government,MS00540,2020-05-16,MICROSCOT 20mg,50,230,11500,0,11500,68.92,3445.83,8054.17
Government,MS00540,2020-05-16,MERAZOL 40MG,50,3500,175000,0,175000,260,13000,162000
Government,MS00517,2020-05-16,EROXIME 500MG,10,595,5950,0,5950,115,1150,4800
Government,MS00517,2020-05-16,ZINACARE 750MG W/O DILUENT,500,120,60000,0,60000,15.25,7625,52375
Government,MS00517,2020-05-16,CINNABLOC 75MG,50,120,6000,0,6000,40,2000,4000
Government,MS00517,2020-05-16,GENTAM 40MG,10,410,4100,0,4100,50.42,504.24,3595.76
Government,MS00517,2020-05-16,CATAMED 75MCG TAB,3,690,2070,0,2070,463,1389,681
Government,MS00514,2020-05-16,SCHEEPRIN 80MG,6,300,1800,0,1800,79.5,477,1323
Government,MS00514,2020-05-16,AZICARE 500MG TAB,5,3150,15750,0,15750,523.33,2616.67,13133.33
Government,MS00514,2020-05-16,SAPHIXIME 200MG,66.66,1217.82,81180,0,81180,135,8999.1,72180.9
Government,MS00514,2020-05-16,SITIXON 1G,500,225,112500,0,112500,26.6,13300,99200
Government,MS00514,2020-05-16,SAPHLECOX 200MG,20,2499.9,49998,0,49998,180.5,3610,46388
Government,MS00514,2020-05-16,CYFROX 500MG,5,1600,8000,0,8000,205.33,1026.67,6973.33
Government,MS00514,2020-05-16,PHILCLOX 500MG,20,800,16000,0,16000,247.47,4949.33,11050.67
Government,MS00514,2020-05-16,RESPOSAL-1,58.33,1139.21,66450,0,66450,295,17207.35,49242.65
Government,MS00514,2020-05-16,MERAZOL 40MG,25,6240,156000,0,156000,260,6500,149500
Government,MS00514,2020-05-16,BIOGIC 100MG DROPS,144,65,9360,0,9360,10.47,1507.2,7852.8
Government,MS00514,2020-05-16,BIOGIC 250MG SUS,72,124,8928,0,8928,11.13,801,8127
Government,MS00514,2020-05-16,LODIPEX 10MG,10,1508,15080,0,15080,56.75,567.5,14512.5
Government,MS00514,2020-05-16,AMLOPURE 5MG,10,955,9550,0,9550,55,550,9000
Government,MS00514,2020-05-16,FENOFAST 200MG,40,999,39960,0,39960,270,10800,29160
Government,MS00514,2020-05-16,ANGEL-50 50MG,15,1250,18750,0,18750,117.2,1758,16992
Government,MS00514,2020-05-16,SAPHORMIN 500MG,5,500.5,2502.5,0,2502.5,53.43,267.14,2235.36
Government,MS00496,2020-05-16,ALLUJEN 300MG,40,1797,71880,0,71880,125,5000,66880
