MEDSHIELD PHARMA CORP,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,
AS OF DECEMBER 2020,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Area,DR Number,Date Delivered,Product,Qty,CP,Total CP,Disc,Net CP,TP/UNIT,TOTAL TP,Net Income
Admin,21897,2020-09-14,SAPHLECOX 200MG,2,279,558,0,558,180.5,361,197
Admin,21897,2020-09-14,SAPHORMIN 500MG,4,120,480,0,480,53.43,213.71,266.28999999999996
Admin,21897,2020-09-14,AMLOTHIX 5mg,5,94.5,472.5,0,472.5,63,315,157.5
Admin,21897,2020-09-14,SATCAPTO-25 TAB,1,186.4,186.4,0,186.4,124.25,124.25,62.150000000000006
Admin,21897,2020-09-14,GIAN ZINC 120ML SYR,10,102,1020,0,1020,80.83,808.33,211.66999999999996
Admin,21898,2020-09-14,SOLVAPRINE 10MG,7,671.43,4700,0,4700,146.8,1027.6,3672.4
Admin,21898,2020-09-14,MAXXIVIT PLUS,7,857.14,6000,0,6000,517.33,3621.33,2378.67
Admin,21898,2020-09-14,FERGLOBIN 250MG,7,517.86,3625,0,3625,257.5,1802.5,1822.5
Admin,21898,2020-09-14,XYNETRIX CHEWABLE TABLET,7,678.57,4750,0,4750,410.42,2872.92,1877.08
Admin,21898,2020-09-14,EVEROSE 1000MG CAP,7,691.07,4837.5,0,4837.5,381,2667,2170.5
Admin,21899,2020-09-14,MONILIASOL 500MG,2,1080,2160,648,1512,240,480,1032
Admin,21899,2020-09-14,VOXOLL 30MG TAB,2,756,1512,453.6,1058.4,167,334,724.4000000000001
Admin,22142,2020-09-07,ATOVAS 20MG,36,750,27000,0,27000,183.46,6604.61,20395.39
Admin,22142,2020-09-07,CLOVAS 75MG,36,1350,48600,0,48600,403.2,14515.2,34084.8
Admin,21896,2020-09-01,AZCORE 500mg,5,160.02,800.1,0,800.1,80,400,400.1
Admin,MS00627,2020-09-01,APCEE 100MG/5ML,1,490,490,0,490,23.03,23.03,466.97
Admin,MS00627,2020-09-01,AC-LYTE 200MG,0.33,461.1,153.7,0,153.7,220,73.33,80.36999999999999
Admin,MS00627,2020-09-01,AZICARE 500MG TAB,0.17,700.2,116.7,0,116.7,523.33,87.22,29.480000000000004
