product,quantity,revenue,gross_margin,row_count,active_months,rank,revenue_share,cumulative_revenue_share,abc_class,model_code,model_version,review_status
LOAD TALK N TEXT 300,16.0,4464.0,3528.0,1,1,1685,2.6e-05,0.988129,C,ABC_PARETO,sales_only_v1,draft
DIASTATIN 40MG TAB,21.0,4455.0,8132.5,3,2,1686,2.6e-05,0.988155,C,ABC_PARETO,sales_only_v1,draft
BUDERITE 250MCG,7.0,4445.0,20205.0,4,4,1687,2.6e-05,0.988181,C,ABC_PARETO,sales_only_v1,draft
NOREPINSAPH-1 1MG/ML (10MG/10ML),20.0,4440.0,13320.0,1,1,1688,2.6e-05,0.988206,C,ABC_PARETO,sales_only_v1,draft
TELSITAN-40 40MG,13.0,4433.0,8755.26,3,3,1689,2.6e-05,0.988232,C,ABC_PARETO,sales_only_v1,draft
ZACH ISOPROPYL ALCOHOL 500ML,63.0,4410.0,1230.0,3,2,1690,2.5e-05,0.988257,C,ABC_PARETO,sales_only_v1,draft
SILVEDEX 10MG,81.0,4400.73,11784.27,6,3,1691,2.5e-05,0.988283,C,ABC_PARETO,sales_only_v1,draft
STOOL CUP (SAUCE CUP SIZE),44.0,4400.0,6600.0,1,1,1692,2.5e-05,0.988308,C,ABC_PARETO,sales_only_v1,draft
SYPHILLIS TEST KIT 40'S,2.0,4400.0,4400.0,1,1,1693,2.5e-05,0.988334,C,ABC_PARETO,sales_only_v1,draft
BANDAGE SCISSOR SIZE 7 1/2'',8.0,4400.0,4400.0,1,1,1694,2.5e-05,0.988359,C,ABC_PARETO,sales_only_v1,draft
FLUIMUCIL 600MG,5.0,4385.0,6577.5,1,1,1695,2.5e-05,0.988384,C,ABC_PARETO,sales_only_v1,draft
LAZICARE 10MG,90.0,4370.0,50408.8,11,8,1696,2.5e-05,0.98841,C,ABC_PARETO,sales_only_v1,draft
ELASTIC BANDAGE 2X5Y - SURGITECH,218.0,4360.0,1178.0,5,3,1697,2.5e-05,0.988435,C,ABC_PARETO,sales_only_v1,draft
EXEL 250MG/5ML SUS,220.0,4356.0,13244.0,3,2,1698,2.5e-05,0.98846,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE WITH NEEDLE 20CC/ML (TERUMO),6.0,4320.0,2680.0,2,2,1699,2.5e-05,0.988485,C,ABC_PARETO,sales_only_v1,draft
BROADMETZ 100MG/ML DROPS,139.0,4317.34,10189.86,11,9,1700,2.5e-05,0.98851,C,ABC_PARETO,sales_only_v1,draft
OCHSNER CURVED 8'',8.0,4312.0,-4312.0,1,1,1701,2.5e-05,0.988535,C,ABC_PARETO,sales_only_v1,draft
OCHSNER STRAIGHT 8'',8.0,4312.0,-4312.0,1,1,1702,2.5e-05,0.98856,C,ABC_PARETO,sales_only_v1,draft
EDECAR 10MG,61.5,4305.0,15610.0,8,6,1703,2.5e-05,0.988585,C,ABC_PARETO,sales_only_v1,draft
INFAMIX 500MG,78.0,4290.0,103845.0,7,4,1704,2.5e-05,0.988609,C,ABC_PARETO,sales_only_v1,draft
CLONISUR 150MCG/ML,4.5,4275.0,6918.75,1,1,1705,2.5e-05,0.988634,C,ABC_PARETO,sales_only_v1,draft
POVIDONE IODINE 10% 60ML (JCHIEME),70.0,4270.0,36330.0,1,1,1706,2.5e-05,0.988659,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE WITH NEEDLE 10CC- LUER LOCK TIP (TERUMO),5.0,4250.0,1740.0,1,1,1707,2.5e-05,0.988683,C,ABC_PARETO,sales_only_v1,draft
RANIREX 25MG/ML,140.0,4228.0,102532.0,17,10,1708,2.4e-05,0.988708,C,ABC_PARETO,sales_only_v1,draft
ASTAT 20MG,44.0,4224.0,8726.0,4,3,1709,2.4e-05,0.988732,C,ABC_PARETO,sales_only_v1,draft
ULTRASOUND GEL (GALLON),7.0,4200.0,6360.0,3,3,1710,2.4e-05,0.988757,C,ABC_PARETO,sales_only_v1,draft
TEMPAID 500MG,56.0,4200.0,13160.0,4,3,1711,2.4e-05,0.988781,C,ABC_PARETO,sales_only_v1,draft
CEVOR IV 250MG/ML (1G/4ML) 4ML,14.0,4200.0,5365.0,3,2,1712,2.4e-05,0.988805,C,ABC_PARETO,sales_only_v1,draft
PULSE OXIMETER ADULT (INDOPLAS),6.0,4200.0,2100.0,1,1,1713,2.4e-05,0.988829,C,ABC_PARETO,sales_only_v1,draft
GABAVEX 100MG,12.0,4176.0,9184.0,2,2,1714,2.4e-05,0.988854,C,ABC_PARETO,sales_only_v1,draft
MONPHEVIN 200MG/5ML,85.0,4165.0,7831.25,2,2,1715,2.4e-05,0.988878,C,ABC_PARETO,sales_only_v1,draft
BLADE HOLDER SIZE 3'' (OLTEN),32.0,4160.0,12836.0,5,3,1716,2.4e-05,0.988902,C,ABC_PARETO,sales_only_v1,draft
ACRESIL 150MG,11.0,4155.0,11295.0,2,2,1717,2.4e-05,0.988926,C,ABC_PARETO,sales_only_v1,draft
GAUZE PAD 4X4 - SURGITECH,15.0,4150.0,1525.0,2,2,1718,2.4e-05,0.98895,C,ABC_PARETO,sales_only_v1,draft
HYOPAN,16.0,4144.0,5820.0,5,3,1719,2.4e-05,0.988974,C,ABC_PARETO,sales_only_v1,draft
EXEL 100MG/ML,230.0,4140.0,23233.75,3,2,1720,2.4e-05,0.988998,C,ABC_PARETO,sales_only_v1,draft
APCEE 100MG/5ML 120ML,250.0,4125.0,24025.0,2,2,1721,2.4e-05,0.989021,C,ABC_PARETO,sales_only_v1,draft
KIDNEY BASIN SIZE 8'' (OLTEN),13.0,4121.0,4109.0,2,1,1722,2.4e-05,0.989045,C,ABC_PARETO,sales_only_v1,draft
COTTON BALLS - HAPPY 150BALLS,144.0,4104.0,24696.0,1,1,1723,2.4e-05,0.989069,C,ABC_PARETO,sales_only_v1,draft
CARDOZ 6.25MG,95.35,4100.38,6009.7,2,2,1724,2.4e-05,0.989093,C,ABC_PARETO,sales_only_v1,draft
SURGICAL DRAPE 40X40CM W/ HOLE 10CM - ORMED,3.0,4098.0,8000.0,3,2,1725,2.4e-05,0.989116,C,ABC_PARETO,sales_only_v1,draft
FLUIFORT-M 50MG DROPS,136.0,4080.0,5053.6,9,7,1726,2.4e-05,0.98914,C,ABC_PARETO,sales_only_v1,draft
BUTAMOL 2MG/5ML,272.0,4080.0,2543.0,3,3,1727,2.4e-05,0.989163,C,ABC_PARETO,sales_only_v1,draft
REGIZINE 5MG/5ML,204.0,4080.0,1428.0,1,1,1728,2.4e-05,0.989187,C,ABC_PARETO,sales_only_v1,draft
FACEMASK BLACK 50'S,74.0,4070.0,28270.0,3,2,1729,2.4e-05,0.989211,C,ABC_PARETO,sales_only_v1,draft
SPHYMOMANOMETER PARTNERS,10.0,4050.0,13900.0,1,1,1730,2.3e-05,0.989234,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE 5CC 23GX1 (SUREGUARD),15.0,4050.0,12090.0,1,1,1731,2.3e-05,0.989257,C,ABC_PARETO,sales_only_v1,draft
DISINFECTANT SOAKING TRAY STAINLESS W LID 14X14 INCH 14''X12''X2-1/2,2.0,4036.0,3944.0,1,1,1732,2.3e-05,0.989281,C,ABC_PARETO,sales_only_v1,draft
INSULIN SYRINGE WITH NEEDLE 0.5ML/CC 30GX8MM (BD),3.0,4014.0,436.0,2,1,1733,2.3e-05,0.989304,C,ABC_PARETO,sales_only_v1,draft
FUROXEN 500MG,3.0,4012.5,3444.64,1,1,1734,2.3e-05,0.989327,C,ABC_PARETO,sales_only_v1,draft
EQ DRY NEW BORN DIAPER,20.0,4000.0,160.0,1,1,1735,2.3e-05,0.98935,C,ABC_PARETO,sales_only_v1,draft
HEPARIN CAP YELLOW (ORMED),5.0,4000.0,14000.0,1,1,1736,2.3e-05,0.989373,C,ABC_PARETO,sales_only_v1,draft
IV ARM SPLINT PEDIA,100.0,4000.0,10800.0,1,1,1737,2.3e-05,0.989396,C,ABC_PARETO,sales_only_v1,draft
ALCOHOL SWAB/PAD (PARTNERS),40.0,4000.0,6285.0,4,4,1738,2.3e-05,0.98942,C,ABC_PARETO,sales_only_v1,draft
"IV CANNULA G.20 X 1 1/4"" INTROCAN SAFETY - B BRAUN",5.0,4000.0,3400.0,1,1,1739,2.3e-05,0.989443,C,ABC_PARETO,sales_only_v1,draft
SPHYGMOMANOMETER - TRUSTMOMED,10.0,4000.0,13950.0,1,1,1740,2.3e-05,0.989466,C,ABC_PARETO,sales_only_v1,draft
DEXASAN 4MG/ML 2ML,20.0,4000.0,20000.0,1,1,1741,2.3e-05,0.989489,C,ABC_PARETO,sales_only_v1,draft
BP APPARATUS: DESK TYPE ADULT (INDOPLAS),4.0,4000.0,1076.0,1,1,1742,2.3e-05,0.989512,C,ABC_PARETO,sales_only_v1,draft
BROXIL-M 15MG/5ML SYR,129.0,3999.0,9546.0,7,6,1743,2.3e-05,0.989535,C,ABC_PARETO,sales_only_v1,draft
SAPHTRATE 1.080G,29.26,3980.26,9282.74,6,3,1744,2.3e-05,0.989558,C,ABC_PARETO,sales_only_v1,draft
XRAY FILM 8X10 (FUJI),2.0,3960.0,796.0,2,2,1745,2.3e-05,0.989581,C,ABC_PARETO,sales_only_v1,draft
THUMB FORCEP 8'' (OLTEN),12.0,3960.0,3960.0,2,2,1746,2.3e-05,0.989604,C,ABC_PARETO,sales_only_v1,draft
TUDOR - CHROMIC BROWN COATED CATGUT ABSORBABLE SUTURE 2-0 C ROUND BODIED - 75CM,14.0,3940.0,4810.0,3,2,1747,2.3e-05,0.989627,C,ABC_PARETO,sales_only_v1,draft
ROYALENATE 84MG/ML (8.4%) 20ML,60.0,3940.0,7101.0,2,2,1748,2.3e-05,0.989649,C,ABC_PARETO,sales_only_v1,draft
CALCIUM GLUCONATE 100MG/ML 10ML,110.0,3938.0,3312.0,3,3,1749,2.3e-05,0.989672,C,ABC_PARETO,sales_only_v1,draft
TUDOR - CHROMIC BROWN CATGUT ABSORBABLE SUTURE 3-0 ROUND BODIED - 75CM,15.0,3930.0,3980.0,3,3,1750,2.3e-05,0.989695,C,ABC_PARETO,sales_only_v1,draft
"LEUKOPLAST 1/2'' (1,25CMX5M)",1.0,3912.0,4218.0,2,2,1751,2.3e-05,0.989718,C,ABC_PARETO,sales_only_v1,draft
ALLIS FORCEFS 7 INCHES,8.0,3904.0,-3904.0,1,1,1752,2.3e-05,0.98974,C,ABC_PARETO,sales_only_v1,draft
FACE SHIELD 6PHP,650.0,3900.0,8216.0,1,1,1753,2.3e-05,0.989763,C,ABC_PARETO,sales_only_v1,draft
UNDERPAD MEDPRO,30.0,3900.0,5100.0,1,1,1754,2.3e-05,0.989785,C,ABC_PARETO,sales_only_v1,draft
BURNSIL 10MG,50.0,3900.0,2900.0,2,1,1755,2.3e-05,0.989808,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE PREP RAZOR-SINGLE EDGE (KAI),3.0,3900.0,2100.0,1,1,1756,2.3e-05,0.98983,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE/TUBERCULIN 1CC 25G (TERUMO),5.0,3900.0,2600.0,1,1,1757,2.3e-05,0.989853,C,ABC_PARETO,sales_only_v1,draft
IV WRIST SPLINT PEDIA SMALL (INDOPLAS),75.0,3900.0,1350.0,2,2,1758,2.3e-05,0.989875,C,ABC_PARETO,sales_only_v1,draft
BLADE HOLDER SIZE 4'' (OLTEN),30.0,3900.0,15180.0,2,2,1759,2.3e-05,0.989898,C,ABC_PARETO,sales_only_v1,draft
PREHEXA CAPSULE,16.0,3888.0,7581.0,3,2,1760,2.2e-05,0.98992,C,ABC_PARETO,sales_only_v1,draft
METMIC 500MG CAP,17.0,3867.5,8079.5,9,5,1761,2.2e-05,0.989943,C,ABC_PARETO,sales_only_v1,draft
DOPAMAINE 250MG,10.0,3860.0,11090.0,1,1,1762,2.2e-05,0.989965,C,ABC_PARETO,sales_only_v1,draft
TELMISARTAN 40MG,35.0,3850.0,19119.81,7,7,1763,2.2e-05,0.989987,C,ABC_PARETO,sales_only_v1,draft
OXYGEN CANNULA NEONATE-SURGITECH,170.0,3850.0,3250.0,2,2,1764,2.2e-05,0.99001,C,ABC_PARETO,sales_only_v1,draft
MAYO SCISSOR CURVE SIZE 6'' OLTEN,10.0,3850.0,3850.0,1,1,1765,2.2e-05,0.990032,C,ABC_PARETO,sales_only_v1,draft
MAYO SCISSOR STRAIGHT SIZE 6'' OLTEN,10.0,3850.0,3850.0,1,1,1766,2.2e-05,0.990054,C,ABC_PARETO,sales_only_v1,draft
METZ SCISSOR CURVE SIZE 6'' OLTEN,10.0,3850.0,3850.0,1,1,1767,2.2e-05,0.990076,C,ABC_PARETO,sales_only_v1,draft
METZ SCISSOR STRAIGHT SIZE 6'' OLTEN,10.0,3850.0,3850.0,1,1,1768,2.2e-05,0.990099,C,ABC_PARETO,sales_only_v1,draft
ENDOTRACHEAL TUBE CUFFED 7.0MM (SEDASENZ),50.0,3800.0,2800.0,2,2,1769,2.2e-05,0.990121,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE 5CC KING MED,20.0,3800.0,5700.0,1,1,1770,2.2e-05,0.990142,C,ABC_PARETO,sales_only_v1,draft
BERCEF 50MG/ML DROPS,94.0,3791.76,9397.24,7,7,1771,2.2e-05,0.990164,C,ABC_PARETO,sales_only_v1,draft
SAPHLEXIN - 250 250MG/5ML,164.0,3772.0,16248.0,3,3,1772,2.2e-05,0.990186,C,ABC_PARETO,sales_only_v1,draft
RHEA 50MG,3.0,3768.0,2906.0,3,2,1773,2.2e-05,0.990208,C,ABC_PARETO,sales_only_v1,draft
APULDON 10MG,47.0,3760.0,41679.7,15,10,1774,2.2e-05,0.99023,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE (3CC/ML) 23GX1 LUER LOCK - DELCARE,16.0,3760.0,3800.0,2,2,1775,2.2e-05,0.990251,C,ABC_PARETO,sales_only_v1,draft
DEXARIL,5.0,3750.0,17850.0,2,2,1776,2.2e-05,0.990273,C,ABC_PARETO,sales_only_v1,draft
SILK BLACK BRAIDED NON ABSORBABLE SUTURE 3-0 CURVED CUTTING - TUDOR 75CM,15.0,3750.0,7455.0,1,1,1777,2.2e-05,0.990295,C,ABC_PARETO,sales_only_v1,draft
HAIR CAP NON WOVEN,25.0,3750.0,3815.0,2,2,1778,2.2e-05,0.990316,C,ABC_PARETO,sales_only_v1,draft
STETHOSCOPE PEDIA,5.0,3750.0,4725.0,1,1,1779,2.2e-05,0.990338,C,ABC_PARETO,sales_only_v1,draft
ALL SILICONE STOMACH TUBE DUODENAL FR16 (PARTNERS),15.0,3750.0,2010.0,1,1,1780,2.2e-05,0.99036,C,ABC_PARETO,sales_only_v1,draft
STERILE LATEX SURGICAL GLOVES 6.5 INDOPLAS,5.0,3750.0,2010.0,1,1,1781,2.2e-05,0.990381,C,ABC_PARETO,sales_only_v1,draft
DOBURIS 50MG/ML 5ML,5.0,3750.0,7986.25,2,2,1782,2.2e-05,0.990403,C,ABC_PARETO,sales_only_v1,draft
BURNSIL 10MG/G(1%W/W) 25G,50.0,3750.0,5335.0,2,2,1783,2.2e-05,0.990425,C,ABC_PARETO,sales_only_v1,draft
FINOX 500MG,13.0,3731.0,8159.0,7,7,1784,2.2e-05,0.990446,C,ABC_PARETO,sales_only_v1,draft
GLASS SLIDES CAT NO. 7102,62.0,3730.0,4180.0,4,4,1785,2.2e-05,0.990468,C,ABC_PARETO,sales_only_v1,draft
GLYCINORM-80 80MG,30.0,3720.0,7893.75,2,2,1786,2.2e-05,0.990489,C,ABC_PARETO,sales_only_v1,draft
GLIZEN 60MG,10.0,3720.0,11160.0,1,1,1787,2.2e-05,0.990511,C,ABC_PARETO,sales_only_v1,draft
AMBUBAG MANUAL RESUSCITATOR ADULT DISPOSABLE (PARTNERS),5.0,3700.0,1950.0,1,1,1788,2.1e-05,0.990532,C,ABC_PARETO,sales_only_v1,draft
XYVEEMOX 625MG TAB,30.0,3690.0,4980.0,1,1,1789,2.1e-05,0.990554,C,ABC_PARETO,sales_only_v1,draft
ROSUVASTATIN CALCIUM FIRSTMED,35.0,3675.0,82075.0,1,1,1790,2.1e-05,0.990575,C,ABC_PARETO,sales_only_v1,draft
ALLECUR 5MG,200.0,3655.0,12193.5,8,7,1791,2.1e-05,0.990596,C,ABC_PARETO,sales_only_v1,draft
PEANS 9 1/2'',6.0,3654.0,-3654.0,1,1,1792,2.1e-05,0.990617,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE DENTAL NEEDLES DENJECT,11.0,3630.0,2255.0,1,1,1793,2.1e-05,0.990638,C,ABC_PARETO,sales_only_v1,draft
VAZI2R 20MG,43.0,3612.0,34700.8,8,7,1794,2.1e-05,0.990659,C,ABC_PARETO,sales_only_v1,draft
NOREPHIMED 1MG/ML (4MG/4ML),7.0,3605.0,15945.0,2,1,1795,2.1e-05,0.99068,C,ABC_PARETO,sales_only_v1,draft
MONILIASOL 500MG,15.0,3600.0,6610.0,6,5,1796,2.1e-05,0.990701,C,ABC_PARETO,sales_only_v1,draft
GAUZE ROLL 28X24 - INDOPLAS,4.0,3600.0,1120.0,1,1,1797,2.1e-05,0.990721,C,ABC_PARETO,sales_only_v1,draft
SAMPLINE LINE,3.0,3600.0,3600.0,1,1,1798,2.1e-05,0.990742,C,ABC_PARETO,sales_only_v1,draft
PULSE OXIMETER,12.0,3600.0,28370.0,3,3,1799,2.1e-05,0.990763,C,ABC_PARETO,sales_only_v1,draft
SPECIMEN CUP NON STERILE GREEN 60ML,600.0,3600.0,1200.0,2,2,1800,2.1e-05,0.990784,C,ABC_PARETO,sales_only_v1,draft
BP APPARATUS DESK TYPE PEDIA-PROHEALTH,3.0,3600.0,90.0,1,1,1801,2.1e-05,0.990805,C,ABC_PARETO,sales_only_v1,draft
PORTABLE HANDHELD MESH NEBULIZER (CAREWELL),2.0,3600.0,13490.0,1,1,1802,2.1e-05,0.990825,C,ABC_PARETO,sales_only_v1,draft
ISOLATION GOWN NON-STERILE,9.0,3600.0,8400.0,2,2,1803,2.1e-05,0.990846,C,ABC_PARETO,sales_only_v1,draft
OXYGEN REGULATOR (INDOPLAS),4.0,3600.0,12360.0,1,1,1804,2.1e-05,0.990867,C,ABC_PARETO,sales_only_v1,draft
BANDAGE SCISSOR 7'' (OLTEN),8.0,3600.0,304.0,1,1,1805,2.1e-05,0.990888,C,ABC_PARETO,sales_only_v1,draft
SPHYGMOMANOMETER ADULT INDOPLAS,6.0,3600.0,5574.0,2,2,1806,2.1e-05,0.990909,C,ABC_PARETO,sales_only_v1,draft
SORBANCE -5 5MG,94.0,3581.33,11078.07,6,5,1807,2.1e-05,0.990929,C,ABC_PARETO,sales_only_v1,draft
COTTON BALLS- TENDERSOFT,20.0,3580.0,1280.0,1,1,1808,2.1e-05,0.99095,C,ABC_PARETO,sales_only_v1,draft
BUSCOFAR 10MG,11.0,3575.0,5040.0,2,2,1809,2.1e-05,0.990971,C,ABC_PARETO,sales_only_v1,draft
DOMPY 1ML/ML,94.0,3572.0,6405.0,3,2,1810,2.1e-05,0.990991,C,ABC_PARETO,sales_only_v1,draft
TERMAGEN 500MG TAB,34.0,3570.0,6430.0,11,9,1811,2.1e-05,0.991012,C,ABC_PARETO,sales_only_v1,draft
AMBIDAZOL 125MG/5ML,210.0,3570.0,4810.4,10,6,1812,2.1e-05,0.991033,C,ABC_PARETO,sales_only_v1,draft
BP ANEROID WITH STETHOSCOPE,4.0,3564.0,4976.0,2,2,1813,2.1e-05,0.991053,C,ABC_PARETO,sales_only_v1,draft
CARDIZAR 50MG,26.0,3554.34,4715.66,12,10,1814,2.1e-05,0.991074,C,ABC_PARETO,sales_only_v1,draft
CALCIGARD-10,15.0,3550.0,4875.0,3,3,1815,2.1e-05,0.991094,C,ABC_PARETO,sales_only_v1,draft
PAPANICOLAU STAIN SET,1.0,3540.0,3540.0,1,1,1816,2e-05,0.991115,C,ABC_PARETO,sales_only_v1,draft
COMOX 500MG/125MG,3.0,3520.8,4879.2,1,1,1817,2e-05,0.991135,C,ABC_PARETO,sales_only_v1,draft
BRODIX 2.5/2.5ML NEB,16.0,3520.0,4496.0,3,3,1818,2e-05,0.991155,C,ABC_PARETO,sales_only_v1,draft
XRAY FIXER XF-25 (FUJI),4.0,3520.0,4414.0,2,2,1819,2e-05,0.991176,C,ABC_PARETO,sales_only_v1,draft
AFB STAIN 500ML (MEDIC),1.0,3520.0,1430.0,1,1,1820,2e-05,0.991196,C,ABC_PARETO,sales_only_v1,draft
QURPHEN 50MG/ML SOLUTION FOR INJECTION,2.0,3520.0,18580.0,1,1,1821,2e-05,0.991217,C,ABC_PARETO,sales_only_v1,draft
MEDRIZINE 5MG/5ML,198.0,3514.5,6697.5,3,1,1822,2e-05,0.991237,C,ABC_PARETO,sales_only_v1,draft
PREHEXA,13.0,3510.0,5089.5,5,5,1823,2e-05,0.991257,C,ABC_PARETO,sales_only_v1,draft
KIDIMEED C PLUS 30ML,135.0,3510.0,15560.0,2,2,1824,2e-05,0.991277,C,ABC_PARETO,sales_only_v1,draft
BLOOD PUMP - ETHOX 1000ML INFUSION BAG,1.0,3500.0,1300.0,1,1,1825,2e-05,0.991298,C,ABC_PARETO,sales_only_v1,draft
FOOD KEEPER,100.0,3500.0,11766.36,1,1,1826,2e-05,0.991318,C,ABC_PARETO,sales_only_v1,draft
FOLEY CATHETER LATEX SILICON COATED FR. 16,5.0,3500.0,1500.0,1,1,1827,2e-05,0.991338,C,ABC_PARETO,sales_only_v1,draft
OXYGEN CANNULA PEDIA - ORMED,100.0,3500.0,100.0,1,1,1828,2e-05,0.991358,C,ABC_PARETO,sales_only_v1,draft
SOLV-8,10.0,3500.0,17740.0,1,1,1829,2e-05,0.991379,C,ABC_PARETO,sales_only_v1,draft
ENTRANCE LOCKSET CLINDRICAL TYPE HEAVY DUTY,10.0,3500.0,4500.0,1,1,1830,2e-05,0.991399,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE ISOLATION GOWN 40GSM,100.0,3500.0,3000.0,2,2,1831,2e-05,0.991419,C,ABC_PARETO,sales_only_v1,draft
ELASTIC BANDAGE 6X5 (SURE-GUARD),100.0,3500.0,300.0,1,1,1832,2e-05,0.991439,C,ABC_PARETO,sales_only_v1,draft
SUCTION SET YANKAUER HANDLE WITH CONTROL WITH 210CM TUBE (SIMPLEX),25.0,3500.0,2250.0,1,1,1833,2e-05,0.991459,C,ABC_PARETO,sales_only_v1,draft
XYCLOVIRAX 400MG,16.66,3500.0,-685.0,3,2,1834,2e-05,0.99148,C,ABC_PARETO,sales_only_v1,draft
GLASS SLIDES CLEAR (SAIL),70.0,3500.0,640.0,2,1,1835,2e-05,0.9915,C,ABC_PARETO,sales_only_v1,draft
RABAPHEN 50MG/ML IV,17.0,3485.0,12664.6,4,3,1836,2e-05,0.99152,C,ABC_PARETO,sales_only_v1,draft
MEOXICLAV-DS 457MG/5ML,24.0,3480.0,1104.0,1,1,1837,2e-05,0.99154,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE 10CC 23GX1 (SUREGUARD),12.0,3480.0,12276.0,1,1,1838,2e-05,0.99156,C,ABC_PARETO,sales_only_v1,draft
SYRINGE 3CC G23X1 PARTNERS,17.0,3468.0,3852.0,2,2,1839,2e-05,0.99158,C,ABC_PARETO,sales_only_v1,draft
PARADOX TAB,15.0,3450.0,7200.0,2,2,1840,2e-05,0.9916,C,ABC_PARETO,sales_only_v1,draft
NITRILE EXAMINATION GLOVES SMALL INDOPLAS,15.0,3450.0,1545.0,1,1,1841,2e-05,0.99162,C,ABC_PARETO,sales_only_v1,draft
THUMB FORCEP 5 1/2'' (OLTEN),14.0,3444.0,3416.0,1,1,1842,2e-05,0.99164,C,ABC_PARETO,sales_only_v1,draft
MULTILEM 60ML,215.0,3440.0,12667.5,4,4,1843,2e-05,0.99166,C,ABC_PARETO,sales_only_v1,draft
URINE COLLECTOR PEDIA 100ML (INDOPLAS),8.0,3440.0,1720.0,3,3,1844,2e-05,0.99168,C,ABC_PARETO,sales_only_v1,draft
ELASTIC BANDAGE 3X5 (SURE-GUARD),160.0,3440.0,1560.0,3,3,1845,2e-05,0.9917,C,ABC_PARETO,sales_only_v1,draft
NORBIT,3.0,3429.0,3429.0,1,1,1846,2e-05,0.99172,C,ABC_PARETO,sales_only_v1,draft
AMBTOCYN 10IU,50.0,3407.0,45431.0,3,3,1847,2e-05,0.991739,C,ABC_PARETO,sales_only_v1,draft
ATORSAPH-80MG NELPA,10.0,3400.0,19100.0,1,1,1848,2e-05,0.991759,C,ABC_PARETO,sales_only_v1,draft
BLOOD TRANSFUSION SET (TERUMO),50.0,3400.0,2350.0,1,1,1849,2e-05,0.991779,C,ABC_PARETO,sales_only_v1,draft
MYREVIT 120ML,100.0,3400.0,16000.0,1,1,1850,2e-05,0.991798,C,ABC_PARETO,sales_only_v1,draft
FERRICORE 325MG TAB,50.0,3400.0,9062.5,1,1,1851,2e-05,0.991818,C,ABC_PARETO,sales_only_v1,draft
REMEF 500MG,44.0,3388.0,1584.0,1,1,1852,2e-05,0.991837,C,ABC_PARETO,sales_only_v1,draft
NATRASOL 50MG,30.0,3360.0,24388.0,5,5,1853,1.9e-05,0.991857,C,ABC_PARETO,sales_only_v1,draft
TRACHEOSTOMY MASK ADULT (AIRLIFE),12.0,3360.0,1140.0,2,2,1854,1.9e-05,0.991876,C,ABC_PARETO,sales_only_v1,draft
BABY LOTION 50ML (JOHNSON),61.0,3339.68,1540.32,4,3,1855,1.9e-05,0.991896,C,ABC_PARETO,sales_only_v1,draft
MUPIROW 20MG/G (2%) 5G,101.0,3333.0,12372.0,8,6,1856,1.9e-05,0.991915,C,ABC_PARETO,sales_only_v1,draft
VERTISAPH-8,13.01,3317.55,5952.45,3,2,1857,1.9e-05,0.991934,C,ABC_PARETO,sales_only_v1,draft
DEXTROSE PLAIN 0.9% SODIUM CHLORIDE PNSS 500ML (EUROMED),48.0,3312.0,4968.0,2,2,1858,1.9e-05,0.991953,C,ABC_PARETO,sales_only_v1,draft
RAHMACIN 125MG/60ML,30.0,3300.0,3577.5,1,1,1859,1.9e-05,0.991972,C,ABC_PARETO,sales_only_v1,draft
CALMSAPH 200MG/100MG - ANTACID,61.0,3295.0,8415.0,8,6,1860,1.9e-05,0.991991,C,ABC_PARETO,sales_only_v1,draft
GIRAN-8 8MG,25.33,3293.33,21196.65,4,2,1861,1.9e-05,0.99201,C,ABC_PARETO,sales_only_v1,draft
ACCEDOME 1MG/ML 60ML,70.0,3290.0,14140.0,1,1,1862,1.9e-05,0.992029,C,ABC_PARETO,sales_only_v1,draft
SAPHVAS - 20,42.0,3276.0,26208.0,8,7,1863,1.9e-05,0.992048,C,ABC_PARETO,sales_only_v1,draft
HYOSAPH 20MG/ML SOLUTION FOR INJECTION,20.0,3260.0,7540.0,1,1,1864,1.9e-05,0.992067,C,ABC_PARETO,sales_only_v1,draft
AZMONT 10MG,10.0,3250.0,30740.0,1,1,1865,1.9e-05,0.992086,C,ABC_PARETO,sales_only_v1,draft
LAVENDER TOP : 0.5ML (EDTA),5.0,3250.0,2985.0,1,1,1866,1.9e-05,0.992105,C,ABC_PARETO,sales_only_v1,draft
PHYTOCARE 10MG/ML,25.0,3250.0,9700.0,2,1,1867,1.9e-05,0.992123,C,ABC_PARETO,sales_only_v1,draft
YELLOW TOP : GEL CLOT ACTIVATOR TUBE 0.5ML (KINGMED),5.0,3250.0,-600.0,1,1,1868,1.9e-05,0.992142,C,ABC_PARETO,sales_only_v1,draft
ELASTIC BANDAGE 4X5 (PARTNERS),108.0,3240.0,1080.0,2,2,1869,1.9e-05,0.992161,C,ABC_PARETO,sales_only_v1,draft
