product,quantity,revenue,gross_margin,row_count,active_months,rank,revenue_share,cumulative_revenue_share,abc_class,model_code,model_version,review_status
INFUSION SET MACRO DROP 20DROPS/ML UNIMEX,1150.0,23000.0,115250.0,2,2,797,0.000133,0.932543,B,ABC_PARETO,sales_only_v1,draft
ISOPROPHYL ALCOHOL 70% GALLON (ALCORADE),100.0,23000.0,29100.0,1,1,798,0.000133,0.932676,B,ABC_PARETO,sales_only_v1,draft
ETHYL ALCOHOL 70% GALLON (ALCORADE),100.0,23000.0,17000.0,1,1,799,0.000133,0.932809,B,ABC_PARETO,sales_only_v1,draft
ACCEDIAZINE 10MG/G (1% W/W) 25G,365.0,22995.0,27375.0,1,1,800,0.000133,0.932942,B,ABC_PARETO,sales_only_v1,draft
SANIX 200MG,163.33,22951.63,118443.66,14,9,801,0.000133,0.933074,B,ABC_PARETO,sales_only_v1,draft
GIAN ZINC 120ML SYR,270.0,22950.0,27905.5,27,21,802,0.000133,0.933207,B,ABC_PARETO,sales_only_v1,draft
ISOKET 1MG/1ML,3.0,22942.2,16447.4,3,2,803,0.000133,0.933339,B,ABC_PARETO,sales_only_v1,draft
UNISOL-M,59.0,22715.0,73000.0,6,4,804,0.000131,0.933471,B,ABC_PARETO,sales_only_v1,draft
TRANSPORE 1 INCH 3M 1527-1,30.0,22500.0,17500.0,4,4,805,0.00013,0.933601,B,ABC_PARETO,sales_only_v1,draft
STERILE LATEX SURGICAL GLOVES #7,30.0,22500.0,25050.0,2,1,806,0.00013,0.933731,B,ABC_PARETO,sales_only_v1,draft
SURGICAL GLOVES STERILE 7.5,30.0,22500.0,18000.0,1,1,807,0.00013,0.933861,B,ABC_PARETO,sales_only_v1,draft
ERZIN 500MG TAB,50.0,22500.0,37450.0,1,1,808,0.00013,0.933991,B,ABC_PARETO,sales_only_v1,draft
FACE MASK EARLOOP,460.0,22300.0,83770.0,6,5,809,0.000129,0.93412,B,ABC_PARETO,sales_only_v1,draft
MULTILEM 100MG-DROPS,1232.0,22246.0,18672.0,6,6,810,0.000129,0.934248,B,ABC_PARETO,sales_only_v1,draft
MANNITOL 500ML,120.0,22200.0,6744.0,2,2,811,0.000128,0.934377,B,ABC_PARETO,sales_only_v1,draft
ENOXAGET-60 60MG/0.6ML,30.0,22200.0,16650.0,2,1,812,0.000128,0.934505,B,ABC_PARETO,sales_only_v1,draft
HBSAG - RIGHT SIGN,330.0,22176.0,10473.0,2,2,813,0.000128,0.934633,B,ABC_PARETO,sales_only_v1,draft
METRICIDE,17.0,22100.0,21700.0,4,3,814,0.000128,0.934761,B,ABC_PARETO,sales_only_v1,draft
FACE SHIELD,2760.0,22080.0,98237.42,6,5,815,0.000128,0.934888,B,ABC_PARETO,sales_only_v1,draft
SQCEF 250MG,235.0,22080.0,41466.5,6,6,816,0.000128,0.935016,B,ABC_PARETO,sales_only_v1,draft
ALCOHOL 70% ETHYL BESTLAB,45.0,22038.75,2846.25,2,2,817,0.000127,0.935143,B,ABC_PARETO,sales_only_v1,draft
OXAN 500MG,120.0,22000.0,76700.0,3,3,818,0.000127,0.935271,B,ABC_PARETO,sales_only_v1,draft
PLETAXOL 50MG,100.0,22000.0,105000.0,2,2,819,0.000127,0.935398,B,ABC_PARETO,sales_only_v1,draft
MEDICAL BED 2 CRANKS,2.0,22000.0,20000.0,1,1,820,0.000127,0.935525,B,ABC_PARETO,sales_only_v1,draft
CIPROGYL 2MG/ML (200MG/100ML) 100ML,1000.0,22000.0,14620.0,1,1,821,0.000127,0.935652,B,ABC_PARETO,sales_only_v1,draft
MULTI-GROW VITAMIN DROPS,314.0,21980.0,26355.0,5,2,822,0.000127,0.935779,B,ABC_PARETO,sales_only_v1,draft
IRBIN 150MG TAB,96.0,21888.0,60417.0,7,6,823,0.000127,0.935906,B,ABC_PARETO,sales_only_v1,draft
INSTRUMENT TRAY WITH COVER STAINLESS STEEL 10X8X2.5 (OLTEN),17.0,21845.0,15130.0,2,2,824,0.000126,0.936032,B,ABC_PARETO,sales_only_v1,draft
ERGOMET 200 MCG/ML,104.0,21762.0,46053.0,5,5,825,0.000126,0.936158,B,ABC_PARETO,sales_only_v1,draft
CENDALEX 100MG/ML DROPS,649.0,21708.7,44996.7,35,23,826,0.000125,0.936283,B,ABC_PARETO,sales_only_v1,draft
SAPHIXIME 200MG,116.66,21699.98,119759.44,8,8,827,0.000125,0.936409,B,ABC_PARETO,sales_only_v1,draft
BETASOL 10% SOLUTION ANTISEPTIC,36.0,21680.0,25610.0,4,3,828,0.000125,0.936534,B,ABC_PARETO,sales_only_v1,draft
DOPAN 200MG/5ML,98.0,21616.0,88322.82,13,10,829,0.000125,0.936659,B,ABC_PARETO,sales_only_v1,draft
VOLUMETRIC SET 150ML POLYMED,200.0,21600.0,8800.0,1,1,830,0.000125,0.936784,B,ABC_PARETO,sales_only_v1,draft
NOVAC PLUS 1G/500MG,480.0,21600.0,8822.4,3,3,831,0.000125,0.936908,B,ABC_PARETO,sales_only_v1,draft
AMBIMOX 500MG CAP,137.0,21589.0,64580.5,6,6,832,0.000125,0.937033,B,ABC_PARETO,sales_only_v1,draft
DUVAGEN 10MG,59.0,21535.0,41615.01,8,3,833,0.000124,0.937158,B,ABC_PARETO,sales_only_v1,draft
XELIC 400MG,34.0,21250.0,131036.0,1,1,834,0.000123,0.937281,B,ABC_PARETO,sales_only_v1,draft
ANIN 50,250.0,21250.0,53250.0,1,1,835,0.000123,0.937403,B,ABC_PARETO,sales_only_v1,draft
FUROXIDE 10MG/2ML,327.0,21205.0,122220.0,26,15,836,0.000123,0.937526,B,ABC_PARETO,sales_only_v1,draft
EMICOX 200MG,107.0,21186.0,37774.0,7,4,837,0.000122,0.937648,B,ABC_PARETO,sales_only_v1,draft
METZENBAUM CURVE SIZE 7'' (OLTEN),50.0,21150.0,42550.0,1,1,838,0.000122,0.937771,B,ABC_PARETO,sales_only_v1,draft
ACCU-CHECK INSTANT 100STRIPS,13.5,21060.0,25870.0,3,3,839,0.000122,0.937892,B,ABC_PARETO,sales_only_v1,draft
CAPILLARY TUBE,32.0,21000.0,24080.0,5,4,840,0.000121,0.938014,B,ABC_PARETO,sales_only_v1,draft
ATOVAS 80MG,94.0,20981.74,54046.66,7,6,841,0.000121,0.938135,B,ABC_PARETO,sales_only_v1,draft
PARA500,332.0,20818.0,35663.5,22,10,842,0.00012,0.938255,B,ABC_PARETO,sales_only_v1,draft
ADULT DIAPER MEDIUM-SURE GUARD,130.0,20800.0,6170.0,2,2,843,0.00012,0.938375,B,ABC_PARETO,sales_only_v1,draft
VALERI 1MG/G (0.1% W/W) 10G,650.0,20800.0,24700.0,2,2,844,0.00012,0.938496,B,ABC_PARETO,sales_only_v1,draft
VITAMIN B1+B6+B12 FIRSTMED,244.0,20740.0,53722.0,15,10,845,0.00012,0.938616,B,ABC_PARETO,sales_only_v1,draft
FLEXIMA APDL PIGTAIL CATHETER FR10,5.0,20700.0,20500.0,1,1,846,0.00012,0.938735,B,ABC_PARETO,sales_only_v1,draft
FLEXIMA APDL PIGTAIL CATHETER FR12,5.0,20700.0,20500.0,1,1,847,0.00012,0.938855,B,ABC_PARETO,sales_only_v1,draft
RUCEF 500MG,20.0,20600.0,87300.0,2,2,848,0.000119,0.938974,B,ABC_PARETO,sales_only_v1,draft
EMZART 80,78.0,20592.0,41382.0,15,7,849,0.000119,0.939093,B,ABC_PARETO,sales_only_v1,draft
GAUZE PAD STERILE 4''X8''X8PLY 28X24 MESH (PARTNERS),158.0,20540.0,22830.0,2,2,850,0.000119,0.939212,B,ABC_PARETO,sales_only_v1,draft
GLYCINORM 80MG TAB,179.22,20509.58,100347.22,13,10,851,0.000119,0.93933,B,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE 5CC - SUREGUARD,82.0,20500.0,45674.0,2,2,852,0.000118,0.939449,B,ABC_PARETO,sales_only_v1,draft
SAPHLOR-100,130.0,20400.0,34400.0,6,5,853,0.000118,0.939567,B,ABC_PARETO,sales_only_v1,draft
HIZON,21.0,20370.0,18340.0,4,4,854,0.000118,0.939684,B,ABC_PARETO,sales_only_v1,draft
BABY OIL 50ML (JOHNSON),424.0,20203.28,7436.72,15,11,855,0.000117,0.939801,B,ABC_PARETO,sales_only_v1,draft
ANIFER 190MG,263.79,20133.72,103834.28,14,11,856,0.000116,0.939917,B,ABC_PARETO,sales_only_v1,draft
MALUNGGAY CAPSULE,50.0,20000.0,12500.0,1,1,857,0.000116,0.940033,B,ABC_PARETO,sales_only_v1,draft
CLEANING AND CALIBRATION/CALIBRATION VERIFCATION,2.0,20000.0,15000.0,2,2,858,0.000116,0.940149,B,ABC_PARETO,sales_only_v1,draft
IV CANNULALUER LOCK G26 0.6X19MM (BD),5.0,20000.0,30000.0,2,1,859,0.000116,0.940264,B,ABC_PARETO,sales_only_v1,draft
HEMAQUICK STAIN - MEDIC,5.0,19906.0,19708.0,4,4,860,0.000115,0.940379,B,ABC_PARETO,sales_only_v1,draft
FERGLOBIN FA 60MG/400MCG,61.0,19825.0,31897.04,14,12,861,0.000115,0.940494,B,ABC_PARETO,sales_only_v1,draft
SAPHCLAZIDE 60 GLICLAZIDE TABLET,40.0,19800.0,40600.0,1,1,862,0.000114,0.940608,B,ABC_PARETO,sales_only_v1,draft
KODAK MEDICAL X-RAY FILM ( GEN PURPOSE GREEN ) 11X14IN,6.0,19800.0,5610.0,1,1,863,0.000114,0.940723,B,ABC_PARETO,sales_only_v1,draft
CINNABLOC 75MG,370.0,19780.0,37653.0,38,24,864,0.000114,0.940837,B,ABC_PARETO,sales_only_v1,draft
TORVASTATIN 20MG,200.0,19600.0,110000.0,2,2,865,0.000113,0.94095,B,ABC_PARETO,sales_only_v1,draft
MIXCLAV 250MG/62.5MG 5ML,200.0,19600.0,55200.0,1,1,866,0.000113,0.941064,B,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE/TUBERCULIN 1CC 25GX5/8 (TERUMO),20.0,19600.0,3800.0,1,1,867,0.000113,0.941177,B,ABC_PARETO,sales_only_v1,draft
SYRINGE 5CC SURESHOT,100.0,19500.0,61100.0,1,1,868,0.000113,0.94129,B,ABC_PARETO,sales_only_v1,draft
CONDOM NATURAL 3'S (TRUST),1000.0,19497.0,60503.0,1,1,869,0.000113,0.941402,B,ABC_PARETO,sales_only_v1,draft
NYESECOD 50MG,28.0,19460.0,32515.0,3,2,870,0.000112,0.941515,B,ABC_PARETO,sales_only_v1,draft
CENDALEX 250MG/5ML SUS,327.0,19456.5,36122.7,22,11,871,0.000112,0.941627,B,ABC_PARETO,sales_only_v1,draft
HISTARIL 2MG/100MG CAP,86.24,19404.0,42884.92,24,10,872,0.000112,0.941739,B,ABC_PARETO,sales_only_v1,draft
URINE BAG ADULT 2000ML PARTNERS,875.0,19250.0,6570.0,5,5,873,0.000111,0.941851,B,ABC_PARETO,sales_only_v1,draft
CADAVER BAG,50.0,19250.0,21600.0,1,1,874,0.000111,0.941962,B,ABC_PARETO,sales_only_v1,draft
HISTARIL 1MG/50MG/5ML SYR,665.0,19227.2,44377.4,40,22,875,0.000111,0.942073,B,ABC_PARETO,sales_only_v1,draft
DIGITAL THERMOMETER (SURGITECH),295.0,19175.0,12757.5,7,5,876,0.000111,0.942184,B,ABC_PARETO,sales_only_v1,draft
MULTI-GROW 30ML,272.0,19040.0,31316.0,11,9,877,0.00011,0.942294,B,ABC_PARETO,sales_only_v1,draft
ECG MACHINE EDAN SINGLE CHANNEL,1.0,19000.0,100500.0,1,1,878,0.00011,0.942404,B,ABC_PARETO,sales_only_v1,draft
LUBRICATING JELLY 3G (ORMED),20.0,19000.0,40700.0,1,1,879,0.00011,0.942513,B,ABC_PARETO,sales_only_v1,draft
MAYO SCISSOR STRAIGHT SIZE 7'' (OLTEN),40.0,18920.0,14740.0,3,1,880,0.000109,0.942623,B,ABC_PARETO,sales_only_v1,draft
INSULIN SYRINGE SIMPLEX,42.0,18900.0,57540.0,1,1,881,0.000109,0.942732,B,ABC_PARETO,sales_only_v1,draft
EUROZYLLIN 1G,900.0,18900.0,7722.0,2,1,882,0.000109,0.942841,B,ABC_PARETO,sales_only_v1,draft
CO-AXIAL NEEDLE G17 X 9.6CM (CURWAY),2.0,18880.0,18700.0,1,1,883,0.000109,0.94295,B,ABC_PARETO,sales_only_v1,draft
DULXATIVE,52.0,18876.0,6182.0,6,4,884,0.000109,0.94306,B,ABC_PARETO,sales_only_v1,draft
AMBISOR,50.0,18850.0,28570.0,4,3,885,0.000109,0.943168,B,ABC_PARETO,sales_only_v1,draft
LUBRICATING JELLY 150G,143.0,18780.0,9111.2,4,4,886,0.000109,0.943277,B,ABC_PARETO,sales_only_v1,draft
ROSVA 10-10MG,75.0,18750.0,36405.0,14,6,887,0.000108,0.943385,B,ABC_PARETO,sales_only_v1,draft
ISOLYTE 30MG TAB,76.0,18720.0,24965.25,9,5,888,0.000108,0.943494,B,ABC_PARETO,sales_only_v1,draft
ASTHAVERT-250 25MCG/250MCG,72.0,18720.0,16992.0,2,1,889,0.000108,0.943602,B,ABC_PARETO,sales_only_v1,draft
B-LACT,170.0,18700.0,20500.0,3,2,890,0.000108,0.94371,B,ABC_PARETO,sales_only_v1,draft
CIXTOR-Z MAX 500MG/10MG/1000IU,42.0,18690.0,50699.9,17,12,891,0.000108,0.943818,B,ABC_PARETO,sales_only_v1,draft
TORVASTATIN 40MG,120.0,18600.0,35400.0,3,1,892,0.000108,0.943925,B,ABC_PARETO,sales_only_v1,draft
DEVELOPER SHARP AR 5618,2.0,18580.0,15465.0,2,2,893,0.000107,0.944033,B,ABC_PARETO,sales_only_v1,draft
KOXIB 200MG CAP,20.0,18500.0,37500.0,4,3,894,0.000107,0.94414,B,ABC_PARETO,sales_only_v1,draft
IV CANNULA 26G - HEXACARE,23.0,18400.0,46391.0,3,2,895,0.000106,0.944246,B,ABC_PARETO,sales_only_v1,draft
CENDALEX 100MG/ML,514.0,18349.8,42949.2,30,19,896,0.000106,0.944352,B,ABC_PARETO,sales_only_v1,draft
SAPHLECOX 400,40.5,18225.0,101836.75,4,4,897,0.000105,0.944457,B,ABC_PARETO,sales_only_v1,draft
NURAMINE FORTE 100MG/100MG/1MG SOL FOR I.V,185.3,18159.4,148610.6,4,3,898,0.000105,0.944562,B,ABC_PARETO,sales_only_v1,draft
"YANKAUER W/ CONNECTING TUBE 1/4"" X 2.0M",139.0,18070.0,18070.0,6,6,899,0.000104,0.944667,B,ABC_PARETO,sales_only_v1,draft
DIADIPINE 5MG,328.0,18040.0,295200.0,1,1,900,0.000104,0.944771,B,ABC_PARETO,sales_only_v1,draft
D5LR 1000ML,300.0,18000.0,24000.0,1,1,901,0.000104,0.944875,B,ABC_PARETO,sales_only_v1,draft
NON VENTED MASK SMALL (EASEFIT),4.0,18000.0,10700.0,3,3,902,0.000104,0.944979,B,ABC_PARETO,sales_only_v1,draft
KODAK MEDICAL X-RAY FILM 10X12,6.0,18000.0,2148.0,1,1,903,0.000104,0.945083,B,ABC_PARETO,sales_only_v1,draft
SURRMED MEDICAL REGULATOR OXYGEN,20.0,18000.0,13400.0,1,1,904,0.000104,0.945187,B,ABC_PARETO,sales_only_v1,draft
ARMY NAVY 8''X1/2''X1/4'',20.0,17960.0,10760.0,2,1,905,0.000104,0.945291,B,ABC_PARETO,sales_only_v1,draft
CLODIN 75MCG,46.0,17948.0,23764.5,7,5,906,0.000104,0.945395,B,ABC_PARETO,sales_only_v1,draft
KETOROBAS 30MG/ML,97.0,17890.0,22004.5,10,8,907,0.000103,0.945498,B,ABC_PARETO,sales_only_v1,draft
ALVICA INTENSE 70ML,76.0,17860.0,20679.96,7,5,908,0.000103,0.945601,B,ABC_PARETO,sales_only_v1,draft
RESPINAL 500MG,42.0,17850.0,41940.0,12,9,909,0.000103,0.945705,B,ABC_PARETO,sales_only_v1,draft
SANOVIZ OB PLUS,34.0,17850.0,37661.0,6,5,910,0.000103,0.945808,B,ABC_PARETO,sales_only_v1,draft
FEROLEM 150MG,944.0,17836.0,12456.0,8,6,911,0.000103,0.945911,B,ABC_PARETO,sales_only_v1,draft
BUFEN 200MG/5ML,372.0,17670.0,25434.85,25,17,912,0.000102,0.946013,B,ABC_PARETO,sales_only_v1,draft
FENTIN 50MG/ML,14.0,17640.0,27720.0,3,2,913,0.000102,0.946115,B,ABC_PARETO,sales_only_v1,draft
FACEMASK BLUE,294.0,17640.0,39878.0,10,4,914,0.000102,0.946217,B,ABC_PARETO,sales_only_v1,draft
FR 16 FOLEY BALLOON CATHETER SILKY GOLD (RIBBEL STERILE),440.0,17600.0,90000.0,2,2,915,0.000102,0.946319,B,ABC_PARETO,sales_only_v1,draft
"IV CANNULA G.24 WINGED G24 X 1/4"" - B BRAUN",8.0,17600.0,37600.0,1,1,916,0.000102,0.94642,B,ABC_PARETO,sales_only_v1,draft
SANITREX MATERNITY PAD,200.0,17600.0,2800.0,1,1,917,0.000102,0.946522,B,ABC_PARETO,sales_only_v1,draft
IV CANNULA 24G - HEXACARE,22.0,17600.0,25784.0,3,2,918,0.000102,0.946624,B,ABC_PARETO,sales_only_v1,draft
AMBU BAG ADULT (PRIMAPLUS),13.0,17550.0,11910.0,3,1,919,0.000101,0.946725,B,ABC_PARETO,sales_only_v1,draft
IV CANNULA 22G - HEXACARE,25.0,17500.0,31800.0,3,2,920,0.000101,0.946826,B,ABC_PARETO,sales_only_v1,draft
SAPHIXIME 400MG,100.0,17500.0,600.0,1,1,921,0.000101,0.946927,B,ABC_PARETO,sales_only_v1,draft
MIROCID 5G,333.0,17430.0,25170.0,9,6,922,0.000101,0.947028,B,ABC_PARETO,sales_only_v1,draft
STABUFOST 40MG,40.0,17400.0,54600.0,2,2,923,0.000101,0.947129,B,ABC_PARETO,sales_only_v1,draft
"XYLODENT 20MG/ML (2%)/1: 100,000 1.8ML",20.0,17400.0,12208.0,4,3,924,0.000101,0.947229,B,ABC_PARETO,sales_only_v1,draft
LPG GAS REFILL,12.0,17378.0,6082.0,1,1,925,0.0001,0.94733,B,ABC_PARETO,sales_only_v1,draft
BUFEN 200MG/ML,479.0,17294.5,35826.14,26,19,926,0.0001,0.94743,B,ABC_PARETO,sales_only_v1,draft
CYFROX 500MG,112.62,17255.8,69275.2,16,13,927,0.0001,0.947529,B,ABC_PARETO,sales_only_v1,draft
STRAIGHT KELLY 7'',40.0,17240.0,-17240.0,2,1,928,0.0001,0.947629,B,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE WITHOUT NEEDLE 50CC/ML (TERUMO),28.0,17200.0,15300.0,5,5,929,9.9e-05,0.947728,B,ABC_PARETO,sales_only_v1,draft
MULTIVITA,307.0,17114.0,168488.4,14,8,930,9.9e-05,0.947827,B,ABC_PARETO,sales_only_v1,draft
OFPLEMED 300MG SYRUP 60ML,652.0,17059.0,44143.0,12,9,931,9.9e-05,0.947926,B,ABC_PARETO,sales_only_v1,draft
ALCOHOL ISOPROPHYL 70% - ANGEL,42.0,17010.0,13510.0,2,2,932,9.8e-05,0.948024,B,ABC_PARETO,sales_only_v1,draft
GLOVES 7.5 ( STERILE / POWDERED) - DR. CARE,20.0,17000.0,30940.0,1,1,933,9.8e-05,0.948123,B,ABC_PARETO,sales_only_v1,draft
IV CANNULA G.24 INTROCAN B BRAUN,4.0,17000.0,6400.0,1,1,934,9.8e-05,0.948221,B,ABC_PARETO,sales_only_v1,draft
STETHOSCOPE CLASSIC III ADULT (LITTMAN),2.0,17000.0,16990.0,1,1,935,9.8e-05,0.948319,B,ABC_PARETO,sales_only_v1,draft
EMERGENCY CART STAINLESS WITH DRAWER,1.0,17000.0,600.0,1,1,936,9.8e-05,0.948417,B,ABC_PARETO,sales_only_v1,draft
MICROTAINER LAVENDER TOP 0.5ML,32.0,16960.0,22096.0,2,2,937,9.8e-05,0.948515,B,ABC_PARETO,sales_only_v1,draft
AMOLTEX 2MG/5ML,611.0,16958.0,41150.0,24,15,938,9.8e-05,0.948613,B,ABC_PARETO,sales_only_v1,draft
AWANAY FORTE 500MG,59.0,16825.0,20425.0,6,3,939,9.7e-05,0.948711,B,ABC_PARETO,sales_only_v1,draft
OPRA-40 40MG,37.0,16816.5,37579.5,9,6,940,9.7e-05,0.948808,B,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE 5CC - TERUMO,28.0,16800.0,16156.0,1,1,941,9.7e-05,0.948905,B,ABC_PARETO,sales_only_v1,draft
ALCOHOL ADAMSON ISOPROPYL 70%,400.0,16800.0,18000.0,1,1,942,9.7e-05,0.949002,B,ABC_PARETO,sales_only_v1,draft
SURGICAL BLADE #20 SURGITECH,60.0,16800.0,14674.0,5,3,943,9.7e-05,0.949099,B,ABC_PARETO,sales_only_v1,draft
DEXTROSE PLAIN LACTATED RINGERS PLR 1000ML (EUROMED),240.0,16800.0,5510.4,1,1,944,9.7e-05,0.949196,B,ABC_PARETO,sales_only_v1,draft
AUTOMATIC BIOPSY NEEDLE G14 X 10CM (CURWAY) 5'S,1.0,16791.0,16699.0,1,1,945,9.7e-05,0.949293,B,ABC_PARETO,sales_only_v1,draft
EUROZINE 20MG,88.0,16720.0,34380.0,10,7,946,9.7e-05,0.94939,B,ABC_PARETO,sales_only_v1,draft
IMATET,25.0,16675.0,26325.0,3,3,947,9.6e-05,0.949486,B,ABC_PARETO,sales_only_v1,draft
GREAT GLOVE - LARGE,52.0,16640.0,8320.0,1,1,948,9.6e-05,0.949582,B,ABC_PARETO,sales_only_v1,draft
REPAIRS - RESPICARE (TOCO SENSOR),1.0,16573.66,7926.34,1,1,949,9.6e-05,0.949678,B,ABC_PARETO,sales_only_v1,draft
RESPI-SAPH 250MCG,23.0,16560.0,25390.0,2,2,950,9.6e-05,0.949774,B,ABC_PARETO,sales_only_v1,draft
NEEDLE TERUMO AGANI - 25G X 5/8 (16MM),57.0,16530.0,19578.0,2,1,951,9.6e-05,0.949869,B,ABC_PARETO,sales_only_v1,draft
VAZI2R 80MG,56.0,16520.0,13367.0,7,4,952,9.5e-05,0.949965,B,ABC_PARETO,sales_only_v1,draft
ACETYLCYSTEINE 600MG (CYSAPHTEINE),130.0,16510.0,15190.0,3,2,953,9.5e-05,0.95006,C,ABC_PARETO,sales_only_v1,draft
CONCRETE BUGGY,3.0,16500.0,10965.0,1,1,954,9.5e-05,0.950156,C,ABC_PARETO,sales_only_v1,draft
TROPIN 1MG/ML IM/IV/SC,78.5,16485.0,50755.0,14,4,955,9.5e-05,0.950251,C,ABC_PARETO,sales_only_v1,draft
CATAMED 75MCG,42.0,16448.0,40186.0,8,7,956,9.5e-05,0.950346,C,ABC_PARETO,sales_only_v1,draft
DULAX 3.35MG,173.0,16435.0,26854.3,8,4,957,9.5e-05,0.950441,C,ABC_PARETO,sales_only_v1,draft
ATORSAPH - 10MG,657.0,16425.0,99447.5,15,11,958,9.5e-05,0.950536,C,ABC_PARETO,sales_only_v1,draft
SALMONELA TYPHI,2.0,16400.0,16400.0,1,1,959,9.5e-05,0.950631,C,ABC_PARETO,sales_only_v1,draft
RANITEIN 150MG,134.6,16397.4,70398.51,17,9,960,9.5e-05,0.950725,C,ABC_PARETO,sales_only_v1,draft
FEBULAS 40-40MG,78.0,16380.0,98936.3,6,4,961,9.5e-05,0.95082,C,ABC_PARETO,sales_only_v1,draft
JAGAPLEX SYR 120ML,304.0,16370.4,25058.8,20,11,962,9.5e-05,0.950915,C,ABC_PARETO,sales_only_v1,draft
COTTON ROLL 400G (TENDERSOFT),109.0,16350.0,14415.0,4,3,963,9.4e-05,0.951009,C,ABC_PARETO,sales_only_v1,draft
GIOCILLIN 1G,52.0,16342.04,35017.96,5,3,964,9.4e-05,0.951104,C,ABC_PARETO,sales_only_v1,draft
HAVIDONE - POVIDONE IODINE - 10%,34.0,16320.0,37656.0,4,4,965,9.4e-05,0.951198,C,ABC_PARETO,sales_only_v1,draft
BANDAGE SCISSOR SIZE 7'' (OLTEN),30.0,16320.0,12900.0,1,1,966,9.4e-05,0.951292,C,ABC_PARETO,sales_only_v1,draft
CINNABLOC 25MG TAB,81.19,16238.0,27733.0,23,15,967,9.4e-05,0.951386,C,ABC_PARETO,sales_only_v1,draft
PARASAPH 500MG,231.0,16208.0,43598.6,24,12,968,9.4e-05,0.95148,C,ABC_PARETO,sales_only_v1,draft
TYPING SERA,18.0,16200.0,16246.0,3,3,969,9.4e-05,0.951574,C,ABC_PARETO,sales_only_v1,draft
IV CANNULA G24-CATHULA,9.0,16200.0,8100.0,1,1,970,9.4e-05,0.951667,C,ABC_PARETO,sales_only_v1,draft
OXYGEN MASK PEDIA (SURGITECH),450.0,16200.0,14224.5,4,2,971,9.4e-05,0.951761,C,ABC_PARETO,sales_only_v1,draft
GAUZE PAD 4X4X8 PLY 28X24 MESH,64.0,16000.0,26240.0,1,1,972,9.2e-05,0.951853,C,ABC_PARETO,sales_only_v1,draft
MORNEM 1G,100.0,16000.0,54000.0,1,1,973,9.2e-05,0.951946,C,ABC_PARETO,sales_only_v1,draft
FORMET 500MG,213.0,15987.0,79472.5,21,14,974,9.2e-05,0.952038,C,ABC_PARETO,sales_only_v1,draft
ALVICA INTENSE SPRAY 70ML,68.0,15980.0,16572.07,8,5,975,9.2e-05,0.952131,C,ABC_PARETO,sales_only_v1,draft
SYRINGE 10CC G23X1 PRIME,55.0,15950.0,51205.0,4,3,976,9.2e-05,0.952223,C,ABC_PARETO,sales_only_v1,draft
ZINCBOS 60ML,880.0,15944.0,45217.2,8,6,977,9.2e-05,0.952315,C,ABC_PARETO,sales_only_v1,draft
AMINOLEBAN,10.0,15930.0,15930.0,1,1,978,9.2e-05,0.952407,C,ABC_PARETO,sales_only_v1,draft
NOREPHIMED 1MG/ML,26.0,15910.0,13090.0,3,3,979,9.2e-05,0.952499,C,ABC_PARETO,sales_only_v1,draft
EPICARE 1MG/ML IV,137.0,15755.0,23912.5,10,6,980,9.1e-05,0.95259,C,ABC_PARETO,sales_only_v1,draft
TOWEL CLIPS 5 1/2'',44.0,15752.0,9788.0,3,2,981,9.1e-05,0.952681,C,ABC_PARETO,sales_only_v1,draft
NEBULIZER MASK ADULT,350.0,15750.0,42000.0,1,1,982,9.1e-05,0.952772,C,ABC_PARETO,sales_only_v1,draft
SILK 2-0 STRANDS TUDOR,56.0,15680.0,19580.0,2,2,983,9.1e-05,0.952863,C,ABC_PARETO,sales_only_v1,draft
GLOVES (M) - GLOMED,91.0,15643.0,100677.0,6,6,984,9e-05,0.952953,C,ABC_PARETO,sales_only_v1,draft
NEEDLE HOLDER SIZE 7'' (OLTEN),32.0,15616.0,20384.0,4,1,985,9e-05,0.953043,C,ABC_PARETO,sales_only_v1,draft
5% DEXTROSE IN LACTATED RINGERS SOLUTION,363.0,15609.0,9636.0,2,2,986,9e-05,0.953133,C,ABC_PARETO,sales_only_v1,draft
POVIDONE IODINE 10% - SOLUTION,24.0,15600.0,14400.0,2,2,987,9e-05,0.953224,C,ABC_PARETO,sales_only_v1,draft
KLEVRA 500MG,80.0,15600.0,15504.0,1,1,988,9e-05,0.953314,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE INFUSION SET ADULT 20MACRODROPS/ML (HEXACARE),1850.0,15540.0,36574.5,7,3,989,9e-05,0.953404,C,ABC_PARETO,sales_only_v1,draft
OPIGESIC 125MG,30.0,15510.0,16140.0,1,1,990,9e-05,0.953493,C,ABC_PARETO,sales_only_v1,draft
INFUSION SET MICROSET HEXACARE,1100.0,15400.0,83400.0,2,2,991,8.9e-05,0.953582,C,ABC_PARETO,sales_only_v1,draft
TRIZEF 100MG TAB,11.0,15400.0,28400.0,6,4,992,8.9e-05,0.953671,C,ABC_PARETO,sales_only_v1,draft
