period,product,territory,row_count,unique_products,unique_dr_numbers,estimated_rows,quantity,total_trade_price,net_income,net_cost,discount,total_cost
2024-09,SI2NORM 50MG,Quezon,1,1,1,0,13.0,3276.0,9828.0,13104.0,0.0,13104.0
2024-09,SOLVAPRINE 10MG TAB,Quezon,2,1,2,0,20.0,3000.0,16100.0,19100.0,0.0,19100.0
2024-09,TRIDEN 160MG TAB,Batangas,3,1,3,0,8.0,5760.0,14720.0,20480.0,0.0,20480.0
2024-09,TRIZEF 200MG TAB,Batangas,1,1,1,0,2.0,3200.0,15550.0,18750.0,0.0,18750.0
2024-09,VOXOLL 15MG/5ML,Quezon,3,1,3,0,49.0,1617.0,1211.0,2828.0,1212.0,4040.0
2024-09,VOXOLL 30MG,Batangas,3,1,3,0,25.0,4200.0,14525.0,18725.0,0.0,18725.0
2024-09,ZELEX 200MG CAP,Batangas,1,1,1,0,1.0,925.0,1450.0,2375.0,125.0,2500.0
2024-09,ZILTEM 25MG,Batangas,1,1,1,0,2.0,3066.67,8133.33,11200.0,0.0,11200.0
2024-10,AFENAX 100MG TAB,Batangas,1,1,1,0,3.0,1785.0,4155.0,5940.0,0.0,5940.0
2024-10,AMOLTEX 2MG/5ML,Quezon,1,1,1,0,24.0,672.0,1680.0,2352.0,0.0,2352.0
2024-10,ANIN 50 PLUS 50MG/12.5MG,Batangas,1,1,1,0,3.0,315.0,945.0,1260.0,0.0,1260.0
2024-10,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,Batangas,1,1,1,0,40.0,640.0,1760.0,2400.0,0.0,2400.0
2024-10,BENERVA PLUS 500MG/50MG/100MG/100MCG,Quezon,1,1,1,0,3.0,1845.0,1755.0,3600.0,0.0,3600.0
2024-10,BERCEF 250MG/5ML,Quezon,1,1,1,0,20.0,3600.0,5400.0,9000.0,0.0,9000.0
2024-10,BUFEN 200MG/5ML,Quezon,2,1,1,0,10.0,475.0,323.0,798.0,0.0,798.0
2024-10,CENDALEX 100MG/ML,Quezon,1,1,1,0,18.0,642.6,1517.4,2160.0,0.0,2160.0
2024-10,CENDALEX 500MG,Batangas,2,1,2,0,10.0,2875.0,7905.0,10780.0,220.0,11000.0
2024-10,CENDALEX 500MG,Quezon,1,1,1,0,2.0,575.0,1725.0,2300.0,0.0,2300.0
2024-10,CIUMADE TAB,Quezon,1,1,1,0,2.0,900.0,1130.0,2030.0,870.0,2900.0
2024-10,CORPILYN 500MG,Batangas,1,1,1,0,100.0,1350.0,3450.0,4800.0,0.0,4800.0
2024-10,DOLO-JAGA 500MG/50MG/100MG/100MCG,Batangas,2,1,2,0,7.0,4305.0,8295.0,12600.0,0.0,12600.0
2024-10,DOLOGESIC 325MG/37.5MG TAB,Batangas,2,1,2,0,8.0,2160.0,6480.0,8640.0,0.0,8640.0
2024-10,EMLOR PLUS 5MG/50MG,Batangas,3,1,3,0,11.0,2376.0,4025.5,6401.5,88.5,6490.0
2024-10,EMZART-40 40MG,Batangas,2,1,2,0,10.0,1560.0,3920.0,5480.0,0.0,5480.0
2024-10,EMZART-40 40MG,Quezon,1,1,1,0,40.0,6240.0,10920.0,17160.0,0.0,17160.0
2024-10,EMZART-80 80MG,Batangas,1,1,1,0,5.0,1320.0,3420.0,4740.0,0.0,4740.0
2024-10,ENHAMOX 250MG/62.5MG/5ML 60ML,Batangas,2,1,2,0,32.0,3958.4,8601.6,12560.0,240.0,12800.0
2024-10,EUROMED MAGNESIUM SULFATE 250MG/ML (25%) 20ML,Quezon,1,1,1,0,30.0,1260.0,840.0,2100.0,0.0,2100.0
2024-10,FERGLOBIN 250MG CAP,Quezon,3,1,3,0,5.0,1625.0,1175.0,2800.0,1200.0,4000.0
2024-10,HISTARIL 50MG/1MG/5ML,Batangas,1,1,1,0,12.0,420.0,674.4,1094.4,57.6,1152.0
2024-10,HIVENT PLUS 500MCG+2.5MG/2.5ML,Batangas,1,1,1,0,10.0,3300.0,3787.5,7087.5,0.0,7087.5
2024-10,HYCLENS GARGLE 0.12% 120ML,Quezon,1,1,1,0,24.0,2112.0,2880.0,4992.0,0.0,4992.0
2024-10,HYCLENS WOUND SPRAY 2% 60ML,Batangas,3,1,3,0,62.0,7108.92,8823.08,15932.0,0.0,15932.0
2024-10,HYCLENS WOUND SPRAY 2% 60ML,Quezon,3,1,3,0,34.0,3898.44,5285.56,9184.0,336.0,9520.0
2024-10,HYTRIX 100MG,Batangas,1,1,1,0,10.0,2500.0,8080.0,10580.0,0.0,10580.0
2024-10,JAGA 300MG/100MG/100MCG CAP,Batangas,2,1,2,0,5.0,2650.0,5300.0,7950.0,0.0,7950.0
2024-10,JAGA 300MG/100MG/100MCG CAP,Quezon,3,1,3,0,5.0,2650.0,4126.0,6776.0,0.0,6776.0
2024-10,JAGAPLEX,Quezon,2,1,2,0,7.5,2962.5,3637.5,6600.0,0.0,6600.0
2024-10,KZIDINE 35MG,Quezon,2,1,2,0,20.0,12000.0,5550.0,17550.0,9450.0,27000.0
2024-10,LACTAMOX 500MG/125MG,Batangas,1,1,1,0,2.0,2230.0,3770.0,6000.0,0.0,6000.0
2024-10,OPRA-40 40MG,Batangas,1,1,1,0,3.0,1363.5,3046.5,4410.0,0.0,4410.0
2024-10,PHYTOBAS 10MG/ML IV,Quezon,1,1,1,0,30.0,3750.0,21150.0,24900.0,0.0,24900.0
2024-10,ROSVA 20-20MG,Batangas,1,1,1,0,3.0,567.0,2709.0,3276.0,0.0,3276.0
2024-10,VELON 6.25MG TAB,Quezon,1,1,1,0,32.0,1760.0,14144.0,15904.0,0.0,15904.0
2024-10,VOXOLL 15MG/5ML,Batangas,2,1,2,0,17.0,561.0,643.0,1204.0,0.0,1204.0
2024-10,VOXOLL 15MG/5ML,Quezon,1,1,1,0,20.0,660.0,460.0,1120.0,480.0,1600.0
2024-10,VOXOLL 30MG,Batangas,1,1,1,0,10.0,1680.0,5820.0,7500.0,0.0,7500.0
2024-10,XURIC 40-40MG,Quezon,1,1,1,0,10.0,1150.0,16850.0,18000.0,0.0,18000.0
2024-10,ZELEX 200MG CAP,Batangas,2,1,2,0,3.0,2775.0,4600.0,7375.0,125.0,7500.0
2024-10,ZILTEM 25MG,Quezon,4,1,4,0,6.0,9199.99,6260.01,15460.0,4600.0,20060.0
2024-11,AFENAX 100MG TAB,Batangas,1,1,1,0,3.0,1785.0,4155.0,5940.0,0.0,5940.0
2024-11,AMOLTEX 2MG/5ML,Quezon,1,1,1,0,20.0,560.0,1400.0,1960.0,0.0,1960.0
2024-11,ANIN 50 PLUS 50MG/12.5MG,Quezon,1,1,1,0,20.0,2100.0,6300.0,8400.0,0.0,8400.0
2024-11,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,Batangas,1,1,1,0,30.0,480.0,1320.0,1800.0,0.0,1800.0
2024-11,ARTAL-H 50MG/12.5MG TAB,Batangas,1,1,1,0,1.0,115.0,2885.0,3000.0,0.0,3000.0
2024-11,BUFEN 200MG/5ML,Quezon,1,1,1,0,10.0,475.0,665.0,1140.0,0.0,1140.0
2024-11,CARVIDA 6.25MG,Quezon,1,1,1,0,50.0,6600.0,19800.0,26400.0,0.0,26400.0
2024-11,CENDALEX 100MG/ML,Quezon,2,1,2,0,36.0,1285.2,2914.8,4200.0,0.0,4200.0
2024-11,CENDALEX 500MG,Batangas,4,1,4,0,16.0,4600.0,13000.0,17600.0,0.0,17600.0
2024-11,CETHERGO 200MCG/ML IV,Quezon,1,1,1,0,1.0,1125.0,3250.0,4375.0,0.0,4375.0
2024-11,CIUMADE TAB,Batangas,1,1,1,0,2.0,900.0,1080.0,1980.0,0.0,1980.0
2024-11,CIUMADE TAB,Quezon,2,1,2,0,4.0,1800.0,2330.0,4130.0,1770.0,5900.0
2024-11,DOLO-JAGA 500MG/50MG/100MG/100MCG,Batangas,3,1,3,0,10.0,6150.0,11850.0,18000.0,0.0,18000.0
2024-11,DOLOGESIC 325MG/37.5MG TAB,Batangas,3,1,3,0,11.0,2970.0,8910.0,11880.0,0.0,11880.0
2024-11,DOPAMET 250MG,Quezon,1,1,1,0,12.0,2340.0,7260.0,9600.0,0.0,9600.0
2024-11,EMLOR PLUS 5MG/50MG,Batangas,4,1,4,0,35.0,7560.0,12942.5,20502.5,147.5,20650.0
2024-11,EMZART-40 40MG,Batangas,3,1,3,0,20.0,3120.0,7512.0,10632.0,0.0,10632.0
2024-11,EMZART-80 80MG,Batangas,3,1,3,0,17.0,4488.0,11070.0,15558.0,0.0,15558.0
2024-11,ENHAMOX 250MG/62.5MG/5ML 60ML,Batangas,2,1,2,0,33.0,4082.1,8457.9,12540.0,660.0,13200.0
2024-11,EPIX 1MG/ML IV,Quezon,1,1,1,0,30.0,5100.0,18300.0,23400.0,0.0,23400.0
2024-11,EUROMED MAGNESIUM SULFATE 250MG/ML (25%) 20ML,Quezon,1,1,1,0,30.0,1260.0,840.0,2100.0,0.0,2100.0
2024-11,EXECORE 500MG TAB,Quezon,3,1,3,0,3.0,234.0,6906.0,7140.0,3060.0,10200.0
2024-11,FERGLOBIN 250MG CAP,Quezon,3,1,3,0,32.0,10400.0,6400.0,16800.0,7200.0,24000.0
2024-11,FOLACID 5MG CAP,Quezon,1,1,1,0,10.0,2362.5,1942.5,4305.0,1845.0,6150.0
2024-11,GITOR-40 40MG,Quezon,1,1,1,0,20.0,17500.0,52500.0,70000.0,0.0,70000.0
2024-11,GOPAMINE 40MG/ML (200MG/5ML) 5ML,Quezon,1,1,1,0,40.0,6200.0,19000.0,25200.0,0.0,25200.0
2024-11,HISTARIL 100MG/2MG,Batangas,1,1,1,0,2.0,600.0,1224.0,1824.0,96.0,1920.0
2024-11,HISTARIL 50MG/1MG/5ML,Batangas,1,1,1,0,10.0,350.0,562.0,912.0,48.0,960.0
2024-11,HYCLENS GARGLE 0.12% 120ML,Batangas,1,1,1,0,10.0,880.0,1050.0,1930.0,0.0,1930.0
2024-11,HYCLENS OB WASH 1% 100ML,Quezon,2,1,2,0,26.0,3603.6,4022.4,7626.0,652.0,8278.0
2024-11,HYCLENS WOUND SPRAY 2% 60ML,Quezon,2,1,2,0,22.0,2522.52,3357.48,5880.0,280.0,6160.0
2024-11,HYTRIX 100MG,Batangas,1,1,1,0,8.0,2000.0,6464.0,8464.0,0.0,8464.0
2024-11,JAGA 300MG/100MG/100MCG CAP,Batangas,2,1,2,0,4.0,2120.0,4160.5,6280.5,79.5,6360.0
2024-11,JAGA 300MG/100MG/100MCG CAP,Quezon,2,1,2,0,8.0,4240.0,4384.0,8624.0,924.0,9548.0
2024-11,KZIDINE 35MG,Quezon,1,1,1,0,10.0,6000.0,9000.0,15000.0,0.0,15000.0
2024-11,LACTAMOX 250MG/62.5MG/5ML 60ML,Batangas,1,1,1,0,20.0,2594.0,4606.0,7200.0,0.0,7200.0
2024-11,LACTAMOX 500MG/125MG,Batangas,7,1,7,0,16.0,17840.0,32980.0,50820.0,180.0,51000.0
2024-11,LEPIXA 500-500MG,Quezon,2,1,2,0,2.0,1840.0,2170.0,4010.0,690.0,4700.0
2024-11,MUPIROW 20MG/G (2%) 5G,Batangas,3,1,3,0,20.0,660.0,740.0,1400.0,0.0,1400.0
2024-11,OPRA-40 40MG,Batangas,2,1,2,0,7.0,3181.5,7164.0,10345.5,544.5,10890.0
2024-11,RAXIDINE 25MG/ML 2ML,Batangas,2,1,2,0,4.0,360.0,1120.0,1480.0,0.0,1480.0
2024-11,ROSVA 20-20MG,Batangas,2,1,2,0,8.0,1512.0,7224.0,8736.0,0.0,8736.0
2024-11,SANOMAX-FA,Quezon,2,1,2,0,10.0,5600.0,4200.0,9800.0,4200.0,14000.0
2024-11,SI2NORM 50MG,Quezon,1,1,1,0,20.0,5040.0,15120.0,20160.0,0.0,20160.0
2024-11,SOLVAPRINE 10MG TAB,Quezon,2,1,2,0,3.0,450.0,1230.0,1680.0,720.0,2400.0
2024-11,TERMAGEN 500MG TAB,Batangas,2,1,2,0,8.0,840.0,1560.0,2400.0,0.0,2400.0
2024-11,TRIDEN 160MG TAB,Batangas,1,1,1,0,2.0,1440.0,3680.0,5120.0,0.0,5120.0
2024-11,TRIVASC 35MG,Quezon,1,1,1,0,10.0,4375.0,4400.0,8775.0,4725.0,13500.0
2024-11,TRIZEF 200MG TAB,Batangas,2,1,2,0,3.0,4800.0,22856.25,27656.25,468.75,28125.0
2024-11,VITACORE 100MG/100MG/1MG 3ML,Batangas,2,1,2,0,4.0,460.0,1340.0,1800.0,0.0,1800.0
2024-11,VOXOLL 15MG/5ML,Batangas,1,1,1,0,12.0,396.0,468.0,864.0,0.0,864.0
2024-11,VOXOLL 15MG/5ML,Quezon,2,1,2,0,34.0,1122.0,782.0,1904.0,816.0,2720.0
2024-11,VOXOLL 30MG,Batangas,2,1,2,0,15.0,2520.0,8205.0,10725.0,0.0,10725.0
2024-11,VOXOLL 30MG,Quezon,1,1,1,0,2.0,336.0,784.0,1120.0,480.0,1600.0
2024-11,ZELEX 200MG CAP,Batangas,1,1,1,0,2.0,1850.0,2900.0,4750.0,250.0,5000.0
2024-12,AFENAX 100MG TAB,Batangas,1,1,1,0,2.0,1190.0,2770.0,3960.0,0.0,3960.0
2024-12,AMINOSOL 25MG/ML (250MG/10ML) 10ML,Quezon,1,1,1,0,3.0,240.0,1755.0,1995.0,0.0,1995.0
2024-12,ATREX 1MG/ML IV,Quezon,1,1,1,0,10.0,2100.0,5700.0,7800.0,0.0,7800.0
2024-12,BUFEN 200MG/5ML,Quezon,1,1,1,0,20.0,950.0,1330.0,2280.0,0.0,2280.0
2024-12,CARVIDA 6.25MG,Quezon,1,1,1,0,20.0,2640.0,6600.0,9240.0,0.0,9240.0
2024-12,CEFTRIABBAS 1G,Batangas,1,1,1,0,6.0,1320.0,1680.0,3000.0,0.0,3000.0
2024-12,CENDALEX 100MG/ML,Quezon,1,1,1,0,24.0,856.8,2143.2,3000.0,0.0,3000.0
2024-12,CENDALEX 500MG,Batangas,5,1,5,0,20.0,5750.0,15920.0,21670.0,330.0,22000.0
2024-12,CETHERGO 200MCG/ML IV,Quezon,1,1,1,0,1.0,1125.0,3250.0,4375.0,0.0,4375.0
2024-12,CIUMADE TAB,Batangas,2,1,2,0,6.0,2700.0,3240.0,5940.0,0.0,5940.0
2024-12,CIUMADE TAB,Quezon,1,1,1,0,2.0,900.0,1130.0,2030.0,870.0,2900.0
2024-12,CIXTOR-Z MAX 500MG/10MG/1000IU,Batangas,1,1,1,0,2.0,890.0,2910.0,3800.0,0.0,3800.0
2024-12,CLOVAS 75MG TAB,Quezon,1,1,1,0,20.0,6900.0,21300.0,28200.0,0.0,28200.0
2024-12,DOLO-JAGA 500MG/50MG/100MG/100MCG,Batangas,3,1,3,0,18.0,11070.0,21330.0,32400.0,0.0,32400.0
2024-12,DOLO-JAGA 500MG/50MG/100MG/100MCG,Quezon,2,1,2,0,3.0,1845.0,2355.0,4200.0,1800.0,6000.0
2024-12,DOLOGESIC 325MG/37.5MG TAB,Batangas,1,1,1,0,3.0,810.0,2430.0,3240.0,0.0,3240.0
2024-12,EMLOR PLUS 5MG/50MG,Batangas,3,1,3,0,30.0,6480.0,11220.0,17700.0,0.0,17700.0
2024-12,EMZART-40 40MG,Batangas,1,1,1,0,10.0,1560.0,3920.0,5480.0,0.0,5480.0
2024-12,EMZART-80 80MG,Batangas,1,1,1,0,10.0,2640.0,6840.0,9480.0,0.0,9480.0
2024-12,ENHAMOX 250MG/62.5MG/5ML 60ML,Batangas,1,1,1,0,12.0,1484.4,3075.6,4560.0,240.0,4800.0
2024-12,EPIX 1MG/ML IV,Quezon,1,1,1,0,20.0,3400.0,12200.0,15600.0,0.0,15600.0
2024-12,EROXIME 750MG IV,Batangas,1,1,1,0,8.0,1520.0,1920.0,3440.0,0.0,3440.0
2024-12,FERGLOBIN 250MG CAP,Quezon,2,1,2,0,12.0,3900.0,2470.0,6370.0,2730.0,9100.0
2024-12,GIAN-ZINC 120ML,Batangas,1,1,1,0,6.0,540.0,582.0,1122.0,0.0,1122.0
2024-12,GOPAMINE 40MG/ML (200MG/5ML) 5ML,Quezon,1,1,1,0,40.0,6200.0,19000.0,25200.0,0.0,25200.0
2024-12,HISTARIL 50MG/1MG/5ML,Batangas,1,1,1,0,8.0,280.0,488.0,768.0,0.0,768.0
2024-12,HYCLENS GARGLE 0.12% 120ML,Quezon,1,1,1,0,20.0,1760.0,2400.0,4160.0,0.0,4160.0
2024-12,HYCLENS OB WASH 1% 100ML,Quezon,1,1,1,0,10.0,1386.0,1548.0,2934.0,326.0,3260.0
2024-12,HYCLENS WOUND SPRAY 2% 120ML BOV,Quezon,1,1,1,0,12.0,4704.0,1236.0,5940.0,660.0,6600.0
2024-12,HYCLENS WOUND SPRAY 2% 60ML,Batangas,1,1,1,0,12.0,1375.92,2056.08,3432.0,0.0,3432.0
2024-12,JAGA 300MG/100MG/100MCG CAP,Batangas,3,1,3,0,12.0,6360.0,12561.0,18921.0,159.0,19080.0
2024-12,JAGA 300MG/100MG/100MCG CAP,Quezon,1,1,1,0,2.0,1060.0,1096.0,2156.0,0.0,2156.0
2024-12,KZIDINE 35MG,Quezon,3,1,3,0,50.0,30000.0,28050.0,58050.0,9450.0,67500.0
2024-12,LACTAMOX 500MG/125MG,Batangas,3,1,3,0,6.0,6690.0,12750.0,19440.0,360.0,19800.0
2024-12,LACTAMOX 500MG/125MG,Quezon,2,1,2,0,4.0,4460.0,6320.0,10780.0,4620.0,15400.0
2024-12,MUCOLIFAR 500MG TAB,Batangas,1,1,1,0,3.0,3300.0,8250.0,11550.0,0.0,11550.0
2024-12,OPREX 40MG IV,Batangas,1,1,1,0,12.0,2664.0,3336.0,6000.0,0.0,6000.0
2024-12,PHYTOBAS 10MG/ML IV,Quezon,2,1,2,0,60.0,7500.0,42300.0,49800.0,0.0,49800.0
2024-12,PHYTOMEN 10MG/ML IV,Quezon,1,1,1,0,30.0,4890.0,20010.0,24900.0,0.0,24900.0
2024-12,ROSVA 20-20MG,Batangas,1,1,1,0,3.0,567.0,2709.0,3276.0,0.0,3276.0
2024-12,TRIDEN 160MG TAB,Quezon,1,1,1,0,3.0,2160.0,1350.0,3510.0,0.0,3510.0
2024-12,TRIVASC 35MG,Quezon,3,1,3,0,31.0,13562.5,18837.5,32400.0,9450.0,41850.0
2024-12,TRIZEF 200MG TAB,Batangas,1,1,1,0,2.0,3200.0,15550.0,18750.0,0.0,18750.0
2024-12,VOXOLL 15MG/5ML,Batangas,2,1,2,0,26.0,858.0,1638.0,2496.0,0.0,2496.0
2024-12,VOXOLL 30MG,Batangas,2,1,2,0,10.0,1680.0,5895.0,7575.0,0.0,7575.0
2024-12,VOXOLL 30MG,Quezon,1,1,1,0,1.0,168.0,427.0,595.0,255.0,850.0
2024-12,XURIC 40-40MG,Quezon,2,1,2,0,32.0,3680.0,51230.0,54910.0,390.0,55300.0
2024-12,ZELEX 200MG CAP,Batangas,2,1,2,0,4.0,3700.0,6050.0,9750.0,250.0,10000.0
2024-12,ZILTEM 25MG,Batangas,1,1,1,0,2.0,3066.67,8133.33,11200.0,0.0,11200.0
2025-02,AFENAX 100MG TAB,Batangas,5,1,5,0,22.0,13090.0,30470.0,43560.0,0.0,43560.0
2025-02,AFENAX 100MG TAB,Marinduque,1,1,1,0,10.0,5950.0,15050.0,21000.0,0.0,21000.0
2025-02,AMINOSOL 25MG/ML (250MG/10ML) 10ML,Quezon,1,1,1,0,3.0,255.0,1740.0,1995.0,0.0,1995.0
2025-02,AMOLTEX 2MG/5ML,Quezon,1,1,1,0,30.0,840.0,2100.0,2940.0,0.0,2940.0
2025-02,ANEROCIN 300MG CAP,Batangas,1,1,1,0,2.0,1958.0,5642.0,7600.0,0.0,7600.0
2025-02,ANEROCIN 300MG CAP,Marinduque,1,1,1,0,1.0,979.0,2121.0,3100.0,0.0,3100.0
2025-02,ANEROCIN 300MG CAP,Quezon,2,1,2,0,2.0,1958.0,3312.0,5270.0,930.0,6200.0
2025-02,ANIN 50 PLUS 50MG/12.5MG,Batangas,3,1,3,0,15.0,1575.0,6900.0,8475.0,150.0,8625.0
2025-02,ANIN 50 PLUS 50MG/12.5MG,Quezon,1,1,1,0,36.0,3780.0,11340.0,15120.0,0.0,15120.0
2025-02,BENERVA FORTE 300MG/100MG/100MCG,Marinduque,1,1,1,0,30.0,15750.0,16590.0,32340.0,13860.0,46200.0
2025-02,BENERVA PLUS 500MG/50MG/100MG/100MCG,Quezon,3,1,3,0,8.0,4920.0,4680.0,9600.0,0.0,9600.0
2025-02,BERCEF 250MG/5ML,Quezon,1,1,1,0,20.0,3600.0,5400.0,9000.0,0.0,9000.0
2025-02,BUFEN 200MG/5ML,Marinduque,1,1,1,0,36.0,1710.0,2646.0,4356.0,0.0,4356.0
2025-02,BUFEN 200MG/5ML,Quezon,2,1,2,0,36.0,1710.0,2550.0,4260.0,0.0,4260.0
2025-02,CARVIDA 6.25MG,Quezon,2,1,2,0,80.0,10560.0,31680.0,42240.0,0.0,42240.0
2025-02,CENDALEX 100MG/ML,Quezon,2,1,2,0,44.0,1570.8,3929.2,5500.0,0.0,5500.0
2025-02,CENDALEX 500MG,Batangas,7,1,7,0,31.0,8912.5,23537.5,32450.0,1430.0,33880.0
2025-02,CETHERGO 200MCG/ML IV,Quezon,2,1,2,0,2.0,2444.0,6306.0,8750.0,0.0,8750.0
2025-02,CIUMADE TAB,Batangas,5,1,5,0,17.0,7650.0,9180.0,16830.0,0.0,16830.0
2025-02,CIUMADE TAB,Quezon,3,1,3,0,14.0,6300.0,12760.0,19060.0,1740.0,20800.0
2025-02,CIXTOR-Z MAX 500MG/10MG/1000IU,Batangas,2,1,2,0,7.0,3115.0,8085.0,11200.0,0.0,11200.0
2025-02,CLOVAS 75MG TAB,Quezon,1,1,1,0,30.0,11592.0,30708.0,42300.0,0.0,42300.0
2025-02,DOLO-JAGA 500MG/50MG/100MG/100MCG,Batangas,5,1,5,0,30.0,18450.0,35550.0,54000.0,0.0,54000.0
2025-02,DOLO-JAGA 500MG/50MG/100MG/100MCG,Marinduque,2,1,2,0,14.0,8610.0,13990.0,22600.0,5400.0,28000.0
2025-02,DOLO-JAGA 500MG/50MG/100MG/100MCG,Quezon,3,1,3,0,3.0,1845.0,2355.0,4200.0,1800.0,6000.0
2025-02,DOLOGESIC 325MG/37.5MG TAB,Batangas,4,1,4,0,24.0,6480.0,19440.0,25920.0,0.0,25920.0
2025-02,DOPAMET 250MG,Quezon,1,1,1,0,5.0,975.0,3025.0,4000.0,0.0,4000.0
2025-02,EMLOR PLUS 5MG/50MG,Batangas,13,1,13,0,100.0,21600.0,36692.0,58292.0,708.0,59000.0
2025-02,EMZART-40 40MG,Batangas,5,1,5,0,37.0,5772.0,13848.0,19620.0,0.0,19620.0
2025-02,EMZART-40 40MG,Quezon,3,1,3,0,39.0,6084.0,10606.0,16690.0,534.0,17224.0
2025-02,EMZART-80 80MG,Batangas,3,1,3,0,31.0,8184.0,19497.0,27681.0,0.0,27681.0
2025-02,EMZART-80 80MG,Quezon,1,1,1,0,12.0,3168.0,5544.0,8712.0,0.0,8712.0
2025-02,ENHAMOX 250MG/62.5MG/5ML 60ML,Batangas,6,1,6,0,112.0,15232.0,27728.0,42960.0,1840.0,44800.0
2025-02,ENHAMOX 500MG/125MG,Batangas,4,1,4,0,12.0,13380.0,25140.0,38520.0,1080.0,39600.0
2025-02,EPIX 1MG/ML IV,Quezon,1,1,1,0,20.0,2400.0,13200.0,15600.0,0.0,15600.0
2025-02,EUROMED MAGNESIUM SULFATE 250MG/ML (25%) 20ML,Quezon,1,1,1,0,30.0,1732.5,367.5,2100.0,0.0,2100.0
2025-02,EXECORE 500MG TAB,Quezon,2,1,2,0,2.0,156.0,3379.0,3535.0,1265.0,4800.0
2025-02,FERGLOBIN 250MG CAP,Marinduque,1,1,1,0,10.0,3250.0,2350.0,5600.0,2400.0,8000.0
2025-02,FERGLOBIN 250MG CAP,Quezon,3,1,3,0,22.0,7150.0,5170.0,12320.0,5280.0,17600.0
2025-02,FOLACID 5MG CAP,Quezon,1,1,1,0,10.0,2362.5,1942.5,4305.0,1845.0,6150.0
2025-02,GITOR-40 40MG,Quezon,1,1,1,0,30.0,26250.0,78750.0,105000.0,0.0,105000.0
2025-02,GOPAMINE 40MG/ML (200MG/5ML) 5ML,Quezon,1,1,1,0,40.0,6200.0,19000.0,25200.0,0.0,25200.0
2025-02,HISTARIL 100MG/2MG,Batangas,2,1,2,0,3.0,900.0,1836.0,2736.0,144.0,2880.0
2025-02,HISTARIL 1MG/50MG/5ML SYR,Batangas,1,1,1,0,7.0,231.0,407.4,638.4,33.6,672.0
2025-02,HYCLENS GARGLE 0.12% 120ML,Batangas,1,1,1,0,12.0,1056.0,1260.0,2316.0,0.0,2316.0
2025-02,HYCLENS GARGLE 0.12% 120ML,Quezon,2,1,2,0,24.0,2112.0,2880.0,4992.0,0.0,4992.0
2025-02,HYCLENS GARGLE 0.12% 60ML,Batangas,1,1,1,0,10.0,650.0,880.0,1530.0,0.0,1530.0
2025-02,HYCLENS OB WASH 1% 100ML,Quezon,1,1,1,0,20.0,2772.0,3096.0,5868.0,652.0,6520.0
2025-02,HYCLENS WOUND SPRAY 2% 120ML BOV,Quezon,1,1,1,0,20.0,7840.0,2060.0,9900.0,1100.0,11000.0
2025-02,HYCLENS WOUND SPRAY 2% 60ML,Batangas,2,1,2,0,22.0,2522.52,3769.48,6292.0,0.0,6292.0
2025-02,HYCLENS WOUND SPRAY 2% 60ML,Marinduque,1,1,1,0,36.0,4127.76,5952.24,10080.0,0.0,10080.0
2025-02,HYCLENS WOUND SPRAY 2% 60ML,Quezon,3,1,3,0,64.0,7338.24,9209.76,16548.0,0.0,16548.0
2025-02,JAGA 300MG/100MG/100MCG CAP,Batangas,7,1,7,0,20.0,10600.0,20882.0,31482.0,318.0,31800.0
2025-02,JAGA 300MG/100MG/100MCG CAP,Marinduque,2,1,2,0,5.0,2650.0,2740.0,5390.0,2310.0,7700.0
2025-02,JAGA 300MG/100MG/100MCG CAP,Quezon,6,1,6,0,12.0,6360.0,7500.0,13860.0,462.0,14322.0
2025-02,KZIDINE 35MG,Quezon,5,1,5,0,90.0,54000.0,56100.0,110100.0,18900.0,129000.0
2025-02,LACTAMOX 500MG/125MG,Batangas,7,1,7,0,17.0,18955.0,36185.0,55140.0,1260.0,56400.0
2025-02,MERGOT 125MCG,Quezon,1,1,1,0,2.0,1360.0,940.0,2300.0,0.0,2300.0
2025-02,MUCOLIFAR 500MG TAB,Batangas,1,1,1,0,5.0,5500.0,13750.0,19250.0,0.0,19250.0
2025-02,MULTI-GROW 120ML,Quezon,1,1,1,0,50.0,4500.0,8250.0,12750.0,0.0,12750.0
2025-02,OPRA-40 40MG,Batangas,1,1,1,0,5.0,2272.5,4710.0,6982.5,367.5,7350.0
2025-02,OPTRYL 5MG/G (0.5%) 5G,Quezon,1,1,1,0,35.0,4763.5,2761.5,7525.0,0.0,7525.0
2025-02,PHYTOBAS 10MG/ML IV,Quezon,2,1,2,0,60.0,8400.0,41400.0,49800.0,0.0,49800.0
2025-02,ROSVA 10-10MG,Batangas,3,1,3,0,13.0,3250.0,6305.0,9555.0,0.0,9555.0
2025-02,ROSVA 20-20MG,Batangas,5,1,5,0,37.0,10101.0,30263.0,40364.0,0.0,40364.0
2025-02,SANOMAX-FA,Quezon,2,1,2,0,9.0,5040.0,3780.0,8820.0,3780.0,12600.0
2025-02,SI2NORM 50MG,Quezon,1,1,1,0,30.0,10140.0,20100.0,30240.0,0.0,30240.0
2025-02,SOLVAPRINE 10MG TAB,Quezon,2,1,2,0,12.0,1800.0,9600.0,11400.0,600.0,12000.0
2025-02,SPASBASCINE 20MG/ML,Batangas,1,1,1,0,6.0,852.0,2028.0,2880.0,0.0,2880.0
