product_name,total_transactions,total_quantity,total_net_sales,total_gross_margin,gross_margin_pct,first_year,last_year
NIBP CUFF PEDIA,1,2.00,12250.00,5250.00,42.86,2023,2023
ROSUTIN 10MG,1,5.00,12250.00,10615.00,86.65,2022,2022
MONOCRYL 1'' 40MM 1/2C 70CM (ETHICON),1,1.00,12250.00,6125.00,50.00,2025,2025
COTTON BALLS 1000S (TENDERSOFT),11,48.00,12161.00,3621.00,29.78,2023,2025
GLOVES MEDIUM NITRILE NONSTERILE (SURGITECH),10,27.00,12150.00,6750.00,55.56,2024,2025
MOUTH WASH 250ML COOLMINT LISTERINE,1,50.00,12150.00,5865.00,48.27,2023,2023
BUZZLE DIGITAL THERMOMETER,4,116.00,12136.00,2856.00,23.53,2023,2023
NEUROPENTIN 300MG,3,104.00,12120.00,8220.00,67.82,2017,2017
TOILET TISSUE,8,94.50,12110.00,5185.00,42.82,2019,2023
"PAGBILAO # 12,120.00",1,1.00,12074.00,4158.00,34.44,2025,2025
"BP CUFF, NEONATE",1,2.00,12000.00,5400.00,45.00,2019,2019
TRASH BAG MEDIUM,1,6.00,12000.00,11880.00,99.00,2023,2023
ASMAIR,1,100.00,12000.00,10850.00,90.42,2022,2022
SUCTION CATHETER F.8 - SURGITECH,1,500.00,12000.00,8000.00,66.67,2020,2020
ISOLATION GOWN NON-STERILE,2,9.00,12000.00,8400.00,70.00,2023,2024
DISHWASHING LIQUID 40ML CONCENTRATE (JOY),1,800.00,12000.00,3592.00,29.93,2023,2023
HYDRALAZINE 20MG,1,50.00,12000.00,8750.00,72.92,2017,2017
HYDROCORTIZONE 100MG,1,100.00,12000.00,9400.00,78.33,2017,2017
VAROLOX 250MG/5ML 60ML,1,100.00,12000.00,9300.00,77.50,2025,2025
OFPLEMED FORTE 600MG TAB,1,20.00,12000.00,0.00,0.00,2019,2019
SURGICAL DRAPE 40X40CM W/ HOLE 10CM - ORMED,3,3.00,12000.00,7951.00,66.26,2022,2023
IV CANNULA WITH INJECTION PORT LUER LOCK G22 X 1 (CATHY),1,4.00,12000.00,7200.00,60.00,2025,2025
GARBAGE BAG MEDIUM (10PCS/PCK),1,60.00,12000.00,0.00,0.00,2019,2019
MONPHEVIN 200MG/5ML,2,85.00,11996.25,7831.25,65.28,2025,2025
OTOSCOPE - WELCH ALLYN,1,1.00,11995.00,-3005.00,-25.05,2023,2023
VAZIZR 20MG,1,10.00,11980.00,0.00,0.00,2019,2019
KARVIDOL 6.25MG TAB,2,34.20,11970.00,5198.40,43.43,2025,2025
ULTREINAC - 600,6,20.00,11958.00,0.00,0.00,2019,2019
IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CANCARE),2,4.00,11951.00,6351.00,53.14,2024,2025
KINGEVER AAA,2,10.00,11950.00,10750.00,89.96,2023,2023
COTTON BALLS,3,105.00,11950.00,3550.00,29.71,2022,2023
METMIC 500MG CAP,9,17.00,11947.00,8079.50,67.63,2023,2024
TRASH BAG,1,60.00,11940.00,2940.00,24.62,2019,2019
MOXYLOR 125MG/5ML,4,109.00,11934.00,10408.00,87.21,2019,2021
ALL SILICONE STOMACH TUBE FR16 (PARTNERS),2,32.00,11922.00,7146.00,59.94,2023,2024
SPASMOSON 10MG,5,22.00,11920.00,-3394.39,-28.48,2019,2020
METROZOLE 125MG,11,249.00,11900.60,7642.10,64.22,2019,2023
CETIRIGEN 10MG,1,100.00,11900.00,8800.00,73.95,2025,2025
FINOX 500MG,7,13.00,11890.00,8159.00,68.62,2024,2025
STERILE LATEX SURGICAL GLOVES 8.0 INDOPLAS,2,29.00,11875.00,7875.00,66.32,2023,2023
POVIDONE IODINE 10% 1G (JCHIEME),2,8.00,11850.00,2450.00,20.68,2024,2025
ENPLEX-B 100MG,1,30.00,11850.00,9000.00,75.95,2023,2023
MYREVIT-B COMPLEX,1,100.00,11800.00,0.00,0.00,2020,2020
LEUKOREX 10MG,3,5.00,11761.00,10111.00,85.97,2021,2021
OSCIVIT 1250MG/250IU,2,40.00,11740.00,4140.00,35.26,2024,2025
DOBURIS 50MG/ML 5ML,2,5.00,11736.25,7986.25,68.05,2023,2025
PLAXITIN 1G,2,20.00,11700.00,4250.00,36.32,2018,2018
CYFROX 500MG TABLET,3,34.00,11690.00,7840.00,67.07,2023,2023
INK CARTRIDGE TRI COLOR (HP680),3,18.00,11684.00,1964.00,16.81,2023,2023
LEVETRAMED-500 500MG,2,30.00,11664.00,0.00,0.00,2025,2025
CALMSAPH 200MG/100MG - ANTACID,8,61.00,11655.00,8387.50,71.96,2022,2023
GLYCINORM-80 80MG,2,30.00,11613.75,7893.75,67.97,2024,2025
UMBILICAL CORD CLAMP SURGITECH,1,18.00,11610.00,6210.00,53.49,2023,2023
AMOLTEX 2MG TAB,6,311.78,11610.00,-14655.00,-126.23,2019,2020
NOTEBOOK 50 LEAVES,3,390.00,11610.00,8685.00,74.81,2023,2023
DISPOSABLE FACEMASK (INDOPLAS),2,130.00,11610.00,4460.00,38.42,2025,2025
ECG THERMAL PAPER SIMPLEX 80MMX20MM,2,44.00,11600.00,7860.00,67.76,2022,2022
HYCLENS 0.2% WOUND CARE SOLUTION,7,8.00,11590.90,1534.50,13.24,2018,2019
DIACEF 250MG,1,144.00,11520.00,7776.00,67.50,2020,2020
PYRAMIN 250MG SYR,2,89.00,11520.00,0.00,0.00,2019,2019
ZINC OXIDE TAPE: 2.5CM X 5CM FUJI,1,24.00,11520.00,8880.00,77.08,2025,2025
BLOOD CONNECTING RED TOP,3,23.00,11516.00,6376.00,55.37,2022,2023
HISTARIL 2MG/100MG,12,17.98,11504.00,7253.50,63.05,2018,2018
UV LIGHT CZTD-ZW36WYKW 36W,1,1.00,11500.00,7500.25,65.22,2020,2020
ZYLTAN 50MG,2,60.00,11500.00,8260.00,71.83,2025,2025
NEUROGIN 39.50MG,5,5.00,11485.50,8535.50,74.32,2018,2019
DISPOSABLE SYRINGE 10CC (TERUMO) 100'S,3,10.00,11480.00,2980.00,25.96,2023,2024
PREHEXA CAPSULE,3,16.00,11469.00,7581.00,66.10,2025,2025
HAV-C 500MG TAB,1,50.00,11462.50,8512.50,74.26,2025,2025
COMB BINDING MACHINE F4 SIZE,1,1.00,11450.00,855.00,7.47,2023,2023
GLIPRIDE 2MG,2,502.00,11430.00,760.00,6.65,2017,2017
WHEEL CHAIR PEDIA,1,1.00,11400.00,7600.00,66.67,2020,2020
BOND PAPER A4 80GSM (DOUBLE A),1,40.00,11400.00,1800.00,15.79,2023,2023
PEN G NA 5M,1,6.00,11400.00,0.00,0.00,2019,2019
WATER TRAP,1,3.00,11400.00,6000.00,52.63,2022,2022
YUCORDIN 150MCG/ML,1,10.00,11400.00,5900.00,51.75,2023,2023
ALLECUR P,1,72.00,11376.00,10231.20,89.94,2022,2022
MEDISCRUB WITH POVIDONE (MEDBAR),3,125.00,11375.00,2875.00,25.27,2023,2024
NOVAMOL 250MG,2,516.00,11320.00,4612.00,40.74,2019,2019
PUSH CART,1,3.00,11295.00,3795.00,33.60,2022,2022
CYTRAZI,2,4.00,11280.00,9960.00,88.30,2018,2018
SILVERDOX,1,50.00,11250.00,0.00,0.00,2020,2020
AUGMENTIN ES 642.9MG/5ML,1,36.00,11232.00,-13356.00,-118.91,2023,2023
SILK BLACK BRAIDED NON ABSORBABLE SUTURE 3-0 CURVED CUTTING - TUDOR 75CM,1,15.00,11205.00,7455.00,66.53,2021,2021
FLASH DRIVE 16GB CAPACITY 1 PIECE INVIDUAL BLISTER PACK KINGSTON,3,14.00,11200.00,6300.00,56.25,2023,2023
GLYCEMET 500MG,2,60.00,11196.00,8856.00,79.10,2025,2025
CLONISUR 150MCG/ML,1,4.50,11193.75,6918.75,61.81,2024,2024
DOXOFAR 400MG,4,10.60,11160.00,8256.00,73.98,2018,2018
KDICEF 250MG,1,60.00,11100.00,9990.00,90.00,2020,2020
MEDALEM SYRUP 60ML,1,144.00,11088.00,8928.00,80.52,2019,2019
MEDALEM 200MG/100MG/5ML SUSP,5,188.00,11066.00,7867.60,71.10,2022,2023
AXMEL 100MG DROPS,3,421.00,11043.00,4920.75,44.56,2019,2021
ROYALENATE 84MG/ML (8.4%) 20ML,2,60.00,11041.00,0.00,0.00,2025,2025
NEBULIZER KIT WITH TUBNG AND MOUTH PIECE - HUDSON,3,166.00,11040.00,0.00,0.00,2018,2019
STOOL CUP (SAUCE CUP SIZE),1,44.00,11000.00,6600.00,60.00,2021,2021
EPOGEN,1,5.00,11000.00,7470.00,67.91,2017,2017
BP - BULB,1,20.00,11000.00,8000.00,72.73,2021,2021
"TRANSPORE 1/2"" / 1""",1,10.00,11000.00,4000.00,36.36,2018,2018
ISOLATION GOWN STANDARD STERILE,1,20.00,11000.00,8600.00,78.18,2023,2023
AMBUBAG MANUAL RESUSCITATOR ADULT REUSABLE (TOPCARE),2,5.00,11000.00,3500.00,31.82,2023,2023
"PAGBILAO # 11,077.00",1,1.00,10997.00,4542.00,41.30,2024,2024
GIAN-ZINC 30ML,5,64.00,10968.00,6488.00,59.15,2023,2024
FLUIMUCIL 600MG,1,5.00,10962.50,6577.50,60.00,2024,2024
CEFTABAS 1G IV,1,40.00,10960.00,8880.00,81.02,2024,2024
"PAGBILAO # 11,000-2",1,1.00,10960.00,3748.32,34.20,2025,2025
"PAGBILAO # 11,000",1,1.00,10960.00,4438.80,40.50,2024,2024
"PAGBILAO # 11,000-1",1,1.00,10956.00,3746.95,34.20,2025,2025
"PAGBILAO # 11,000.00-03",1,1.00,10940.00,4430.70,40.50,2024,2024
PREGNANCY TEST SUREGUARD,4,10.00,10900.00,5900.00,54.13,2020,2020
TEGUTECT 2% CHG DIGLUCONATE W/70% ALCOHOL 1GL,2,2.00,10900.00,6210.00,56.97,2018,2019
ELASTIC BANDAGE 3X5 - SURGITECH,4,220.00,10900.00,4300.00,39.45,2023,2023
ASFLEM 600MG,3,7.00,10900.00,9526.00,87.39,2020,2022
THERMAL SCANNER WITH AUTOMATIC ALCOHOL DISPENSER,1,2.00,10900.00,5500.00,50.46,2022,2022
SAPHROXEN 550MG,1,5.00,10870.00,8645.00,79.53,2021,2021
3D LATERAL FILING CABINET 90(W)X130(H)X45(D),1,1.00,10840.00,1340.00,12.36,2023,2023
DICYCLOVERINE 10MG/5ML SYR GENERIC/LUMAR,6,168.00,10838.75,8948.75,82.56,2019,2020
"PAGBILAO # 10,915",1,1.00,10832.00,3564.40,32.91,2025,2025
LEUKOPLAST 4'' (5CMX5M),2,2.00,10820.00,5620.00,51.94,2023,2024
TEGUTECT 2% CHG DIGLUCONATE W/70% ALCOHOL 60ML,17,50.00,10804.66,6044.66,55.94,2018,2019
ALL SILICONE STOMACH TUBE FR16 (ORMED),2,45.00,10800.00,1755.00,16.25,2024,2024
HYOSAPH 20MG/ML SOLUTION FOR INJECTION,1,20.00,10800.00,7540.00,69.81,2023,2023
HEPLOCK,2,201.00,10800.00,2300.00,21.30,2018,2018
COLGATE REGULAR 24G,1,40.00,10800.00,0.00,0.00,2022,2022
"PAGBILAO # 11,000.00",1,1.00,10794.00,3691.55,34.20,2025,2025
MUPISAPH 20MG/G OINMENT,1,100.00,10775.00,5775.00,53.60,2025,2025
"PAGBILAO # A- 11,000",1,1.00,10770.00,5443.00,50.54,2024,2024
PREVAHIST 10MG,2,5.00,10770.00,10085.00,93.64,2021,2021
AZFED 200MG/5ML,3,52.00,10769.00,7649.00,71.03,2025,2025
MYMET 500MG,7,53.00,10717.50,8366.75,78.07,2021,2023
INFACARE 5MG CAP,2,25.00,10690.00,7115.00,66.56,2019,2025
ALTOCLAV 250MG/62.5MG/5ML,3,50.00,10660.00,2910.00,27.30,2017,2017
FEBSAN,4,26.00,10655.00,6785.00,63.68,2018,2019
UNDERPAD,5,35.00,10650.00,6850.00,64.32,2018,2020
RENOKET,3,3.00,10650.00,6300.00,59.15,2017,2017
PHILCEF-DS 250MG/5ML,1,72.00,10648.08,3952.08,37.12,2025,2025
FEEDING TUBE FR.8,2,503.00,10614.00,3069.00,28.91,2023,2023
ZYROVA,5,8.00,10600.00,1350.00,12.74,2018,2019
NOVACEE 100MG/5ML 60ML,2,194.00,10595.60,7588.60,71.62,2025,2025
BENZYLPENICILLIN,3,4.60,10570.00,6890.00,65.18,2020,2023
"PAGBILAO # 10,620-1",1,1.00,10536.00,4125.31,39.15,2025,2025
HYCLENS WOUND CARE SOLUTION 60ML,2,42.00,10530.00,7487.10,71.10,2021,2022
TUDOR - CHROMIC BROWN COATED CATGUT ABSORBABLE SUTURE 3-0 CURVED CUTTING - 75CM,3,23.00,10521.00,4426.00,42.07,2023,2023
PIPER FORCEPS SIZE 17 1/4'',1,1.00,10520.00,5257.40,49.98,2025,2025
"PAGBILAO # 10,620",1,1.00,10512.00,4117.10,39.17,2025,2025
FIRST AID MEDICINE KIT W/ THERMAL SCANNER,1,3.00,10500.00,7350.00,70.00,2022,2022
OSCIVIT 1250MG,1,15.00,10500.00,7800.00,74.29,2023,2023
NEBULIZER KIT,2,160.00,10500.00,2500.00,23.81,2018,2018
ZOLBACH 800MG,1,50.00,10500.00,0.00,0.00,2019,2019
VITAMIN A SOFT GEL CAP,1,7.00,10500.00,3472.00,33.07,2022,2022
LIQUID DETERGENT POWER CLEAN,1,3.00,10494.00,3690.00,35.16,2022,2022
ALLUPREX 300MG,4,14.00,10477.00,8347.00,79.67,2021,2023
ZIPLOCK PLASTIC BAG 7X10,1,35.00,10465.00,5915.00,56.52,2022,2022
BRISOFER 250MG,16,42.00,10462.50,6339.25,60.59,2018,2020
FLOXA 200MG,3,5.00,10415.63,9438.63,90.62,2020,2022
SNEEZ 12.5MG,8,80.00,10405.00,7045.00,67.71,2017,2017
TOOTH BRUSH - BAMBOO CHARCOAL,1,50.00,10400.00,4150.00,39.90,2023,2023
YANKAUER HANDLE W/ CONTROL - SIMPLEX,1,40.00,10400.00,5200.00,50.00,2021,2021
"SAM SPLINT, LARGE 36 INCHES",1,8.00,10400.00,5200.00,50.00,2025,2025
OXYGEN MASK (NEONATE) - PARTNERS,1,150.00,10350.00,4050.00,39.13,2023,2023
FLUIFORT-M 100MG/5ML,13,166.00,10347.36,325.20,3.14,2017,2020
LITTMANN CLASSIC III STETHOSCOPE 3M,1,1.00,10345.00,4845.00,46.83,2023,2023
FENOCARE 200MG CAP,4,7.20,10310.00,8432.60,81.79,2023,2025
BRICALIN 500MCG/ML AMP,3,1.30,10300.00,2652.30,25.75,2024,2025
NEBULIZER KIT WITH MASK PEDIA (SURGITECH),1,100.00,10300.00,5500.00,53.40,2023,2023
CORRECTION TAPE 20MM,4,120.00,10300.00,7700.00,74.76,2023,2024
VACUTAINER YELLOW TOP : GEL AND CLOT ACTIVATOR 4ML (KINGMED),2,13.00,10296.00,1326.00,12.88,2025,2025
ALCOHOL SWAB/PAD (PARTNERS),4,40.00,10285.00,6285.00,61.11,2023,2024
DIXIN 250MG/ML - AMPULE,3,9.10,10250.00,5535.00,54.00,2023,2023
VICEPHRIN 100MG/ML DROPS,11,112.00,10225.60,7425.60,72.62,2017,2017
UNDERPAD 600MMX700MM LARGE HEXACARE,3,55.00,10225.00,2800.00,27.38,2023,2023
ATORSAPH 10MG,4,31.00,10220.00,9645.00,94.37,2019,2020
WELQUINE 5MG/ML (500MG/100ML),3,30.00,10200.00,7650.00,75.00,2024,2024
PYRAMIN 250MG SUS,3,99.00,10190.00,3546.00,34.80,2019,2020
ZETIFEN 125MG/5ML,11,140.00,10183.75,7243.75,71.13,2017,2018
ESSPRIN ADULT,3,20.00,10170.00,5370.00,52.80,2018,2018
DISPOSABLE INFUSION SET PEDIA 60MICRODROPS/ML (HEXACARE),2,424.00,10152.00,4216.00,41.53,2023,2023
LUBRICATING JELLY 5G - PARTNERS,3,7.00,10150.00,5650.00,55.67,2019,2023
CARDOZ 6.25MG,2,95.35,10110.08,0.00,0.00,2025,2025
RESPI-SAPH 250MCG/ML (500MCG/2ML) 2ML 30'S,1,6.67,10100.00,0.00,0.00,2025,2025
"PAGBILAO # 10,150.00",1,1.00,10098.00,5972.34,59.14,2025,2025
MYRECLOX 250MG SUSPENSION 60ML,1,144.00,10080.00,6768.00,67.14,2020,2020
EASYLAC-3.35G/5ML,2,56.00,10070.00,4414.00,43.83,2025,2025
"GLASS SLIDES FROSTED END CAT NO. 7105 (1"" X 3"")",1,50.00,10030.00,7030.00,70.09,2021,2021
TUDOR - SILK BRAIDED NON ABSORBABLE SUTURE 3-0 CUTTING NEEDLE,4,24.00,10018.00,2818.00,28.13,2023,2023
QUEZAR PLUS,1,4.00,10010.00,5610.00,56.04,2019,2019
CHROMIC 2-0 ROUND BODIED 40MM,4,17.00,10010.00,4910.00,49.05,2022,2023
LUCAZT 10MG TAB,1,5.00,10005.00,8465.00,84.61,2024,2024
TOVIT 60ML,2,154.00,10003.30,7231.30,72.29,2022,2025
AMBUBAG MANUAL RESUSCITATOR PEDIA REUSABLE SILICONE (PARTNERS),2,4.00,10000.00,4156.00,41.56,2024,2024
TERMAGEN 500MG TAB,11,34.00,10000.00,6430.00,64.30,2023,2025
SIGN PEN LIQUID GEL (DONG A),1,100.00,10000.00,7600.00,76.00,2023,2023
CORSIN-600MG,4,70.00,10000.00,5100.00,51.00,2023,2023
ZINACARE,1,50.00,10000.00,8900.00,89.00,2017,2017
STERILE LATEX SURGICAL GLOVES 7.0 INDOPLAS,1,10.00,9990.00,2490.00,24.92,2023,2023
DOMPY 1ML/ML,3,94.00,9977.00,6405.00,64.20,2024,2025
"PAGBILAO # 10,000.00-3",1,1.00,9950.00,3960.00,39.80,2024,2024
VAGINAL SPECULUM (PEDERSON TYPE) LARGE,2,18.00,9950.00,986.00,9.91,2025,2025
VAGINAL SPECULUM (PEDERSON TYPE) MEDIUM,2,18.00,9950.00,986.00,9.91,2025,2025
VAGINAL SPECULUM (PEDERSON TYPE) SMALL,2,18.00,9950.00,986.00,9.91,2025,2025
PULSE OXIMETER (XIAOO),2,5.00,9939.00,6939.00,69.82,2023,2025
"PAGBILAO # 10,000.00 -0.1",1,1.00,9925.00,3349.69,33.75,2024,2024
DISPOSABLE BABY DIAPER LARGE NON WOVEN (HEXACARE),7,23.00,9915.00,4625.00,46.65,2023,2025
DISPOSABLE INFUSION SET ADULT 20MACRODROPS/ML (PRIME),2,350.00,9901.00,3951.00,39.91,2023,2024
"PAGBILAO # 10,000.00 -0.3",1,1.00,9900.00,4009.50,40.50,2024,2024
SIMPLEX NEEDLE 26G X 1/2,1,20.00,9900.00,3900.00,39.39,2023,2023
INOFIB 200MG,2,3.00,9900.00,7050.00,71.21,2017,2017
BOND PAPER LONG (HARDCOPY),4,31.00,9876.00,4177.00,42.29,2023,2024
"PAGBILAO # 10,000.00-4",1,1.00,9875.00,3377.25,34.20,2025,2025
OMEBLOC-20 20MG,15,37.00,9847.82,3086.00,31.34,2018,2019
BIOGIC 250MG/5ML,3,330.00,9840.00,4890.00,49.70,2023,2023
"PESO PROVINCIAL # 19,864.00",1,1.00,9820.00,-3224.85,-32.84,2025,2025
SURGICAL BLADE #21 SURGITECH,2,34.00,9792.00,5032.00,51.39,2023,2023
"PAGBILAO # 10,000.00 -0.2",1,1.00,9790.00,3304.12,33.75,2024,2024
ZELECTA 200MG,5,6.34,9787.50,18.75,0.19,2018,2019
ATORSAPH-20 20MG,3,21.00,9780.00,7743.00,79.17,2023,2023
PREGNANCY TEST - REJOICE,3,350.00,9750.00,0.00,0.00,2018,2019
SODIUM HYPOCHLORIDE ZONROX 1GALLON,4,34.00,9747.00,5667.00,58.14,2023,2023
MOSQUITO FORECEP 5 1/2,2,5.00,9730.00,9087.00,93.39,2021,2022
REGICET 5MG/5ML,2,360.00,9720.00,2880.00,29.63,2025,2025
COLGATE MOUTHWASH ASSORTED,1,40.00,9720.00,0.00,0.00,2022,2022
XOLFATRIM 400MG,3,330.00,9715.00,3055.00,31.45,2019,2020
VICOLAX TAB,2,1006.00,9680.00,0.00,0.00,2017,2017
DISPOSABLE SYRINGE 5CC 23GX1 (SURESHOT),1,30.00,9660.00,2460.00,25.47,2024,2024
GLOVES (NON STERILE),11,31.00,9659.00,5629.00,58.28,2018,2018
LATEX GLOVES POWDER FREE DR. CARE LARGE,1,29.00,9657.00,0.00,0.00,2023,2023
TROPIN 1MG/ML,5,20.00,9629.00,7429.00,77.15,2019,2020
BP - CUFF - GENERIC,1,20.00,9600.00,6600.00,68.75,2021,2021
BP - INFLATION BAG,1,20.00,9600.00,6600.00,68.75,2021,2021
FORTDIME,1,20.00,9600.00,8960.00,93.33,2017,2017
PIMAX,2,4.00,9600.00,3700.00,38.54,2018,2018
IMATIM,1,20.00,9600.00,6000.00,62.50,2017,2017
RANVAST 40MG,2,7.00,9575.00,6677.00,69.73,2024,2024
ASEPTO IRRIGATING BULB - SIMPLEX,3,90.00,9570.00,5670.00,59.25,2021,2022
CEVOR IV 250MG/ML (1G/4ML) 4ML,3,14.00,9565.00,5365.00,56.09,2023,2023
KINGEVER AA,2,10.00,9550.00,8350.00,87.43,2023,2023
BACTISTAT,2,2.00,9520.00,1960.00,20.59,2018,2018
GLOVES LARGE PRO-CARE,2,8.00,9505.00,7905.00,83.17,2023,2023
KIDNEY BASIN 10'' OLTEN,1,10.00,9500.00,4710.00,49.58,2025,2025
LANZOMEP 30MG,1,5.00,9500.00,6750.00,71.05,2017,2017
DISPOSABLE SYRINGE 5CC KING MED,1,20.00,9500.00,5700.00,60.00,2023,2023
MONOCRYL 3-0'' 26MM 1/2C 70CM (ETHICON),1,1.00,9500.00,4750.00,50.00,2025,2025
DRY CELL AA RECHARGEABLE EVEREADY,2,15.00,9495.00,-3930.00,-41.39,2023,2023
DISTILLED WATER - 1 LTR,1,315.00,9480.02,4714.07,49.73,2021,2021
WILKINS DISTILLED 5L,1,24.00,9480.00,3408.00,35.95,2023,2023
THUMB FORCEP 10'' (OLTEN),2,12.00,9480.00,4716.00,49.75,2025,2025
TROPONIN 1,2,5.00,9435.00,685.00,7.26,2023,2023
TUDOR - SILK BRAIDED NON ABSORBABLE SUTURE 4-0 CUTTING NEEDLE,3,22.00,9418.00,2818.00,29.92,2023,2023
CLABIMEN 5MG,3,100.00,9350.00,8470.00,90.59,2023,2023
EMACIF 100MG/5ML,5,61.00,9309.22,4734.22,50.86,2025,2025
WHITE FLOWER 1.5ML,1,60.00,9300.00,6870.00,73.87,2024,2024
TRIZINE 205MG/45MG/5ML,1,30.00,9300.00,3000.00,32.26,2024,2024
VERTISAPH-8,3,13.01,9270.00,5952.45,64.21,2023,2023
ECG PAPER 80MMX20M SIMPLEX,1,50.00,9250.00,0.00,0.00,2019,2019
NITROFIX,2,600.00,9250.00,5675.00,61.35,2017,2017
VOLUMETRIC SOLUSET 150ML INDOPLAS,1,50.00,9250.00,0.00,0.00,2023,2023
GABASAPH 300MG,3,7.00,9250.00,8426.80,91.10,2023,2024
VONWELT,1,125.00,9250.00,0.00,0.00,2019,2019
DISPOSABLE NEEDLE G19 X1/2 (ORMED),1,30.00,9240.00,3240.00,35.06,2023,2023
T SHIRT SUBLI,1,24.00,9216.00,-2784.00,-30.21,2023,2023
BABY WASH COTTONTOUCH 50ML (JOHNSON),2,72.00,9216.00,3865.68,41.95,2025,2025
ZIPLOCK PLASTIC BAG 6X9,1,37.00,9213.00,5328.00,57.83,2022,2022
TUDOR NYLON SUTURE 2.0 CUTTING,2,20.00,9200.00,3600.00,39.13,2023,2023
FLAGEX 500MG TAB,5,29.00,9185.00,6720.00,73.16,2023,2024
DISPOSABLE NEEDLE G.20 100'S-ORMED,2,60.00,9180.00,4680.00,50.98,2023,2023
DISPOSABLE NEEDLE G.22 100'S-SIMPLEX,2,60.00,9180.00,3780.00,41.18,2023,2023
SPHYGMOMANOMETER ADULT INDOPLAS,2,6.00,9174.00,5574.00,60.76,2025,2025
FLUIFORT-M 50MG DROPS,9,136.00,9133.60,5053.60,55.33,2021,2022
ZONROX ORIGINAL 1LITER,3,115.00,9115.00,946.87,10.39,2022,2022
AZISAPH 500 MG,3,50.00,9112.50,7387.50,81.07,2021,2022
ROSEMIDE 10MG/ML (20MG/2ML),2,15.00,9100.00,8230.00,90.44,2024,2024
BURNSIL 10MG/G(1%W/W) 25G,2,50.00,9085.00,5335.00,58.72,2025,2025
ELASTIC BANDAGE 4X5 (INDOPLAS),6,168.00,9072.00,2808.00,30.95,2023,2025
PROMINE 25MG/ML,5,25.80,9030.00,6601.40,73.11,2018,2019
"PAGBILAO # 9,093.00",1,1.00,9030.00,3088.26,34.20,2025,2025
TEMPMED 250MG/5ML,1,75.00,9000.00,7950.00,88.33,2021,2021
OFLOXACIN 250MG,2,3.00,9000.00,8415.00,93.50,2017,2017
EVEBEU 500 CAP 100,1,10.00,9000.00,7000.00,77.78,2021,2021
DOBUMEAN,1,20.00,9000.00,5400.00,60.00,2017,2017
MYDOXY 100MG,1,10.00,9000.00,7750.00,86.11,2023,2023
SUCTION CONNECTING TUBE - INDOPLAS,2,50.00,9000.00,0.00,0.00,2018,2018
HEMOVIT,12,30.00,9000.00,2580.00,28.67,2018,2019
UNDERPAD MEDPRO,1,30.00,9000.00,5100.00,56.67,2022,2022
STERI STRIP 3M R1547,1,1.00,9000.00,6000.00,66.67,2022,2022
"OXYGEN MASK WITH TUBING, ADULT",1,100.00,9000.00,4000.00,44.44,2022,2022
"OXYGEN MASK WITH TUBING, PEDIA",1,100.00,9000.00,4000.00,44.44,2022,2022
DIGITAL THERMOMETER SURE-GUARD,2,250.00,9000.00,4000.00,44.44,2022,2023
DOXYPERL 100MG,1,10.00,8990.00,7600.00,84.54,2024,2024
BP APPARATUS-TOP CARE,2,4.00,8990.00,6990.00,77.75,2023,2023
FRUIT BASKET,2,9.00,8964.00,4464.00,49.80,2022,2023
"PAGBILAO # 9,100.00",1,1.00,8950.00,5060.00,56.54,2025,2025
"PAGBILAO # 9,000",1,1.00,8940.00,4746.00,53.09,2025,2025
SURGICAL BLADE #10 SURGITECH,4,31.00,8930.00,3050.00,34.15,2023,2023
TELABAG (LARGE),1,890.00,8900.00,3560.00,40.00,2021,2021
NEBULIZING KIT WITH MASK ADULT SUREGUARD,1,100.00,8900.00,0.00,0.00,2023,2023
"PAGBILAO # 9,000.00",1,1.00,8900.00,4400.00,49.44,2025,2025
"PAGBILAO # 8,930.00",1,1.00,8830.00,4019.00,45.52,2024,2024
PULSE OXIMETER ADULT WITH BATTERY (KINGMED),1,4.00,8820.00,7420.00,84.13,2024,2024
UNIDOL 500MG/ML SOLUTION FOR INJECTION IM/IV,2,79.00,8810.00,5635.00,63.96,2017,2017
BRIELVASTIN 20MG TAB,1,8.00,8800.00,7560.00,85.91,2020,2020
ISOKET 1MG/1ML,3,2.00,8800.00,1152.60,13.10,2022,2023
INFAMIX 50MG/5ML,2,116.00,8800.00,0.00,0.00,2019,2023
BANDAGE SCISSOR SIZE 7 1/2'',1,8.00,8800.00,4400.00,50.00,2025,2025
TROVIPRI 20MG,2,23.00,8785.00,6025.00,68.58,2025,2025
FUNGINIL 20MG,2,60.00,8760.00,6055.00,69.12,2020,2021
DIUCARE 25MG,10,96.00,8747.00,4745.73,54.26,2017,2020
SARS-COV-2 ANTIGEN ASSAY KIT ZYBIO,1,1.00,8745.00,5845.00,66.84,2022,2022
SUPRAPHIL 200 200MG,4,14.34,8723.00,5952.00,68.23,2024,2025
ENTRANCE LOCKSET TYPE HEAVY DUTY EASY INSTALLATION,1,10.00,8700.00,4010.00,46.09,2023,2023
XYVEEMOX 625MG TAB,1,30.00,8670.00,4980.00,57.44,2025,2025
GIRAN 16MG - NOT THIS,1,10.00,8640.00,6120.00,70.83,2021,2021
SURGICAL BLADE #11 SURGITECH,2,30.00,8640.00,4440.00,51.39,2023,2023
