product_name,total_transactions,total_quantity,total_net_sales,total_gross_margin,gross_margin_pct,first_year,last_year
CALCIGARD 10MG,7,17.00,8625.00,4920.00,57.04,2018,2023
BUSCOFAR 10MG,2,11.00,8615.00,5040.00,58.50,2022,2023
CHROMIC 2/0 CURVED CUTTING BROWN (TUDOR),2,15.00,8600.20,3560.20,41.40,2024,2025
PREHEXA,5,13.00,8599.50,5089.50,59.18,2024,2024
POVIDONE IODINE 100MG/ML (10%W/V) SWAB PAD 1G (SURE-GUARD),1,10.00,8580.00,7080.00,82.52,2024,2024
ADUSCINE 20MG/ML,2,15.00,8550.00,6750.00,78.95,2020,2020
BP ANEROID WITH STETHOSCOPE,2,4.00,8540.00,4976.00,58.27,2022,2023
FEEDING TUBE FR.5,2,403.00,8526.00,2481.00,29.10,2023,2023
PHIZOLIN,1,50.00,8500.00,7500.00,88.24,2017,2017
ELASTIC BANDAGE 10CM X 5M,1,100.00,8500.00,4000.00,47.06,2022,2022
BETADINE POVIDONE IODINE 10% GAL,4,6.00,8494.00,4154.00,48.91,2019,2020
STETHOSCOPE PEDIA,1,5.00,8475.00,4725.00,55.75,2022,2022
UMBILICAL CORD CLAMP (PARTNERS),1,20.00,8460.00,3260.00,38.53,2025,2025
CALCIGARD-10,3,15.00,8425.00,4875.00,57.86,2023,2024
AMLOPURE 5MG,6,22.00,8410.00,7340.00,87.28,2018,2020
DM,2,4.00,8400.00,3540.00,42.14,2018,2018
NOREPHIMED 1MG/ML,3,26.00,8400.00,2790.00,33.21,2021,2023
COMOX 500MG/125MG,1,3.00,8400.00,4879.20,58.09,2024,2024
ULTRA FINE INSULIN SYRINGE 0.5ML,2,8.00,8400.00,1400.00,16.67,2018,2018
LOBIP,1,500.00,8400.00,7975.00,94.94,2017,2017
RABAPHEN,2,70.00,8400.00,7160.00,85.24,2017,2017
AMBIDAZOL 125MG/5ML,10,210.00,8380.40,4810.40,57.40,2024,2025
INSECTICIDE AEROSOL 300ML (BAYGON),1,20.00,8380.00,3560.00,42.48,2023,2023
2656,1,24.00,8376.00,0.00,0.00,2023,2023
TERMAGEN 250MG,11,115.00,8361.50,5716.50,68.37,2018,2018
CARBON PAPER 8.5X13,2,10.00,8350.00,1100.00,13.17,2023,2023
ADULT DIAPER - MEDIUM MAXI MED,2,30.00,8340.00,3540.00,42.45,2022,2023
OMETIFT 20MG,3,30.00,8332.50,5662.50,67.96,2025,2025
ORAL B TOOTHBRUSH,1,40.00,8320.00,3720.00,44.71,2022,2022
GRAM STAIN SET - MEDIC,2,3.00,8320.00,2948.00,35.43,2022,2023
OXYGEN MASK NEONATE (INDOPLAS),2,140.00,8281.00,1981.00,23.92,2025,2025
DEXTROSE PLAIN 0.9% SODIUM CHLORIDE PNSS 500ML (EUROMED),2,48.00,8280.00,4968.00,60.00,2024,2024
SURGICAL BLADES S21 (PARTNERS),3,21.00,8274.00,2604.00,31.47,2025,2025
"NEEDLE HOLDER - 5""",2,5.00,8230.00,7480.00,90.89,2021,2022
KIDNEY BASIN SIZE 8'' (OLTEN),2,13.00,8230.00,4109.00,49.93,2025,2025
SPUTUM CUP,2,82.00,8227.50,5915.00,71.89,2019,2021
FORMALIN 10% BUFFERED (MEDIC),2,6.00,8190.00,2490.00,30.40,2023,2023
GLICAMED,1,10.00,8176.00,6426.00,78.60,2022,2022
D5 LR 1L PINK EUROMED,2,90.00,8160.00,2910.30,35.67,2023,2023
TUDOR - CHROMIC BROWN COATED CATGUT ABSORBABLE SUTURE 2-0 C ROUND BODIED - 75CM,3,14.00,8150.00,4510.00,55.34,2022,2023
"LEUKOPLAST 1/2'' (1,25CMX5M)",2,1.00,8130.00,4218.00,51.88,2023,2024
DRILOZOLE DS 800MG,5,8.00,8100.00,2358.00,29.11,2018,2019
IV CANNULA G18 CATHULA,1,3.00,8100.00,1500.00,18.52,2023,2023
I.V CANNULA G20 CANCARE,1,3.00,8100.00,3600.00,44.44,2023,2023
2676,1,50.00,8100.00,0.00,0.00,2023,2023
GLOVES MEDIUM POWDERED,11,24.00,8035.00,0.00,0.00,2019,2019
PREDNIMED 20MG,3,307.00,8025.00,5725.00,71.34,2017,2017
STERILE WATER FOR INJECTION (AMB),1,100.00,8000.00,3200.00,40.00,2024,2024
CYCLOXID,1,20.00,8000.00,0.00,0.00,2018,2018
TONGUE DEPRESSOR,2,24.00,8000.00,4484.00,56.05,2020,2021
GAUZE BANDAGE,1,200.00,8000.00,5300.00,66.25,2022,2022
ENTRANCE LOCKSET CLINDRICAL TYPE HEAVY DUTY,1,10.00,8000.00,4500.00,56.25,2023,2023
DRUM FOR BROTHER MPC-L2750DW,1,2.00,8000.00,20.00,0.25,2023,2023
ATORSAPH-80 80MG,1,4.00,8000.00,6640.00,83.00,2023,2023
STEEL LADDER 16FT,1,1.00,7995.00,4395.00,54.97,2020,2020
SAPHORBIDE-30 30MG,2,10.00,7995.00,5085.00,63.60,2025,2025
LOAD TALK N TEXT 300,1,16.00,7992.00,3528.00,44.14,2022,2022
MESH CHAIR C-8179,1,1.00,7990.00,4738.00,59.30,2022,2022
DISINFECTANT SOAKING TRAY STAINLESS W LID 14X14 INCH 14''X12''X2-1/2,1,2.00,7980.00,3944.00,49.42,2025,2025
"PAGBILAO # 8,000",1,1.00,7980.00,2648.00,33.18,2025,2025
HYOSAPH 10MG,1,13.50,7965.00,2835.00,35.59,2018,2018
2655,1,40.00,7960.00,0.00,0.00,2023,2023
APCEE100MG/ML 15ML,2,172.00,7956.00,5882.00,73.93,2022,2023
ACCETHROM 125MG/ML 60ML,1,50.00,7950.00,1700.00,21.38,2025,2025
XRAY FIXER XF-25 (FUJI),2,4.00,7934.00,4414.00,55.63,2023,2023
BROADMETZ 125MG/5ML,21,138.00,7927.00,4737.60,59.77,2017,2020
FUKOLAC 30MG/ML IV,2,15.00,7925.00,5525.00,69.72,2024,2024
BURNSIL 25G,2,40.00,7920.00,0.00,0.00,2019,2019
DISPOSABLE SYRINGE (5CC/ML) 23GX1 LUER LOCK - DELCARE,3,21.00,7920.00,2880.00,36.36,2022,2023
MYREMOL 100MG DROPS,1,144.00,7920.00,5184.00,65.45,2020,2020
THUMB FORCEP 8'' (OLTEN),2,12.00,7920.00,3960.00,50.00,2025,2025
XRAY DEVELOPER AUTOMATIC (FUJI),1,2.00,7910.00,1590.00,20.10,2023,2023
BACTREX 800MG TAB,1,38.00,7904.00,0.00,0.00,2019,2019
SOLUTION ADMINISTRATION SET 20 DROPS INDOPLAS,2,150.00,7900.00,7750.00,98.10,2023,2023
SURGICAL BLADES S20 (PARTNERS),6,20.00,7880.00,2480.00,31.47,2025,2025
HARFURIN 100MG CAP,5,11.00,7862.80,5442.80,69.22,2024,2025
"MICROPORE 1/2"" 1530-0 - 3M",6,12.00,7860.00,3300.00,41.98,2021,2022
KIDDIREL ORAL DROPS,10,115.00,7860.00,4539.00,57.75,2022,2023
"ZEYCO FD 20MG/ML (2%)/1: 100,000 1.8ML",3,5.20,7856.00,2552.00,32.48,2023,2023
CLARITROL 500MG TAB,2,14.00,7852.50,3092.50,39.38,2025,2025
DIALOX 250MG/5ML,4,135.00,7838.15,4138.15,52.80,2019,2023
PROFAME 10% FORMALIN (GALLON),2,4.00,7800.00,3400.00,43.59,2018,2019
NERVIN 300MG,4,6.00,7800.00,300.00,3.85,2018,2019
ALVICA GEL - ICE,2,20.00,7800.00,4914.60,63.01,2020,2020
LEPTOSPIRA IGG/IGM RAPID TEST DEVICE,2,2.00,7800.00,2100.00,26.92,2022,2023
SYRINGE 3ML INDOPLAS,3,8.00,7780.00,5860.00,75.32,2023,2023
SUCTION CATHETER FR16 (KENXIN),3,126.00,7775.00,6767.00,87.04,2023,2025
SEREDOL 5MG/ML,2,5.00,7752.00,1692.00,21.83,2025,2025
KATHREX 400MG/80MG SUS,1,250.00,7750.00,0.00,0.00,2019,2019
ZITRIN PLUS 120ML,3,86.00,7740.00,1200.00,15.50,2018,2019
BUDESON,1,70.00,7700.00,4900.00,63.64,2017,2017
MAYO SCISSOR STRAIGHT SIZE 6'' OLTEN,1,10.00,7700.00,3850.00,50.00,2025,2025
ELECTRIC RICE COOKER - PO G62680,1,1.00,7700.00,3905.00,50.71,2020,2020
METZ SCISSOR CURVE SIZE 6'' OLTEN,1,10.00,7700.00,3850.00,50.00,2025,2025
METZ SCISSOR STRAIGHT SIZE 6'' OLTEN,1,10.00,7700.00,3850.00,50.00,2025,2025
MAYO SCISSOR CURVE SIZE 6'' OLTEN,1,10.00,7700.00,3850.00,50.00,2025,2025
AMBITOCYN,6,28.00,7692.00,3636.00,47.27,2018,2018
FINGER PULSE OXIMETER PEDIA-TOPCARE,1,4.00,7660.00,2860.00,37.34,2023,2023
RAPID ANTIBODY MEDIUM,2,7.00,7635.00,1167.00,15.28,2022,2025
PARAGESIC 125MG,3,15.60,7592.00,522.80,6.89,2023,2025
SURGICAL SCISSOR - STRAIGHT,3,7.00,7580.00,7015.00,92.55,2021,2023
HAIR CAP NON WOVEN,2,25.00,7565.00,3815.00,50.43,2022,2023
COFMED 7.5MG,2,50.00,7560.00,3310.00,43.78,2019,2019
DISPOSABLE SYRINGE (3CC/ML) 23GX1 LUER LOCK - DELCARE,2,16.00,7560.00,3800.00,50.26,2022,2022
DISPOSABLE DIAPER NEWBORN (WATSON),4,179.00,7541.00,6243.25,82.79,2023,2024
AMLOTHIN 5MG,2,50.00,7530.00,6280.00,83.40,2025,2025
EMERGENCY LAMP 2 HEAD RECHARGABLE (FIREFLY),1,5.00,7500.00,-495.00,-6.60,2024,2024
STORAGE BOX 155LITERS (MEGA),1,3.00,7500.00,4443.00,59.24,2023,2023
CHROMIC BROWN COATED CATOUT ABSORBABLE SUTURE 2-0 C - TUDOR 75CM,1,10.00,7500.00,4700.00,62.67,2021,2021
PROTECTIVE SAFETY GOGGLES ACRYLIC (BLACK),1,30.00,7500.00,6000.00,80.00,2023,2023
PLASTIC RING,1,1.50,7500.00,7410.00,98.80,2023,2023
OXYGEN CANNULA ADULT-PRO HEALTH,1,250.00,7500.00,2750.00,36.67,2023,2023
ZOLBACH 400MG,1,250.00,7500.00,0.00,0.00,2019,2019
BUTAMIRATE 7.5MG/5ML 120ML SYRUP ZINCAP,1,50.00,7500.00,100.00,1.33,2023,2023
IDENTIFICATION BRACELET WRITEON PINK ADULT,1,20.00,7500.00,1900.00,25.33,2025,2025
IDENTIFICATION BRACELET WRITEON CHILD PINK,1,20.00,7500.00,1900.00,25.33,2025,2025
GUAIFYN 100MG,1,375.00,7500.00,0.00,0.00,2019,2019
WRISTBAND BP W/ BATTERY,1,2.00,7500.00,2500.00,33.33,2024,2024
DOBUTASAPH 12.50MG/ML (250MG/20ML),3,26.00,7496.25,2603.05,34.72,2025,2025
LAVANDER TAC 5ML - KINGMED,1,5.00,7475.00,5225.00,69.90,2021,2021
URINE STRIPS : 10DG (RIGHTSIGN),1,10.00,7470.00,970.00,12.99,2025,2025
RANVAST 20MG,3,11.00,7460.00,4787.00,64.17,2024,2024
FUROXEN 500MG,1,3.00,7457.14,3444.64,46.19,2025,2025
ZINCAVIT 55MG,4,88.00,7421.20,5267.20,70.98,2017,2017
"PAGBILAO # 7,500.00",1,1.00,7400.00,1400.00,18.92,2024,2024
NEUMERON,1,5.00,7400.00,4980.00,67.30,2017,2017
HYPHEN 50MG/ML,3,14.00,7400.00,4460.00,60.27,2023,2023
"PAGBILAO # 7,500",1,1.00,7400.00,2530.80,34.20,2025,2025
DIGITAL BP - SURE GUARD,1,2.00,7396.00,5396.00,72.96,2019,2019
CENDALEX 125MG/5ML SUS,8,108.00,7390.00,4065.00,55.01,2020,2023
HOT & COLD BAG,3,25.00,7370.00,2100.00,28.49,2019,2023
HYFER-125 125MG/5ML,4,182.00,7362.00,4996.00,67.86,2024,2025
OXYGEN MASK WITH TUBING,4,64.00,7360.00,-2720.00,-36.96,2018,2018
AMBUBAG MANUAL RESUSCITATOR PVC ADULT DISPOSABLE (PRIMAPLUS),2,6.00,7350.00,2850.00,38.78,2023,2024
GLOVES SMALL LATEX NONSTERILE (SCHULLERMED),1,30.00,7350.00,750.00,10.20,2025,2025
GLOVES LARGE LATEX NONSTERILE (SCHULLERMED),1,30.00,7350.00,750.00,10.20,2025,2025
VISTREP 125MG/5ML,8,166.00,7346.40,1033.20,14.06,2018,2019
AZILIFE 500MG,2,2.60,7332.00,3607.50,49.20,2018,2018
PROLAXA 2MG/ML (200MG/100ML) 100ML,1,200.00,7324.00,1924.00,26.27,2025,2025
DENATURED ALCOHOL,3,10.00,7322.00,4557.00,62.24,2021,2022
AMBICAL 500MG,2,20.00,7320.00,5920.00,80.87,2023,2023
DISPOSABLE SYRINGE 3CC - PROHEALTH,3,15.00,7280.00,4880.00,67.03,2020,2020
APPLICATOR STICK,5,22.00,7274.00,3974.00,54.63,2019,2023
CALCIUM GLUCONATE 100MG/ML 10ML,3,110.00,7250.00,3312.00,45.68,2024,2024
EPIDURAL MINI PACK G18 (ENDURE),1,5.00,7250.00,1750.00,24.14,2023,2023
COTTON SUTURE 2.0 (RGM),4,50.00,7250.00,1250.00,17.24,2023,2023
AMBUBAG DISPOSABLE - TOPCARE,2,5.00,7250.00,2250.00,31.03,2023,2023
ACTEINSAPH-200MG,1,50.00,7250.00,2000.00,27.59,2023,2023
"PAGBILAO # 66,564.5",1,1.00,7247.00,-37127.00,-512.31,2024,2024
GLOVES MEDIUM - PRO CARE,6,11.00,7245.00,5595.00,77.23,2019,2023
LORAREX,2,520.00,7210.00,6335.00,87.86,2017,2017
PCSO 2022-006 - WOMEN'S MONTH,1,30.00,7208.42,2380.22,33.02,2022,2022
SURGICAL BLADE #22 SURGITECH,3,13.00,7202.00,0.00,0.00,2023,2023
TELMISAPH-40MG,1,10.00,7200.00,6450.00,89.58,2023,2023
SURGICAL TAPE 1'' 12'S SUREGUARD,2,7.00,7200.00,5450.00,75.69,2023,2023
CHROMIC 3-0 CUTTING TUDOR,1,16.00,7200.00,3200.00,44.44,2020,2020
BICOTEX-B,2,60.00,7200.00,5400.00,75.00,2017,2017
HEPLOCK - B BRAUN,1,200.00,7200.00,0.00,0.00,2018,2018
STERILE GLOVES 7.5 - GREAT GLOVE,1,3.00,7200.00,5700.00,79.17,2022,2022
SAMPLINE LINE,1,3.00,7200.00,3600.00,50.00,2022,2022
HEPLOCK UNIMEX,1,2.00,7200.00,0.00,0.00,2019,2019
WRIST BLOOD PRESSURE MACHNE,1,12.00,7200.00,2460.00,34.17,2024,2024
INSTRUMENT TRAY WITH COVER,2,2.00,7195.00,4140.00,57.54,2021,2022
DIANAPRIL-5 5MG,2,11.00,7195.00,4885.00,67.89,2023,2024
ELASTIC BANDAGE 6X5 (PARTNERS),4,72.00,7182.00,4446.00,61.90,2023,2024
"COTTON TIP APPLICATOR 6""/100PCS",1,10.00,7150.00,0.00,0.00,2019,2019
RAPHC ASCORBIC ACID SYRUP,1,200.00,7150.00,4200.00,58.74,2023,2023
DISPOSABLE BABY DIAPER MEDIUM NON WOVEN (HEXACARE),4,13.00,7120.00,4520.00,63.48,2023,2025
SPIROCARE-25 25MG,3,1005.00,7080.00,5770.00,81.50,2023,2023
CONSILOSE 3.35G/5ML,5,27.00,7079.75,5594.75,79.02,2020,2021
RAIN COAT,1,12.00,7008.00,1608.00,22.95,2023,2023
NITROFURANTOIN,1,10.00,7000.00,5270.00,75.29,2017,2017
LUCAZT,1,500.00,7000.00,5200.00,74.29,2017,2017
ID TAG PEDIA ( BLUE & PINK ),1,10.00,7000.00,4000.00,57.14,2020,2020
GLUCOMETER - ACCUCHECK,1,2.00,7000.00,0.00,0.00,2020,2020
DISPOSABLE SYRINGE WITH NEEDLE 20CC/ML (TERUMO),2,6.00,7000.00,2680.00,38.29,2023,2023
ROSEANNE 1000MG/992MG,1,7.00,7000.00,6216.00,88.80,2025,2025
SMART LOAD 500,1,14.00,6993.00,273.00,3.90,2022,2022
BP APPARATUS DESK TYPE ADULT-TOPCARE,1,6.00,6990.00,510.00,7.30,2023,2023
ALLECUR P 2.5MG/ML,3,114.00,6972.00,4650.50,66.70,2023,2025
RECORD BOOK 500PAGES (VALIANT),6,35.00,6965.00,3581.00,51.41,2023,2023
DRUGMAKER GUAIFENESIN 100MG CAP,3,101.00,6945.00,-18305.00,-263.57,2019,2021
"PAGBILAO # 7,000.00",1,1.00,6930.00,1291.69,18.64,2025,2025
RAHMACIN 125MG/60ML,1,30.00,6877.50,3577.50,52.02,2025,2025
FEVRAL 200MG,7,13.00,6874.00,5807.00,84.48,2019,2023
THUMB FORCEP 5 1/2'' (OLTEN),1,14.00,6860.00,3416.00,49.80,2025,2025
TUDOR - CHROMIC BROWN CATGUT ABSORBABLE SUTURE 3-0 ROUND BODIED - 75CM,3,15.00,6850.00,3450.00,50.37,2022,2023
ONE STEP FECAL OCCULT BLOOD,1,10.00,6840.00,5340.00,78.07,2022,2022
SILK 2/0 CURVED CUTTING BLACK (TUDOR),2,17.00,6830.50,1730.50,25.33,2023,2023
CARVESAPH 6.25MG,4,65.00,6825.00,3835.00,56.19,2024,2025
NERVIN PLUS,3,6.00,6810.00,3970.00,58.30,2018,2020
GLASS SLIDES CAT NO. 7102,6,69.00,6809.00,4679.00,68.72,2020,2023
SAPHCLAZIDE 80 GLICLAZIDE 80MG TABLET,2,20.00,6800.00,4900.00,72.06,2023,2023
STONEKEY,2,10.00,6800.00,2640.00,38.82,2018,2018
BURNSIL 10MG,2,50.00,6800.00,2900.00,42.65,2023,2023
POVIDONE IODINE DRY POWDER SPRAY 55G (BETADINE),1,17.00,6800.00,1700.00,25.00,2025,2025
VERTEX 25MG TAB,4,37.00,6795.00,4012.00,59.04,2023,2025
CINNARIGO 25MG,3,24.00,6792.00,4852.00,71.44,2018,2019
CARDIZAR 50MG TAB,5,19.00,6753.00,4473.00,66.24,2024,2025
PASVED,1,450.00,6750.00,2475.00,36.67,2017,2017
ZIPHARNOL 2MG/ML,1,1.00,6750.00,6705.00,99.33,2018,2018
KN95 FACE MASK,1,6.00,6750.00,6120.00,90.67,2020,2020
DISPOSABLE SYRINGE 30CC - TERUMO,1,3.00,6750.00,4500.00,66.67,2020,2020
NON-PLEATED BOUFFANT CLIP CAP,1,15.00,6750.00,3000.00,44.44,2022,2022
HEMAGLOB 500MG,1,10.00,6750.00,5420.00,80.30,2025,2025
BOUFFAN CAP,1,20.00,6720.00,3920.00,58.33,2020,2020
CAP,1,24.00,6720.00,240.00,3.57,2023,2023
ZINCBOS 6.8MG/5ML,2,176.00,6715.20,3635.20,54.13,2023,2023
VONWELT CALCIUM CARBONATE 500MG TAB,1,10.00,6660.00,0.00,0.00,2019,2019
COVER GLASS CLEAR 22X22MM (CITOTEST),1,20.00,6660.00,5460.00,81.98,2025,2025
ISOPROPHYL ALCOHOL 70% 500ML SPRAY(ALCORADE),2,78.00,6630.00,702.00,10.59,2023,2023
GLUCOMETER BLOOD LANCETS - SURGITECH,3,9.00,6627.00,5007.00,75.55,2020,2021
BUTAMOL 2MG/5ML,3,272.00,6623.00,2543.00,38.40,2023,2025
TARPAULIN,4,121.00,6610.00,4608.00,69.71,2021,2023
CARDIOXIN,1,10.00,6600.00,4597.50,69.66,2017,2017
CLOPIFAR 75MG,2,2.00,6600.00,3120.00,47.27,2018,2018
UV LIGHT POCKET STERILIZER,1,3.00,6600.00,1200.75,18.19,2020,2020
FORMALIN,2,3.00,6600.00,5060.00,76.67,2020,2021
ENDOTRACHEAL TUBE CUFFED 7.0MM (SEDASENZ),2,50.00,6600.00,2800.00,42.42,2023,2024
MILGESIC 100MG/5ML DROPS,2,294.00,6600.00,1896.00,28.73,2025,2025
RENALEAF 250MG,2,10.00,6540.00,5040.00,77.06,2023,2023
MIA FORTE,1,10.00,6540.00,3690.00,56.42,2023,2023
VISTREP 500MG,5,12.00,6540.00,3598.50,55.02,2017,2018
UNISOL - M,4,13.00,6518.50,4208.50,64.56,2022,2023
AZMONT 10MG TAB,1,15.00,6510.00,3885.00,59.68,2025,2025
MULTILIVE,1,20.00,6500.00,4100.00,63.08,2020,2020
INK EPSON L3100 BLACK 003,1,10.00,6500.00,3900.00,60.00,2023,2023
DISPOSABLE SYRINGE/TUBERCULIN 1CC 25G (TERUMO),1,5.00,6500.00,2600.00,40.00,2023,2023
WOODEN BED ROSE,1,1.00,6499.00,999.00,15.37,2019,2019
INK CARTRIDGE BLACK (HP680),2,10.00,6492.00,1092.00,16.82,2023,2023
DISPOSABLE NEEDLE AGANI G18 X 1 1/8 (TERUMO),3,25.00,6486.00,-999.00,-15.40,2023,2025
BLOOD LANCET - SURGITECH,3,24.00,6476.00,1556.00,24.03,2018,2022
TUDOR - CHROMIC BROWN COATED CATGUT ABSORBABLE SUTURE 4-0 CURVED CUTTING - 75CM,2,14.00,6440.00,1540.00,23.91,2023,2023
TAMSUSAPH-400 400MCG,1,3.00,6414.00,4809.00,74.98,2024,2024
LEVOXUS 500MG,2,5.00,6408.00,3658.00,57.08,2024,2025
"PAGBILAO # 6,475",1,1.00,6400.00,1945.00,30.39,2024,2024
BIOLAC 3.33G/5ML SYR,1,20.00,6400.00,0.00,0.00,2019,2019
INFUSION SET W/ BURETTE 100CC - B BRAUN,4,11.20,6400.00,0.00,0.00,2019,2019
CEFILIM,1,20.00,6400.00,4500.00,70.31,2017,2017
ARM SLING MEDIUM,3,85.00,6395.00,1295.00,20.25,2023,2023
GLOVES GREAT LOVE 6.5 STERILE,2,5.00,6389.00,4139.00,64.78,2023,2023
MICOR 40MG,7,7.00,6375.70,4410.70,69.18,2020,2022
BLOOD LANCETS - KING MED,4,10.50,6370.00,4770.00,74.88,2021,2022
DISPOSABLE NEEDLE G25 (ORMED),1,30.00,6330.00,1830.00,28.91,2025,2025
ELCILIN 500MG,2,20.00,6320.00,1520.00,24.05,2023,2023
CEVIT 500MG,15,50.00,6308.00,1672.00,26.51,2018,2020
EPOKINE 4000IU/0.4ML,1,5.00,6300.00,3405.00,54.05,2024,2024
CAUTERY PENCIL (ORMED),3,18.00,6300.00,1980.00,31.43,2023,2023
PULSE OXIMETER ADULT (INDOPLAS),1,6.00,6300.00,2100.00,33.33,2025,2025
MEDICAL WEIGHING SCALE DIAL TYPE ROUND (MEDX),1,1.00,6300.00,3100.00,49.21,2025,2025
JET SPRAY FLUIDS 3% 10% 4OZ 118ML (SALONPAS),1,21.00,6300.00,1249.50,19.83,2025,2025
ACCELAC 3.35MG/ML 60ML,1,36.00,6300.00,3240.00,51.43,2025,2025
TOILET CLEANER LITER,2,60.00,6294.00,6114.00,97.14,2022,2023
MEDIZOLE 500MG,2,25.00,6280.00,3780.00,60.19,2025,2025
SORBANCE 5MG,3,20.00,6276.00,-456.00,-7.27,2020,2020
NON STERILE GLOVES SIZE MEDIUM LATEX GREAT GLOVES,2,10.00,6255.00,4235.00,67.71,2023,2023
MYZIN 500MG,1,1.00,6250.00,4228.00,67.65,2017,2017
METOCLOR,2,101.00,6250.00,5778.00,92.45,2017,2018
BETZINE 8MG TAB,1,6.00,6240.00,4680.00,75.00,2024,2024
APTRADOL 50MG CAP,4,18.00,6240.00,3487.00,55.88,2023,2025
"SAM SPLINT, MEDIUM 18 INCHES",1,8.00,6240.00,3840.00,61.54,2025,2025
LAVENDER TOP : 0.5ML (EDTA),1,5.00,6235.00,2985.00,47.87,2025,2025
TEGUTECT 2% CHG DIGLUCONATE W/70% ALCOHOL,1,1.00,6210.00,3865.00,62.24,2018,2018
ALPHARES 75MCG,1,3.00,6206.64,3551.64,57.22,2020,2020
MICROPORE 1/2 IN - 3M,8,8.42,6205.00,2547.50,41.06,2019,2020
HYPRO,1,10.00,6200.00,4380.00,70.65,2017,2017
TRIOPHIL 35MG TAB,1,10.00,6200.00,3080.00,49.68,2024,2024
BETADINE SPRAY,1,15.00,6195.00,0.00,0.00,2019,2019
NEEDLE G19X1 1/2 SIMPLEX,1,20.00,6160.00,780.00,12.66,2023,2023
DISPOSABLE NEEDLE G.25 100'S-ORMED,2,40.00,6160.00,3160.00,51.30,2023,2023
DEL FABRIC,1,50.00,6150.00,0.00,0.00,2022,2022
HISTAKON 8MG,2,10.00,6121.25,4591.25,75.01,2025,2025
"PAGBILAO # 6,210.00",1,1.00,6115.00,1523.00,24.91,2024,2024
BOUFFANT CAP BRAIDED,2,34.00,6108.00,3558.00,58.25,2025,2025
SURGICAL GAUZE MESH GLOMED 28X24,1,5.00,6075.00,0.00,0.00,2023,2023
SILK CUTTING 2-0 - TUDOR,3,13.00,6060.00,2630.00,43.40,2020,2023
4EVER 100MG/ML,1,144.00,6048.00,4248.00,70.24,2023,2023
VISTREP 100MG/ML,4,87.00,6044.40,3336.96,55.21,2019,2020
ROSADOC 10MG,5,8.00,6040.00,3760.00,62.25,2017,2018
DOORMAT,2,95.00,6025.00,3150.00,52.28,2022,2023
PRELAX 5MG,3,4.00,6017.00,5870.07,97.56,2019,2020
BALLPEN FINEPOINT,6,285.00,6016.00,4021.00,66.84,2023,2023
DENTAL SHEETS,1,20.00,6000.00,0.00,0.00,2019,2019
"BLOOD GLUCOSE,CHOLESTEROL,URIC ACID TEST MACHINE (EASY TOUCH GCU)",1,1.00,6000.00,2900.00,48.33,2024,2024
INOXIN 250MG,1,10.00,6000.00,3190.00,53.17,2021,2021
URIGHT BLOOD GLUCOSE MACHINE,2,2.00,6000.00,1000.00,16.67,2018,2018
LORECARE AMP 10MG/ML,1,30.00,6000.00,3270.00,54.50,2023,2023
LATEX EXAMINATION GLOVES MEDIUM INDOPLAS,1,5.00,6000.00,4850.00,80.83,2023,2023
ID BRACELET ADULT SURGITECH,1,20.00,6000.00,0.00,0.00,2023,2023
GORIZINE 25MG,3,20.00,6000.00,4440.00,74.00,2020,2020
OXYGEN CANNULA (INFANT),2,1.00,6000.00,2925.00,48.75,2018,2018
DISPOSABLE PREP RAZOR-SINGLE EDGE (KAI),1,3.00,6000.00,2100.00,35.00,2023,2023
DISPOSABLE ISOLATION GOWN 60GSM LAMINATED WITH SHOE COVER AND HEAD COVER),2,100.00,6000.00,2000.00,33.33,2023,2023
STRETCHER 2FOLD,1,1.00,6000.00,3200.00,53.33,2019,2019
TRIZEF 50MG/5ML GFS 60ML,1,12.00,6000.00,3864.00,64.40,2024,2024
SANTON 50MG,1,1.00,5990.00,2990.00,49.92,2020,2020
NGT LEVIN DUODENAL TUBE 125CM FR16,1,10.00,5990.00,5980.00,99.83,2022,2022
DISPOSABLE SYRINGE WITH NEEDLE 10CC- LUER LOCK TIP (TERUMO),1,5.00,5990.00,1740.00,29.05,2025,2025
BUFENOL 100MG/5ML,8,88.00,5989.84,1205.00,20.12,2018,2019
"PAGBILAO # 6,000",1,1.00,5985.00,2046.87,34.20,2025,2025
MEDICHLOR 500MG,1,5.00,5985.00,4460.00,74.52,2022,2022
ROZTIN-20 20MG,2,15.00,5980.00,3655.00,61.12,2023,2024
"PAGBILAO # 6,000-1",1,1.00,5970.00,2041.74,34.20,2025,2025
ENERGIZER BATTERY 9VOLTS,1,12.00,5960.00,3800.00,63.76,2019,2019
"PAGBILAO # 6,000.00",1,1.00,5955.00,2411.77,40.50,2024,2024
PREDNIMED 10MG,5,310.00,5950.00,4004.00,67.29,2017,2017
MIA FORTE 500MG TAB,1,10.00,5950.00,2750.00,46.22,2025,2025
HYCLENS 0.2% WOUND CARE SOLUTION 7.5ML,2,26.00,5946.80,5455.40,91.74,2019,2019
HYOSCINE 10MG,1,600.00,5940.00,3600.00,60.61,2017,2017
"BIOPHEN 1,000,000 IU 10ML",1,10.00,5920.00,4440.00,75.00,2024,2024
OXYGEN MASK NEONATE (SURGITECH),1,100.00,5915.00,1415.00,23.92,2025,2025
LUBRICATING JELLY 10ML (EZ),1,10.00,5900.00,-2500.00,-42.37,2023,2023
