MEDSHIELD PHARMA CORP,,,,,,,,,,,,
SALES SUMMARY REPORT,,,,,,,,,,,,
AS OF DECEMBER 2025,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Area,DR Number,Date Delivered,Product, Qty , CP , Total CP , Disc , Net CP , TP/UNIT , TOTAL TP , Net Income ,%
Batangas,DR 025522,07-Jan-25,ENHAMOX 250MG/62.5MG/5ML 60ML,30.00,400.00,"12,000.00",600.00,"11,400.00",136.00,"4,080.00","7,320.00",61%
Batangas,DR 025522,07-Jan-25,OPRA-40 40MG,5.00,"1,470.00","7,350.00",367.50,"6,982.50",454.50,"2,272.50","4,710.00",64%
Batangas,DR 025522,07-Jan-25,CENDALEX 500MG,6.00,"1,100.00","6,600.00",330.00,"6,270.00",287.50,"1,725.00","4,545.00",69%
Batangas,DR 025523,07-Jan-25,ANIN 50 PLUS 50MG/12.5MG,5.00,600.00,"3,000.00",150.00,"2,850.00",105.00,525.00,"2,325.00",78%
Batangas,DR 025524,07-Jan-25,DOLO-JAGA 500MG/50MG/100MG/100MCG,10.00,"1,800.00","18,000.00",0.00,"18,000.00",615.00,"6,150.00","11,850.00",66%
Batangas,DR 025525,07-Jan-25,VOXOLL 30MG,5.00,750.00,"3,750.00",0.00,"3,750.00",168.00,840.00,"2,910.00",78%
Batangas,DR 025525,07-Jan-25,AFENAX 100MG TAB,5.00,"1,980.00","9,900.00",0.00,"9,900.00",595.00,"2,975.00","6,925.00",70%
Batangas,DR 025525,07-Jan-25,CIUMADE TAB,3.00,990.00,"2,970.00",0.00,"2,970.00",450.00,"1,350.00","1,620.00",55%
Batangas,DR 025526,07-Jan-25,EMLOR PLUS 5MG/50MG,20.00,590.00,"11,800.00",0.00,"11,800.00",216.00,"4,320.00","7,480.00",63%
Batangas,DR 025527,07-Jan-25,LACTAMOX 500MG/125MG,3.00,"3,000.00","9,000.00",0.00,"9,000.00","1,115.00","3,345.00","5,655.00",63%
Batangas,DR 025527,07-Jan-25,JAGA 300MG/100MG/100MCG CAP,3.00,"1,590.00","4,770.00",0.00,"4,770.00",530.00,"1,590.00","3,180.00",67%
Batangas,DR 025528,07-Jan-25,ROSVA 20-20MG,7.00,"1,092.00","7,644.00",0.00,"7,644.00",273.00,"1,911.00","5,733.00",75%
Batangas,DR 025528,07-Jan-25,TRIDEN 160MG TAB,4.00,"2,560.00","10,240.00",0.00,"10,240.00",720.00,"2,880.00","7,360.00",72%
Batangas,DR 025529,07-Jan-25,TRIZEF 200MG TAB,2.00,"9,375.00","18,750.00",0.00,"18,750.00","1,600.00","3,200.00","15,550.00",83%
Batangas,DR 025530,07-Jan-25,HYCLENS GARGLE 0.12% 60ML,10.00,153.00,"1,530.00",0.00,"1,530.00",65.00,650.00,880.00,58%
Batangas,DR 025531,07-Jan-25,ENHAMOX 250MG/62.5MG/5ML 60ML,10.00,400.00,"4,000.00",0.00,"4,000.00",136.00,"1,360.00","2,640.00",66%
Batangas,DR 025532,07-Jan-25,ZELEX 200MG CAP,2.00,"2,800.00","5,600.00",0.00,"5,600.00",925.00,"1,850.00","3,750.00",67%
Admin,DR 025265,13-Jan-25,SOLVAPRINE 10MG TAB,14.00,671.43,"9,400.02",0.00,"9,400.02",150.00,"2,100.00","7,300.02",78%
Admin,DR 025265,13-Jan-25,FERGLOBIN 250MG CAP,7.00,517.86,"3,625.02",0.00,"3,625.02",325.00,"2,275.00","1,350.02",37%
Quezon,DR 025496,09-Jan-25,JAGA 300MG/100MG/100MCG CAP,1.00,"1,540.00","1,540.00",0.00,"1,540.00",530.00,530.00,"1,010.00",66%
Quezon,DR 025497,10-Jan-25,EXECORE 500MG TAB,1.00,"1,400.00","1,400.00",245.00,"1,155.00",78.00,78.00,"1,077.00",77%
Quezon,DR 025497,10-Jan-25,CIXTOR-Z MAX,1.00,"1,000.00","1,000.00",175.00,825.00,398.00,398.00,427.00,43%
Quezon,DR 025498,10-Jan-25,DOLO-JAGA 500MG/50MG/100MG/100MCG,1.00,"2,000.00","2,000.00",600.00,"1,400.00",615.00,615.00,785.00,39%
Quezon,DR 025498,10-Jan-25,CIUMADE TAB,2.00,"1,450.00","2,900.00",870.00,"2,030.00",450.00,900.00,"1,130.00",39%
Quezon,DR 025499,10-Jan-25,KZIDINE 35MG,10.00,"1,350.00","13,500.00","4,725.00","8,775.00",600.00,"6,000.00","2,775.00",21%
Quezon,DR 025500,13-Jan-25,SANOMAX-FA,4.00,"1,400.00","5,600.00","1,680.00","3,920.00",560.00,"2,240.00","1,680.00",30%
Batangas,DR 025534,01-Feb-25,EMZART-80 80MG,6.00,663.50,"3,981.00",0.00,"3,981.00",264.00,"1,584.00","2,397.00",60%
Batangas,DR 025534,01-Feb-25,EMZART-40 40MG,4.00,384.00,"1,536.00",0.00,"1,536.00",156.00,624.00,912.00,59%
Batangas,DR 025534,01-Feb-25,XURIC 40-40MG,4.00,295.50,"1,182.00",0.00,"1,182.00",115.00,460.00,722.00,61%
Batangas,DR 025534,01-Feb-25,SQCEF 250MG/5ML,12.00,157.50,"1,890.00",0.00,"1,890.00",92.00,"1,104.00",786.00,42%
Batangas,DR 025535,01-Feb-25,TACHYBAN 3MG/ML 2ML,4.00,"2,341.25","9,365.00",0.00,"9,365.00","1,166.00","4,664.00","4,701.00",50%
Batangas,DR 025535,01-Feb-25,ATREX 1MG/ML IV,4.00,"1,040.00","4,160.00",0.00,"4,160.00",210.00,840.00,"3,320.00",80%
Batangas,DR 025535,01-Feb-25,EVAPROST 125MCG/0.5ML,4.00,1680,6720,0.00,"6,720.00",1872,7488,-768.00,-11%
Batangas,DR 025536,01-Feb-25,SPASBASCINE 20MG/ML,6.00,480,2880,0.00,"2,880.00",142,852,"2,028.00",70%
Batangas,DR 025536,01-Feb-25,HYCORT 250MG VIAL,8.00,"1,900.00","15,200.00",0.00,"15,200.00",640.00,"5,120.00","10,080.00",66%
Batangas,DR 025536,01-Feb-25,HEMOBAS 100MG/ML (500MG/5ML) 5ML,10.00,600.00,"6,000.00",0.00,"6,000.00",190.00,"1,900.00","4,100.00",68%
Batangas,DR 025537,01-Feb-25,FENTIN 50MG/ML 2ML,4.00,"2,286.00","9,144.00",0.00,"9,144.00",885.00,"3,540.00","5,604.00",61%
Batangas,DR 025538,16-Jan-25,LACTAMOX 500MG/125MG,2.00,"3,600.00","7,200.00",360.00,"6,840.00","1,115.00","2,230.00","4,610.00",64%
Batangas,DR 025538,16-Jan-25,CENDALEX 500MG,4.00,"1,100.00","4,400.00",220.00,"4,180.00",287.50,"1,150.00","3,030.00",69%
Batangas,DR 025538,16-Jan-25,ZELEX 200MG CAP,2.00,"2,800.00","5,600.00",280.00,"5,320.00",925.00,"1,850.00","3,470.00",62%
Batangas,DR 025538,16-Jan-25,HISTARIL 100MG/2MG,1.00,960.00,960.00,48.00,912.00,300.00,300.00,612.00,64%
Batangas,DR 025538,16-Jan-25,HISTARIL 1MG/50MG/5ML SYR,7.00,96.00,672.00,33.60,638.40,33.00,231.00,407.40,61%
Batangas,DR 025539,16-Jan-25,DOLO-JAGA 500MG/50MG/100MG/100MCG,5.00,"1,800.00","9,000.00",0.00,"9,000.00",615.00,"3,075.00","5,925.00",66%
Batangas,DR 025540,16-Jan-25,LACTAMOX 500MG/125MG,3.00,"3,000.00","9,000.00",0.00,"9,000.00","1,115.00","3,345.00","5,655.00",63%
Batangas,DR 025541,16-Jan-25,EMLOR PLUS 5MG/50MG,10.00,590.00,"5,900.00",0.00,"5,900.00",216.00,"2,160.00","3,740.00",63%
Batangas,DR 025541,16-Jan-25,EMZART-40 40MG,8.00,548.00,"4,384.00",0.00,"4,384.00",156.00,"1,248.00","3,136.00",72%
Batangas,DR 025542,16-Jan-25,VOXOLL 30MG,10.00,715.00,"7,150.00",0.00,"7,150.00",168.00,"1,680.00","5,470.00",77%
Batangas,DR 025542,16-Jan-25,VOXOLL 15MG/5ML,12.00,72.00,864.00,0.00,864.00,33.00,396.00,468.00,54%
Batangas,DR 025543,16-Jan-25,ROSVA 20-20MG,10.00,"1,092.00","10,920.00",0.00,"10,920.00",273.00,"2,730.00","8,190.00",75%
Batangas,DR 025544,16-Jan-25,TRIZEF 200MG TAB,1.00,"9,375.00","9,375.00",0.00,"9,375.00","1,600.00","1,600.00","7,775.00",83%
Batangas,DR 025545,16-Jan-25,TRIZEF 200MG TAB,1.00,"9,375.00","9,375.00",0.00,"9,375.00","1,600.00","1,600.00","7,775.00",83%
Batangas,DR 025546,16-Jan-25,HYCLENS WOUND SPRAY 2% 60ML,12.00,286.00,"3,432.00",0.00,"3,432.00",114.66,"1,375.92","2,056.08",60%
Batangas,DR 025547,16-Jan-25,LACTAMOX 500MG/125MG,2.00,"3,600.00","7,200.00",0.00,"7,200.00","1,115.00","2,230.00","4,970.00",69%
Batangas,DR 025548,16-Jan-25,JAGA 300MG/100MG/100MCG CAP,2.00,"1,590.00","3,180.00",0.00,"3,180.00",530.00,"1,060.00","2,120.00",67%
Admin,DR 025266,17-Jan-25,SOLVAPRINE 10MG TAB,7.00,671.43,"4,700.01",0.00,"4,700.01",150.00,"1,050.00","3,650.01",78%
Admin,DR 025266,17-Jan-25,DOLOGESIC 325MG/37.5MG TAB,7.00,945.00,"6,615.00",0.00,"6,615.00",270.00,"1,890.00","4,725.00",71%
Admin,DR 025266,17-Jan-25,HYCLENS OB WASH ANTISEPTIC,10.00,152.50,"1,525.00",0.00,"1,525.00",138.60,"1,386.00",139.00,9%
Admin,DR 025267,15-Jan-25,MEDIROSE 1000MG/992MG,7.00,"1,000.00","7,000.00",0.00,"7,000.00",145.00,"1,015.00","5,985.00",86%
Admin,DR 025267,15-Jan-25,DIACYSTEINE 600- 600MG,7.00,385.00,"2,695.00",0.00,"2,695.00",115.00,805.00,"1,890.00",70%
Admin,DR 025267,15-Jan-25,HYCLENS WOUND SPRAY (60ML),20.00,229.32,"4,586.40",0.00,"4,586.40",114.66,"2,293.20","2,293.20",50%
Admin,DR 025267,15-Jan-25,HYCLENS OB WASH ANTISEPTIC,10.00,152.50,"1,525.00",0.00,"1,525.00",138.60,"1,386.00",139.00,9%
Quezon,DR 025551,15-Jan-25,CARVIDA 6.25MG,50.00,528.00,"26,400.00",0.00,"26,400.00",132.00,"6,600.00","19,800.00",75%
Quezon,DR 025551,15-Jan-25,ANIN 50 PLUS 50MG/12.5MG,36.00,420.00,"15,120.00",0.00,"15,120.00",105.00,"3,780.00","11,340.00",75%
Quezon,DR 025551,15-Jan-25,EMZART-40 40MG,36.00,429.00,"15,444.00",0.00,"15,444.00",156.00,"5,616.00","9,828.00",64%
Quezon,DR 025551,15-Jan-25,EMZART-80 80MG,12.00,726.00,"8,712.00",0.00,"8,712.00",264.00,"3,168.00","5,544.00",64%
Quezon,DR 025552,17-Jan-25,VOXOLL 15MG/5ML,10.00,80.00,800.00,240.00,560.00,33.00,330.00,230.00,29%
Quezon,DR 025553,17-Jan-25,VOXOLL 15MG/5ML,24.00,80.00,"1,920.00",576.00,"1,344.00",33.00,792.00,552.00,29%
Quezon,DR 025554,20-Jan-25,DOPAMET 250MG,5.00,800.00,"4,000.00",0.00,"4,000.00",195.00,975.00,"3,025.00",76%
Quezon,DR 025554,20-Jan-25,SOLVAPRINE 10MG TAB,10.00,"1,000.00","10,000.00",0.00,"10,000.00",150.00,"1,500.00","8,500.00",85%
Quezon,DR 025554,20-Jan-25,CIUMADE TAB,10.00,"1,500.00","15,000.00",0.00,"15,000.00",450.00,"4,500.00","10,500.00",70%
Quezon,DR 025555,20-Jan-25,EUROMED MAGNESIUM SULFATE 250MG/ML (25%) 20ML,30.00,70.00,"2,100.00",0.00,"2,100.00",57.75,"1,732.50",367.50,18%
Quezon,DR 025555,20-Jan-25,CETHERGO 200MCG/ML IV,1.00,"4,375.00","4,375.00",0.00,"4,375.00","1,222.00","1,222.00","3,153.00",72%
Quezon,DR 025555,20-Jan-25,MERGOT 125MCG,2.00,"1,150.00","2,300.00",0.00,"2,300.00",680.00,"1,360.00",940.00,41%
Hospital,DR MS 02955,10-Jan-25,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,100.00,120.00,"12,000.00",0.00,"12,000.00",15.00,"1,500.00","10,500.00",88%
Hospital,DR MS 02954,08-Jan-25,RAXIDINE 25MG/ML 2ML,10.00,"1,300.00","13,000.00",0.00,"13,000.00",100.00,"1,000.00","12,000.00",92%
Hospital,DR MS 02952,08-Jan-25,GOPAMINE 40MG/ML (200MG/5ML) 5ML,20.00,465.00,"9,300.00",0.00,"9,300.00",155.00,"3,100.00","6,200.00",67%
Admin,DR 025269,22-Jan-25,SANOVIZ OB PLUS,10.00,"1,575.00","15,750.00",0.00,"15,750.00",525.00,"5,250.00","10,500.00",67%
Admin,DR 025269,22-Jan-25,CIUMADE,7.00,678.57,"4,749.99",0.00,"4,749.99",450.00,"3,150.00","1,599.99",34%
Admin,DR 025269,22-Jan-25,SANOMAX - FA,7.00,857.14,"5,999.98",0.00,"5,999.98",560.00,"3,920.00","2,079.98",35%
Admin,DR 025269,22-Jan-25,FERGLOBIN 250MG CAP,7.00,517.86,"3,625.02",0.00,"3,625.02",325.00,"2,275.00","1,350.02",37%
Admin,DR 025269,22-Jan-25,KOXIB 200MG CAP,7.00,"2,800.00","19,600.00",0.00,"19,600.00",925.00,"6,475.00","13,125.00",67%
Admin,DR 025269,22-Jan-25,APCELAC 500MG HERBAL FOOD SUPPLEMENT,7.00,655.00,"4,585.00",0.00,"4,585.00",400.00,"2,800.00","1,785.00",39%
Admin,DR 025269,22-Jan-25,DUOGESIC 325MG/37.5MG TAB,7.00,"1,414.29","9,900.03",0.00,"9,900.03",100.00,700.00,"9,200.03",93%
Admin,DR 025269,22-Jan-25,GLOVES MEDIUM NITRILE NONSTERILE (SURGITECH),2.00,450.00,900.00,0.00,900.00,200.00,400.00,500.00,56%
Batangas,DR 025603,23-Jan-25,ANEROCIN 300MG CAP,2.00,"3,800.00","7,600.00",0.00,"7,600.00",979.00,"1,958.00","5,642.00",74%
Batangas,DR 025603,23-Jan-25,AFENAX 100MG TAB,3.00,"1,980.00","5,940.00",0.00,"5,940.00",595.00,"1,785.00","4,155.00",70%
Batangas,DR 025602,23-Jan-25,JAGA 300MG/100MG/100MCG CAP,5.00,"1,590.00","7,950.00",0.00,"7,950.00",530.00,"2,650.00","5,300.00",67%
Batangas,DR 025602,23-Jan-25,LACTAMOX 500MG/125MG,2.00,"3,000.00","6,000.00",0.00,"6,000.00","1,115.00","2,230.00","3,770.00",63%
Batangas,DR 025601,23-Jan-25,EMLOR PLUS 5MG/50MG,10.00,590.00,"5,900.00",0.00,"5,900.00",216.00,"2,160.00","3,740.00",63%
Batangas,DR 025601,23-Jan-25,CIUMADE TAB,5.00,990.00,"4,950.00",0.00,"4,950.00",450.00,"2,250.00","2,700.00",55%
Batangas,DR 025550,23-Jan-25,DOLOGESIC 325MG/37.5MG TAB,10.00,"1,080.00","10,800.00",0.00,"10,800.00",270.00,"2,700.00","8,100.00",75%
Batangas,DR 025550,23-Jan-25,ANIN 50 PLUS 50MG/12.5MG,5.00,600.00,"3,000.00",0.00,"3,000.00",105.00,525.00,"2,475.00",83%
Batangas,DR 025549,23-Jan-25,LACTAMOX 500MG/125MG,2.00,"3,600.00","7,200.00",360.00,"6,840.00","1,115.00","2,230.00","4,610.00",64%
Batangas,DR 025549,23-Jan-25,CENDALEX 500MG,4.00,"1,100.00","4,400.00",220.00,"4,180.00",287.50,"1,150.00","3,030.00",69%
Quezon,DR 025557,23-Jan-25,OPTRYL 5MG/G (0.5%) 5G,35.00,215.00,"7,525.00",0.00,"7,525.00",136.10,"4,763.50","2,761.50",37%
Quezon,DR 025558,24-Jan-25,HYCLENS WOUND SPRAY 2% 60ML,33.00,254.55,"8,400.00",0.00,"8,400.00",114.66,"3,783.78","4,616.22",55%
Quezon,DR 025559,24-Jan-25,EXECORE 500MG TAB,1.00,"3,400.00","3,400.00","1,020.00","2,380.00",78.00,78.00,"2,302.00",68%
Quezon,DR 025559,24-Jan-25,CIXTOR-Z MAX 500MG/10MG/1000IU,1.00,757.00,757.00,227.10,529.90,445.00,445.00,84.90,11%
Quezon,DR 025560,24-Jan-25,FOLACID 5MG CAP,10.00,615.00,"6,150.00","1,845.00","4,305.00",236.25,"2,362.50","1,942.50",32%
Quezon,DR 025561,24-Jan-25,GITOR-40 40MG,30.00,"3,500.00","105,000.00",0.00,"105,000.00",875.00,"26,250.00","78,750.00",75%
Quezon,DR 025563,27-Jan-25,KZIDINE 35MG,10.00,"1,350.00","13,500.00","4,725.00","8,775.00",600.00,"6,000.00","2,775.00",21%
Quezon,DR 025562,24-Jan-25,HYCLENS WOUND SPRAY 2% 60ML,19.00,252.00,"4,788.00",0.00,"4,788.00",114.66,"2,178.54","2,609.46",55%
Hospital,DR MS 02943,16-Jan-25,OPTRYL 5MG/G (0.5%) 5G,25.00,315.00,"7,875.00",0.00,"7,875.00",136.10,"3,402.50","4,472.50",57%
Hospital,DR MS 02933,16-Jan-25,BABY WASH 100ML (JOHNSON),50.00,85.00,"4,250.00",0.00,"4,250.00",58.00,"2,900.00","1,350.00",32%
Hospital,DR MS 02933,16-Jan-25,BABY OIL 50ML (JOHNSON),50.00,64.00,"3,200.00",0.00,"3,200.00",50.00,"2,500.00",700.00,22%
Hospital,DR MS 02933,16-Jan-25,FOLEY CATHETER 2WAY FR16 30ML (PARTNERS),50.00,70.00,"3,500.00",0.00,"3,500.00",38.00,"1,900.00","1,600.00",46%
Hospital,DR MS 02933,16-Jan-25,PAPER TOWEL 175PULL-UPS (FEMME),24.00,80.00,"1,920.00",0.00,"1,920.00",53.75,"1,290.00",630.00,33%
Hospital,DR MS 02975,23-Jan-25,OPTRYL 5MG/G (0.5%) 5G,25.00,315.00,"7,875.00",0.00,"7,875.00",136.10,"3,402.50","4,472.50",57%
Hospital,DR MS 02959,15-Jan-25,FENTIN 50MG/ML 2ML,3.00,"2,598.75","7,796.25",0.00,"7,796.25",885.00,"2,655.00","5,141.25",66%
Hospital,DR MS 02963,16-Jan-25,AMBIMOX 500MG CAP,1.00,337.50,337.50,0.00,337.50,157.00,157.00,180.50,53%
Hospital,DR MS 02964,16-Jan-25,FOLEY CATHETER 2WAY FR16 30ML (PARTNERS),100.00,70.00,"7,000.00",0.00,"7,000.00",38.00,"3,800.00","3,200.00",46%
Hospital,DR MS 02964,16-Jan-25,NELATON CATHETER FR.8 (ORMED),40.00,58.00,"2,320.00",0.00,"2,320.00",14.00,560.00,"1,760.00",76%
Hospital,DR 02976,24-Jan-25,RAXIDINE 25MG/ML 2ML,100.00,130.00,"13,000.00",0.00,"13,000.00",100.00,"10,000.00","3,000.00",23%
Hospital,DR MS 02961,16-Jan-25,RAXIDINE 25MG/ML 2ML,100.00,130.00,"13,000.00",0.00,"13,000.00",100.00,"10,000.00","3,000.00",23%
Hospital,DR MS 02971,21-Jan-25,EUROMED MAGNESIUM SULFATE 250MG/ML (25%) 20ML,15.00,70.00,"1,050.00",0.00,"1,050.00",57.75,866.25,183.75,18%
Hospital,DR MS 02950,27-Jan-25,EVAPROST 125MCG/0.5ML,40.00,396.00,"15,840.00",0.00,"15,840.00","1,872.00","74,880.00","-59,040.00",-373%
Hospital,DR MS 02972,21-Jan-25,SOBINATE 84MG/ML (8.4%) 20ML,26.00,380.00,"9,880.00",0.00,"9,880.00",142.00,"3,692.00","6,188.00",63%
Hospital,DR MS 02972,21-Jan-25,EPIBBAS 1MG/ML IV,5.00,"1,200.00","6,000.00",0.00,"6,000.00",145.00,725.00,"5,275.00",88%
Hospital,DR MS 02972,21-Jan-25,EPIBBAS 1MG/ML IV,10.00,"1,200.00","12,000.00",0.00,"12,000.00",145.00,"1,450.00","10,550.00",88%
Hospital,DR MS 02972,21-Jan-25,ANTIZOAL 5MG/ML,70.00,90.00,"6,300.00",0.00,"6,300.00",16.00,"1,120.00","5,180.00",82%
Hospital,DR MS 02972,21-Jan-25,BUPIRIGHT 5MG/ML 0.5% IN 8% 4ML,40.00,620.00,"24,800.00",0.00,"24,800.00",165.18,"6,607.20","18,192.80",73%
Hospital,DR MS 02972,21-Jan-25,EROXIME 750MG IV,4.00,"3,000.00","12,000.00",0.00,"12,000.00",175.00,700.00,"11,300.00",94%
Hospital,DR MS 02972,21-Jan-25,MUCOLIFAR 500MG TAB,3.00,"3,500.00","10,500.00",0.00,"10,500.00","1,100.00","3,300.00","7,200.00",69%
Hospital,DR MS 02972,21-Jan-25,DIFLOSID 25MG/ML 3ML,7.00,750.00,"5,250.00",0.00,"5,250.00",126.00,882.00,"4,368.00",83%
Hospital,DR MS 02972,21-Jan-25,MERGOT 125MCG,2.00,"2,000.00","4,000.00",0.00,"4,000.00",680.00,"1,360.00","2,640.00",66%
Hospital,DR MS 02972,21-Jan-25,EVAPROST 125MCG/0.5ML,4.00,"3,960.00","15,840.00",0.00,"15,840.00","1,872.00","7,488.00","8,352.00",53%
Hospital,DR MS 02972,21-Jan-25,SITIXON 1G 10ML,40.00,120.00,"4,800.00",0.00,"4,800.00",32.00,"1,280.00","3,520.00",73%
Hospital,DR MS 02972,21-Jan-25,LACTAMOX 500MG/125MG,10.00,"2,800.20","28,002.00",0.00,"28,002.00","1,115.00","11,150.00","16,852.00",60%
Hospital,DR MS 02972,21-Jan-25,CETHERGO 200MCG/ML IV,1.00,"4,375.00","4,375.00",0.00,"4,375.00","1,222.00","1,222.00","3,153.00",72%
