product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,net_income_clean,revenue_clean,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
HYCLENS WOUND SPRAY (60ML),7729.0,886207.14,860378.44,250,43,0,101329.23999999996,104684.57999999996,45,0.967948,0.003801,0.377562,A,ABC/Pareto using total_trade_price revenue,draft
ENDOPROST 250MCG/ML,646.0,855950.0,746050.0,9,5,0,722200.0,832100.0,46,0.867925,0.003671,0.381233,A,ABC/Pareto using total_trade_price revenue,draft
ANTITET 1500IU,912.5,848227.5,425667.5,21,17,0,287040.0,709600.0,47,0.40451,0.003638,0.384872,A,ABC/Pareto using total_trade_price revenue,draft
EXECORE 500MG TAB,5225.8073,824727.8,507816.45,45,25,4,298790.13999999996,387754.50999999995,48,0.770565,0.003538,0.388409,A,ABC/Pareto using total_trade_price revenue,draft
"MICROPORE 1"" - 1530-1 - 3M",1750.2532,818407.21,567561.15,72,31,1,437016.15,660237.21,49,0.661908,0.00351,0.39192,A,ABC/Pareto using total_trade_price revenue,draft
LUPINSULIN 30:70,1821.0,816272.0,534359.53,20,14,0,523279.53,713888.0,50,0.732999,0.003501,0.395421,A,ABC/Pareto using total_trade_price revenue,draft
MAXXIVIT PLUS,1683.95,814748.96,670112.0511,250,47,0,388192.07112900005,530190.8500000002,51,0.732174,0.003495,0.398916,A,ABC/Pareto using total_trade_price revenue,draft
CIMEX 500MG,740.0,814000.0,814000.0,32,23,0,0.0,0.0,52,0.0,0.003492,0.402407,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G18 1.5X38MM (CATHULA),166.8096,809039.2,538195.25,13,7,3,535995.25,806839.2000000001,53,0.664315,0.00347,0.405878,A,ABC/Pareto using total_trade_price revenue,draft
GIOZOLE 40MG W/ DILUENT,14611.3786,793899.57,341658.12,21,8,9,328028.12,716702.0900000001,54,0.457691,0.003405,0.409283,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 2% 60ML,3754.9113,785038.07,627309.24,185,32,7,153484.84000000003,299747.67,55,0.512047,0.003367,0.41265,A,ABC/Pareto using total_trade_price revenue,draft
CORPILYN 250MG,15221.1768,784123.8,361677.71,19,7,6,182081.71000000002,587126.33,56,0.310124,0.003363,0.416014,A,ABC/Pareto using total_trade_price revenue,draft
HYDROCORTIBAS 100MG VIAL,1471.7105,778265.12,275237.75,21,8,9,248660.90999999997,585037.23,57,0.425034,0.003338,0.419352,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 60ML.,5672.0,777926.08,759063.96,47,10,0,59588.770000000004,78450.89000000001,58,0.759568,0.003337,0.422689,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CATHULA),187.9205,775116.91,377036.17,12,7,5,358351.66,756432.4,59,0.473739,0.003325,0.426014,A,ABC/Pareto using total_trade_price revenue,draft
INK CARTRIDGE TRI COLOR (HP680),22.0725,772732.01,325044.07,33,14,30,323755.9799999999,765504.1999999998,60,0.422932,0.003315,0.429328,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML (500MG/100ML) 100ML,25892.7204,771851.17,464495.74,106,31,12,290902.4,463880.28,61,0.627107,0.003311,0.432639,A,ABC/Pareto using total_trade_price revenue,draft
DOCOR 250MG VIAL,990.0,765000.0,437100.0,9,8,0,338820.0,666720.0,62,0.508189,0.003281,0.43592,A,ABC/Pareto using total_trade_price revenue,draft
BREAD,2178.2803,759599.61,411586.13,28,10,27,375842.5500000001,679050.68,63,0.553482,0.003258,0.439178,A,ABC/Pareto using total_trade_price revenue,draft
PROHAB 10MG/ML 20ML,500.0,750000.0,750000.0,1,1,0,0.0,0.0,64,0.0,0.003217,0.442395,A,ABC/Pareto using total_trade_price revenue,draft
"HEPA B 10MCG/0.5ML MULTIDOSE, PEDIATRIC",4.0,750000.0,649400.0,2,1,0,649400.0,750000.0,65,0.865867,0.003217,0.445612,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G24,700.0,714000.0,0.0,2,1,0,0.0,0.0,66,0.0,0.003063,0.448675,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH INJECTION PORT LUER LOCK G24 0.7X19MM (CATHULA),158.2241,712508.0,355532.23,21,10,10,326272.69999999995,683248.4700000001,67,0.477532,0.003056,0.451731,A,ABC/Pareto using total_trade_price revenue,draft
SHARJVAX,1346.0,712221.15,468539.43,19,10,0,226009.14,469690.86,68,0.481187,0.003055,0.454786,A,ABC/Pareto using total_trade_price revenue,draft
MINERAL WATER 330ML (NATURE SPRING),2178.0724,703080.02,371414.11,28,10,27,337406.48000000004,626443.09,69,0.538607,0.003016,0.457802,A,ABC/Pareto using total_trade_price revenue,draft
CEFZIME 750MG,919.8,698518.5,694212.0,126,26,0,1023.0,3289.5,70,0.31099,0.002996,0.460798,A,ABC/Pareto using total_trade_price revenue,draft
JAGA 300MG/100MG/100MCG,1461.48,695214.0,654276.1,505,74,0,44811.5,72562.0,71,0.617562,0.002982,0.46378,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML,39018.0,695112.3067,674323.2767,290,63,0,3075.0,3175.0,72,0.968504,0.002982,0.466762,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-60 60MG/0.6ML,1750.0,691250.0,691250.0,4,2,0,0.0,0.0,73,0.0,0.002965,0.469727,A,ABC/Pareto using total_trade_price revenue,draft
PPE LAB.,1200.0,690000.0,629400.0,2,2,0,329400.0,390000.0,74,0.844615,0.00296,0.472687,A,ABC/Pareto using total_trade_price revenue,draft
EPOGEN 4000IU/0.4ML,1905.0,685800.0,441102.75,5,1,0,441102.75,685800.0,75,0.643194,0.002942,0.475628,A,ABC/Pareto using total_trade_price revenue,draft
SPASBASCINE,3535.0,684188.5833,617721.6433,61,34,0,12900.0,25300.0,76,0.509881,0.002935,0.478563,A,ABC/Pareto using total_trade_price revenue,draft
MODULAR TENT 79X17X79,150.0,675000.0,675000.0,1,1,0,0.0,0.0,77,0.0,0.002895,0.481458,A,ABC/Pareto using total_trade_price revenue,draft
ABHAY-TOX 40IU/0.5ML VIAL,828.0796,646466.38,281025.21,24,7,5,248535.21000000002,531807.08,78,0.467341,0.002773,0.484231,A,ABC/Pareto using total_trade_price revenue,draft
KOVENT SF 25MCG/250MCG MDI,1955.2885,642590.64,357902.98,15,11,2,346802.98000000004,631490.64,79,0.549182,0.002756,0.486988,A,ABC/Pareto using total_trade_price revenue,draft
BUPIRIGHT 1'S VIALS,3113.0,632567.0,632383.0,90,21,0,0.0,0.0,80,0.0,0.002713,0.489701,A,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ETHYL 70% - ALCORADE,1912.0,630960.0,628260.0,11,6,0,3900.0,6600.0,81,0.590909,0.002706,0.492407,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 125MCG/0.5ML,287.5312,599333.93,386407.33,54,25,3,205607.34,411045.94,82,0.500205,0.002571,0.494978,A,ABC/Pareto using total_trade_price revenue,draft
ISORANE 100% V/V 100ML,392.0,595750.0,418100.0,105,44,0,26900.0,69100.0,83,0.389291,0.002555,0.497533,A,ABC/Pareto using total_trade_price revenue,draft
OPREX 40MG IV,2981.6073,588035.77,585641.84,32,18,3,7219.69,9613.62,84,0.750986,0.002522,0.500056,A,ABC/Pareto using total_trade_price revenue,draft
SITIXON 1G,18821.0,583404.6,582270.6,98,43,0,9760.0,15120.0,85,0.645503,0.002502,0.502558,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA G20 - CATHULA,319.5,576900.0,19900.0,10,6,0,5000.0,22000.0,86,0.227273,0.002475,0.505033,A,ABC/Pareto using total_trade_price revenue,draft
ZEFTACARE 1G IV,12930.1912,571075.93,208431.43,19,9,1,190435.5,553080.0,87,0.344318,0.00245,0.507482,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G22 .8X25MM (CATHULA),133.0796,563487.21,286094.24,13,9,5,286094.24,563487.2100000001,88,0.507721,0.002417,0.509899,A,ABC/Pareto using total_trade_price revenue,draft
"GENVAC-B 10MCG/0.5ML MONODOSE, PEDIATRIC",28.6,559990.0,364990.0,5,3,0,0.0,0.0,89,0.0,0.002402,0.512301,A,ABC/Pareto using total_trade_price revenue,draft
FACE MASK,5733.0,555357.74,296338.89,52,22,0,23632.23,30747.77,90,0.768584,0.002382,0.514683,A,ABC/Pareto using total_trade_price revenue,draft
AZCORE 500MG TAB,348.8102,534285.94,192138.8,28,19,5,94213.97,218554.53,91,0.431078,0.002292,0.516975,A,ABC/Pareto using total_trade_price revenue,draft
MORNEM 500MG,3300.0,528000.0,325700.0,6,3,0,229700.0,432000.0,92,0.531713,0.002265,0.51924,A,ABC/Pareto using total_trade_price revenue,draft
ATOVAS 20MG,2812.1333,517418.0593,519083.2614,224,54,0,2191.324752,3772.863948,93,0.580812,0.002219,0.521459,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G22,500.5,510510.0,510.0,2,2,0,0.0,0.0,94,0.0,0.00219,0.523649,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-40 40MG/0.4ML,1550.0,496000.0,464566.0,4,3,0,464566.0,496000.0,95,0.936625,0.002128,0.525777,A,ABC/Pareto using total_trade_price revenue,draft
NUTRIBOARD WITHOUT BAG,101.6219,460715.72,153816.47,15,7,14,153816.47,412953.97000000003,96,0.372478,0.001976,0.527753,A,ABC/Pareto using total_trade_price revenue,draft
"SAMSUNG UHD 50"" TV",17.0,459000.0,456025.0,1,1,0,456025.0,459000.0,97,0.993519,0.001969,0.529722,A,ABC/Pareto using total_trade_price revenue,draft
CEPROTRON 500MG,1159.24,446154.92,446002.31,366,61,0,1094.25,2886.2,98,0.379132,0.001914,0.531635,A,ABC/Pareto using total_trade_price revenue,draft
CLAVIC 500MG/125MG,374.65,443528.929,342003.949,89,19,0,145633.2,231880.32000000004,99,0.628053,0.001902,0.533538,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN STERILE (GDR),3600.0,432000.0,431557.47,3,2,0,179557.47,180000.0,100,0.997541,0.001853,0.535391,A,ABC/Pareto using total_trade_price revenue,draft
BATHROOM TISSUE 2PLY 12'S (FEMME),115.4094,428916.8,229416.77,56,25,35,169603.93000000002,338183.18,101,0.501515,0.00184,0.537231,A,ABC/Pareto using total_trade_price revenue,draft
MICROSCOT 20MG 5G,1471.1735,425520.52,285591.99,18,7,8,228188.13999999996,320037.54,102,0.713004,0.001825,0.539056,A,ABC/Pareto using total_trade_price revenue,draft
FERGLOBIN 250MG,3626.1,424266.25,355923.76,281,70,0,119408.76,199126.25,103,0.599664,0.00182,0.540876,A,ABC/Pareto using total_trade_price revenue,draft
PPE COVER ALL SET,2013.0,422730.0,422730.0,3,2,0,0.0,0.0,104,0.0,0.001813,0.542689,A,ABC/Pareto using total_trade_price revenue,draft
DOLO-JAGA 500MG/50MG/100MG/100MCG,780.7273,422165.31,391215.51,170,31,4,24292.82,55242.619999999995,105,0.439748,0.001811,0.5445,A,ABC/Pareto using total_trade_price revenue,draft
CEFUSAPH,4216.19,421733.98,375575.5,110,39,0,98781.5,130291.75,106,0.758156,0.001809,0.546309,A,ABC/Pareto using total_trade_price revenue,draft
FLUARIX TETRA SH2021,700.0,420000.0,420000.0,1,1,0,0.0,0.0,107,0.0,0.001802,0.54811,A,ABC/Pareto using total_trade_price revenue,draft
CARDOWIN 1MG,1738.0,418762.84,428042.84,54,30,0,1700.0,2800.0,108,0.607143,0.001796,0.549907,A,ABC/Pareto using total_trade_price revenue,draft
GYNE-TOCIN 10IU/ML,5035.0,417161.3067,368786.8867,98,48,0,5578.79,32623.21,109,0.171007,0.001789,0.551696,A,ABC/Pareto using total_trade_price revenue,draft
ATROPINE,50.5,417130.0,245.0,3,2,0,245.0,4130.0,110,0.059322,0.001789,0.553485,A,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG WITH DILUENT,15831.3692,412937.12,397446.1,66,24,2,55784.1,71275.12,111,0.782659,0.001771,0.555256,A,ABC/Pareto using total_trade_price revenue,draft
KZIDINE 35MG,679.2533,410724.93,277734.93,56,20,1,119334.93,252324.93,112,0.472941,0.001762,0.557018,A,ABC/Pareto using total_trade_price revenue,draft
LYSOL PROFESSIONAL DISINFECTANT LIQUID 5L,150.0,409090.5,88909.5,1,1,0,88909.5,409090.5,113,0.217335,0.001755,0.558773,A,ABC/Pareto using total_trade_price revenue,draft
APROCARE 150MG,1865.8666,408936.792,404428.5927,198,27,0,4264.5,8853.0,114,0.481701,0.001754,0.560527,A,ABC/Pareto using total_trade_price revenue,draft
VESSEL COMPARATOR,203.0,406000.0,253710.0,3,3,0,253710.0,406000.0,115,0.624901,0.001741,0.562269,A,ABC/Pareto using total_trade_price revenue,draft
XYNETRIX CHEWABLE TABLET,961.0,405304.23,280475.7092,158,32,0,190525.71921900002,315354.24,116,0.604164,0.001739,0.564007,A,ABC/Pareto using total_trade_price revenue,draft
TOSYLAM 750MG TAB,307.34,401365.1,377330.2499,96,41,0,12710.149877,30945.0,117,0.410734,0.001722,0.565729,A,ABC/Pareto using total_trade_price revenue,draft
SYVIR 400,200.0,400000.0,400000.0,1,1,0,0.0,0.0,118,0.0,0.001716,0.567444,A,ABC/Pareto using total_trade_price revenue,draft
PHYTOMEN 10MG/ML,2304.9,397166.5,405316.0,160,56,0,6829.0,8408.0,119,0.812203,0.001704,0.569148,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (MEDIUM),1534.0,389795.0,377325.0,28,9,0,25915.0,38385.0,120,0.675134,0.001672,0.57082,A,ABC/Pareto using total_trade_price revenue,draft
AEROX 500MG,3885.0,387575.0,320259.0,13,5,0,30984.0,88800.0,121,0.348919,0.001662,0.572482,A,ABC/Pareto using total_trade_price revenue,draft
PPE - COLORED (GDR),1500.0,375000.0,375000.0,1,1,0,0.0,0.0,122,0.0,0.001609,0.574091,A,ABC/Pareto using total_trade_price revenue,draft
LAZICARE 10MG/ML (20MG/2ML) 2ML,3186.4642,370608.81,209500.67,19,9,3,206420.66999999998,367528.81,123,0.561645,0.00159,0.575681,A,ABC/Pareto using total_trade_price revenue,draft
DANOXIME 750MG,11945.0,369822.5,370432.5,20,15,0,0.0,0.0,124,0.0,0.001586,0.577267,A,ABC/Pareto using total_trade_price revenue,draft
RANICLAV 625MG,2494.94,366309.9,334477.59,55,26,0,115007.63999999998,130905.86000000002,125,0.878552,0.001571,0.578838,A,ABC/Pareto using total_trade_price revenue,draft
ENHAMOX 500MG/125MG,265.2891,363886.72,359561.49,71,11,3,24308.01,28633.24,126,0.848944,0.001561,0.580399,A,ABC/Pareto using total_trade_price revenue,draft
UNDERPADS ANTIBACTERIAL X-LARGE (HEXACARE),3460.0,363418.98,363418.98,6,2,0,0.0,0.0,127,0.0,0.001559,0.581958,A,ABC/Pareto using total_trade_price revenue,draft
OMCARE 40MG WITH DILUENT,8050.8469,363269.28,155699.19,14,5,7,147449.18999999997,320151.69999999995,128,0.46056,0.001558,0.583516,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN,3852.0,360760.0,356500.0,9,5,0,22000.0,26260.0,129,0.837776,0.001547,0.585063,A,ABC/Pareto using total_trade_price revenue,draft
BACTIV 625MG,1273.3363,359682.6397,273902.3519,28,21,0,212999.552286,272772.43509,130,0.780869,0.001543,0.586606,A,ABC/Pareto using total_trade_price revenue,draft
TRIZEF 100MG,255.0,359168.8,318568.8,64,32,0,0.0,0.0,131,0.0,0.001541,0.588147,A,ABC/Pareto using total_trade_price revenue,draft
SII-TO-VAC 0.5ML,650.0,357500.0,140750.0,2,2,0,140750.0,357500.0,132,0.393706,0.001533,0.58968,A,ABC/Pareto using total_trade_price revenue,draft
CUROXIM 750MG WITH DILUENT,13200.0,356400.0,294360.0,12,4,0,294360.0,356400.0,133,0.825926,0.001529,0.591209,A,ABC/Pareto using total_trade_price revenue,draft
MERAZOL 40MG,1257.53,351406.5,346017.25,115,41,0,28157.25,53332.5,134,0.527957,0.001507,0.592716,A,ABC/Pareto using total_trade_price revenue,draft
RAINCOAT WITH PRINT,1000.0,350000.0,350000.0,1,1,0,0.0,0.0,135,0.0,0.001501,0.594218,A,ABC/Pareto using total_trade_price revenue,draft
CORSIN-300 150MG/ML (300MG/2ML) 2ML,6660.0,347620.0,245204.8,13,7,0,216864.80000000002,319280.0,136,0.679231,0.001491,0.595709,A,ABC/Pareto using total_trade_price revenue,draft
CHROMOGENIC ENZYME SUBSTRATE TEST (COLIKAT RAPID),12.0,345600.0,138790.0,4,3,0,138790.0,345600.0,137,0.401591,0.001482,0.597191,A,ABC/Pareto using total_trade_price revenue,draft
EPIX BY 10'S,1715.6667,342472.0197,275555.6889,112,41,0,47262.22219,86362.77696,138,0.547252,0.001469,0.59866,A,ABC/Pareto using total_trade_price revenue,draft
BICARBISAPH 84MG/ML,60.0,340600.0,56250.0,3,3,0,56250.0,346250.0,139,0.162455,0.001461,0.600121,A,ABC/Pareto using total_trade_price revenue,draft
SANOMAX - FA,603.0,337680.0,205899.34,97,32,0,172859.34000000017,313040.0,140,0.552196,0.001448,0.60157,A,ABC/Pareto using total_trade_price revenue,draft
HIVENT PLUS,1015.38,335072.21,274068.11,36,13,0,5250.0,19800.0,141,0.265152,0.001437,0.603007,A,ABC/Pareto using total_trade_price revenue,draft
NEBULIZER KIT ADULT (SURGITECH),2000.1717,334772.74,98219.85,6,5,1,98219.85,334772.74,142,0.293393,0.001436,0.604443,A,ABC/Pareto using total_trade_price revenue,draft
ARCH FILE LONG 3INCHES,501.6363,333772.77,159890.49,28,10,27,146225.71,302978.89,143,0.482627,0.001432,0.605874,A,ABC/Pareto using total_trade_price revenue,draft
XYNETIN 1500MG/200IU,1066.34,330565.4,326967.9,167,19,0,432.5,4030.0,144,0.10732,0.001418,0.607292,A,ABC/Pareto using total_trade_price revenue,draft
MERAZOL-40 40MG,1651.0,330200.0,275106.0,7,6,0,270906.0,326000.0,145,0.831,0.001416,0.608709,A,ABC/Pareto using total_trade_price revenue,draft
D5W 250ML (EUROMED),3000.0,330000.0,0.0,1,1,0,0.0,0.0,146,0.0,0.001415,0.610124,A,ABC/Pareto using total_trade_price revenue,draft
ENOX 6000 ANTI-XA IU/0.6ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,800.0,328000.0,195160.0,4,3,0,51660.0,184500.0,147,0.28,0.001407,0.611531,A,ABC/Pareto using total_trade_price revenue,draft
AFENAX 100MG,549.46,326928.7,249661.0,117,52,0,28321.0,85085.0,148,0.332855,0.001402,0.612933,A,ABC/Pareto using total_trade_price revenue,draft
K-LYTE 600MG TABLET,290.0,324800.0,44950.0,4,1,0,44950.0,324800.0,149,0.138393,0.001393,0.614327,A,ABC/Pareto using total_trade_price revenue,draft
UV LIGHT,10.0,316666.25,316666.25,5,3,0,0.0,0.0,150,0.0,0.001358,0.615685,A,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE DIAPER ADULT XL (HEXACARE),1554.0,315546.26,58029.74,7,5,0,58029.74,315546.26,151,0.183902,0.001353,0.617038,A,ABC/Pareto using total_trade_price revenue,draft
