product,quantity,revenue,gross_margin_amount,row_count,active_months,estimated_contract_rows,rank,gross_margin_rate,revenue_share,cumulative_revenue_share,abc_class,method,status
MERAZOL 40MG,744.9632,1209762.98,2663361.48,58,26,9,21,2.201556,0.006597,0.241815,A,ABC/Pareto using total_trade_price revenue,draft
BATHROOM TISSUE 2PLY 12'S (FEMME),114.7712,1192403.29,819281.55,51,18,30,22,0.687084,0.006503,0.248318,A,ABC/Pareto using total_trade_price revenue,draft
SITIXON 1G,11332.3538,1153586.1,2984717.75,42,23,10,23,2.587339,0.006291,0.254609,A,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG W/ DILUENT,42100.147,1128912.57,990936.48,20,6,1,24,0.87778,0.006156,0.260765,A,ABC/Pareto using total_trade_price revenue,draft
TROYNOXA-60 60MG/0.6ML,2770.0,1119080.0,1767952.5,4,3,0,25,1.579827,0.006103,0.266868,A,ABC/Pareto using total_trade_price revenue,draft
VOLUMETRIC SOLUTION INFUSION SET 150ML (POLYVOL),7200.0,1116000.0,405144.0,12,1,0,26,0.363032,0.006086,0.272954,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML,22857.9662,1081485.98,2258862.75,143,37,16,27,2.088666,0.005898,0.278852,A,ABC/Pareto using total_trade_price revenue,draft
TRIVASC 35MG MR,2345.9449,1076497.06,1614963.12,207,36,4,28,1.500202,0.005871,0.284722,A,ABC/Pareto using total_trade_price revenue,draft
EVAPROST 125MCG/ML,448.2676,1046316.0,1098422.27,81,35,9,29,1.0498,0.005706,0.290428,A,ABC/Pareto using total_trade_price revenue,draft
HIVENT PLUS,2691.3196,1037916.48,1100643.51,41,18,5,30,1.060436,0.00566,0.296088,A,ABC/Pareto using total_trade_price revenue,draft
CLIN-GEN 300MG,3062.0,1026295.0,1077183.75,16,10,0,31,1.049585,0.005597,0.301685,A,ABC/Pareto using total_trade_price revenue,draft
KN95 FACEMASK (PIECE),8553.0,995624.0,550778.05,12,8,0,32,0.553199,0.00543,0.307115,A,ABC/Pareto using total_trade_price revenue,draft
VAXIGRIP TETRA INFLUENZA VACCINE,1408.0,985600.0,1439224.95,3,2,0,33,1.460253,0.005375,0.312489,A,ABC/Pareto using total_trade_price revenue,draft
PPE SET,2510.0,978900.0,1101850.0,3,3,0,34,1.1256,0.005338,0.317828,A,ABC/Pareto using total_trade_price revenue,draft
AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),6.9464,976482.42,574553.0,19,7,18,35,0.588391,0.005325,0.323153,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS SKIN CLEANSER (60ML),8535.0,967869.0,1382262.6,16,12,0,36,1.428151,0.005278,0.328431,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY (60ML),7872.6313,923944.64,1205538.22,250,46,2,37,1.304773,0.005039,0.33347,A,ABC/Pareto using total_trade_price revenue,draft
PROFUREX 750MG,4760.0,882266.0,914348.4,8,7,0,38,1.036364,0.004811,0.338281,A,ABC/Pareto using total_trade_price revenue,draft
MATERNITY PADS 8S (MAXIFREE),14258.0,863360.0,431471.2,15,6,0,39,0.499758,0.004708,0.342989,A,ABC/Pareto using total_trade_price revenue,draft
ENDOPROST 250MCG/ML,646.0,855950.0,784750.0,9,4,0,40,0.916818,0.004668,0.347657,A,ABC/Pareto using total_trade_price revenue,draft
LUPINSULIN 30:70,1821.0,816272.0,632878.53,20,16,0,41,0.775328,0.004451,0.352108,A,ABC/Pareto using total_trade_price revenue,draft
NUTRIBOARD WITHOUT BAG,102.7037,809655.54,298890.81,13,3,12,42,0.369158,0.004415,0.356524,A,ABC/Pareto using total_trade_price revenue,draft
ABHAY-TOX 40IU/0.5ML VIAL,829.4228,803341.88,326664.49,26,6,7,43,0.406632,0.004381,0.360905,A,ABC/Pareto using total_trade_price revenue,draft
ZEFXON 40MG,2700.0,792102.92,648077.08,14,10,0,44,0.818173,0.00432,0.365224,A,ABC/Pareto using total_trade_price revenue,draft
MAXIFER 20MG/ML,742.6066,791645.83,1498759.06,46,29,9,45,1.893219,0.004317,0.369541,A,ABC/Pareto using total_trade_price revenue,draft
ANTITET 1500IU,762.5,766507.5,351744.18,15,13,0,46,0.458892,0.00418,0.373722,A,ABC/Pareto using total_trade_price revenue,draft
GIOZOLE 40MG W/ DILUENT,14611.2336,762806.66,416022.58,16,7,4,47,0.545384,0.00416,0.377881,A,ABC/Pareto using total_trade_price revenue,draft
PHYTOMEN 10MG/ML,1249.0891,750934.28,1101612.26,94,34,9,48,1.466989,0.004095,0.381977,A,ABC/Pareto using total_trade_price revenue,draft
PROHAB 10MG/ML 20ML,500.0,750000.0,1360000.0,1,1,0,49,1.813333,0.00409,0.386067,A,ABC/Pareto using total_trade_price revenue,draft
"HEPA B 10MCG/0.5ML MULTIDOSE, PEDIATRIC",4.0,750000.0,649400.0,2,2,0,50,0.865867,0.00409,0.390157,A,ABC/Pareto using total_trade_price revenue,draft
DOLO JAGA 500MG/50MG/100MG/100MCG,1088.6398,748948.32,1098336.97,253,36,3,51,1.466506,0.004084,0.394241,A,ABC/Pareto using total_trade_price revenue,draft
HYCLENS WOUND SPRAY 2% 60ML,3750.0433,739848.77,812067.23,189,27,12,52,1.097612,0.004035,0.398276,A,ABC/Pareto using total_trade_price revenue,draft
AEROX 500MG,7561.0,721255.0,877384.0,12,5,0,53,1.216469,0.003933,0.402209,A,ABC/Pareto using total_trade_price revenue,draft
LACTAMOX 500MG/125MG TAB,566.1712,715893.94,1050281.59,167,41,5,54,1.467091,0.003904,0.406113,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G24,700.0,714000.0,606000.0,2,1,0,55,0.848739,0.003894,0.410007,A,ABC/Pareto using total_trade_price revenue,draft
EUROXONE 1G,8968.8814,709327.71,2778891.13,81,32,4,56,3.917641,0.003868,0.413875,A,ABC/Pareto using total_trade_price revenue,draft
JACKIE DISINFECT SPRAY 500ML,48.399,696693.32,1116397.85,16,8,12,57,1.602424,0.003799,0.417674,A,ABC/Pareto using total_trade_price revenue,draft
MONOWEL 1G,1550.0,696354.0,574820.0,7,4,0,58,0.825471,0.003797,0.421472,A,ABC/Pareto using total_trade_price revenue,draft
ANTIZOAL 5MG/ML (500MG/100ML) 100ML,25893.6381,694417.68,1068054.47,110,26,16,59,1.538058,0.003787,0.425259,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-60 60MG/0.6ML,1750.0,691250.0,1132687.5,4,2,0,60,1.638608,0.00377,0.429028,A,ABC/Pareto using total_trade_price revenue,draft
EPOGEN 4000IU/0.4ML,1905.0,685800.0,441102.75,5,1,0,61,0.643194,0.00374,0.432768,A,ABC/Pareto using total_trade_price revenue,draft
MODULAR TENT 79X17X79,150.0,675000.0,742425.0,1,1,0,62,1.099889,0.003681,0.436449,A,ABC/Pareto using total_trade_price revenue,draft
CARDOWIN 1MG,934.8963,672653.5,1058664.53,25,14,6,63,1.573863,0.003668,0.440117,A,ABC/Pareto using total_trade_price revenue,draft
DOCOR 250MG VIAL,838.0,666720.0,338820.0,5,5,0,64,0.508189,0.003636,0.443753,A,ABC/Pareto using total_trade_price revenue,draft
CEFUSAPH,3760.9968,641166.13,1259244.49,63,25,4,65,1.963991,0.003497,0.44725,A,ABC/Pareto using total_trade_price revenue,draft
TRIOPHIL 35MG,2043.3,637509.6,665686.4,10,3,0,66,1.044198,0.003477,0.450726,A,ABC/Pareto using total_trade_price revenue,draft
ALCOHOL ETHYL 70% - ALCORADE,1912.0,630960.0,903740.0,11,6,0,67,1.432325,0.003441,0.454167,A,ABC/Pareto using total_trade_price revenue,draft
KOVENT SF 25MCG/250MCG MDI,1955.0,625500.0,359720.0,13,8,0,68,0.575092,0.003411,0.457578,A,ABC/Pareto using total_trade_price revenue,draft
EPIX BY 10'S,1150.1858,580423.13,1040848.54,79,26,7,69,1.793258,0.003165,0.460744,A,ABC/Pareto using total_trade_price revenue,draft
AEROVENT 1MG 30'S,2185.85,579249.19,553061.42,16,7,0,70,0.95479,0.003159,0.463902,A,ABC/Pareto using total_trade_price revenue,draft
ZEFTACARE 1G IV,12930.0,569100.0,245335.5,18,7,0,71,0.431094,0.003104,0.467006,A,ABC/Pareto using total_trade_price revenue,draft
OPREX 40MG IV,2981.2143,560803.01,593583.58,31,16,2,72,1.058453,0.003058,0.470064,A,ABC/Pareto using total_trade_price revenue,draft
"GENVAC-B 10MCG/0.5ML MONODOSE, PEDIATRIC",28.6,559990.0,655860.0,5,4,0,73,1.171199,0.003054,0.473118,A,ABC/Pareto using total_trade_price revenue,draft
CIMEX 500MG,490.394,557891.31,958667.68,25,19,3,74,1.718377,0.003042,0.47616,A,ABC/Pareto using total_trade_price revenue,draft
REFRIGERATOR 22CU.FT TWO DOOR UPRIGHT CHILLER (FUJIDENZO),2.9376,556783.29,295253.69,13,7,12,75,0.530285,0.003036,0.479197,A,ABC/Pareto using total_trade_price revenue,draft
AZCORE 500MG,2297.87,544100.77,863363.1,20,9,0,76,1.586771,0.002967,0.482164,A,ABC/Pareto using total_trade_price revenue,draft
MORNEM 500MG,3300.0,528000.0,340700.0,6,3,0,77,0.645265,0.002879,0.485043,A,ABC/Pareto using total_trade_price revenue,draft
SPIROCARE-25 25MG,2005.0,525310.0,529770.0,3,1,0,78,1.00849,0.002865,0.487908,A,ABC/Pareto using total_trade_price revenue,draft
MASKING TAPE 1INCH,89.7543,524233.19,343951.74,36,15,31,79,0.656104,0.002859,0.490767,A,ABC/Pareto using total_trade_price revenue,draft
MICROPORE 1X10 2.5CMX9.1M (3M),657.5653,521755.38,296143.01,36,8,7,80,0.56759,0.002845,0.493612,A,ABC/Pareto using total_trade_price revenue,draft
"QMC 787,170",1.0,514720.0,228640.0,1,1,0,81,0.444203,0.002807,0.496419,A,ABC/Pareto using total_trade_price revenue,draft
EXEL 100MG,331.203,512250.6,471172.57,25,17,7,82,0.919809,0.002793,0.499213,A,ABC/Pareto using total_trade_price revenue,draft
CANCARE IV CANNULA G22,500.5,510510.0,451140.0,2,2,0,83,0.883705,0.002784,0.501997,A,ABC/Pareto using total_trade_price revenue,draft
LOMOH-40 40MG/0.4ML,1550.0,496000.0,464566.0,4,3,0,84,0.936625,0.002705,0.504702,A,ABC/Pareto using total_trade_price revenue,draft
AMBIDOL 50MG/ML (100MG/2ML) 2ML,325.4192,494209.1,588557.33,55,23,11,85,1.190908,0.002695,0.507397,A,ABC/Pareto using total_trade_price revenue,draft
NYSECOD 50MG,854.0,484260.0,481105.0,8,6,0,86,0.993485,0.002641,0.510038,A,ABC/Pareto using total_trade_price revenue,draft
SAPHLECOX 200MG,479.1308,482520.57,817208.09,47,23,3,87,1.693623,0.002631,0.512669,A,ABC/Pareto using total_trade_price revenue,draft
DOLO-JAGA 500MG/50MG/100MG/100MCG,540.0402,475536.31,659074.22,149,25,5,88,1.38596,0.002593,0.515262,A,ABC/Pareto using total_trade_price revenue,draft
ISORANE 100% V/V 100ML,259.0,470300.0,596300.0,39,19,0,89,1.267914,0.002565,0.517827,A,ABC/Pareto using total_trade_price revenue,draft
MYGEL BLACK,76.6115,469185.17,315618.41,23,13,18,90,0.672695,0.002559,0.520386,A,ABC/Pareto using total_trade_price revenue,draft
"SAMSUNG UHD 50"" TV",17.0,459000.0,456025.0,1,1,0,91,0.993519,0.002503,0.522889,A,ABC/Pareto using total_trade_price revenue,draft
NITROFIX SR 30MG,854.0,444180.0,454530.0,17,11,0,92,1.023301,0.002422,0.525311,A,ABC/Pareto using total_trade_price revenue,draft
ANGEL-50 50MG,625.6701,436544.28,464573.27,36,19,4,93,1.064207,0.002381,0.527692,A,ABC/Pareto using total_trade_price revenue,draft
HYTRIX 100MG,1345.88,436442.01,323447.03,25,12,3,94,0.7411,0.00238,0.530072,A,ABC/Pareto using total_trade_price revenue,draft
DIFLOSID 25MG/ML 3ML,388.3913,434075.59,488254.97,73,22,8,95,1.124816,0.002367,0.532439,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN STERILE (GDR),3600.0,432000.0,1049535.39,3,2,0,96,2.42948,0.002356,0.534795,A,ABC/Pareto using total_trade_price revenue,draft
PPE COVER ALL SET,2013.0,422730.0,1448933.5,3,2,0,97,3.427563,0.002305,0.5371,A,ABC/Pareto using total_trade_price revenue,draft
FLUARIX TETRA SH2021,700.0,420000.0,479624.95,1,1,0,98,1.141964,0.00229,0.53939,A,ABC/Pareto using total_trade_price revenue,draft
ATROPINE,50.5,417130.0,413245.0,3,2,0,99,0.990686,0.002275,0.541665,A,ABC/Pareto using total_trade_price revenue,draft
KZIDINE 35MG,679.1378,412057.82,351756.21,57,14,2,100,0.853657,0.002247,0.543912,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CATHULA),187.2,411840.0,220896.0,7,3,0,101,0.536364,0.002246,0.546158,A,ABC/Pareto using total_trade_price revenue,draft
GENTAM 40MG,620.214,410176.75,383272.84,60,31,7,102,0.934409,0.002237,0.548395,A,ABC/Pareto using total_trade_price revenue,draft
LYSOL PROFESSIONAL DISINFECTANT LIQUID 5L,150.0,409090.5,88909.5,1,1,0,103,0.217335,0.002231,0.550626,A,ABC/Pareto using total_trade_price revenue,draft
EXECORE 500MG TAB,5223.0,408138.0,550047.0,40,17,0,104,1.347699,0.002226,0.552852,A,ABC/Pareto using total_trade_price revenue,draft
VESSEL COMPARATOR,203.0,406000.0,253710.0,3,3,0,105,0.624901,0.002214,0.555066,A,ABC/Pareto using total_trade_price revenue,draft
SYVIR 400,200.0,400000.0,840000.0,1,1,0,106,2.1,0.002181,0.557247,A,ABC/Pareto using total_trade_price revenue,draft
CORSIN-300 150MG/ML (300MG/2ML) 2ML,6660.2413,392637.67,549831.44,14,7,2,107,1.400353,0.002141,0.559388,A,ABC/Pareto using total_trade_price revenue,draft
PPE LAB.,600.0,390000.0,329400.0,1,1,0,108,0.844615,0.002127,0.561515,A,ABC/Pareto using total_trade_price revenue,draft
SMACK LABORATORY GOWN,2600.0,390000.0,517400.0,2,2,0,109,1.326667,0.002127,0.563642,A,ABC/Pareto using total_trade_price revenue,draft
GYNE-TOCIN 10IU/ML,2535.0775,389846.34,1552387.15,57,26,5,110,3.982049,0.002126,0.565768,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (MEDIUM),1534.0,389795.0,806007.07,28,9,0,111,2.067772,0.002126,0.567894,A,ABC/Pareto using total_trade_price revenue,draft
HYDROCORTIBAS 100MG VIAL,1470.0,376320.0,144736.0,12,5,0,112,0.384609,0.002052,0.569946,A,ABC/Pareto using total_trade_price revenue,draft
PPE - COLORED (GDR),1500.0,375000.0,510000.0,1,1,0,113,1.36,0.002045,0.571991,A,ABC/Pareto using total_trade_price revenue,draft
MECID 500MG,335.9437,372929.65,456368.55,26,14,6,114,1.223739,0.002034,0.574025,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH INJECTION PORT LUER LOCK G24 0.7X19MM (CATHULA),156.18,367632.0,160256.4,11,4,0,115,0.435915,0.002005,0.576029,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G18 1.5X38MM (CATHULA),166.2,365640.0,197596.0,10,5,0,116,0.540411,0.001994,0.578023,A,ABC/Pareto using total_trade_price revenue,draft
UNDERPADS ANTIBACTERIAL X-LARGE (HEXACARE),3460.0,363418.98,367679.02,6,2,0,117,1.011722,0.001982,0.580005,A,ABC/Pareto using total_trade_price revenue,draft
FACE MASK,5153.3443,362685.16,1707922.16,35,19,2,118,4.709104,0.001978,0.581983,A,ABC/Pareto using total_trade_price revenue,draft
ISOLATION GOWN,3852.0,360760.0,1252308.6,9,5,0,119,3.471307,0.001967,0.58395,A,ABC/Pareto using total_trade_price revenue,draft
SII-TO-VAC 0.5ML,650.0,357500.0,140750.0,2,2,0,120,0.393706,0.00195,0.5859,A,ABC/Pareto using total_trade_price revenue,draft
CUROXIM 750MG WITH DILUENT,13200.0,356400.0,294360.0,9,2,0,121,0.825926,0.001944,0.587844,A,ABC/Pareto using total_trade_price revenue,draft
SANOMAX - FA,633.0,354480.0,230819.34,97,32,0,122,0.651149,0.001933,0.589777,A,ABC/Pareto using total_trade_price revenue,draft
BICARBISAPH 84MG/ML,62.0,351900.0,61900.0,3,3,0,123,0.175902,0.001919,0.591696,A,ABC/Pareto using total_trade_price revenue,draft
RAINCOAT WITH PRINT,1000.0,350000.0,1119632.5,1,1,0,124,3.19895,0.001909,0.593604,A,ABC/Pareto using total_trade_price revenue,draft
CORPILYN 500MG,25770.0,348777.0,238836.5,31,13,0,125,0.684783,0.001902,0.595506,A,ABC/Pareto using total_trade_price revenue,draft
CHROMOGENIC ENZYME SUBSTRATE TEST (COLIKAT RAPID),12.0,345600.0,138790.0,4,3,0,126,0.401591,0.001885,0.597391,A,ABC/Pareto using total_trade_price revenue,draft
MERAZOL-40 40MG,1651.0,330200.0,291306.0,7,5,0,127,0.882211,0.001801,0.599192,A,ABC/Pareto using total_trade_price revenue,draft
BUNNY SUIT MICROFIBER,1200.0,330000.0,268200.0,2,2,0,128,0.812727,0.0018,0.600991,A,ABC/Pareto using total_trade_price revenue,draft
D5W 250ML (EUROMED),3000.0,330000.0,330000.0,1,1,0,129,1.0,0.0018,0.602791,A,ABC/Pareto using total_trade_price revenue,draft
ENOX 6000 ANTI-XA IU/0.6ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,800.0,328000.0,655760.0,4,3,0,130,1.999268,0.001789,0.60458,A,ABC/Pareto using total_trade_price revenue,draft
K-LYTE 600MG TABLET,290.0,324800.0,44950.0,4,1,0,131,0.138393,0.001771,0.606351,A,ABC/Pareto using total_trade_price revenue,draft
PHIZOLIN 1G,1798.0,322172.5,326952.5,13,8,0,132,1.014837,0.001757,0.608108,A,ABC/Pareto using total_trade_price revenue,draft
ENOCEE 500MG,1466.4684,317648.96,534128.0,60,21,2,133,1.681504,0.001732,0.60984,A,ABC/Pareto using total_trade_price revenue,draft
ENHAMOX 500MG/125MG,264.8912,317085.95,536001.66,70,6,2,134,1.690399,0.001729,0.611569,A,ABC/Pareto using total_trade_price revenue,draft
DISPOSABLE DIAPER ADULT XL (HEXACARE),1554.0,315546.26,58029.74,7,5,0,135,0.183902,0.001721,0.61329,A,ABC/Pareto using total_trade_price revenue,draft
JAGA 300MG/100MG/100MCG,589.44,312403.2,557607.8,162,34,0,136,1.784898,0.001704,0.614994,A,ABC/Pareto using total_trade_price revenue,draft
RENITE XL,1000.0,308000.0,308470.0,3,2,0,137,1.001526,0.00168,0.616673,A,ABC/Pareto using total_trade_price revenue,draft
TRIZEF 100MG,222.0,303163.8,805436.2,56,26,0,138,2.656769,0.001653,0.618327,A,ABC/Pareto using total_trade_price revenue,draft
X-RAY FILM 14X14 (FUJI),10.2309,299494.58,-79023.55,4,1,1,139,-0.263856,0.001633,0.61996,A,ABC/Pareto using total_trade_price revenue,draft
SPASBASCINE,1584.0,295090.0,710035.0,28,19,0,140,2.406164,0.001609,0.621569,A,ABC/Pareto using total_trade_price revenue,draft
RELAXSAPH 500MCG+2.5MG/2.5ML,428.4946,294261.92,177644.46,6,4,1,141,0.603695,0.001605,0.623174,A,ABC/Pareto using total_trade_price revenue,draft
IV CANNULA WITH WINGS LUER LOCK G22 .8X25MM (CATHULA),132.2,290840.0,155996.0,8,3,0,142,0.536364,0.001586,0.62476,A,ABC/Pareto using total_trade_price revenue,draft
HEPABIG 100I.U/0.5ML IV,100.0,290000.0,67300.0,3,2,0,143,0.232069,0.001581,0.626342,A,ABC/Pareto using total_trade_price revenue,draft
AMCETAM 150MG/2ML,566.3293,288944.98,538645.51,22,11,2,144,1.86418,0.001576,0.627917,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (LARGE),1130.0,287760.0,441754.27,12,8,0,145,1.535148,0.001569,0.629486,A,ABC/Pareto using total_trade_price revenue,draft
FLASH DRIVE 16GB CAPACITY 1 PIECE INVIDUAL BLISTER PACK KINGSTON,14.9668,283311.19,132357.46,11,6,8,146,0.46718,0.001545,0.631032,A,ABC/Pareto using total_trade_price revenue,draft
CIUMADE,629.0,283050.0,165159.61,107,33,0,147,0.5835,0.001544,0.632575,A,ABC/Pareto using total_trade_price revenue,draft
ELECTRICAL WIRE #14,53.6209,280729.15,176264.61,24,9,22,148,0.627881,0.001531,0.634106,A,ABC/Pareto using total_trade_price revenue,draft
IM70 PATIENT MONITOR W/ CAPNOGRAPH,1.0,280000.0,170000.0,1,1,0,149,0.607143,0.001527,0.635633,A,ABC/Pareto using total_trade_price revenue,draft
ZINACARE 750MG WITH DILUENT,10495.126,278652.29,836290.33,14,10,1,150,3.001197,0.00152,0.637153,A,ABC/Pareto using total_trade_price revenue,draft
GLOVES BLUE VINYL/NITRILE BLEND (SMALL),1090.0,276900.0,527025.12,13,7,0,151,1.903305,0.00151,0.638663,A,ABC/Pareto using total_trade_price revenue,draft
OLXARIN 6000IU/0.6ML 60MG/0.6ML,355.0,276900.0,463104.5,2,1,0,152,1.672461,0.00151,0.640173,A,ABC/Pareto using total_trade_price revenue,draft
AIRCONDITION SPLIT TYPE INVERTER 2HP (CARRIER),5.0,276500.0,322000.0,1,1,0,153,1.164557,0.001508,0.64168,A,ABC/Pareto using total_trade_price revenue,draft
PHYTOBAS 10MG/ML IV,1031.4749,276433.47,809587.21,65,18,4,154,2.928687,0.001507,0.643188,A,ABC/Pareto using total_trade_price revenue,draft
DEXAMAX 4MG/ML (8MG/2ML) 2ML,219.1108,276084.52,305259.88,35,18,7,155,1.105675,0.001506,0.644694,A,ABC/Pareto using total_trade_price revenue,draft
XRAY FILM 11X14 (FUJI),7.3872,272848.29,-73355.74,5,1,2,156,-0.268852,0.001488,0.646182,A,ABC/Pareto using total_trade_price revenue,draft
PPE WHITE W/ BLUE STRIPES - M/L/XL,705.0,272100.0,432435.6,2,2,0,157,1.589252,0.001484,0.647665,A,ABC/Pareto using total_trade_price revenue,draft
BENERVA FORTE CAP,517.6,271740.0,319398.2,54,25,0,158,1.175382,0.001482,0.649147,A,ABC/Pareto using total_trade_price revenue,draft
TRIVASC 35MG,589.337,269077.75,416445.16,51,16,2,159,1.547676,0.001467,0.650615,A,ABC/Pareto using total_trade_price revenue,draft
X-RAY FIXER: POWDER MANUAL FUJI,16.378,268954.62,-80441.44,5,1,2,160,-0.299089,0.001467,0.652081,A,ABC/Pareto using total_trade_price revenue,draft
OMCARE 40MG WITH DILUENT,8050.0,265650.0,129104.5,7,3,0,161,0.485995,0.001449,0.65353,A,ABC/Pareto using total_trade_price revenue,draft
ENOX 4000 ANTI-XA IU/0.4ML (KULANIMA HAZIR ENJEKTOR) STERIL - ENOKSAPARIN SODIUM,840.0,260400.0,910250.0,4,4,0,162,3.495584,0.00142,0.65495,A,ABC/Pareto using total_trade_price revenue,draft
CIXTOR-Z 500MG,1215.0768,257813.81,635401.92,134,35,1,163,2.464577,0.001406,0.656356,A,ABC/Pareto using total_trade_price revenue,draft
MAXXIVIT PLUS,453.97,254223.2,185311.58,67,17,0,164,0.728933,0.001386,0.657742,A,ABC/Pareto using total_trade_price revenue,draft
SODAMPEN 1G IM/IV,5596.6683,254059.1,482129.13,39,21,4,165,1.897705,0.001385,0.659128,A,ABC/Pareto using total_trade_price revenue,draft
LIFERZIN 250MG,814.5249,249533.6,244933.42,24,15,3,166,0.981565,0.001361,0.660489,A,ABC/Pareto using total_trade_price revenue,draft
LUNCHEONMEAT - LIBERTY,166.67,233324.67,136675.33,1,1,0,167,0.585773,0.001272,0.661761,A,ABC/Pareto using total_trade_price revenue,draft
SANOMAX-FA,416.0,232960.0,166059.36,66,21,0,168,0.712823,0.00127,0.663032,A,ABC/Pareto using total_trade_price revenue,draft
LYSOL 340G,624.0,232758.0,198666.0,3,3,0,169,0.85353,0.001269,0.664301,A,ABC/Pareto using total_trade_price revenue,draft
DANOXIME 750MG W/ DILUENT,1600.1691,232622.89,32658.56,3,1,1,170,0.140393,0.001269,0.665569,A,ABC/Pareto using total_trade_price revenue,draft
OLXARIN 4000IU/0.4ML (40MG/0.4ML),375.0,232500.0,232290.0,3,2,0,171,0.999097,0.001268,0.666837,A,ABC/Pareto using total_trade_price revenue,draft
